Index,Release Note,Release Note With Abstraction
95,"Changed

Make cancel link translatable (#592)

Fixed

Inertia Stack Authentication Page logo link update with inertia-link (#594)
","Changed
Make cancel link translatable (#592)
Fixed
Inertia Stack Authentication Page logo link update with inertia-link (#594)"
96,A major new Jetstream release. Check out the announcement post.,A major new Jetstream release. Check out the announcement post.
97,"Changed

Update to Laravel Mix v6 (#582)

Fixed

Avoids eqeqeq errors in eslint (#580)﻿
","Changed
Update to Laravel Mix v6 (#582)
Fixed
Avoids eqeqeq errors in eslint (#580)﻿"
98,"Fixed

Add missing import must verify email interface (#529)
Use named route for two-factor (#528)﻿
","Fixed
Add missing import must verify email interface (#529)
Use named route for two-factor (#528)﻿"
99,"Changed

Rename path to prefix for route config (#504)﻿
","Changed
Rename path to prefix for route config (#504)﻿"
100,"Fixed

Clears any validation error message before re-displaying confirmation (#487)﻿
","Fixed
Clears any validation error message before re-displaying confirmation (#487)﻿"
101,"Fixed

Use Alpine directly for guest layout (#485)
﻿
","Fixed
Use Alpine directly for guest layout (#485)
﻿"
102,"Changed

Use mix helper and remove CDNs  (#450, ca94bd5)

Fixed

Fix feature toggles in Inertia (#451, #454)
Update response status code to prevent method not allowed (#456)﻿
","Changed
Use mix helper and remove CDNs  (#450, ca94bd5)
Fixed
Fix feature toggles in Inertia (#451, #454)
Update response status code to prevent method not allowed (#456)﻿"
103,"Added

PHP 8 Support (#416)

Fixed

Delete user tokens when user is deleted (#406, 5bc500e)
Fix composer memory limit crashes (#412)
Update TwoFactorAuthenticationForm.vue (#417)
﻿
","Added
PHP 8 Support (#416)
Fixed
Delete user tokens when user is deleted (#406, 5bc500e)
Fix composer memory limit crashes (#412)
Update TwoFactorAuthenticationForm.vue (#417)
﻿"
104,"Fixed

Fix Livewire Modal Closing Issue By Bumping Alpine To 2.7.3 (#404)
Delete the users profile picture (#399)
","Fixed
Fix Livewire Modal Closing Issue By Bumping Alpine To 2.7.3 (#404)
Delete the users profile picture (#399)"
105,"Added

Adds custom redirects after creating or deleting a team (#383, ef3382d)

Changed

Make team show use policies (#379)
Use ziggy current method to check active link (#402)

Fixed

Add missing trait (#385)
Slot Empty Checking & Return Default Value (#389)
Constrain Ziggy version to ^0.9.4 (#395)
","Added
Adds custom redirects after creating or deleting a team (#383, ef3382d)
Changed
Make team show use policies (#379)
Use ziggy current method to check active link (#402)
Fixed
Add missing trait (#385)
Slot Empty Checking & Return Default Value (#389)
Constrain Ziggy version to ^0.9.4 (#395)"
106,"Fixed

Lock inertiajs/inertia-laravel to ^0.2.4 (#371)
","Fixed
Lock inertiajs/inertia-laravel to ^0.2.4 (#371)"
107,"Added

Add Jetstream route prefix config (#362)

Changed

Added js directory path alias (#328, 412e748)
Update wording (055be85)﻿
","Added
Add Jetstream route prefix config (#362)
Changed
Added js directory path alias (#328, 412e748)
Update wording (055be85)﻿"
108,"Changed

Give user object to update profile information form (#324, d818b31)
Numeric keyboard in Two Factor Challenge (#336)

Fixed

Correct visibility of Fortify features in profile view (#322)
Fix incorrect variable (afc89ad)
","Changed
Give user object to update profile information form (#324, d818b31)
Numeric keyboard in Two Factor Challenge (#336)
Fixed
Correct visibility of Fortify features in profile view (#322)
Fix incorrect variable (afc89ad)"
109,"Changed

Extract switch team logic into HasTeams trait (#312)
Use named routes on Inertia with Ziggy (#314, #316)
Bump Tailwind & Inertia (#315)
","Changed
Extract switch team logic into HasTeams trait (#312)
Use named routes on Inertia with Ziggy (#314, #316)
Bump Tailwind & Inertia (#315)"
110,"Changed

Add dependency-less modal focus trapping (#294)
Use getAuthIdentifier instead of getKey (#283)
Ensure text remains visible during webfont load (#290)
Make terms translatable (#300)
Disable profile photo and api by default (096d7dd)

Fixed

a11y(auth): associate inputs with labels (#285)
","Changed
Add dependency-less modal focus trapping (#294)
Use getAuthIdentifier instead of getKey (#283)
Ensure text remains visible during webfont load (#290)
Make terms translatable (#300)
Disable profile photo and api by default (096d7dd)
Fixed
a11y(auth): associate inputs with labels (#285)"
111,"Changed

Bump Alpine.js version up to 2.7.0 (#262)

Fixed

Use session table from the config (#265)
Add :key buildings for list (for) rendering to TeamMemberManager.vue (#270)
Add Submenu Style For When Profile Photos Are Unmanaged (#275, e717c9e)
Disable save button while profile pic is uploading (#266)﻿
","Changed
Bump Alpine.js version up to 2.7.0 (#262)
Fixed
Use session table from the config (#265)
Add :key buildings for list (for) rendering to TeamMemberManager.vue (#270)
Add Submenu Style For When Profile Photos Are Unmanaged (#275, e717c9e)
Disable save button while profile pic is uploading (#266)﻿"
112,"Added

Added hasTeamRole check on the HasTeams trait (#251, 87b4bf3)

Changed

More translation support (#211, #216)
Use mix() instead of asset() for hot-reload support (#217)
Remove Hard Coded Livewire Routes (#226)
Update UpdateUserProfileInformation.php (#247)

Fixed

Fixed attribute order inside views (#207)
Update modal z-index (#212)
Add key of v-for teams (#239)
Correct ID value for email field (#240)
Fix purging of CSS classes on production builds (#249)
Fix migration (1883071)﻿
","Added
Added hasTeamRole check on the HasTeams trait (#251, 87b4bf3)
Changed
More translation support (#211, #216)
Use mix() instead of asset() for hot-reload support (#217)
Remove Hard Coded Livewire Routes (#226)
Update UpdateUserProfileInformation.php (#247)
Fixed
Fixed attribute order inside views (#207)
Update modal z-index (#212)
Add key of v-for teams (#239)
Correct ID value for email field (#240)
Fix purging of CSS classes on production builds (#249)
Fix migration (1883071)﻿"
113,"Added

Add delete profile photo button (#110, 785dcdfa, 69f5c8d, c51e5cf)

Fixed

Don't include update password form if feature disabled (#197)
Remove hard coded routes and use route() helper by name instead (#203)
Fix button margins on small screens (#206)
","Added
Add delete profile photo button (#110, 785dcdfa, 69f5c8d, c51e5cf)
Fixed
Don't include update password form if feature disabled (#197)
Remove hard coded routes and use route() helper by name instead (#203)
Fix button margins on small screens (#206)"
114,"Added

Confirmable Support (#196, c1ff4a5)

Changed

Update Fortify Actions to use PasswordValidationRules Trait (#168)
Make labels translatable in livewire views (#177)
A few more strings that should be translatable (#192)

Fixed

Refresh navigation dropdown when teams/profile forms save (#132)
Fix API token deletion bug (#155)
Fix profile picture distortion for team owners (#165)
Fix HasTeams trait to be able to use queries (#173)
","Added
Confirmable Support (#196, c1ff4a5)
Changed
Update Fortify Actions to use PasswordValidationRules Trait (#168)
Make labels translatable in livewire views (#177)
A few more strings that should be translatable (#192)
Fixed
Refresh navigation dropdown when teams/profile forms save (#132)
Fix API token deletion bug (#155)
Fix profile picture distortion for team owners (#165)
Fix HasTeams trait to be able to use queries (#173)"
115,"Changed

Set fully url forget and reset password action (#136)

Fixed

Missing Closing Parenthesis (#140)
","Changed
Set fully url forget and reset password action (#136)
Fixed
Missing Closing Parenthesis (#140)"
116,"Fixed

Fix missing request (#137)
","Fixed
Fix missing request (#137)"
117,"Added

Add alt attribute/value to image tag (#106)
Translates more strings (#101)

Changed

Use static properties for Team and Membership too (#119, #121)
Add inertia render hooks (b2e5729, fd76d88, 4929383)

Fixed

Fix for vendor:publish routes (#109)
Make team menu entry ""truncate"" (#114)
Added object-cover to profile images (#122)
Inertia: Use check instead of authorize for canCreateTeams (#129)
","Added
Add alt attribute/value to image tag (#106)
Translates more strings (#101)
Changed
Use static properties for Team and Membership too (#119, #121)
Add inertia render hooks (b2e5729, fd76d88, 4929383)
Fixed
Fix for vendor:publish routes (#109)
Make team menu entry ""truncate"" (#114)
Added object-cover to profile images (#122)
Inertia: Use check instead of authorize for canCreateTeams (#129)"
118,"Changed

Update sessions table (49a6815)
Fix ownsTeam check (65ce882)
","Changed
Update sessions table (49a6815)
Fix ownsTeam check (65ce882)"
119,"Changed

Update to Laravel Fortify 1.0 (#96)
","Changed
Update to Laravel Fortify 1.0 (#96)"
120,"Fixed

Fix modal (47ad018)
","Fixed
Fix modal (47ad018)"
121,"Fixed

Fix bugs with method names (d85870d, 54a3db6)
","Fixed
Fix bugs with method names (d85870d, 54a3db6)"
122,"Fixed

Revert layout changes (915c797)
","Fixed
Revert layout changes (915c797)"
123,"Added

Implement TeamPolicy::create authorization check before creating a team (#82, 42ed0aa)
Provide a way of customizing/disabling the default routes (#67)
Delete User password confirmation (#91)

Changed

Make auth views translatable (#81)

Fixed

Fix API vs Web TeamsHasPermissions, add Tests (#89)
Fix ""remember me"" checkbox (#86)
Fix InstallCommand.php (#55)
","Added
Implement TeamPolicy::create authorization check before creating a team (#82, 42ed0aa)
Provide a way of customizing/disabling the default routes (#67)
Delete User password confirmation (#91)
Changed
Make auth views translatable (#81)
Fixed
Fix API vs Web TeamsHasPermissions, add Tests (#89)
Fix ""remember me"" checkbox (#86)
Fix InstallCommand.php (#55)"
124,"Changed

Set fully qualified URL for login,register and logout (#49)
Use application language on layouts (#58)
Use incrementing ids for team ids ([71b67f1](https://github.com/laravel/jetstream/commit/71b67f1e04f6c06741b910ff999aa6370b3ba970
","Changed
Set fully qualified URL for login,register and logout (#49)
Use application language on layouts (#58)
Use incrementing ids for team ids ([71b67f1](link"
125,"Fixed

Fix disk (f00615f)
","Fixed
Fix disk (f00615f)"
126,"Changed

Update photo storage (b304f4e)
","Changed
Update photo storage (b304f4e)"
127,"Changed

Change how auth guards are setup (6ac870f)
","Changed
Change how auth guards are setup (6ac870f)"
128,"Changed

Set a fully qualified URL for css file (#27)
Allow using Inertia without a session (#43)
Make error message translatable (#39)
","Changed
Set a fully qualified URL for css file (#27)
Allow using Inertia without a session (#43)
Make error message translatable (#39)"
129,"Changed

Support Livewire V2 (#23, b99cbd7)
","Changed
Support Livewire V2 (#23, b99cbd7)"
130,"Changed

Change divs to buttons (#8)
Replace the ""home"" route by the ""dashboard"" route (#16)
Include autocomplete on all relevant elements (#13)
Configure Purgecss for Tailwind (#10, af9bba5)
Use numeric ids for users (#22)
","Changed
Change divs to buttons (#8)
Replace the ""home"" route by the ""dashboard"" route (#16)
Include autocomplete on all relevant elements (#13)
Configure Purgecss for Tailwind (#10, af9bba5)
Use numeric ids for users (#22)"
131,"Changed

Use inertia link (991457c)
","Changed
Use inertia link (991457c)"
132,"Changed

Update guard usage (e871b88)
","Changed
Update guard usage (e871b88)"
133,"Changed

Require Sanctum 2.6 (#2)
","Changed
Require Sanctum 2.6 (#2)"
134,Initial release.,Initial release.
