Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Version 20.6.1,0.97359025,Version 20.12.0,,1
Version,0.5777799,Version 21.9,,0
Add handler names for websockets for url_for usage (#1880),0.9837987,#1880 Add handler names for websockets for url_for usage ,,1
Fix pickle error when attempting to pickle an application which contains websocket routes. (#1853),0.9913389,#1853 Fix pickle error when attempting to pickle an application which contains websocket routes,"Moves the websocket_handler subfunction out to a class-level method, which can be more easily pickled by the built-in python Pickler. Also includes a similar fix for the add_task deferred task scheduler subfunction. Co-authored-by: Adam Hopkins admhpkns@gmail.com",1
fix-#1851: correct step name (#1852),0.51399034,#2173 Remove Duplicated Dependencies and PEP 517 Support ,  fix-#1851: correct step name   fix-#1851: correct step name elsewhere as well   Co-authored-by: Adam Hopkins admhpkns@gmail.com,0
Bug fix for host parameter issue with lists (#1776),0.9827991,#1776 Bug fix for host parameter issue with lists," Bug fix for host parameter issue with lists  As explained in #1772 there is an issue when using a list as an argument for the host parameter in the Blueprint.route() decorator. I've traced the issue back to this line, and the if conditional should ensure that the name attribute isn't accessed when route is None.  Unit tests for blueprint.route host paramter set to list.  Co-authored-by: Adam Hopkins admhpkns@gmail.com",1
Clarified response middleware execution order in the documentation (#1846),0.94604516,#1846 Update docs to clarify response middleware execution order,Co-authored-by: Adam Hopkins admhpkns@gmail.com,1
Add version parameter to websocket routes (#1760),0.9897771,#1760 Add version parameter to websocket routes,  Add version parameter to websockets   Run black and cleanup code ,1
Deprecate body_bytes to merge into body (#1739),0.98311836,#1739 Deprecate body_bytes to merge into body,Co-authored-by: Adam Hopkins admhpkns@gmail.com,1
fix-#1856: adjust websockets version to setup.py and make nightly (py39) tests pass (#1857),0.8703605,#1857 Adjust websockets version to setup.py,  fix-#1856: adjust websockets version to setup.py and make nightly (py39) tests pass   fix-#1856: set min websockets version to 8.1   fix-#1856: suppress timeout for CI to pass   fix-#1856: timeout -> close_timeout due to deprecation warning   Co-authored-by: Adam Hopkins admhpkns@gmail.com Co-authored-by: 7 yunxu1992@gmail.com,1
"Wrap run()'s ""protocol"" type annotation in Optional[] (#1869)",0.9849772,"#1869 Wrap run()'s ""protocol"" type annotation in Optional[]","As the default is None and the function will determine a sane value in that case, the correct annotation is ""Optional[Type[Protocol]]"".",1
Add sanic as an entry point command (#1866),0.97457135,#1866 Add sanic as an entry point command,  Add sanic as an entry point command   Fix linting issue in imports   Co-authored-by: 7 yunxu1992@gmail.com,1
Fixing rst format issue (#1865),0.8203365,#1865 Fixing rst format issue that was hiding documentation,Co-authored-by: 7 yunxu1992@gmail.com,1
Add changes from version 20.3 to CHANGELOG (#1867),0.53262323,"If you're wondering why 0.5.3 exists and there's no change-log for it, the release was actually botched by my error.",,0
Fix reloader on OSX py38 and Windows (#1827),0.97875214,#1827 Fix reloader on OSX py38 and Windows,"  Fix watchdog reload worker repeatedly if there are multiple changed files   Simplify autoreloader, don't need multiprocessing.Process. Now works on OSX py38.   Allow autoreloader with multiple workers and run it earlier.   This works OK on Windows too.   I don't see how cwd could be different here.   app.run and app.create_server argument fixup.   Add test for auto_reload (coverage not working unfortunately).   Reloader cleanup, don't use external kill commands and exit normally.   Strip newlines on test output (Windows-compat).   Report failures in test_auto_reload to avoid timeouts.   Use different test server ports to avoid binding problems on Windows.   Fix previous commit   Listen on same port after reload.   Show Goin' Fast banner on reloads.   More robust testing, also -m sanic.   Add a timeout to terminate process   Try a workaround for tmpdir deletion on Windows.   Join process also on error (context manager doesn't).   Cleaner autoreloader termination on Windows.   Remove unused code.   Rename test.   Longer timeout on test exit.   Co-authored-by: Hùng X. Lê lexhung@gmail.com Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com Co-authored-by: Adam Hopkins admhpkns@gmail.com",1
Merge pull request #1842 from ashleysommer/fix_pickle_again,0.4706664,This pull request encompasses a lot of bug fixes among other things.,Fix static _handler pickling error.,0
Merge branch 'master' into fix_pickle_again,0.35259822,Fix type pikcle->pickle in multiprocessing test,,0
Merge pull request #1848 from ashleysommer/fix_named_response_middleware,0.6285583,"#1848 Reverse named_response_middlware execution order, to match normal response middleware execution order","Reverse named_response_middlware execution order, to match normal response middleware execution order.",0
"Reverse named_response_middlware execution order, to match normal response middleware execution order.",0.9606701,"#1848 Reverse named_response_middlware execution order, to match normal response middleware execution order",Fixes #1847 Adds a test to ensure fix is correct Adds an example which demonstrates correct blueprint-middlware execution order behavior.,1
release 20.3.0 (#1844),0.69956034,Version 20.12.3,,0
Fix static _handler pickling error.,0.954457,#1842 Fix static _handler pickling error,"Moves the subfunction _handler out to a module-level function, and parameterizes it with functools.partial(). Fixes the case when picking a sanic app which has a registered static route handler. This is usually encountered when attempting to use multiprocessing or auto_reload on OSX or Windows. Fixes #1774",1
Delete unnecessary isolated blanks and letters. (#1838),0.5798801,#2502 Fix a few typos,,0
Do not set content-type and content-length headers in exceptions. (#1820),0.5723078,#2545 Standardize init of exceptions for more consistent control of HTTP responses using exceptions,Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com,0
Update docs for order of listeners #1805 (#1834),0.67778015,- Blueprint listeners and ordering,,0
docs: Fix doc build (#1833),0.6265767,Fix doc for latest blueprint code,  docs: Fix doc build   docs: Use python-3.8 instead   test: Remove pytest-asyncio form tox.ini ,0
Import ASGIDispatch from top-level httpx (#1806),0.5992357,f8a6af1 Rename the http module to helpers to prevent conflicts with the built-in Python http library (fixes #1323),As importing from submodules of httpx is deprecated and removed in 0.12.0,0
[Doc] Update getting_started.rst (#1814),0.6384244,#1865 Fixing rst format issue that was hiding documentation, Update getting_started.rst  Replacing command to install Sanic without uvloop as the provided one is not working (at least in my case)   Same thing as oneliner   Update getting_started.rst   Dummy commit for Travis,0
Remove server config args that can be read directly from app. (#1807),0.58110666,#2320 Remove app instance from Config for error handler setting,  Remove server config args that can be read directly from app.   Linter   Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com,0
Replaced str.format() method in core functionality (#1819),0.54523265,Deprecates <foo:string> in favor of <foo:str>,  Replaced str.format() method in core functionality   Fixed linter checks ,0
Update docs with changes done in 20.3 (#1822),0.5457961,#2052 Fix some examples and docs,  Remove raw_args from docs (deprecated feature removed in Sanic 20.3).   Add missing Sanic(name) arguments in docs. Merge async/non-async class view examples.   Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com,0
Updated deployment docs (#1821),0.55561286,#2362 22.3 Deprecations and changes,  Updated deployment docs   Wording and formatting.   Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com,0
Deprecation and test cleanup (#1818),0.67570263,[#1981][] Cleanup and remove deprecated code,"  Remove remove_route, deprecated in 19.6.   No need for py35 compat anymore.   Rewrite asyncio.coroutines with async/await.   Remove deprecated request.raw_args.   response.text() takes str only: avoid deprecation warning in all but one test.   Remove unused import.   Revert unnecessary deprecation warning.   Remove apparently unnecessary py38 compat.   Avoid asyncio.Task.all_tasks deprecation warning.   Avoid warning on a test that tests deprecated response.text(int).   Add pytest-asyncio to tox deps.   Run the coroutine returned by AsyncioServer.close.   Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com",0
Fix Ctrl+C and tests on Windows. (#1808),0.5254418,#2214 Try Reopening Windows Tests,"  Fix Ctrl+C on Windows.   Disable testing of a function N/A on Windows.   Add test for coverage, avoid crash on missing _stopping.   Initialise StreamingHTTPResponse.protocol = None   Improved comments.   Reduce amount of data in test_request_stream to avoid failures on Windows.   The Windows test doesn't work on Windows :(   Use port numbers more likely to be free than 8000.   Disable the other signal tests on Windows as well.   Windows doesn't properly support SO_REUSEADDR, so that's disabled in Python, and thus rebinding fails. For successful testing, reuse port instead.   app.run argument handling: added server kwargs (alike create_server), added warning on extra kwargs, made auto_reload explicit argument. Another go at Windows tests   Revert ""app.run argument handling: added server kwargs (alike create_server), added warning on extra kwargs, made auto_reload explicit argument. Another go at Windows tests""   This reverts commit dc5d682448e3f6595bdca5cb764e5f26ca29e295.   Use random test server port on most tests. Should avoid port/addr reuse issues.   Another test to random port instead of 8000.   Fix deprecation warnings about missing name on Sanic() in tests.   Linter and typing   Increase test coverage   Rewrite test for ctrlc_windows_workaround   py36 compat   py36 compat   py36 compat   Don't rely on loop internals but add a stopping flag to app.   App may be restarted.   py36 compat   Linter   Add a constant for OS checking.   Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com",0
Streaming migration for 20.3 release (#1800),0.46627444,Add support for streaming large static files #734 ,"  Compatibility and deprecations for Sanic 20.3 in preparation of the streaming branch.   Add test for new API.   isort tests   More coverage   json takes str, not bytes   Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com",0
Update config docs to match DEFAULT_CONFIG (#1803),0.70677423,#2354 Add config.update support for all config values,"  Set REAL_IP_HEADER's default value to ""X-Real-IP""   Update config instead ",1
Remove the old request context API deprecated in 19.9. Use request.ctx instead. (#1801),0.5638558,Request.endpoint deprecated in favor of Request.name,Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com,0
bump httpx dependency version to 0.11.1 (#1794),0.8159536,"#1935 httpx version dependency updated, it is slated for removal as a dependency in v20.12",,1
Allow multiple workers on MacOS with Python 3.8. Fallback to single worker on Windows until pickling can be fixed. (#1798),0.52388656,"🧁 SIDE EFFECT: Named background tasks are now supported, even in Python 3.7",,0
Use f-strings instead of str.format() (#1793),0.37527207,#2590 Use actual StrEnum in Python 3.11+,,0
"Fix #1788 incorrect url_for for routes with hosts, added tests. (#1789)",0.615448,[#1984][] Fix typo in routing.rst,"  Fix #1788 incorrect url_for for routes with hosts, added tests.   Linter   Remove debug print ",0
Fix simple typo: viewes -> views (#1783),0.5220587,[#1984][] Fix typo in routing.rst,Closes #1782,0
Merge pull request #1784 from gdub/changelog_correction,0.5360812,To see the exhaustive list of pull requests included in this release see: ,Corrected changelog for docs move of MD to RST (#1691).,0
Corrected changelog for docs move of MD to RST (#1691).,0.65721625,#1865 Fixing rst format issue that was hiding documentation,,0
Py38 tox env (#1752),0.50164074,"#1903 config.from_envar, config.from_pyfile, and config.from_object are deprecated and set to be removed in v21.3", Set version  Set version  Add Python 3.8 to tests and package classifiers  Add Python3.8 to Appveyor config,0
Update README re: experimental support for Windows (#1778),0.5460314,docs: sanic now supports windows by @SaidBySolo in https://github.com/sanic-org/sanic/pull/2582,"As mentioned in #1517 , Windows support is ""experimental"" and does not currently support multiple workers.",0
Code cleanup in file responses (#1769),0.6186973,#2044 Code cleanup and refactoring,  Code cleanup in file responses.   Lint ,0
More robust response datatype handling (#1674),0.5508499,#2327 Prevent sending multiple or mixed responses on a single request,"  HTTP1 header formatting moved to headers.format_headers and rewritten.   New implementation is one line of code and twice faster than the old one.  Whole header block encoded to UTF-8 in one pass. No longer supports custom encode method on header values.  Cookie objects now have str in addition to encode, to work with this.   Linter   format_http1_response   Replace encode_body with faster implementation based on f-string.   Benchmarks: def encode_body(data):     try:         # Try to encode it regularly         return data.encode()     except AttributeError:         # Convert it to a str if you can't         return str(data).encode() def encode_body2(data):     return f""{data}"".encode() def encode_body3(data):     return str(data).encode() data_str, data_int = ""foo"", 123 %timeit encode_body(data_int) 928 ns ± 2.96 ns per loop (mean ± std. dev. of 7 runs, 1000000 loops each) %timeit encode_body2(data_int) 280 ns ± 2.09 ns per loop (mean ± std. dev. of 7 runs, 1000000 loops each) %timeit encode_body3(data_int) 387 ns ± 1.7 ns per loop (mean ± std. dev. of 7 runs, 1000000 loops each) %timeit encode_body(data_str) 202 ns ± 1.9 ns per loop (mean ± std. dev. of 7 runs, 1000000 loops each) %timeit encode_body2(data_str) 197 ns ± 0.507 ns per loop (mean ± std. dev. of 7 runs, 10000000 loops each) %timeit encode_body3(data_str) 313 ns ± 1.28 ns per loop (mean ± std. dev. of 7 runs, 1000000 loops each)   Wtf linter   Content-type fixes.   Body encoding sanitation, first pass.  body/data type autodetection fixed. do not repr(body).encode() bytes-ish values.  support html and repr_html in sanic.response.html().   -to-str response autoconversion limited to sanic.response.text() only.   Workaround MyPy issue.   Add an empty line to make isort happy.   Add html test for html and repr_html.   Remove StreamingHTTPResponse.get_headers helper function.   Add back HTTPResponse Keep-Alive removed by earlier merge or something.   Revert ""Remove StreamingHTTPResponse.get_headers helper function.""   Tests depend on this otherwise useless function. This reverts commit 9651e6ae017b61bed6dd88af6631cdd6b01eb347.   Add deprecation warnings; instead of assert for wrong HTTP version, and for non-string response.text.   Add back missing import.   Avoid duplicate response header tweaking code.   Linter errors ",0
[Trio] Quick fixes to make Sanic usable on hypercorn -k trio myweb.app (#1767),0.6030469,https://github.com/sanic-org/sanic/commit/3a1a9f071df24e2fe0ff5aac7d529019034fe898,  Quick fixes to make Sanic usable on hypercorn -k trio myweb.app   Quick'n dirty compatibility and autodetection of hypercorn trio mode.   mypy ignore for aiofiles/trio.   lint ,0
"Add server.start_serving and server.serve_forever to AsyncioServer proxy object, to match asyncio-python3.7 example doc, fixes #1754 (#1762)",0.55947536,AsyncioServer.init,,0
No tracebacks on normal errors and prettier error pages (#1768),0.606574,"#2668 Smarter error page rendering format selection; more reliant upon header and ""common sense"" defaults","  Default error handler now only logs traceback on 500 errors and all responses are HTML formatted.   Tests passing.   Ability to flag any exception object with self.quiet = True following @ashleysommer suggestion.   Refactor HTML formatting into errorpages.py. String escapes for debug tracebacks.   Remove extra includes   Auto-set quiet flag also when decorator is used.   Cleanup, make error pages (probably) HTML5-compliant and similar for debug and non-debug modes.   Fix lookup of non-existant status codes   No logging of 503 errors after all.   lint ",0
Allow route decorators to stack up again (#1764),0.6880852,#2455 Resolve typing of stacked route definitions,"  Allow route decorators to stack up without causing a function signature inspection crash Fix #1742   Apply fix to @websocket routes docorator too Add test for double-stacked websocket decorator remove introduction of new variable in route wrapper, extend routes in-place. Add explanation of why a handler will be a tuple in the case of a double-stacked route decorator ",0
Fix dangling comma in arguments list for HTTPResponse in response.empty() (#1761),0.5518922,1472 Remove unwanted None check for repr in Request class,"  Fix dangling comma arguments list for HTTPResponse in response.empty()   Found another black error, including another dangling comma ",0
Simplify status code to text lookup (#1738),0.5575793,Now allow unknown status codes per #643 (Thanks to @aryeh),,0
Merge pull request #1755 from Lagicrus/empty-response,0.47175545,To see the exhaustive list of pull requests included in this release see: ,Update docs,0
Update response.rst,0.5629418,#2569 Add JSONResponse class with some convenient methods when updating a response object,,0
fix 1748 : Drop DeprecationWarning in python 3.8 (#1750),0.75080043,#2036 #2037 Drop Python 3.6 support,https://github.com/huge-success/sanic/issues/1748,1
Release v19.12.0 (#1747),0.78996384,19.12.0 LTS,Release v19.12.0,1
Merge pull request #1751 from huge-success/master,0.4276703,To see the exhaustive list of pull requests included in this release see: ,Move Release into LTS Branch,0
Merge pull request #1743 from eric-nieuwland/master,0.4822101,To see the exhaustive list of pull requests included in this release see: ,Forgotten slot,0
Forgotten slot,0.8403422,"Resolve forgotten slot, see #1743 ",Crashes the server at init() time,1
Release v19.12.0 (#1740),0.79317,19.12.0 LTS,  Bumping up version from 19.9.0 to 19.12.0   Pipfile crud removed ,1
Pipfile crud removed,0.4295051,Fix ImportError not preserved in __main__.py #665 (Thanks to @pyx),,0
Bumping up version from 19.12.0 to 19.12.0,0.59070116,19.12.0 LTS,,0
ci: Add python nightlies to test matrix (#1710),0.6322676,#1852 Fix naming of CI test env on Python nightlies,Signed-off-by: Eli Uriegas seemethere101@gmail.com,0
Add RFC labels to stale exclusion list (#1737),0.52749604,#2546 Add deprecation warning filter,,0
HTTP1 header formatting moved to headers.format_headers and rewritten. (#1669),0.66172725,f8a6af1 Rename the http module to helpers to prevent conflicts with the built-in Python http library (fixes #1323),"  HTTP1 header formatting moved to headers.format_headers and rewritten.   New implementation is one line of code and twice faster than the old one.  Whole header block encoded to UTF-8 in one pass. No longer supports custom encode method on header values.  Cookie objects now have str in addition to encode, to work with this.   Add an import missed in merge. ",0
Allow empty body without Content-Type; Introduce response.empty() (#1736),0.5173949,#2327 Prevent sending multiple or mixed responses on a single request,,0
Swap out requests-async for httpx (#1728),0.57696664,"#1935 httpx version dependency updated, it is slated for removal as a dependency in v20.12",  Begin swap of requests-async for httpx   Finalize httpx adoption and resolve tests   Resolve linting and formatting  Remove documentation references to requests-async in favor of httpx,0
GIT-37: fix blueprint middleware application (#1690),0.5491682,Resolve #1749 Restore broken middleware edge cases,  GIT-37: fix blueprint middleware application   If you register a middleware via @blueprint.middleware then it will apply only to the routes defined by the blueprint.  If you register a middleware via @blueprint_group.middleware then it will apply to all blueprint based routes that are part of the group. If you define a middleware via @app.middleware then it will be applied on all available routes  Fixes #37 Signed-off-by: Harsha Narayana harsha2k4@gmail.com  GIT-37: add changelog  Signed-off-by: Harsha Narayana harsha2k4@gmail.com,0
Merge pull request #1734 from seemethere/testing_host,0.526795,To see the exhaustive list of pull requests included in this release see: ,testing: Add host argument to SanicTestClient,0
testing: Add host argument to SanicTestClient,0.7020858,SanicTestClient now gets its own port #1008 (Thanks to @youknowone),Adds the ability to specify a host argument when using the SanicTestClient. Signed-off-by: Eli Uriegas eliuriegas@fb.com,1
Fix #1714 (#1716),0.6116146,#2502 Fix a few typos,  fix abort call errors out when calling inside stream handler   handle pending task properly after cleanup ,0
Add return type to Sanic.create_server for type hinting and docs (#1724),0.7648809,1470 make Sanic.create_server return an asyncio.Server,  add type hint and doc when create_server returns AsyncioServer   fix linting ,1
FIX: invalid rst syntax (#1727),0.63844967,[#1984][] Fix typo in routing.rst,,0
pass request_buffer_queue_size argument to HttpProtocol (#1717),0.59672606,2156 Remove config value REQUEST_BUFFER_QUEUE_SIZE,  pass request_buffer_queue_size argument to HttpProtocol   fix to use simultaneously only one task to put body to stream buffer   add a test code for REQUEST_BUFFER_QUEUE_SIZE ,0
Reduce nesting for the sample authentication decorator (#1715),0.5016137,Middleware decorators now take explicit args #406 (Thanks to @agoose77),  Reduce nesting for the sample authentication decorator   Add missing decorator argument ,0
Doc rework (#1698),0.6677524,#2052 Fix some examples and docs,  blueprints   class_based_views   config   decorators   deploying   exceptions   extensions   getting_started   middleware   request_data   response   routing   static_files   streaming   testing   versioning   Fix bug and links   spelling mistakes   Bug fixes and minor tweaks   Create 1691.doc.rst   Bug fixes and tweaks   Co-Authored-By: Harsha Narayana harsha2k4@gmail.com,0
fix SERVER_NAME enforcement in url_for and request.args documentation (#1708),0.6562725,_host keyword in url_for, :bug: fix SERVER_NAME enforcement in url_for  fixes #1707  :bulb: add additional documentation for using request.args  fixes #1704   :white_check_mark: add additional test to check url_for without SERVER_NAME   :pencil: add changelog for fixes ,0
deprecate None value support for app name (#1705),0.7170288,#2053 Make get_app name argument optional,  :heavy_minus_sign: deprecate None value support for app name   :rotating_light: cleanup linter issues across the codebase ,1
Add 'python_requires' key to setup.py (#1701),0.6393913,#2049 Updated setup.py to use find_packages,This key is important so that pip doesn't try to install sanic in unsupported Python versions: https://packaging.python.org/guides/distributing-packages-using-setuptools/#python-requires,0
19.9.0 release (#1699),0.79152167,19.12.0 LTS,,1
Update helpers.py (#1693),0.568321,#2049 Updated setup.py to use find_packages,,0
Update websocket.rst (#1694),0.7345947,#2609 Add compatibility with websockets v11.0,,1
Bump up pytest version for fixing ci build (#1689),0.734312,"1464 Upgrade pytest, and fix caplog unit tests",Bump up pytest version for fixing ci build,1
misc: bump up pytest version for fixing ci build,0.71880704,"1464 Upgrade pytest, and fix caplog unit tests",,1
Support websockets 8.x as well as 7.x (#1687),0.799899,#2609 Add compatibility with websockets v11.0,"Sanic currently requires websockets 7.x, but it's straightforward to also support the more recent 8.x.",1
Implement dict-like API on request objects for custom data. (#1666),0.51672876,Adding a way to pass in a custom request class #622 (Thanks to @aryeh), Implement dict-like API on request objects for custom data. Updated docs about custom_context.,0
Add a type checking pipeline (#1682),0.49259013,"#2279, #2317, #2322 Add/correct missing type annotations", Integrate with mypy,0
Fix tests for multiprocessing pickle app and pickle blueprint (#1680),0.7869812,Fix type pikcle->pickle in multiprocessing test,"The old tests were not quite checking for the right thing. Fixing the test does not change Sanic code, expose any bugs, or fix any bugs.",1
"Fixes ""after_server_start"" when using return_asyncio_server. (#1676)",0.69409996,1470 make Sanic.create_server return an asyncio.Server,"  Fixes ability to trigger ""after_server_start"", ""before_server_stop"", ""after_server_stop"" server events when using app.create_server to start your own asyncio_server See example file run_async_advanced for a full example   Fix a missing method on AsyncServer that some tests need Add a tiny bit more documentation in-code Change name of AsyncServerCoro to AsyncioServer ",0
Fix docstring style in Sanic.register_listener (#1678),0.5825174,#1218 Documentation for sanic.log.* is missing, Fix docstring style: google -> reST,0
Update static_files.md (#1672),0.6064824,Fix absolute path bug for static files #647 ,,0
Sanic does not support Python 3.5 and won't need this code. (#1670),0.6703572,Potential server crash if running Python 3.10 w/ Sanic 20.12  by @ahopkins in https://github.com/sanic-org/sanic/pull/2400, imports code cleanup as we dropping python3.5 support,0
Merge pull request #1665 from snguyenthanh/fix-changelog-link,0.51431215,To see the exhaustive list of pull requests included in this release see: ,doc: fix the link to CHANGELOG in README.rst,0
Fix link to CHANGELOG in README.rst,0.59204745,#2350 Fix link in README for ASGI,,0
Forwarded headers and otherwise improved proxy handling (#1638),0.4939741,"#2447, #2486 Improved API to support setting cache control headers","  Added support for HTTP Forwarded header and combined parsing of other proxy headers.   Accessible via request.forwarded that tries parse_forwarded and then parse_xforwarded  parse_forwarded uses the Forwarded header, if config.FORWARDED_SECRET is provided and a matching header field is found parse_xforwarded uses X-Real-IP and X-Forwarded-* much alike the existing implementation  This commit does not change existing request properties that still use the old code and won't make use of Forwarded headers.   Use req.forwarded in req properties server_name, server_port, scheme and remote_addr.   X-Scheme handling moved to parse_xforwarded.   Cleanup and fix req.server_port; no longer reports socket port if any forwards headers are used.   Update docstrings to incidate that forwarded header is used first.   Remove testing function.   Fix tests and linting.   One test removed due to change of semantics - no socket port will be used if any forwarded headers are in effect.   Other tests augmented with X-Forwarded-For, to allow the header being tested take effect (shouldn't affect old implementation).   Try to workaround buggy tools complaining about incorrect ordering of imports.   Cleanup forwarded processing, add comments. secret is now also returned.   Added tests, fixed quoted string handling, cleanup.   Further tests for full coverage.   Try'n make linter happy.   Add support for multiple Forwarded headers. Unify parse_forwarded parameters with parse_xforwarded.   Implement multiple headers support for X-Forwarded-For.   Previously only the first header was used, so this BUGFIX may affect functionality.   Bugfix for request.server_name: strip port and other parts.   request.server_name docs claim that it returns the hostname only (no port).  config.SERVER_NAME may be full URL, so strip scheme, port and path HTTP Host and consequently forwarded Host may include port number, so   strip that also for forwarded hosts (previously only done for HTTP Host).  Possible performance benefit of limiting to one split.   Fallback to app.url_for and let it handle SERVER_NAME if defined (until a proper solution is implemented).   Revise previous commit. Only fallback for full URL SERVER_NAMEs; allows host to be defined and proxied information still being used.   Heil lintnazi.   Modify testcase not to use underscores in URLs. Use hyphens which the spec allows for.   Forwarded and Host header parsing improved.   request.forwarded lowercases hosts, separates host:port into their own fields and lowercases addresses  forwarded.parse_host helper function added and used for parsing all host-style headers (IPv6 cannot be simply split("":"")).  more tests fixed not to use underscores in hosts as those are no longer accepted and lead to the field being rejected   Fixed typo in docstring.   Added IPv6 address tests for Host header.   Fix regex.   Further tests and stricter forwarded handling.   Fix merge commit   Linter   Linter   Linter   Add  to avoid re-using the  variable. Make a few raw strings non-raw.   Remove unnecessary or   Updated docs (work in progress).   Enable REAL_IP_HEADER parsing irregardless of PROXIES_COUNT setting.   Also cleanup and added comments   New defaults for PROXIES_COUNT and REAL_IP_HEADER, updated tests.   Remove support for PROXIES_COUNT=-1.   Linter errors.   This is getting ridiculous: cannot fit an URL on one line, linter requires   splitting the string literal!   Add support for by=_proxySecret, updated docs, updated tests.   Forwarded headers' semantics tuning.   Forwarded host is now preserved in original format  request.host now returns a forwarded host if available, else the Host header Forwarded options are preserved in original order, and later keys override earlier ones Forwarded path is automatically URL-unquoted Forwarded 'by' and 'for' are omitted if their value is unknown Tests modified accordingly  Cleanup and improved documentation   Add ASGI test.   Linter   Linter #2 ",0
check for already set asyncio event loop policy (#1637),0.7219496,#2390 Clear deprecation warning in asyncio.get_event_loop,  check for already set asyncio event loop policy   fix linting warning ,1
PEP 594 has cgi module scheduled for deprecation in Python 3.8 (#1649),0.605778,f8a6af1 Rename the http module to helpers to prevent conflicts with the built-in Python http library (fixes #1323),"  PEP 594 has cgi module scheduled for deprecation in Python 3.8. Reimplement cgi.parse_header in Sanic. The new implementation is much faster than either cgi.parse_header or equivalent werkzeug.parse_options_header, and unlike the two, handles also quoted values with semicolons or \"" in them.   Fix string escape.   Useless linter complaints.   More linter issues   Add return type hint.   Do not support quoted-pair escapes.   Improved documentation and renamed the function more aptly as it only seems   to apply to content-type and content-disposition headers.   Unquote filenames also in normal mode.   Add tests for headers. Adapted from CPython parse_header tests with changes on the final test.   Linter   Revert ""Unquote filenames also in normal mode.""   This reverts commit bf0d502bcd5c443a4178f1c239692976c0f5f185.   Improved parse_content_header and added tests with Firefox and Chrome.   Unescaping of quotes moved to parse_content_header because it affects all fields,   not just filenames.  It is impossible to handle all cases correctly but the current heuristics should   suffice well for typical cases and beyond.  Added comparisons with cgi.parse_header and werkzeug.parse_options_header.   Updated comments as well. ",0
Merge pull request #1657 from huge-success/release-19.6.3,0.49861944,To see the exhaustive list of pull requests included in this release see: ,release: 19.6.3,0
Bumping up version from 19.6.2 to 19.6.3,0.5000955,Rerelease of v21.9.2 with some cleanup,,0
Merge pull request #1654 from huge-success/asgi-content-type,0.48791826,#1922 Add explicit ASGI compliance to the README,Add content-type headers in response in ASGI mode,0
release: 19.6.3,0.84227407,19.12.0 LTS,,1
Merge pull request #1635 from huge-success/upgrade-websockets,0.63064617,2154 Upgrade websockets dependency to min version,"Upgrade websockets, resolve incompatible issue between multidict and websockets",0
Add content-type headers in response in ASGI mode,0.6607265,Resolve #1653 ASGI headers in body,,0
Merge pull request #1632 from harshanarayana/feature/GIT-1631-Enable_Towncrier,0.4506051,This pull request encompasses a lot of bug fixes among other things.,feature: GIT-1631 enable towncrier,0
Merge pull request #1640 from Tronic/sockaddrfix,0.4381467,To see the exhaustive list of pull requests included in this release see: https://github.com/channelcat/sanic/milestone/3?closed=1,Fix server crash on request.server_port when bound to IPv6.,0
fix: #1631: add ignore file to ensure empty changelog dir is retained,0.51509035,#2213 Fix bug where ws exceptions not being logged,Signed-off-by: Harsha Narayana harsha2k4@gmail.com,0
feat: #1631: enable change log as part of release script,0.49163848,"If you're wondering why 0.5.3 exists and there's no change-log for it, the release was actually botched by my error.",Signed-off-by: Harsha Narayana harsha2k4@gmail.com,0
feat: #1631: enable make command to support settings up release,0.5163783,#1893 Remove version section from setup.cfg,Signed-off-by: Harsha Narayana harsha2k4@gmail.com,0
fix: #1631: fix pyproject toml indentation,0.53484184,#1924 Adding --strict-markers for pytest,Signed-off-by: Harsha Narayana harsha2k4@gmail.com,0
Fix server crash on request.server_port when bound to IPv6.,0.54620445,#1641 Socket binding implemented properly for IPv6 and UNIX sockets,"If no X-Forwarded-Port nor Host headers are present, Sanic uses ""sockname"" to determine the port. This expected (host, port) tuple to be returned but for IPv6 a 4-tuple is returned instead. Changed code so that port is picked up in either case. Handling of ""peername"" was already correct in this regard. _get_address and server_port both still return incorrect data or crash for other socket types (e.g unix). Socket type should checked before any queries.",0
bugfix: replace CIMultiDict with compat.Header in all places,0.48566908,#2696 Add header accessors as properties,,0
"bugfix: fix incompatible api between multidict and websockets, and bump up websockets version to match uvicorn",0.6151751,#1857 Adjust websockets version to setup.py,,0
fix: #1631: move pyproject.toml to avoid PEP 517 conflict,0.56604695,#2173 Remove Duplicated Dependencies and PEP 517 Support ,,0
fix: #1631: add common contribution guidelines and towncrier detail to contribution guides,0.45574364,New contributing rules are now present for all incoming PR's,Signed-off-by: Harsha Narayana harsha2k4@gmail.com,0
