Index,Release Note,Release Note Abstract
109,"
Fixes for changes to how Homebrew manages PHP versions
",Fixes for changes to how Homebrew manages PHP versions
110,"
Show some useful output about what Valet is doing during installation/restart
Add support for Craft 3 Beta
Test for nginx config errors before attempting to restart Valet
Prevent access to valet CLI commands that don't work until valet install is run
Add Magento 2 driver
Fixes for CakePHP 3 driver
Add support for PHP 7.2
","Show some useful output about what Valet is doing during installation/restart
Add support for Craft 3 Beta
Test for nginx config errors before attempting to restart Valet
Prevent access to valet CLI commands that don't work until valet install is run
Add Magento 2 driver
Fixes for CakePHP 3 driver
Add support for PHP 7.2"
111,"
Better handling of large file uploads
Prettier output for linked sites
Make PHP 5.6 an explicit requirement (wouldn't work without 5.6 already, but composer.json was missing this info)
Support nginx and nginx-full Homebrew packages
Fix an issue related to a macOS update that was causing restarting root services to fail
Support adding a directory to valet open
Support wildcard TLS certificates
Don't create sudoer entry for Valet by default
Various minor tweaks and fixes
","Better handling of large file uploads
Prettier output for linked sites
Make PHP 5.6 an explicit requirement (wouldn't work without 5.6 already, but composer.json was missing this info)
Support nginx and nginx-full Homebrew packages
Fix an issue related to a macOS update that was causing restarting root services to fail
Support adding a directory to valet open
Support wildcard TLS certificates
Don't create sudoer entry for Valet by default
Various minor tweaks and fixes"
112,,
113,,
114,,
115,"
Explicitly set which port PHP FPM listens on during installation to avoid issues when users move from master to the current tag stream
",Explicitly set which port PHP FPM listens on during installation to avoid issues when users move from master to the current tag stream
116,"
Automatically regenerate TLS Caddyfiles on valet install to make migrating from dev-master to a tagged release easier
",Automatically regenerate TLS Caddyfiles on valet install to make migrating from dev-master to a tagged release easier
117,"
Use Caddy 0.9.1
Support for Sierra
","Use Caddy 0.9.1
Support for Sierra"
118,"
Set DOCUMENT_ROOT environment variable to improve support for sites served by basic driver
Fix bug where Caddyfiles for TLS sites were being generated with the literal string VALET_HOME_PATH instead of the environment variable value
","Set DOCUMENT_ROOT environment variable to improve support for sites served by basic driver
Fix bug where Caddyfiles for TLS sites were being generated with the literal string VALET_HOME_PATH instead of the environment variable value"
119,"
Add support for viewing Caddy logs
Allow optionally specifying a path in park and forget commands to be used instead of the current working directory
","Add support for viewing Caddy logs
Allow optionally specifying a path in park and forget commands to be used instead of the current working directory"
120,"
Move Drupal driver to correct location
",Move Drupal driver to correct location
121,"
Fix error in bash script
Update version
","Fix error in bash script
Update version"
122,"
Remove experimental undocumented features from tagged release stream
",Remove experimental undocumented features from tagged release stream
123,"
Allow Valet to operate under PHP 7.1
Add Drupal 7 and 8 drivers
Support Symfony < 3.0
Minor tweaks and improvements
","Allow Valet to operate under PHP 7.1
Add Drupal 7 and 8 drivers
Support Symfony < 3.0
Minor tweaks and improvements"
124,"
Fix issue with trying to change domain before ever securing a site
",Fix issue with trying to change domain before ever securing a site
125,"
Fix problem with Brew installations.
",Fix problem with Brew installations.
126,,
127,,
128,"
Improvements to overall application structure.
Symlink /usr/local/bin/valet to Valet installation.
","Improvements to overall application structure.
Symlink /usr/local/bin/valet to Valet installation."
129,,
