Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
280,Update history to reflect merge of #91 [ci skip],0.5438389,Reintroduce removed social includes for backwards compatibility (#217),,0
281,Suggested a more elegant way to handle the lang attribute,0.37408,Improve thw wording in index.md (#175),,0
282,Merge remote-tracking branch 'jekyll/master',0.46706963,Add jekyll-feed plugin in config (#228),,0
283,Merge pull request #3 from HugoGiraudel/patch-1,0.53804255,Consolidate trigger SVG paths (#148),,0
284,Release :gem: v1.0.0,0.47118774,Update gemspec to require at least Jekyll 3.3 (#59),,0
285,Merge pull request #51 from Strangehill/patch-1,0.4032387,Consolidate trigger SVG paths (#148),,0
286,Update history to reflect merge of #139,0.53346896,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 88,0
287,Update history to reflect merge of #654 [ci skip],0.53488505,Remove incomplete status from spec summary (#63),,0
288,refactor scss to mobile-first (#130),0.46233612,Close #55: Improve mobile user experience (#62),,0
289,:gem: bump,0.37359923,Demo minima on GitHub Pages (#76),,0
290,fix when site.email is empty to avoid html-proofer errors,0.542118,Fix html proofer errors (#49),Merge pull request 121,0
291,Update history to reflect merge of #103 [ci skip],0.5292165,Reintroduce removed social includes for backwards compatibility (#217),,0
292,Some more stuffs.,0.44793487,Minor Enhancements,Merge pull request 118,0
293,Update history to reflect merge of #400 [ci skip],0.52509934,Reintroduce removed social includes for backwards compatibility (#217),,0
294,Conditionally load GFM-parser gem in CI builds (#535),0.5149307,Use upstream gemspec file matcher (#9),Merge pull request 103,0
295,only include the nav tag if there are pages to be displayed in the menu (#116),0.5954331,Document how to customize navigation links (#192),,0
296,Set layout to default,0.67732024,Add default table styles (#144),Merge pull request 120,0
297,Update history to reflect merge of #33,0.5324,Reintroduce removed social includes for backwards compatibility (#217),,0
298,Use standardized tab size of 2 spaces,0.95461273,Use standardized tab size of 2 spaces (#44),Merge pull request 117,1
299,Update history to reflect merge of #714 [ci skip],0.53968215,Reintroduce removed social includes for backwards compatibility (#217),,0
300,use absolute_url filter for disqus,0.94203275,Use absolute_url filter for disqus (#66),,1
301,Merge branch 'master' into jekyll-seo-tag-dependency,0.7155428,Add jekyll-seo-tag dependency (#139),Merge pull request 76,1
302,Merge pull request #174 from jekyll/history,0.62404686,Add 404 page from jekyll master (#121),,0
303,Update history to reflect merge of #82 [ci skip],0.5612669,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 111,0
304,"Improve ""Subscribe"" link in footer (#698)",0.5707661,Add support to Disqus (#21),,0
305,Fix deprecation warnings (#700),0.5004736,Fix html proofer errors (#49),Merge pull request 116,0
306,Update history to reflect merge of #3 [ci skip],0.53690267,Reintroduce removed social includes for backwards compatibility (#217),,0
307,use relative_url filter in minima,0.91182536,Use  new absolute_url and relative_url filters in minima (#57),Merge pull request 91,1
308,Revert 2a5bcb0 by removing social_sites hash,0.7742766,Revert social_sites hash for retrocompatibility (#190),,1
309,Update config (#228),0.7805787,Update config description comment (#203),Merge pull request 82,1
310,Merge pull request #52 from Crunch09/header_pages_config,0.5567646,add header_pages config to link only specific files in header (#52),,0
311,Release :gem: 2.4.0 (#210),0.48840815,Update config description comment (#203),Merge pull request 78,0
312,Update history to reflect merge of #535 [ci skip],0.5419265,Remove incomplete status from spec summary (#63),,0
313,Release 💎 2.5.0,0.44699246,Remove 2.0 post-install message (#82),Merge pull request 72,0
314,Be explicit about https,0.3542143,Use absolute_url filter for disqus (#66),,0
315,Update history to reflect merge of #118 [ci skip],0.50901896,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 70,0
316,Use upstream gemspec file matcher,0.9512113,Use upstream gemspec file matcher (#9),,1
317,remove whitespace,0.6756351,Remove whitespace due to Liquid tags in generated HTML (#202),Merge pull request 71,0
318,Update history to reflect merge of #510 [ci skip],0.5307225,Reintroduce removed social includes for backwards compatibility (#217),,0
319,Update history to reflect merge of #448 [ci skip],0.5374768,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 63,0
320,Update history to reflect merge of #71 [ci skip],0.5410088,Reintroduce removed social includes for backwards compatibility (#217),,0
321,Add GitLab to social (#352),0.5552274,Add more social links (#141),Merge pull request 62,0
322,Update history to reflect merge of #335 [ci skip],0.5447653,Reintroduce removed social includes for backwards compatibility (#217),,0
323,"Fixes #80, #106. Make the hamburger work with pure CSS. (#111)",0.50429934,Remove whitespace due to Liquid tags in generated HTML (#202),add header_pages config to link only specific files in header,0
324,Re-implement site footer markup and styles (#448),0.65235054,Avoid build errors introduced in 2.2.0  (#141) for websites using minima and a custom footer,,0
325,frozen string literal (#193),0.3130147,Add jekyll-seo-tag dependency (#139),,0
326,fix: overflow auto for tables (#296),0.3856114,Fix html proofer errors (#49),,0
327,Add google scholar. (#673),0.49128658,Google analytics support (#26),Merge pull request 58,0
328,Update URL on #158 (#290),0.7441336,Update default local URL (#120),,1
329,Update history to reflect merge of #248 [ci skip],0.5118391,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 66,0
330,Fix typo (#213),0.4664024,Fix html proofer errors (#49),,0
331,rename example/index.html to example/index.md,0.8787398,replace example/index.html with example/index.md (#58),,1
332,removed width and height sass styling on menu-icon svg,0.4773171,Scale headings relative to base-font-size (#78),Merge pull request 61,0
333,Update history to reflect merge of #450 [ci skip],0.5083458,Remove incomplete status from spec summary (#63),,0
334,fix: styling main element in IE 11 (#199),0.9999998,fix: styling main element in IE 11 (#199),,1
335,Move contents of the index.html page to the 'home' layout,0.9726718,Move contents of the index.html page to the 'home' layout (#48),Merge pull request 59,1
336,removed width and height sass styling on social media icon svgs,0.5292208,social icons should resolve baseurl properly (#201),,0
337,Test against Ruby 2.4 (#184),0.888286,Test build with Ruby 2.4 on CI (#184),,1
338,Update history to reflect merge of #9 [ci skip],0.54170674,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 57,0
339,Merge pull request #151 from ashmaroli/trim-gemspec,0.4886737,Use upstream gemspec file matcher (#9),,0
340,Update history to reflect merge of #296 [ci skip],0.5502603,Reintroduce removed social includes for backwards compatibility (#217),,0
341,Fix site title line height (#314),0.62828207,Scale headings relative to base-font-size (#78),,0
342,Merge branch 'master' into pull/release-2.5.0,0.40395176,Upgrade instructions,,0
343,Merge pull request #31 from jekyll/regex-fix,0.57604116,Fix gemspec regex (#31),,0
344,Update .gitignore (#475),0.5240127,"Github and Twitter includes have been removed in the footer, please update your layout like so.",Merge pull request 54,0
345,Update history to reflect merge of #321 [ci skip],0.5556348,Reintroduce removed social includes for backwards compatibility (#217),,0
346,Export a variable to let users to custom the font family of code (#462),0.523409,Add better system fonts (#205),,0
347,limit css in assets/style.css to enable customization (#117),0.77643204,More easily customizable CSS (#117),Merge pull request 49,1
348,Scaffold from 'jekyll new-theme',0.5593053,Example should require Jekyll 3.3 (#61),,0
349,social icons should resolve baseurl properly (#201),1.0,social icons should resolve baseurl properly (#201),Merge pull request 43,1
350,Merge pull request #4 from pathawks/normalize_whitespace,0.466084,Remove whitespace due to Liquid tags in generated HTML (#202),,0
351,Remove incomplete status from spec summary (#63),1.0000001,Remove incomplete status from spec summary (#63),,1
352,Update history to reflect merge of #70 [ci skip],0.5167741,Reintroduce removed social includes for backwards compatibility (#217),,0
353,look to site.url when available,0.84542245,Look to site.url when available (#35),,1
354,Update history to reflect merge of #18 [ci skip],0.54778177,Reintroduce removed social includes for backwards compatibility (#217),,0
355,Add a basic workflow file for building minima,0.5553478,Add Microformats markup (#160),,0
356,Update history to reflect merge of #698 [ci skip],0.55032307,Remove incomplete status from spec summary (#63),"now that jekyll supports assets/ dir within theme gems, css/ and its contents will be housed within minima's own assets/ directory",0
357,Improve readability of post titles with diacritics (#449),0.6576973,Docs: clarification about page title (#142),fixes #19,0
358,Update config description comment (#203),1.0000002,Update config description comment (#203),"remove unnecessary and sexist ""Mr.""",1
359,Release 2.1.1,0.52765316,Remove 2.0 post-install message (#82),,0
360,Update history to reflect merge of #37 [ci skip],0.55568165,Reintroduce removed social includes for backwards compatibility (#217),,0
361,Set margin-bottom of pagination (#458),0.548978,Stick footer for short posts (#223),,0
362,Update history to reflect merge of #410 [ci skip],0.5368259,Reintroduce removed social includes for backwards compatibility (#217),,0
363,Rename icons.svg to minima-social-icons.svg,0.59324694,social icons should resolve baseurl properly (#201),,0
364,Make icon's vertical spacing global,0.4620639,Use standardized tab size of 2 spaces (#44),Merge pull request 48,0
365,add screenshot,0.46377644,Document how to link to the theme styles (#18),,0
366,HTML escape author in posts (#132),0.58581424,Handling content outside of posts (#88),add .editorconfig,0
367,Update history to reflect merge of #475 [ci skip],0.523291,Reintroduce removed social includes for backwards compatibility (#217),,0
368,improve code to have only one loop,0.3155066,Use standardized tab size of 2 spaces (#44),,0
369,Update history to reflect merge of #426 [ci skip],0.54671395,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 44,0
370,replace  to avoid error with html-proofer,0.5657588,Fix html proofer errors (#49),,0
371,Release :gem: 2.4.0 (#209),0.52609086,Update gemspec to require at least Jekyll 3.3 (#59),Merge pull request 46,0
372,"remove unnecessary and sexist ""Mr.""",0.3521881,Corrected misspelled word (#72),Fix development url,0
373,Update history to reflect merge of #54 [ci skip],0.530344,Reintroduce removed social includes for backwards compatibility (#217),Set index layout to default,0
374,Sync about page with template in jekyll,0.5812402,Add 404 page from jekyll master (#121),,0
375,Update history to reflect merge of #35 [ci skip],0.5248643,Reintroduce removed social includes for backwards compatibility (#217),,0
376,Adjust margins of headings to make sections clear (#467),0.6749646,Docs: clarification about page title (#142),Allow: -consistency with _includes/head.html -easy use with github-pages gem,0
377,Update LICENSE.txt,0.4875661,Upgrade instructions,,0
378,Update history to reflect merge of #633 [ci skip],0.5967242,Remove incomplete status from spec summary (#63),,0
379,Merge pull request #5 from crispgm/typofix,0.45977,Consolidate trigger SVG paths (#148),fix #41 - props @StartZeroGnu,0
380,Update history to reflect merge of #462 [ci skip],0.5384176,Reintroduce removed social includes for backwards compatibility (#217),,0
381,remove duplicate line (#71),0.5713699,Remove duplicate .sass-cache  (#71),,0
382,Update history to reflect merge of #43 [ci skip],0.5251685,Remove incomplete status from spec summary (#63),Merge pull request 37,0
383,Merge pull request #9 from jekyll/gemspec-file-fix,0.5727085,Update gemspec to require at least Jekyll 3.3 (#59),,0
384,Fix repo's URL contributing,0.6479725,Update default local URL (#120),,0
385,Assign static value to variable outside forloop (#437),0.2884329,Stick footer for short posts (#223),Merge pull request 35,0
386,Update history to reflect merge of #61 [ci skip],0.54927665,Reintroduce removed social includes for backwards compatibility (#217),,0
387,Add overflow-wrap: break-word to body tag (#321),0.533688,Remove whitespace due to Liquid tags in generated HTML (#202),,0
388,Update history to reflect merge of #609 [ci skip],0.53382075,Remove incomplete status from spec summary (#63),,0
389,Update history to reflect merge of #479 [ci skip],0.5564684,Reintroduce removed social includes for backwards compatibility (#217),,0
390,docs: mention jekyll-seo-tag in the README,0.69889283,Add jekyll-seo-tag dependency (#139),,0
391,Use either site.url or site.github.url for Disqus,0.5807719,priority to site.url when site.github.url is available (#46),,0
392,Drop support for scalar 'author' configuration (#384),0.44306654,Scale headings relative to base-font-size (#78),Merge pull request 31,0
393,Update history to reflect merge of #21 [ci skip],0.5480731,Reintroduce removed social includes for backwards compatibility (#217),,0
394,Add font-size styles for elements h5 and h6 (#441),0.6492313,Add better system fonts (#205),Add Travis and a basic smoke test,0
395,Removed unnecessary role attribute from header tag (#204),0.6061144,Remove whitespace due to Liquid tags in generated HTML (#202),,0
396,Update history to reflect merge of #57 [ci skip],0.5565102,Remove incomplete status from spec summary (#63),,0
397,Document 1.1.0,0.48420057,Docs: clarification about page title (#142),,0
398,Update history to reflect merge of #6 [ci skip],0.52397144,Reintroduce removed social includes for backwards compatibility (#217),,0
399,Fix defect with boolean operator and include,0.40135735,Fix gemspec regex (#31),,0
400,Update history to reflect merge of #634 [ci skip],0.59466463,Remove incomplete status from spec summary (#63),,0
401,Merge pull request #160 from barryf/microformats,0.62463605,Add Microformats markup (#160),Look for site.github.url if it exists,0
402,Merge branch 'master' into domingohui-master,0.2391838,Major Enhancements,,0
403,Support mutiple authors on post layout (#348),0.5499275,Handling content outside of posts (#88),,0
404,Merge pull request #54 from ashmaroli/css-to-assets,0.463404,Remove duplicate .sass-cache  (#71),,0
405,Set margins of hr to improve readability (#461),0.61235,Use standardized tab size of 2 spaces (#44),,0
406,"Use ""em"" unit in relative-font-size mixin (#435)",0.57382536,Use relative size for fonts and line-height (#103),,0
407,Add social_sites hash,0.69363856,Revert social_sites hash for retrocompatibility (#190),,0
408,"Added ""author"" in footer instead of double title",0.5989934,Docs: clarification about page title (#142),,0
409,Build and deploy demo site via GH Action workflow (#636),0.47814178,Demo minima on GitHub Pages (#76),,0
410,Update history to reflect merge of #116 [ci skip],0.5004471,Reintroduce removed social includes for backwards compatibility (#217),Merge pull request 24,0
411,Minima 2.0 requires at least Jekyll 3.3,0.6582433,Example should require Jekyll 3.3 (#61),,0
412,Remove google+ from social icons SVG (#370),0.6291777,social icons should resolve baseurl properly (#201),Merge pull request 21,0
413,Merge branch 'ryeonho-master',0.3104001,Add jekyll-seo-tag dependency (#139),,0
414,Only show Disqus comments when in a prod env,0.5397065,Add support to Disqus (#21),,0
415,Update history to reflect merge of #470 [ci skip],0.5389688,Reintroduce removed social includes for backwards compatibility (#217),,0
416,Merge pull request #608 from jekyll/actions-for-ci,0.52211183,Add jekyll-seo-tag dependency (#139),,0
417,Release :gem: v2.0.0,0.5104337,Update gemspec to require at least Jekyll 3.3 (#59),Merge pull request 9,0
418,add default table styles (#144),0.9990847,Add default table styles (#144),,1
419,Update history to reflect merge of #686 [ci skip],0.5303953,Remove incomplete status from spec summary (#63),,0
420,Improve customizability of the theme (#478),0.7167957,Document how to link to the theme styles (#18),Merge pull request 12,1
421,docs: customize favicons (#287),0.57088095,Add Microformats markup (#160),,0
422,Update history to reflect merge of #120 [ci skip],0.51625776,Reintroduce removed social includes for backwards compatibility (#217),"Added ""author"" in footer instead of double title",0
423,Change the remainder of setting the url field (#627),0.651161,Update default local URL (#120),"Added linke ""author"" variable in _config.yml",0
424,Update history to reflect merge of #346 [ci skip],0.56817615,Reintroduce removed social includes for backwards compatibility (#217),,0
425,Release :gem: v1.0.1,0.4673434,Demo minima on GitHub Pages (#76),,0
426,fix gemspec regex,0.9496589,Fix gemspec regex (#31),,1
427,Add support for excerpts on homepage (#90),0.93144536,Add option to show excerpts on the homepage (#90),,1
428,Merge pull request #35 from ashmaroli/patch-fix,0.43252575,Fix gemspec regex (#31),,0
429,Update README section on adding favicons to site (#438),0.62339854,Update README with theme content description (#91),,0
430,Merge pull request #139 from jekyll/jekyll-seo-tag-dependency,0.79551566,Add jekyll-seo-tag dependency (#139),Merge pull request 18,1
431,Add stackoverflow to social media list (#443),0.5457542,Add more social links (#141),fix #15,0
432,Remove viewBox property from .svg-icon CSS,0.44855896,Remove whitespace due to Liquid tags in generated HTML (#202),,0
433,Merge branch 'master' into header_pages_config,0.5885472,add header_pages config to link only specific files in header (#52),,0
434,Merge pull request #47 from stjhimy/readme,0.43562555,Add jekyll-seo-tag dependency (#139),,0
435,"Introduce ""Dark Minima"" skin (#335)",0.44965646,Add Microformats markup (#160),,0
436,edited README.md about Google Analytics,0.7149224,Google analytics support (#26),,1
437,Organize,0.32365572,Use standardized tab size of 2 spaces (#44),Add screenshot,0
438,Merge pull request #43 from ashmaroli/css-to-assets,0.47441754,move css/ directory from jekyll into assets/ (#43),fix #10,0
439,Update history to reflect merge of #458 [ci skip],0.5092673,Remove incomplete status from spec summary (#63),,0
440,Fix a bug of incorrect parsing of page.modified_date (#455),0.466008,Use date_format if set in configuration (#70),,0
441,Update history to reflect merge of #44 [ci skip],0.54575264,Reintroduce removed social includes for backwards compatibility (#217),,0
442,Docs: Fix disclaimer italics in README (#344),0.58796686,Docs: clarification about page title (#142),Remove TODOs from README,0
443,Add Keybase to social links (#400),0.7667041,Add more social links (#141),,1
444,Specify the font size of the root element (#485),0.66592664,Scale headings relative to base-font-size (#78),Merge pull request 6,0
445,Fix custom-styles.scss name in README (#610),0.4686658,Remove duplicate .sass-cache  (#71),,0
446,add documentation for flexible 'home' layout,0.5700732,Add default table styles (#144),fixes jekyll/jekyll#5145.,0
447,Make use of seo tag,0.5527604,Add jekyll-seo-tag dependency (#139),,0
448,Migrate from TravisCI to GitHub Actions (#633),0.5082948,Demo minima on GitHub Pages (#76),Merge pull request 5,0
449,Merge branch 'master' into issue-158,0.34728822,Remove incomplete status from spec summary (#63),,0
450,Merge pull request #254 from ashawley/fix-header-pages-config,0.5224045,add header_pages config to link only specific files in header (#52),,0
451,Allow skins to be defined and customized easily (#336),0.5561505,More easily customizable CSS (#117),,0
452,Update history to reflect merge of #436 [ci skip],0.535898,Remove incomplete status from spec summary (#63),Merge pull request 4,0
453,Update multiline config comment. (#346),0.77150714,Update config description comment (#203),,1
454,Add better system fonts (#205),1.0000002,Add better system fonts (#205),,1
