Index,Message,Description,Message Abstract,Description Abstract
776,Fix Link link in Native Link page (#9021),  Fix Link link in Native Link page   Add frontsideair to contributors ,Fix Link link in Native Link page (#9021),Fix Link link in Native Link page Add frontsideair to contributors
777,Bump router bundle threshold,,Bump router bundle threshold,
778,fix: Handle fetcher 404s as normal boundary erorrs (#9015),  fix: Handle fetcher 404s as normal boundary erorrs   Add changeset   Bump threshold   Co-authored-by: Ryan Florence rpflorence@gmail.com,fix: Handle fetcher 404s as normal boundary erorrs (#9015),fix: Handle fetcher 404s as normal boundary erorrs Add changeset Bump threshold Co-authored-by: Ryan Florence rpflorence@gmail.com
779,ci: Simplify router rollup build and dist directory (#9017),  ci: Simplify router rollup build and dist directory   Update bundle check for new router non-minified build   Include TS source in package for deno ,ci: Simplify router rollup build and dist directory (#9017),ci: Simplify router rollup build and dist directory Update bundle check for new router non-minified build Include TS source in package for deno
780,fix docs typo (#9009), fix docs typo  fix docs typo which uses revalidate instead of revalidator  add bavardage to contributors.yml,fix docs typo (#9009),fix docs typo fix docs typo which uses revalidate instead of revalidator add bavardage to contributors.yml
781,chore: sort contributors list,,chore: sort contributors list,
782,chore: updated param of generate-path so its a string instead of int (#9008),,chore: updated param of generate-path so its a string instead of int (#9008),
783,Update data router example to use pre.8,,Update data router example to use pre.8,
784,chore: Update version for release (pre) (#9006),  chore: Update version for release (pre)   Trim changelogs   Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com Co-authored-by: Matt Brophy matt@brophy.org,chore: Update version for release (pre) (#9006),chore: Update version for release (pre) Trim changelogs Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com Co-authored-by: Matt Brophy matt@brophy.org
785,Add missing changesets (#9005),,Add missing changesets (#9005),
786,ci: add workflow to comment on issues/PRs about new releases (#8981),,ci: add workflow to comment on issues/PRs about new releases (#8981),
787,fix: do not REPLACE if action redirected (#8979),  fix: do not REPLACE if action redirected   add changeset   Enhance test to assert correct location key ,fix: do not REPLACE if action redirected (#8979),fix: do not REPLACE if action redirected add changeset Enhance test to assert correct location key
788,Fix broken tests from conflicting PRs (#9004),,Fix broken tests from conflicting PRs (#9004),
789,Respect trailing slash when basename is used (#8861),  8312 and also #6226   cla sign   fix: properly handle trailing slashes in Navigate and Link   fix: handle useSearchParams use case with undefined to.pathname   Co-authored-by: Leszek Kobus l.kobus@infinity-group.pl Co-authored-by: Matt Brophy matt@brophy.org,Respect trailing slash when basename is used (#8861),8312 and also #6226 cla sign fix: properly handle trailing slashes in Navigate and Link fix: handle useSearchParams use case with undefined to.pathname Co-authored-by: Leszek Kobus l.kobus@infinity-group.pl Co-authored-by: Matt Brophy matt@brophy.org
790,ci: Add tests for chained redirect cases (#8978),  ci: Add tests for chained redirect cases   move assertion ,ci: Add tests for chained redirect cases (#8978),ci: Add tests for chained redirect cases move assertion
791,fix: preserve loaderData for non-revalidating loaders (#8973),  fix: preserve loaderData for non-revalidating loaders   add changeset   chore: refactor implementation to leverage mergeLoaderData ,fix: preserve loaderData for non-revalidating loaders (#8973),fix: preserve loaderData for non-revalidating loaders add changeset chore: refactor implementation to leverage mergeLoaderData
792,fix: handle multipart/form-data submissions (#8984),  fix: handle multipart/form-data submissions   add changeset ,fix: handle multipart/form-data submissions (#8984),fix: handle multipart/form-data submissions add changeset
793,Fix: useResolvedPath and useNavigate use different logic (#8985),  share matches logic between useResolvedPath and useNavigate   sign CLA   Fix 2 tests and add some comments   add changeset   update test descriptions for clarity   change back the ../../.. to ../..   Co-authored-by: Matt Brophy matt@brophy.org,Fix: useResolvedPath and useNavigate use different logic (#8985),share matches logic between useResolvedPath and useNavigate sign CLA Fix 2 tests and add some comments add changeset update test descriptions for clarity change back the ../../.. to ../.. Co-authored-by: Matt Brophy matt@brophy.org
794,"Add hint about ""replace"" in ""useNavigate"" documentation (#8991)",Co-authored-by: Tim Dorr timdorr@users.noreply.github.com,"Add hint about ""replace"" in ""useNavigate"" documentation (#8991)",Co-authored-by: Tim Dorr timdorr@users.noreply.github.com
795,chore: format,,chore: format,
796,more test elements,,more test elements,
797,update elements,,update elements,
798,chore: format,,chore: format,
799,chore: Introduce Changesets (#8921),Co-authored-by: Matt Brophy matt@brophy.org,chore: Introduce Changesets (#8921),Co-authored-by: Matt Brophy matt@brophy.org
800,ci: Update exports and fix linting (#8975), fix: export ActionFunctionArgs/LoaderFunctionArgs up through router packages ci: add new packages dist/ directories to eslint ignore,ci: Update exports and fix linting (#8975),fix: export ActionFunctionArgs/LoaderFunctionArgs up through router packages ci: add new packages dist/ directories to eslint ignore
801,fix: Pass along location prop from CompatRoute to the Routes it renders (#8862),  fix: Pass along location prop from CompatRoute to the Routes it renders   Add xavier-lc to contributors   PR feedback   Co-authored-by: Xavier Lozano Carreras xavier.lozano.carreras@a8c.com,fix: Pass along location prop from CompatRoute to the Routes it renders (#8862),fix: Pass along location prop from CompatRoute to the Routes it renders Add xavier-lc to contributors PR feedback Co-authored-by: Xavier Lozano Carreras xavier.lozano.carreras@a8c.com
802,add an  without an href,,add an  without an href,
803,Bump bundle threshold,,Bump bundle threshold,
804,ci: add tests for useRouteLoaderData with a missing routeId (#8967),,ci: add tests for useRouteLoaderData with a missing routeId (#8967),
805,fix: Fix navigate bug from nested index routes (#8965),,fix: Fix navigate bug from nested index routes (#8965),
806,docs: Update fetcher docs (#8948),  docs: update fetcher docs   fix links   useRevalidate -> useRevalidator ,docs: Update fetcher docs (#8948),docs: update fetcher docs fix links useRevalidate -> useRevalidator
807,chore: export ActionFunctionArgs/LoaderFunctionArgs types (#8947),,chore: export ActionFunctionArgs/LoaderFunctionArgs types (#8947),
808,fix: Capture fetcher errors at contextual route error boundaries (#8945),  fix: Capture fetcher errors at contextual route error boundaries   add invariants for lazy useState functions ,fix: Capture fetcher errors at contextual route error boundaries (#8945),fix: Capture fetcher errors at contextual route error boundaries add invariants for lazy useState functions
809,ci: Update rollup setup (#8953),"  ci: update rollup to latest version   ci: split rollup configs to individual packages   soften yarn rollup versions   Update to build to packages/[pkg]/dist   remove duped files   update package.json main/module/types references   fix jest module scope issues   fix static router tests   update bundlesize paths in package.json   Revert ""fix static router tests""   This reverts commit 5d97844a28a3adc0cb4977bcdb3600bf9feae25b.  Revert ""fix jest module scope issues""  This reverts commit 65e5b34e527e49ca4141599729b10ef84f803dda.   Add jest moduleNameMapper to point unit tests to source code   clean up regexes   Remove unnused node-resolve plugin   Move typescript definition generation into rollup   move rollup copy earlier for v5-compat   Use relative import for private API   fix LICENSE copy and add server build to root ",ci: Update rollup setup (#8953),"ci: update rollup to latest version ci: split rollup configs to individual packages soften yarn rollup versions Update to build to packages/[pkg]/dist remove duped files update package.json main/module/types references fix jest module scope issues fix static router tests update bundlesize paths in package.json Revert ""fix static router tests"" This reverts commit 5d97844a28a3adc0cb4977bcdb3600bf9feae25b. Revert ""fix jest module scope issues"" This reverts commit 65e5b34e527e49ca4141599729b10ef84f803dda. Add jest moduleNameMapper to point unit tests to source code clean up regexes Remove unnused node-resolve plugin Move typescript definition generation into rollup move rollup copy earlier for v5-compat Use relative import for private API fix LICENSE copy and add server build to root"
810,chore: update branch of stackblitz data starter,,chore: update branch of stackblitz data starter,
811,chore: sort contributors list,,chore: sort contributors list,
812,docs: Update route.md (#8966), docs: Update route.md  use-routes instead of use-route  Update contributors.yml,docs: Update route.md (#8966),docs: Update route.md use-routes instead of use-route Update contributors.yml
813,chore: more doc link fixing,long term plan is to update the markdown parser to let us deal with the relative resolution int he browser when there is no trailing slash to link to sibling docs,chore: more doc link fixing,long term plan is to update the markdown parser to let us deal with the relative resolution int he browser when there is no trailing slash to link to sibling docs
814,change an example to ,,change an example to ,
815,update elements,,update elements,
816,update elements,,update elements,
817,Merge branch 'dev' of github.com:remix-run/react-router into dev,,Merge branch 'dev' of github.com:remix-run/react-router into dev,
818,change Note blockquotes to docs-info,,change Note blockquotes to docs-info,
819,chore: format,,chore: format,
820,change blockquotes into  elements,,change blockquotes into  elements,
821,new hidden elements page,,new hidden elements page,
822,fix: Expose ParamParseKey (#8911),update: remove PathPattern export not used in examples Co-authored-by: John Pangalos john@juni.co Co-authored-by: Matt Brophy matt@brophy.org,fix: Expose ParamParseKey (#8911),update: remove PathPattern export not used in examples Co-authored-by: John Pangalos john@juni.co Co-authored-by: Matt Brophy matt@brophy.org
823,feat: useSearchParams supports functional updates like useState (#8955),  Feat: useSearchParams supports functional updates like React.useState (#8909)   [Feat] add functional update to useSearchParams   add contributor   add update for react native   docs   Co-authored-by: Chris Park 54811538+promet99@users.noreply.github.com,feat: useSearchParams supports functional updates like useState (#8955),Feat: useSearchParams supports functional updates like React.useState (#8909) [Feat] add functional update to useSearchParams add contributor add update for react native docs Co-authored-by: Chris Park 54811538+promet99@users.noreply.github.com
824,fix: relative navigation from index/pathless routes (#8954),  fix: relative navigation from index routes (#8697)   fix: relative navigation from index routes   fix: tests   Handle nested pathless layout routes   cleanups   adjust approach to filter pathless routes   undo reordering of deps array   Co-authored-by: Jaff Parker andreykamozin@gmail.com,fix: relative navigation from index/pathless routes (#8954),fix: relative navigation from index routes (#8697) fix: relative navigation from index routes fix: tests Handle nested pathless layout routes cleanups adjust approach to filter pathless routes undo reordering of deps array Co-authored-by: Jaff Parker andreykamozin@gmail.com
825,chore: run sort-package-json on packages (#8941),,chore: run sort-package-json on packages (#8941),
826,fix: webpack + React 17 won't build because of named imports of React 18 APIs (#8938),  fix: webpack error export not found cuz of rollup output   chore: sign CLA ,fix: webpack + React 17 won't build because of named imports of React 18 APIs (#8938),fix: webpack error export not found cuz of rollup output chore: sign CLA
827,fix(react-router-dom): allow returning undefined in NavLink's style prop (#8924),,fix(react-router-dom): allow returning undefined in NavLink's style prop (#8924),
828,fix: respect the replace prop if it is defined (#8779),  Fix: respect the replace prop if it is defined   Update contributors.yml ,fix: respect the replace prop if it is defined (#8779),Fix: respect the replace prop if it is defined Update contributors.yml
829,docs: vestigial sentence,,docs: vestigial sentence,
830,docs: some updates to error handling,,docs: some updates to error handling,
831,fix: Minor updates for 6.4.0-pre.2 reports (#8939),  chore: remove unused use-sync-external-store dependency   fix: make fallbackElement optional and change type to ReactNode   fix: Include fetcher actionResult in shouldRevalidate   docs: update stale info in router README ,fix: Minor updates for 6.4.0-pre.2 reports (#8939),chore: remove unused use-sync-external-store dependency fix: make fallbackElement optional and change type to ReactNode fix: Include fetcher actionResult in shouldRevalidate docs: update stale info in router README
832,Add Remix Data APIs (#8937),"  feat: add history package and createMemoryHistory implementation (#8702)   feat: add initial empty history package   feat: add createMemoryHistory + tests   chore: add rollup buld for history   chore: change state type from unknown -> any   feat: Change listen interface to be pop only   chore: fix lint warning   Add history package to yarn workspace   chore: Address PR feedback   feat: Add remix-router package and loader functionality   Additional notes:  - adds unique route id generation to react-router  - enhances test harness to manage at navigation level  - combines error/catch into a single exception   feat: add support for submissions   chore: code organization + cleanup   ci: copy over unit test from transition manager   fix: Fix action arguments bug   feat: add createBrowserHistory and createHashHistory   chore: rename package to @remix-run/router   wip: initial router integration with React   wip: add userLoaderData   Remove history package and move history.ts into router   fix: fix URLSearchParams keys typescript error   This one was tricky:  - react-router-native used to find the type for URLSearchParams from @types/react-native  - The new history work added @types/jsdom  - react-router-native now finds that URLSearchParams before the @types/react-native one  - the jsdom one imports from the internal built-in TS DOM lib  - but it does not include the DOM.Iterable values such as keys See: https://github.com/microsoft/TypeScript/issues/38139   feat: add data loading/rendering APIs   loader/action  useLoaderData/useActionData/useTransition exceptionElement/useRouteException  fallbackElement   feat: add browser/hash routers and bring over useSubmit   feat: bring  to react router-dom   feat: support redirects returned from loaders   feat: Support basename in data routers   chore: remove backup _components file   chore: extract dom.ts utils file   feat: add  and fix bug in shouldReload logic   chore: convert to router.subscribe for easier useSyncExternalStore usage   chore: switch to babel-jest TS transform instead of ts-jest   fix: make route id optional for backwards compatibility   feat: default fallbackElement/exceptionElement + add useMacthes/useRouteData   fix: Fix up build issues with v5-compat   chore: renames and feedback cleanup   feat: handle render errors through exceptionElement   feat: move initial data load into router   chore: do not handle exceptions for non-data-routers   chore: remove historyv5 dependency   feat: add support for router.revalidate()   feat: add useRevalidator() hook   fix: fix shouldReload support for revalidate()   fix: handle 405 action responses correctly   This matches the behavior added to Remix in https://github.com/remix-run/remix/pull/2342  feat: handle X-Remix-Revalidate hesders returned from loader redirects  This ports over the remix behavior from https://github.com/remix-run/remix/pull/2370   chore: PR feedback   chore: copy transition fetcher tests verbatim   feat: add support for fetchers   feat: add useFetcher   ci: add tests for useFetcher/useFetchers   chore: add formAction to submission   chore: remove basename from data routers   chore: change shouldReload url type   chore: change default fallback element   chore: add tests for cleanup and make Router type explicit   feat: support returning responses from loaders/actions   automatically parses the response body with json() or text() depending on the content type of the response. This makes it really convenient to use fetch and brings the server semantics to client loaders like json(data) or new Response(“”, { status: 404 }) etc.   chore: cleanup auto-unwrap logic, add action info to request, remove action submission fields   feat: provide full control to users in shouldRevalidate   chore: remove hashchange and create createUrlBasedHistory abstraction   fix: handle syncronous initial load   fix request patch   feat: support fetcher opt-in revalidation   ci: clean up revalidating fetcher tests and logic   feat: wiure up useFetcher and turn off revalidation on submit   docs: update transition/fetcher diagrams   ci: bump bundle thresholds for new data routing   chore: update to latest @web-std/fetch with proper formData handling   Our PR was merged and released in 4.1.0 so we can remove our local override. See: https://github.com/web-std/io/pull/60   feat: move to better cross-browser fallback spinner   Revert ""feat: move to better cross-browser fallback spinner""   This reverts commit a887019fe3428ab43b216fa4b95550e3a46975db.  chore: Rename ""exception"" to ""error""  Done in steps via grep/sed:  - exceptionElement -> errorElement  - useRouteException -> useRouteError  - Exception -> Error  - exceptions -> errors  - exception -> error  feat: handle revalidation for interrupted submissions  feat: change defaultShouldRevalidate from funciton -> boolean chore: simplify revalidation via isRevalidationRequired   feat: opt-in fetcher.load to revalidation by default   feat: send actionResult to shouldRevalidate   feat: add  component and    chore: rename navigation -> transition   feat: flatten submission onto shouldRevalidate   feat: simplify form submit logic via event.submitter   Copies the changes from remix https://github.com/remix-run/remix/pull/3094   chore: clean up types   chore: sync up react-router-native public api   feat: properly support React 18 + React.StrictMode   chore: fix lint warnings   chore: remove default fallback element   chore: add @remix-run/router to example vite configs for USE_SOURCE   chore: add data-router and scroll-restoration examples   chore: switch from @web-std/fetch to @remix-run/web-fetch for tests   feat: add pending logic to NavLink (#8875)   feat: add pending logic to NavLink   chore: fixup type imports   chore: add useMemo to nextMatch calculation   chore: inline react use-sync-external-store/shim for UMD builds   chore: clean up some exports and add some jsdocs   feat: add DataStaticRouter for SSR   chore: fix link   fix: default replace=false only for GET submissions   chore: update scroll restoration example to include data loading   feat: remove fetcher.type since it can be derived   feat: Remove promise from return signature of router methods   chore: remove encType from Form props   WIP docs   feat: auto-unwrap error Responses into ErrorResponse   chore: add error boundary example   feat: support routes prop on data routers   docs: moar docs   chore: remove navigation.type   docs docs docs   dooooooooooooooooooocs   docs: fix contributing link (#8885)   docs: fix contributing link   chore: add alexlbr to contributors   Docs: Fix typo in getting-started > concepts (#8888)   docs: fix small typo in getting-started > concepts   Sign CLA: add tanayv to contributors.yml   chore: sort contributors list   docs: think it’s ready for the big time   docs: notes demo   Update overview.md (#8892)   Update overview.md   Update contributors.yml   Version 6.4.0-pre.0   docs: link fixes   chore: publish @remix-run/router   Version 6.4.0-pre.1   chore: publish @remix-run/router   Version 6.4.0-pre.2   docs: DataStaticRouter stub   docs: not sure what this was 😂   docs: link to the demo   fix: properly handle 404s using error boundaries   docs: getting started installation   Convert formMethod=GET to be a loading navigation instead of submitting   Handle invalid GET formData via 400 Bad Request error   fix: Properly handle descendent routes within a data router   docs: update useMatches and useNavigation docs   fix: better solution for 404 error boundaries   chore: refactor resetScroll to avoid history state mutation   docs: add note on useMatches and descendent routes   chore: move newly added resolveTo test from react-router to router   ci: Remove website workflow before merging remixing work into dev   Co-authored-by: Ryan Florence rpflorence@gmail.com Co-authored-by: Alex Lobera alex.lobera@gmail.com Co-authored-by: Tanay Vardhan tvardha2@illinois.edu Co-authored-by: remix-cla-bot[bot] 92060565+remix-cla-bot[bot]@users.noreply.github.com Co-authored-by: Michal Petrik misopetrik@gmail.com",Add Remix Data APIs (#8937),"feat: add history package and createMemoryHistory implementation (#8702) feat: add initial empty history package feat: add createMemoryHistory + tests chore: add rollup buld for history chore: change state type from unknown -> any feat: Change listen interface to be pop only chore: fix lint warning Add history package to yarn workspace chore: Address PR feedback feat: Add remix-router package and loader functionality Additional notes:  - adds unique route id generation to react-router  - enhances test harness to manage at navigation level  - combines error/catch into a single exception feat: add support for submissions chore: code organization + cleanup ci: copy over unit test from transition manager fix: Fix action arguments bug feat: add createBrowserHistory and createHashHistory chore: rename package to @remix-run/router wip: initial router integration with React wip: add userLoaderData Remove history package and move history.ts into router fix: fix URLSearchParams keys typescript error This one was tricky:  - react-router-native used to find the type for URLSearchParams from @types/react-native  - The new history work added @types/jsdom  - react-router-native now finds that URLSearchParams before the @types/react-native one  - the jsdom one imports from the internal built-in TS DOM lib  - but it does not include the DOM.Iterable values such as keys See: link feat: add data loading/rendering APIs loader/action useLoaderData/useActionData/useTransition exceptionElement/useRouteException fallbackElement feat: add browser/hash routers and bring over useSubmit feat: bring  to react router-dom feat: support redirects returned from loaders feat: Support basename in data routers chore: remove backup _components file chore: extract dom.ts utils file feat: add  and fix bug in shouldReload logic chore: convert to router.subscribe for easier useSyncExternalStore usage chore: switch to babel-jest TS transform instead of ts-jest fix: make route id optional for backwards compatibility feat: default fallbackElement/exceptionElement + add useMacthes/useRouteData fix: Fix up build issues with v5-compat chore: renames and feedback cleanup feat: handle render errors through exceptionElement feat: move initial data load into router chore: do not handle exceptions for non-data-routers chore: remove historyv5 dependency feat: add support for router.revalidate() feat: add useRevalidator() hook fix: fix shouldReload support for revalidate() fix: handle 405 action responses correctly This matches the behavior added to Remix in link feat: handle X-Remix-Revalidate hesders returned from loader redirects This ports over the remix behavior from link chore: PR feedback chore: copy transition fetcher tests verbatim feat: add support for fetchers feat: add useFetcher ci: add tests for useFetcher/useFetchers chore: add formAction to submission chore: remove basename from data routers chore: change shouldReload url type chore: change default fallback element chore: add tests for cleanup and make Router type explicit feat: support returning responses from loaders/actions automatically parses the response body with json() or text() depending on the content type of the response. This makes it really convenient to use fetch and brings the server semantics to client loaders like json(data) or new Response(“”, { status: 404 }) etc. chore: cleanup auto-unwrap logic, add action info to request, remove action submission fields feat: provide full control to users in shouldRevalidate chore: remove hashchange and create createUrlBasedHistory abstraction fix: handle syncronous initial load fix request patch feat: support fetcher opt-in revalidation ci: clean up revalidating fetcher tests and logic feat: wiure up useFetcher and turn off revalidation on submit docs: update transition/fetcher diagrams ci: bump bundle thresholds for new data routing chore: update to latest @web-std/fetch with proper formData handling Our PR was merged and released in 4.1.0 so we can remove our local override. See: link feat: move to better cross-browser fallback spinner Revert ""feat: move to better cross-browser fallback spinner"" This reverts commit a887019fe3428ab43b216fa4b95550e3a46975db. chore: Rename ""exception"" to ""error"" Done in steps via grep/sed:  - exceptionElement -> errorElement  - useRouteException -> useRouteError  - Exception -> Error  - exceptions -> errors  - exception -> error feat: handle revalidation for interrupted submissions feat: change defaultShouldRevalidate from funciton -> boolean chore: simplify revalidation via isRevalidationRequired feat: opt-in fetcher.load to revalidation by default feat: send actionResult to shouldRevalidate feat: add  component and  chore: rename navigation -> transition feat: flatten submission onto shouldRevalidate feat: simplify form submit logic via event.submitter Copies the changes from remix link chore: clean up types chore: sync up react-router-native public api feat: properly support React 18 + React.StrictMode chore: fix lint warnings chore: remove default fallback element chore: add @remix-run/router to example vite configs for USE_SOURCE chore: add data-router and scroll-restoration examples chore: switch from @web-std/fetch to @remix-run/web-fetch for tests feat: add pending logic to NavLink (#8875) feat: add pending logic to NavLink chore: fixup type imports chore: add useMemo to nextMatch calculation chore: inline react use-sync-external-store/shim for UMD builds chore: clean up some exports and add some jsdocs feat: add DataStaticRouter for SSR chore: fix link fix: default replace=false only for GET submissions chore: update scroll restoration example to include data loading feat: remove fetcher.type since it can be derived feat: Remove promise from return signature of router methods chore: remove encType from Form props WIP docs feat: auto-unwrap error Responses into ErrorResponse chore: add error boundary example feat: support routes prop on data routers docs: moar docs chore: remove navigation.type docs docs docs dooooooooooooooooooocs docs: fix contributing link (#8885) docs: fix contributing link chore: add alexlbr to contributors Docs: Fix typo in getting-started > concepts (#8888) docs: fix small typo in getting-started > concepts Sign CLA: add tanayv to contributors.yml chore: sort contributors list docs: think it’s ready for the big time docs: notes demo Update overview.md (#8892) Update overview.md Update contributors.yml Version 6.4.0-pre.0 docs: link fixes chore: publish @remix-run/router Version 6.4.0-pre.1 chore: publish @remix-run/router Version 6.4.0-pre.2 docs: DataStaticRouter stub docs: not sure what this was 😂 docs: link to the demo fix: properly handle 404s using error boundaries docs: getting started installation Convert formMethod=GET to be a loading navigation instead of submitting Handle invalid GET formData via 400 Bad Request error fix: Properly handle descendent routes within a data router docs: update useMatches and useNavigation docs fix: better solution for 404 error boundaries chore: refactor resetScroll to avoid history state mutation docs: add note on useMatches and descendent routes chore: move newly added resolveTo test from react-router to router ci: Remove website workflow before merging remixing work into dev Co-authored-by: Ryan Florence rpflorence@gmail.com Co-authored-by: Alex Lobera alex.lobera@gmail.com Co-authored-by: Tanay Vardhan tvardha2@illinois.edu Co-authored-by: remix-cla-bot[bot] 92060565+remix-cla-bot[bot]@users.noreply.github.com Co-authored-by: Michal Petrik misopetrik@gmail.com"
833,chore: format,,chore: format,
834,chore: sort contributors list,,chore: sort contributors list,
835,docs: Updated TSDoc docs links (#8913),  Fixed TSDoc docs link for react-router components   Fixed TSDoc docs link for react-router hooks   Add missing TSDoc docs link for react-router-dom   Fixed some TSDoc Docs links on react-router   Signed CLA ,docs: Updated TSDoc docs links (#8913),Fixed TSDoc docs link for react-router components Fixed TSDoc docs link for react-router hooks Add missing TSDoc docs link for react-router-dom Fixed some TSDoc Docs links on react-router Signed CLA
836,docs: Update route.md and routes.md (#8912)," Update route.md  change outdated ""location"" navlink to /utils/location   Update routes.md   Update route.md   Update contributors.yml ",docs: Update route.md and routes.md (#8912),"Update route.md change outdated ""location"" navlink to /utils/location Update routes.md Update route.md Update contributors.yml"
837,chore: sort contributors list,,chore: sort contributors list,
838,Update routes.md (#8910), Update routes.md  use-routes instead of use-route  Update contributors.yml,Update routes.md (#8910),Update routes.md use-routes instead of use-route Update contributors.yml
839,chore: added needs-response workflow,,chore: added needs-response workflow,
840,chore: added needs-response workflow,,chore: added needs-response workflow,
841,chore: format,,chore: format,
842,fix: resolveTo should not mutate the provided pathname (#8839),,fix: resolveTo should not mutate the provided pathname (#8839),
843,chore: format,,chore: format,
844,chore: sort contributors list,,chore: sort contributors list,
845,docs: Add info about changes in matchPath() to upgrading/v5 guide (#8894),  Add info about changes in matchPath() to upgrading v5 guide   Add signature ,docs: Add info about changes in matchPath() to upgrading/v5 guide (#8894),Add info about changes in matchPath() to upgrading v5 guide Add signature
846,Update overview.md (#8892),  Update overview.md   Update contributors.yml ,Update overview.md (#8892),Update overview.md Update contributors.yml
847,chore: sort contributors list,,chore: sort contributors list,
848,Docs: Fix typo in getting-started > concepts (#8888),  docs: fix small typo in getting-started > concepts   Sign CLA: add tanayv to contributors.yml ,Docs: Fix typo in getting-started > concepts (#8888),docs: fix small typo in getting-started > concepts Sign CLA: add tanayv to contributors.yml
849,docs: fix contributing link (#8885),  docs: fix contributing link   chore: add alexlbr to contributors ,docs: fix contributing link (#8885),docs: fix contributing link chore: add alexlbr to contributors
850,Merge branch 'main' into dev,,Merge branch 'main' into dev,
851,chore: format,,chore: format,
852,Fix links,Don't use footnote-style links. I think the slugs are getting confused by the MD parser with others elsewhere in the docs.,Fix links,Don't use footnote-style links. I think the slugs are getting confused by the MD parser with others elsewhere in the docs.
853,fix: doc urls (#8881),  fix: doc urls   chore: update contributors ,fix: doc urls (#8881),fix: doc urls chore: update contributors
854,docs: more link typos,,docs: more link typos,
855,docs: fix link,,docs: fix link,
856,docs: link typo,,docs: link typo,
857,chore: format,,chore: format,
858,fix: Allow routes starting with @ in layout routes (#8877),,fix: Allow routes starting with @ in layout routes (#8877),
859,fixed prefixed params (#8872),,fixed prefixed params (#8872),
860,docs: fix faq link,,docs: fix faq link,
861,docs: move upgrading docs back to their own category,,docs: move upgrading docs back to their own category,
862,docs: yeeesh 🤦‍♂️,,docs: yeeesh 🤦‍♂️,
863,"docs: oops, didn’t mean to include this",,"docs: oops, didn’t mean to include this",
864,docs: revert accidental example change,,docs: revert accidental example change,
865,docs: moved API into their own docs :D,,docs: moved API into their own docs :D,
866,docs: highlight code diff for invoice.jsx (#8864), fix: highlight code diff for invoice.jsx  Highlight the proper line differences  docs: sign the CLA,docs: highlight code diff for invoice.jsx (#8864),fix: highlight code diff for invoice.jsx Highlight the proper line differences docs: sign the CLA
867,Fix some typos in docs (#8854),  Fix some typos in docs   Sign CLA ,Fix some typos in docs (#8854),Fix some typos in docs Sign CLA
868,fix: documentation code lines highlight (#8847),,fix: documentation code lines highlight (#8847),
869,chore: format,,chore: format,
870,chore: sort contributors list,,chore: sort contributors list,
871,update documentation to match react 18 (#8846),,update documentation to match react 18 (#8846),
872,Add Backwards Compatibility info to v5 Migration Doc (#8835),  Add Backwards Compatibility info to v5 Migration Doc   Fix path   Update contributers   Update phrasing   Update docs/upgrading/v5.md   Co-authored-by: Tim Dorr timdorr@users.noreply.github.com,Add Backwards Compatibility info to v5 Migration Doc (#8835),Add Backwards Compatibility info to v5 Migration Doc Fix path Update contributers Update phrasing Update docs/upgrading/v5.md Co-authored-by: Tim Dorr timdorr@users.noreply.github.com
873,docs: Remove misplaced npm install (#8811)," docs: Remove misplaced npm install  I think this line was originally meant to be in the ""Install React Router v6"" call, but there's already an npm install command shown there.   Sign CLA   Update reach.md   Co-authored-by: Tim Dorr timdorr@users.noreply.github.com",docs: Remove misplaced npm install (#8811),"docs: Remove misplaced npm install I think this line was originally meant to be in the ""Install React Router v6"" call, but there's already an npm install command shown there. Sign CLA Update reach.md Co-authored-by: Tim Dorr timdorr@users.noreply.github.com"
874,chore: update LICENSE year,,chore: update LICENSE year,
875,chore: update example USE_SOURCE paths,,chore: update example USE_SOURCE paths,
876,chore: sort contributors list,,chore: sort contributors list,
877,Merge branch 'dev',,Merge branch 'dev',
878,Update concepts.md (#8780),Co-authored-by: Tim Dorr timdorr@users.noreply.github.com,Update concepts.md (#8780),Co-authored-by: Tim Dorr timdorr@users.noreply.github.com
879,typos (#8763),,typos (#8763),
880,chore: format,,chore: format,
881,chore: sort contributors list,,chore: sort contributors list,
882,"Removing unwanted "")"" from Navlink sample code (#8756)",,"Removing unwanted "")"" from Navlink sample code (#8756)",
883,chore: sort contributors list,,chore: sort contributors list,
884,Docs: Typo in tutorial.md (#8747),,Docs: Typo in tutorial.md (#8747),
885,Version 6.3.0,,Version 6.3.0,
886,Merge branch 'main' into dev,,Merge branch 'main' into dev,
887,fix: get CompatRoute to match partially,,fix: get CompatRoute to match partially,
888,feat: add react-router-dom-v5-compat (#8752),,feat: add react-router-dom-v5-compat (#8752),
889,Fix: change children prop on navlink props to be optional (#8725),Co-authored-by: Tim Dorr timdorr@users.noreply.github.com Co-authored-by: Ryan Mann ryan.mann@petco.com,Fix: change children prop on navlink props to be optional (#8725),Co-authored-by: Tim Dorr timdorr@users.noreply.github.com Co-authored-by: Ryan Mann ryan.mann@petco.com
890,Update issue links,,Update issue links,
891,Update issue links,,Update issue links,
892,chore: format,,chore: format,
893,chore: sort contributors list,,chore: sort contributors list,
894,fixed small typo (#8651),,fixed small typo (#8651),
895,chore: sort contributors list,,chore: sort contributors list,
896,docs: fix the usage of history.listen (#8718),,docs: fix the usage of history.listen (#8718),
