Index,Message,Description,Message Abstract,Description Abstract
1444,build(deps): bump golang.org/x/text from 0.3.3 to 0.3.4,Bumps golang.org/x/text from 0.3.3 to 0.3.4. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump golang.org/x/text from 0.3.3 to 0.3.4,Bumps golang.org/x/text from 0.3.3 to 0.3.4. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
1445,build(deps): bump github.com/evanw/esbuild from 0.8.3 to 0.8.4,Bumps github.com/evanw/esbuild from 0.8.3 to 0.8.4. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/evanw/esbuild from 0.8.3 to 0.8.4,Bumps github.com/evanw/esbuild from 0.8.3 to 0.8.4. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
1446,releaser: Prepare repository for 0.79.0-DEV,[ci skip],releaser: Prepare repository for 0.79.0-DEV,[ci skip]
1447,releaser: Add release notes to /docs for release of 0.78.1,[ci skip],releaser: Add release notes to /docs for release of 0.78.1,[ci skip]
1448,releaser: Bump versions for release of 0.78.1,[ci skip],releaser: Bump versions for release of 0.78.1,[ci skip]
1449,releaser: Add release notes for 0.78.1,[ci skip],releaser: Add release notes for 0.78.1,[ci skip]
1450,Disable NPM test on Travis on Windows,For now.,Disable NPM test on Travis on Windows,For now.
1451,travis: Install nodejs on Windows,,travis: Install nodejs on Windows,
1452,js: Remove external source map option,It was merged by accident and the implementation does not look correct. Fixes #7932,js: Remove external source map option,It was merged by accident and the implementation does not look correct. Fixes #7932
1453,js: Misc fixes, Fix resolve of package.json deps in submodules Fix directory logic for writing assets/jsconfig.json  Fixes #7924 Fixes #7923,js: Misc fixes,Fix resolve of package.json deps in submodules Fix directory logic for writing assets/jsconfig.json Fixes #7924 Fixes #7923
1454,releaser: Prepare repository for 0.79.0-DEV,[ci skip],releaser: Prepare repository for 0.79.0-DEV,[ci skip]
1455,releaser: Add release notes to /docs for release of 0.78.0,[ci skip],releaser: Add release notes to /docs for release of 0.78.0,[ci skip]
1456,releaser: Bump versions for release of 0.78.0,[ci skip],releaser: Bump versions for release of 0.78.0,[ci skip]
1457,Update 0.78.0-relnotes.md,,Update 0.78.0-relnotes.md,
1458,releaser: Add release notes for 0.78.0,Rename to *-ready.md to continue. [ci skip],releaser: Add release notes for 0.78.0,Rename to *-ready.md to continue. [ci skip]
1459,Merge commit 'b74591123eac47a20d1f26ff3e2d291cd9c5cfc0',,Merge commit 'b74591123eac47a20d1f26ff3e2d291cd9c5cfc0',
1460,Squashed 'docs/' changes from d1157b687..57c1d1a67,"57c1d1a67 Add note about issue with Instagram shortcode 2a4355113 Add example for regional language tags (#1139) 5e9a60fc0 Format dates with ""th"", ""nd"", and ""rd"". (#1254) 43df9a7f6 Update index.md f15f32590 Update index.md 5a15be93d Update configuration.md e71c1c545 Update configuration.md 5fd0439ff Release Hugo 0.77.0 5b875477c releaser: Add release notes to /docs for release of 0.77.0 09a2a3199 docs: Regen docs helper bebef9bbe Merge commit '9cabb46f68bae01aeb1859727dcb21e8a10f5ec7' f5ed02685 tpl: Refactor time.AsTime location implementation f3b8eccd2 tpl: Update Hugo time to support optional [LOCATION] parameter git-subtree-dir: docs git-subtree-split: 57c1d1a67b9da5ba8ad5151d464f3fd7a21a24d8",Squashed 'docs/' changes from d1157b687..57c1d1a67,"57c1d1a67 Add note about issue with Instagram shortcode 2a4355113 Add example for regional language tags (#1139) 5e9a60fc0 Format dates with ""th"", ""nd"", and ""rd"". (#1254) 43df9a7f6 Update index.md f15f32590 Update index.md 5a15be93d Update configuration.md e71c1c545 Update configuration.md 5fd0439ff Release Hugo 0.77.0 5b875477c releaser: Add release notes to /docs for release of 0.77.0 09a2a3199 docs: Regen docs helper bebef9bbe Merge commit '9cabb46f68bae01aeb1859727dcb21e8a10f5ec7' f5ed02685 tpl: Refactor time.AsTime location implementation f3b8eccd2 tpl: Update Hugo time to support optional [LOCATION] parameter git-subtree-dir: docs git-subtree-split: 57c1d1a67b9da5ba8ad5151d464f3fd7a21a24d8"
1461,js: Add avoidTDZ option,Fixes #7865,js: Add avoidTDZ option,Fixes #7865
1462,Make js.Build fully support modules,Fixes #7816 Fixes #7777 Fixes #7916,Make js.Build fully support modules,Fixes #7816 Fixes #7777 Fixes #7916
1463,js.Build: Generate tsconfig files,Updates #7777 Added support to allow SourceMap files to be external to the build. In addition added more information when the js compilation has an error. Correctly append sourceMappingURL to output file. Fix merge conflict.,js.Build: Generate tsconfig files,Updates #7777 Added support to allow SourceMap files to be external to the build. In addition added more information when the js compilation has an error. Correctly append sourceMappingURL to output file. Fix merge conflict.
1464,releaser: Prepare repository for 0.78.0-DEV,[ci skip],releaser: Prepare repository for 0.78.0-DEV,[ci skip]
1465,releaser: Add release notes to /docs for release of 0.77.0,[ci skip],releaser: Add release notes to /docs for release of 0.77.0,[ci skip]
1466,releaser: Bump versions for release of 0.77.0,[ci skip],releaser: Bump versions for release of 0.77.0,[ci skip]
1467,Release 0.77.0,,Release 0.77.0,
1468,Update 0.77.0-relnotes.md,[ci skip],Update 0.77.0-relnotes.md,[ci skip]
1469,releaser: Add release notes for 0.77.0,Rename to *-ready.md to continue. [ci skip],releaser: Add release notes for 0.77.0,Rename to *-ready.md to continue. [ci skip]
1470,modules: Allow absolute paths for project imports,Fixes #7910,modules: Allow absolute paths for project imports,Fixes #7910
1471,docs: Regen docs helper,,docs: Regen docs helper,
1472,Merge commit '9cabb46f68bae01aeb1859727dcb21e8a10f5ec7',,Merge commit '9cabb46f68bae01aeb1859727dcb21e8a10f5ec7',
1473,Squashed 'docs/' changes from 9abd3043a..d1157b687,d1157b687 Fix typo -- missing word in title 34c9a9ff3 Remove Hartwell Insurance subpage broken link d42f6d8eb Fix strings.Repeat documentation 09b49debb Release 0.76.5 149877735 Merge branch 'tempv0.76.5' 72ffeb026 releaser: Add release notes to /docs for release of 0.76.5 4150d8ae8 Fixed typo: update PrevPage to Prev c3e630db1 Update index.md deb7520a8 Release 0.76.4 f58bd7134 Merge branch 'tempv0.76.4' 2581fe4bc releaser: Add release notes to /docs for release of 0.76.4 26d8417fc Release 0.76.3 34c49e06a Merge branch 'tempv0.76.3' 0de2af2ef releaser: Add release notes to /docs for release of 0.76.3 cce12c0f7 Add missing closing quotes and fix code-block lang (#1250) 8c1c80d9f Update AMP link (#1251) 7b1211ffa Fix typos in multilingual.md 29e9d70fd Update index.md 172a5480b Release 0.76.2 93ff424d3 Merge branch 'temp762' 3cad3c23a releaser: Add release notes to /docs for release of 0.76.2 610221964 Update index.md 8a9d31709 Release 0.76.1 64b245aa4 Merge branch 'temp761' f19469ff8 releaser: Add release notes to /docs for release of 0.76.1 97f0ed030 Update front-matter.md cca71f263 Update index.md 23c64f6a3 Fix typo in 0.76.0 release note 5f79e034d Update index.md b66567de2 netlify: Bump to Hugo 0.76.0 a3e30300d Release 0.76.0 3b057e8fe releaser: Add release notes to /docs for release of 0.76.0 7fa1cd912 docs: Regen docshelper 769712aec Merge commit 'e5568488051a571df48401e03f1304b95dbc9028' 70ce6ae33 pagemeta: Make BuildConfig.Render an enum a78d3849f Allow cascade to be a slice with a _target discriminator 705fea656 Add force flag to server redirects config 04e4e1cc1 tpl: Add Do Not Track (dnt) option to Vimeo shortcode 025c19fe1 Fix CLI example for PostCSS 8 0c70c47b2 markup/asciidocext: Add preserveTOC option git-subtree-dir: docs git-subtree-split: d1157b687e25054501c3bcbb735da51229f66b74,Squashed 'docs/' changes from 9abd3043a..d1157b687,d1157b687 Fix typo -- missing word in title 34c9a9ff3 Remove Hartwell Insurance subpage broken link d42f6d8eb Fix strings.Repeat documentation 09b49debb Release 0.76.5 149877735 Merge branch 'tempv0.76.5' 72ffeb026 releaser: Add release notes to /docs for release of 0.76.5 4150d8ae8 Fixed typo: update PrevPage to Prev c3e630db1 Update index.md deb7520a8 Release 0.76.4 f58bd7134 Merge branch 'tempv0.76.4' 2581fe4bc releaser: Add release notes to /docs for release of 0.76.4 26d8417fc Release 0.76.3 34c49e06a Merge branch 'tempv0.76.3' 0de2af2ef releaser: Add release notes to /docs for release of 0.76.3 cce12c0f7 Add missing closing quotes and fix code-block lang (#1250) 8c1c80d9f Update AMP link (#1251) 7b1211ffa Fix typos in multilingual.md 29e9d70fd Update index.md 172a5480b Release 0.76.2 93ff424d3 Merge branch 'temp762' 3cad3c23a releaser: Add release notes to /docs for release of 0.76.2 610221964 Update index.md 8a9d31709 Release 0.76.1 64b245aa4 Merge branch 'temp761' f19469ff8 releaser: Add release notes to /docs for release of 0.76.1 97f0ed030 Update front-matter.md cca71f263 Update index.md 23c64f6a3 Fix typo in 0.76.0 release note 5f79e034d Update index.md b66567de2 netlify: Bump to Hugo 0.76.0 a3e30300d Release 0.76.0 3b057e8fe releaser: Add release notes to /docs for release of 0.76.0 7fa1cd912 docs: Regen docshelper 769712aec Merge commit 'e5568488051a571df48401e03f1304b95dbc9028' 70ce6ae33 pagemeta: Make BuildConfig.Render an enum a78d3849f Allow cascade to be a slice with a _target discriminator 705fea656 Add force flag to server redirects config 04e4e1cc1 tpl: Add Do Not Track (dnt) option to Vimeo shortcode 025c19fe1 Fix CLI example for PostCSS 8 0c70c47b2 markup/asciidocext: Add preserveTOC option git-subtree-dir: docs git-subtree-split: d1157b687e25054501c3bcbb735da51229f66b74
1474,Add module.replacements,Fixes #7904 Fixes #7908,Add module.replacements,Fixes #7904 Fixes #7908
1475,Fix setting HUGO_MODULE_PROXY etc. via env vars,Fixes #7903,Fix setting HUGO_MODULE_PROXY etc. via env vars,Fixes #7903
1476,tpl: Fix reflection bug in merge,Value.Type().Key() must only be called on map values. Fixes #7899,tpl: Fix reflection bug in merge,Value.Type().Key() must only be called on map values. Fixes #7899
1477,deploy: Do not call CDN service invalidation when executing a dry run deployment,"Currently, if cache invalidation is enabled when running hugo deploy --dryRun with , the deployer does not take the dry run flag into consideration and triggers CloudFront/GoogleCloudCDN cache invalidation if any of those services are configured. This change will instead print a feedback message if a dry run is in effect and quiet mode is not enabled. Fixes #7884",deploy: Do not call CDN service invalidation when executing a dry run deployment,"Currently, if cache invalidation is enabled when running hugo deploy --dryRun with , the deployer does not take the dry run flag into consideration and triggers CloudFront/GoogleCloudCDN cache invalidation if any of those services are configured. This change will instead print a feedback message if a dry run is in effect and quiet mode is not enabled. Fixes #7884"
1478,create: Pass editor arguments from newContentEditor correctly,"If newContentEditor has editor name with arguments like emacsclient -n, it fails with executable file not found in $PATH. This change parses the value correctly and passes it to the given editor. Signed-off-by: Bhavin Gandhi bhavin7392@gmail.com",create: Pass editor arguments from newContentEditor correctly,"If newContentEditor has editor name with arguments like emacsclient -n, it fails with executable file not found in $PATH. This change parses the value correctly and passes it to the given editor. Signed-off-by: Bhavin Gandhi bhavin7392@gmail.com"
1479,deps: Bump github.com/spf13/cobra from 0.0.7 to 1.1.1,"Cobra 1.1.1 fixes internal formatting for go-md2man v2 (which caused man page generation e.g. ""hugo gen man"" to be broken since Cobra 0.0.6). See spf13/cobra#1049 for context.",deps: Bump github.com/spf13/cobra from 0.0.7 to 1.1.1,"Cobra 1.1.1 fixes internal formatting for go-md2man v2 (which caused man page generation e.g. ""hugo gen man"" to be broken since Cobra 0.0.6). See spf13/cobra#1049 for context."
1480,"build: Allow optional ""nodeploy"" tag to exclude deploy command from bin",Fixes #7826,"build: Allow optional ""nodeploy"" tag to exclude deploy command from bin",Fixes #7826
1481,Allow cascade _target to work with non toml fm,"The TOML lib unmarshals slices of string maps to []map[string]interface{} whereas YAML and JSON decode to []interface{} The existing tests only check for TOML working correctly, and _target with cascade did not work at all for frontmatter defined in other formats. Add a function to normalize those slices Fixes #7874",Allow cascade _target to work with non toml fm,"The TOML lib unmarshals slices of string maps to []map[string]interface{} whereas YAML and JSON decode to []interface{} The existing tests only check for TOML working correctly, and _target with cascade did not work at all for frontmatter defined in other formats. Add a function to normalize those slices Fixes #7874"
1482,Allow getJSON errors to be ignored,"This change is mostly motivated to get a more stable CI build (we're building the Hugo site there, with Instagram and Twitter shortcodes sometimes failing). Fixes #7866",Allow getJSON errors to be ignored,"This change is mostly motivated to get a more stable CI build (we're building the Hugo site there, with Instagram and Twitter shortcodes sometimes failing). Fixes #7866"
1483,build(deps): bump github.com/evanw/esbuild from 0.7.15 to 0.7.18,Bumps github.com/evanw/esbuild from 0.7.15 to 0.7.18. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/evanw/esbuild from 0.7.15 to 0.7.18,Bumps github.com/evanw/esbuild from 0.7.15 to 0.7.18. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
1484,tpl: Refactor time.AsTime location implementation,,tpl: Refactor time.AsTime location implementation,
1485,tpl: Update Hugo time to support optional [LOCATION] parameter,,tpl: Update Hugo time to support optional [LOCATION] parameter,
1486,"Revert ""Add benchmark for building docs site""","We already have a lot of site building benchmarks. The main problem with adding the ""Hugo site docs"" to the list is that it cannot easiliy  be compared to any previous release, because its content/template/whatever has changed. This reverts commit 837e084bbe53e9e2e6cd471d2a3daf273a874d92.","Revert ""Add benchmark for building docs site""","We already have a lot of site building benchmarks. The main problem with adding the ""Hugo site docs"" to the list is that it cannot easiliy  be compared to any previous release, because its content/template/whatever has changed. This reverts commit 837e084bbe53e9e2e6cd471d2a3daf273a874d92."
1487,highlight: Avoid making unnecessary allocation,Avoid creating a local copy of the highlight configuration when no options are passed. Benchmarks of building the docs site: name        old time/op    new time/op    delta DocsSite-2     1.94s ± 4%     1.93s ± 4%    ~     (p=0.841 n=5+5) name        old alloc/op   new alloc/op   delta DocsSite-2     666MB ± 1%     656MB ± 0%  -1.48%  (p=0.008 n=5+5) name        old allocs/op  new allocs/op  delta DocsSite-2     8.85M ± 0%     8.76M ± 0%  -1.04%  (p=0.029 n=4+4),highlight: Avoid making unnecessary allocation,Avoid creating a local copy of the highlight configuration when no options are passed. Benchmarks of building the docs site: name        old time/op    new time/op    delta DocsSite-2     1.94s ± 4%     1.93s ± 4%    ~     (p=0.841 n=5+5) name        old alloc/op   new alloc/op   delta DocsSite-2     666MB ± 1%     656MB ± 0%  -1.48%  (p=0.008 n=5+5) name        old allocs/op  new allocs/op  delta DocsSite-2     8.85M ± 0%     8.76M ± 0%  -1.04%  (p=0.029 n=4+4)
1488,Add benchmark for building docs site,,Add benchmark for building docs site,
1489,embedded: Always show page number when 5 pages or less,Fixes #7523,embedded: Always show page number when 5 pages or less,Fixes #7523
1490,output: Improve layout path construction,,output: Improve layout path construction,
1491,build(deps): bump github.com/frankban/quicktest from 1.11.0 to 1.11.1,Bumps github.com/frankban/quicktest from 1.11.0 to 1.11.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/frankban/quicktest from 1.11.0 to 1.11.1,Bumps github.com/frankban/quicktest from 1.11.0 to 1.11.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
1492,build(deps): bump github.com/evanw/esbuild from 0.7.14 to 0.7.15,Bumps github.com/evanw/esbuild from 0.7.14 to 0.7.15. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/evanw/esbuild from 0.7.14 to 0.7.15,Bumps github.com/evanw/esbuild from 0.7.14 to 0.7.15. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
1493,Merge branch 'release-0.76.5',,Merge branch 'release-0.76.5',
1494,releaser: Prepare repository for 0.77.0-DEV,[ci skip],releaser: Prepare repository for 0.77.0-DEV,[ci skip]
1495,releaser: Add release notes to /docs for release of 0.76.5,[ci skip],releaser: Add release notes to /docs for release of 0.76.5,[ci skip]
1496,releaser: Bump versions for release of 0.76.5,[ci skip],releaser: Bump versions for release of 0.76.5,[ci skip]
1497,releaser: Add release notes for 0.76.5,[ci skip],releaser: Add release notes for 0.76.5,[ci skip]
1498,Render aliases even if render=link,Fixes #7832,Render aliases even if render=link,Fixes #7832
1499,Render aliases even if render=link,Fixes #7832,Render aliases even if render=link,Fixes #7832
1500,build(deps): bump github.com/spf13/afero from 1.4.0 to 1.4.1,Bumps github.com/spf13/afero from 1.4.0 to 1.4.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/spf13/afero from 1.4.0 to 1.4.1,Bumps github.com/spf13/afero from 1.4.0 to 1.4.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
1501,build(deps): bump github.com/evanw/esbuild from 0.7.9 to 0.7.14,Bumps github.com/evanw/esbuild from 0.7.9 to 0.7.14. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/evanw/esbuild from 0.7.9 to 0.7.14,Bumps github.com/evanw/esbuild from 0.7.9 to 0.7.14. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
1502,docker: Update to Go 1.15 and Alpine 3.12,,docker: Update to Go 1.15 and Alpine 3.12,
1503,output: Test all lookup permutations in TestLayout,,output: Test all lookup permutations in TestLayout,
1504,output: Reformat TestLayout table,,output: Reformat TestLayout table,
1505,releaser: Prepare repository for 0.77.0-DEV,[ci skip],releaser: Prepare repository for 0.77.0-DEV,[ci skip]
1506,releaser: Add release notes to /docs for release of 0.76.4,[ci skip],releaser: Add release notes to /docs for release of 0.76.4,[ci skip]
1507,releaser: Bump versions for release of 0.76.4,[ci skip],releaser: Bump versions for release of 0.76.4,[ci skip]
1508,releaser: Add release notes for 0.76.4,[ci skip],releaser: Add release notes for 0.76.4,[ci skip]
1509,snap: Install postcss v8 explicitly as it is now a peer dependency,Fix Snap build failures since 2020-09-21,snap: Install postcss v8 explicitly as it is now a peer dependency,Fix Snap build failures since 2020-09-21
1510,lang/i18n: Fix for language code case issue with pt-br etc.,Fixes #7804,lang/i18n: Fix for language code case issue with pt-br etc.,Fixes #7804
1511,Merge branch 'release-0.76.3',,Merge branch 'release-0.76.3',
1512,Add merge helper,,Add merge helper,
1513,releaser: Prepare repository for 0.77.0-DEV,[ci skip],releaser: Prepare repository for 0.77.0-DEV,[ci skip]
1514,releaser: Add release notes to /docs for release of 0.76.3,[ci skip],releaser: Add release notes to /docs for release of 0.76.3,[ci skip]
1515,releaser: Bump versions for release of 0.76.3,[ci skip],releaser: Bump versions for release of 0.76.3,[ci skip]
1516,releaser: Add release notes for 0.76.3,[ci skip],releaser: Add release notes for 0.76.3,[ci skip]
1517,"langs/i18n: Add workaround for known language, but missing plural rule error",Closes #7798,"langs/i18n: Add workaround for known language, but missing plural rule error",Closes #7798
1518,langs/i18n: Fix for bare TOML keys,"Hugo 0.76.0 updated go-i18n from v1 to v2. This allowed us to set the TOML unmarshaler to use, so we set the one we use in other places in Hugo. But that does not support dotted bare keys, which caused some breakage in the wild. This commit fixes that by:  Using go-toml for language files Updating go-toml to the latest version",langs/i18n: Fix for bare TOML keys,"Hugo 0.76.0 updated go-i18n from v1 to v2. This allowed us to set the TOML unmarshaler to use, so we set the one we use in other places in Hugo. But that does not support dotted bare keys, which caused some breakage in the wild. This commit fixes that by: Using go-toml for language files Updating go-toml to the latest version"
1519,releaser: Prepare repository for 0.77.0-DEV,[ci skip],releaser: Prepare repository for 0.77.0-DEV,[ci skip]
1520,releaser: Add release notes to /docs for release of 0.76.2,[ci skip],releaser: Add release notes to /docs for release of 0.76.2,[ci skip]
1521,releaser: Bump versions for release of 0.76.2,[ci skip],releaser: Bump versions for release of 0.76.2,[ci skip]
1522,releaser: Add release notes for 0.76.2,[ci skip],releaser: Add release notes for 0.76.2,[ci skip]
1523,"Revert ""deps: Update to  github.com/tdewolff/minify v2.9.4""",Closes #7792 This reverts commit b254532b52785954c98a473a635b9cea016d8565.,"Revert ""deps: Update to  github.com/tdewolff/minify v2.9.4""",Closes #7792 This reverts commit b254532b52785954c98a473a635b9cea016d8565.
1524,releaser: Prepare repository for 0.77.0-DEV,[ci skip],releaser: Prepare repository for 0.77.0-DEV,[ci skip]
1525,releaser: Add release notes to /docs for release of 0.76.1,[ci skip],releaser: Add release notes to /docs for release of 0.76.1,[ci skip]
1526,releaser: Bump versions for release of 0.76.1,[ci skip],releaser: Bump versions for release of 0.76.1,[ci skip]
1527,releaser: Add release notes for 0.76.1,[ci skip],releaser: Add release notes for 0.76.1,[ci skip]
1528,langs/i18n: Fix i18n .Count regression,Fixes #7787,langs/i18n: Fix i18n .Count regression,Fixes #7787
1529,Fix typo in 0.76.0 release note,,Fix typo in 0.76.0 release note,
1530,releaser: Prepare repository for 0.77.0-DEV,[ci skip],releaser: Prepare repository for 0.77.0-DEV,[ci skip]
1531,releaser: Add release notes to /docs for release of 0.76.0,[ci skip],releaser: Add release notes to /docs for release of 0.76.0,[ci skip]
1532,releaser: Bump versions for release of 0.76.0,[ci skip],releaser: Bump versions for release of 0.76.0,[ci skip]
1533,Release 0.76.0,,Release 0.76.0,
1534,releaser: Add release notes for 0.76.0,Rename to *-ready.md to continue. [ci skip],releaser: Add release notes for 0.76.0,Rename to *-ready.md to continue. [ci skip]
1535,docs: Regen docshelper,,docs: Regen docshelper,
1536,Merge commit 'e5568488051a571df48401e03f1304b95dbc9028',,Merge commit 'e5568488051a571df48401e03f1304b95dbc9028',
1537,Squashed 'docs/' changes from 4895c29c5..9abd3043a,"9abd3043a Add docs for shimming JS libraries 6a1c8dcd7 Update sitemap-template.md (#1245) 37c397332 Update frontends.md a0f86f6df Update configuration.md bb00cb2c1 Update page-bundles.md 773212de6 Restructure and simplify fcba7dddf Some minor clarifications of weight sorting 759b967fc Update configuration-markup.md 56708f0b7 module import path remove slash at end 59f4f4acd Doc: Fix typo in hugo command faacf2e97 Clarify pagination documentation (#1208) d8eb60887 netlify: Bump to 0.75.1 8cedf6231 Merge branch 'temp751' 188e2bf56 releaser: Add release notes to /docs for release of 0.75.1 c96d4b7a3 Update index.md 1a9d192f7 Update index.md 32731b916 Update index.md a5bfa0c9a Restore the ... home page b6850bf96 Release 0.75.0 d6e5e624f releaser: Add release notes to /docs for release of 0.75.0 8cd6b4f47 typo: already -> already 2cb2b22bb Merge commit '534ae9c57a902aea9ed6e62390dec11fa74b7122' e3525de23 docs: Regen docs helper fd746dd83 docs: Regenerate CLI docs e20127980 Add ""hugo mod npm pack"" 8e82c7ce1 markup/highlight: Add support to linkable line anchors on Chroma 21e94911b markup/asciidocext: Fix AsciiDoc TOC with code 50b8dace5 modules: Add noVendor to module config d05b541fe modules: Make ignoreVendor a glob pattern c946082e7 docs: Update replaceRE func 149054341 docs: Update replace func d917567df docs: Update merge function f1e093c92 docs: Regen CLI docs c7bac967d docs: Regen docs helper 7a38f7a45 Merge commit '7d7771b673e5949f554515a2c236b23192c765c8' 1a5a7263a markup/asciidoc: Add support for .TableOfContents git-subtree-dir: docs git-subtree-split: 9abd3043a9214b390e8cc148f4588bf630620851",Squashed 'docs/' changes from 4895c29c5..9abd3043a,"9abd3043a Add docs for shimming JS libraries 6a1c8dcd7 Update sitemap-template.md (#1245) 37c397332 Update frontends.md a0f86f6df Update configuration.md bb00cb2c1 Update page-bundles.md 773212de6 Restructure and simplify fcba7dddf Some minor clarifications of weight sorting 759b967fc Update configuration-markup.md 56708f0b7 module import path remove slash at end 59f4f4acd Doc: Fix typo in hugo command faacf2e97 Clarify pagination documentation (#1208) d8eb60887 netlify: Bump to 0.75.1 8cedf6231 Merge branch 'temp751' 188e2bf56 releaser: Add release notes to /docs for release of 0.75.1 c96d4b7a3 Update index.md 1a9d192f7 Update index.md 32731b916 Update index.md a5bfa0c9a Restore the ... home page b6850bf96 Release 0.75.0 d6e5e624f releaser: Add release notes to /docs for release of 0.75.0 8cd6b4f47 typo: already -> already 2cb2b22bb Merge commit '534ae9c57a902aea9ed6e62390dec11fa74b7122' e3525de23 docs: Regen docs helper fd746dd83 docs: Regenerate CLI docs e20127980 Add ""hugo mod npm pack"" 8e82c7ce1 markup/highlight: Add support to linkable line anchors on Chroma 21e94911b markup/asciidocext: Fix AsciiDoc TOC with code 50b8dace5 modules: Add noVendor to module config d05b541fe modules: Make ignoreVendor a glob pattern c946082e7 docs: Update replaceRE func 149054341 docs: Update replace func d917567df docs: Update merge function f1e093c92 docs: Regen CLI docs c7bac967d docs: Regen docs helper 7a38f7a45 Merge commit '7d7771b673e5949f554515a2c236b23192c765c8' 1a5a7263a markup/asciidoc: Add support for .TableOfContents git-subtree-dir: docs git-subtree-split: 9abd3043a9214b390e8cc148f4588bf630620851"
1538,pagemeta: Make BuildConfig.Render an enum,Allowing links on pages without rendering them. Fixes #7783,pagemeta: Make BuildConfig.Render an enum,Allowing links on pages without rendering them. Fixes #7783
1539,Allow cascade to be a slice with a _target discriminator,Fixes #7782,Allow cascade to be a slice with a _target discriminator,Fixes #7782
1540,Add force flag to server redirects config,Fixes #7778,Add force flag to server redirects config,Fixes #7778
1541,build(deps): bump github.com/evanw/esbuild from 0.7.8 to 0.7.9,Bumps github.com/evanw/esbuild from 0.7.8 to 0.7.9. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/evanw/esbuild from 0.7.8 to 0.7.9,Bumps github.com/evanw/esbuild from 0.7.8 to 0.7.9. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
1542,tpl: Add Do Not Track (dnt) option to Vimeo shortcode,"Added a Vimeo EnableDNT privacy option to the Hugo config. This will enable the Vimeo 'Do Not Track' flag when either Vimeo shortcode tempalte options are used. When enabled, it will force the Vimeo player to be blocked from tracking any session data, including all cookies and stats. Fixes #7700",tpl: Add Do Not Track (dnt) option to Vimeo shortcode,"Added a Vimeo EnableDNT privacy option to the Hugo config. This will enable the Vimeo 'Do Not Track' flag when either Vimeo shortcode tempalte options are used. When enabled, it will force the Vimeo player to be blocked from tracking any session data, including all cookies and stats. Fixes #7700"
1543,build(deps): bump github.com/tdewolff/minify/v2 from 2.9.5 to 2.9.7,Bumps github.com/tdewolff/minify/v2 from 2.9.5 to 2.9.7. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/tdewolff/minify/v2 from 2.9.5 to 2.9.7,Bumps github.com/tdewolff/minify/v2 from 2.9.5 to 2.9.7. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
1544,build(deps): bump github.com/aws/aws-sdk-go from 1.34.34 to 1.35.0,Bumps github.com/aws/aws-sdk-go from 1.34.34 to 1.35.0. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/aws/aws-sdk-go from 1.34.34 to 1.35.0,Bumps github.com/aws/aws-sdk-go from 1.34.34 to 1.35.0. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
1545,build(deps): bump github.com/getkin/kin-openapi from 0.22.0 to 0.22.1,Bumps github.com/getkin/kin-openapi from 0.22.0 to 0.22.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/getkin/kin-openapi from 0.22.0 to 0.22.1,Bumps github.com/getkin/kin-openapi from 0.22.0 to 0.22.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com
1546,build(deps): bump github.com/aws/aws-sdk-go from 1.34.33 to 1.34.34,Bumps github.com/aws/aws-sdk-go from 1.34.33 to 1.34.34. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,build(deps): bump github.com/aws/aws-sdk-go from 1.34.33 to 1.34.34,Bumps github.com/aws/aws-sdk-go from 1.34.33 to 1.34.34. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com
