Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
284,Merge pull request #106 from gmile/patch-1,0.5685128,Do not cache the drop payload for SeoTag (#306),,0
285,Test output manually with Google Markup. Change inferred type. Improve test coverage,0.61193,Improved automated tests,,0
286,Bump to 2.2.1,0.64032984,Bump RuboCop to v1.18.x (#452),,0
287,Update history to reflect merge of #302 [ci skip],0.5096582,refactor: mutate site payload instead of duplicating it (#419),,0
288,make the json minification test less order dependent,0.5497875,Sort JSON-LD data by key (#458),,0
289,Adding possibility to change pagination message by config file,0.6481581,Change pagination message with seo_paginator_message option (#324),Convert seo_author_* logic to a drop,0
290,"Template payload should be a UnifiedPayloadDrop, not a hash",0.54944676,Cache parsed template #231,,0
291,note default to person,0.4510135,Allow to set type for author (#427),,0
292,Merge pull request #55 from jekyll/jekyll-3,0.6468059,Changed: Requires Jekyll 3.1.x,Fix issue #183 image.itemtype,0
293,Specs for pagination.,0.508327,Improved documentation formatting (props @yous),,0
294,Configure default Twitter summary card type (V2) (#225),1.0000001,Configure default Twitter summary card type (V2) (#225),,1
295,add support for authors an an array,0.63418674,Allow author data as an object (#26),,0
296,correct rubocop offenses,0.76082885,Correct RuboCop offenses in spec files (#319),,1
297,Implement Facebook domain verification (#455),0.9999999,Implement Facebook domain verification (#455),,1
298,Replace '/index.html' with '/',0.62290144,Strip trailing /index.html from seo_url (#14),,0
299,Update history to reflect merge of #330 [ci skip],0.530681,refactor: mutate site payload instead of duplicating it (#419),,0
300,Merge pull request #371 from coliff/patch-1,0.45753232,Do not cache the drop payload for SeoTag (#306),,0
301,add image specs,0.5931823,Add front matter default example for image (#132),,0
302,Update history to reflect merge of #359 [ci skip],0.50371027,refactor: mutate site payload instead of duplicating it (#419),,0
303,call it an integration spec,0.42759246,Set up Continuous Integration via GH Actions (#450),,0
304,Remove date default handle,0.44173965,refactor: simplify conditional in SeoTag::Drop#date_modified (#343),,0
305,Fix duplicated escape_once,0.9171628,Fix duplicated escape_once (#93),,1
306,Change site logo to expect a rooted url,0.57543004,"Make page.image url relative to site rather than absolute (#44, props @boturnbow)",,0
307,Fix rubocop multiline hash errors,0.54690707,refactor: Mutate hash literals instead of duplicating them (#417),,0
308,include description when on the homepage,0.6038933,Prefer site.tagline to site.description for page title (#356),,0
309,Merge branch 'bump-dev-dependencies' of link into DirtyF-bump-dev-dependencies,0.61464083,Bump dev dependencies (#172),,0
310,Update history to reflect merge of #250 [ci skip],0.5019791,refactor: mutate site payload instead of duplicating it (#419),,0
311,Bump to 1.4.0,0.70421076,Bump RuboCop to v1.18.x (#452),,1
312,Merge pull request #139 from DirtyF/patch-1,0.48754248,refactor: mutate site payload instead of duplicating it (#419),,0
313,"Better test coverage. Some overlap, but easier to understand. Some tests slightly refactored.",0.61272204,Improved automated tests,,0
314,Don't worry if tests are too long,0.47032878,Improved automated tests,,0
315,chore(deps): :up: rubocop-jekyll 0.4 (#320),0.9243213,chore(deps): bump rubocop-jekyll to v0.4 (#320),,1
316,Render og:locale meta only when defined explicitly (#388),1.0,Render og:locale meta only when defined explicitly (#388),,1
317,Combine two gsubs into one,0.49214917,Set up Continuous Integration via GH Actions (#450),,0
318,Allow author data as an object,0.9272671,Allow author data as an object (#26),,1
319,Use current version in minify test,0.53082883,Update tests to work with Liquid 3 (#43),,0
320,Different philosophy for rel prev/next links based on recommendations from Google.,0.5637101,"Changed: Rel next/previous links now only appear on paginated pages (link, props @tfe)",,0
321,Add support for page images with absolute URLs,0.938827,Add support for page images with absolute URLs (#76),,1
322,Document advanced options,0.61992806,Improved documentation formatting (props @yous),,0
323,Fix Travis builds for Jekyll 3.x (#415),0.98774016,fix: Travis builds for Jekyll 3.x (#415),,1
324,Update history to reflect merge of #336 [ci skip],0.51007366,refactor: mutate site payload instead of duplicating it (#419),,0
325,Added test,0.6985259,Improved automated tests,,0
326,Match rubocop styling.,0.6791688,style: align with latest jekyll-rubocop (#382),,0
327,Merge branch 'master' into jekyll-3-dev,0.6502344,Changed: Requires Jekyll 3.1.x,,0
328,move filters to their own class,0.6765383,Add default filter to simplify logic (#36),,0
329,Update history to reflect merge of #438 [ci skip],0.5219357,refactor: mutate site payload instead of duplicating it (#419),,0
330,Mutate hash literals instead of duplicating them (#417),0.9570775,refactor: Mutate hash literals instead of duplicating them (#417),Add tags to JSON metadata,1
331,Define path with dir,0.87258077,Define path with dir #232,,1
332,Merge pull request #174 from jhabdas/twitter-uses-og-image,0.6484468,Add og:image:alt and twitter:image:alt (#438),,0
333,cache parsed template,0.86963105,Cache parsed template #231,,1
334,rubocop offenses fixed,0.737485,Correct RuboCop offenses in spec files (#319),,1
335,Update history to reflect prior commits,0.42536503,refactor: simplify conditional in SeoTag::Drop#date_modified (#343),Remove Rake dependency,0
336,Set up Continuous Integration via GH Actions (#450),0.99999976,Set up Continuous Integration via GH Actions (#450),,1
337,Merge pull request #211 from 8parth/master,0.4765658,refactor: mutate site payload instead of duplicating it (#419),Bump dev dependencies,0
338,add json_ld back to JSONLD to avoid a breaking change,0.69843954,Use jsonify to output url in JSON-LD for consistency,,0
339,Bump to 2.3.0,0.64268184,Bump RuboCop to v1.18.x (#452),,0
340,failing test for site.social and page.seo being arrays,0.53232616,Guard against invalid or missing URLs #199,,0
341,Merge pull request #70 from  DirtyF/patch-1  …,0.50711906,refactor: mutate site payload instead of duplicating it (#419),,0
342,Variable rename,0.45741606,refactor: Mutate hash literals instead of duplicating them (#417),,0
343,run rubocop,0.6349252,Bump RuboCop to v1.18.x (#452),No need to delete Jekyll's version from Gemfile,0
344,Merge pull request #93 from toshimaru/master,0.4333501,refactor: mutate site payload instead of duplicating it (#419),,0
345,Merge pull request #125 from jekyll/pr/regex,0.5234877,Changed: Requires Jekyll 3.1.x,,0
346,Update history to reflect merge of #324 [ci skip],0.49952376,refactor: mutate site payload instead of duplicating it (#419),Add og:locale support,0
347,Update history to reflect merge of #372 [ci skip],0.5109575,refactor: mutate site payload instead of duplicating it (#419),,0
348,use escape,0.48935238,Fix duplicated escape_once (#93),,0
349,Merge branch 'master' into nil-image-path-fix,0.45557874,Fix for image.path causing an invalid url error #228,,0
350,Merge pull request #26 from benbalter/author,0.4077812,Relax version constraint on Bundler (#325),,0
351,Correct RuboCop offenses in spec files (#319),1.0,Correct RuboCop offenses in spec files (#319),,1
352,Update history to reflect merge of #415 [ci skip],0.5358845,refactor: mutate site payload instead of duplicating it (#419),,0
353,Update history to reflect merge of #260 [ci skip],0.52513045,Update url of schema website (#296),,0
354,Update history to reflect merge of #243 [ci skip],0.4989124,refactor: mutate site payload instead of duplicating it (#419),,0
355,ensure site.data.authors is in the expected format before resolving author meta,0.8840054,Ensure site.data.authors is properly formatted before attempting to retrieve author meta #227,refactor(template): use og:image for twitter,1
356,Update history to reflect merge of #284 [ci skip],0.48611578,refactor: mutate site payload instead of duplicating it (#419),,0
357,Remove spaces before :.,0.47637516,Simplified whitespace-smushing regex,,0
358,Merge pull request #28 from jekyll/pr/json-ld,0.5954454,New: Consolidate JSON-LD output into a single block (props @pathawks),"77 and #78 added support for different images on Twitter and Facebook, an advanced feature of SEO Tag Gem. The implementation has led to complications updating JSON-LD data in #151. Under Pareto principal we can reasonably assume this feature is not often used, and, as such, should be removed. The result of which simplifies template logic, offers a fallback experience by leverages Twitter's use of og:image in place of twitter:image (sees twitter card tag ref) and helps unblock #151. Users can no longer specify a separate twitter and Facebook image. If both a Facebook (Open Graph) and Twitter image are provided in the image object, the Facebook image will take precedence.",0
359,Bump to 0.1.4,0.688872,Bump RuboCop to v1.18.x (#452),,0
360,Add legacy test and maintain old methods,0.5571071,Structured Data Testing Tool is deprecated (#409),,0
361,Merge pull request #53 from yous/fix-markdown,0.5058335,refactor: mutate site payload instead of duplicating it (#419),,0
362,escape urls,0.5486592,Guard against invalid or missing URLs #199,,0
363,Inherit Jekyll's rubocop config for consistency,0.9629988,Inherit Jekyll's rubocop config for consistency (#109),bump and appease Rubocop,1
364,Merge pull request #46 from benbalter/facebook-meta,0.5441781,Implement Facebook domain verification (#455),,0
365,feedback from @BenBalter,0.41816455,New: benbalter/jekyll-seo-tag is now jekyll/jekyll-seo-tag :tada:,,0
366,Update history to reflect merge of #242 [ci skip],0.5031363,refactor: mutate site payload instead of duplicating it (#419),,0
367,Add front matter default example for image,0.94588614,Add front matter default example for image (#132),Github Pages supports Jekyll 3.4.3,1
368,update to use new html proofer api,0.5059737,Output the plugin version,,0
369,:gem: bump,0.5844739,Bump RuboCop to v1.18.x (#452),,0
370,.present? changed to to_s.empty? as .present? is rails specific,0.25730553,Consistent spacing and use of quotes in metadata fields (props @XhmikosR),,0
371,Merge branch 'master' into patch-1,0.4075378,refactor: mutate site payload instead of duplicating it (#419),,0
372,Merge branch 'master' into define-path-with-dir,0.5804721,Define path with dir #232,,0
373,Bump to 1.3.1,0.69623804,Bump RuboCop to v1.18.x (#452),Update title separator. Closes #121,0
374,Add specs for author metadata,0.70575273,Add author meta (#103),,1
375,Escape dir,0.5345208,Define path with dir #232,,0
376,Update url of schema website (#296),1.0,Update url of schema website (#296),"Replaces the ""-"" used as a title separator with ""|"". Ref: link Also updates docs to specify title optional and fix errata.",1
377,Update for 2.2.1,0.48994642,Update url of schema website (#296),,0
378,Merge pull request #246 from localheinz/fix/self-closing,0.4489634,Consistently use self-closing tags (#246),Better test coverage. Refactored.,0
379,Update history to reflect merge of #391 [ci skip],0.5140715,refactor: mutate site payload instead of duplicating it (#419),,0
380,output valid html,0.74106264,Developer: Validate HTML output via html-proofer,,1
381,add test for front matter defaults,0.58824295,Add front matter default example for image (#132),Add specs for author metadata,0
382,Merge branch 'master' into bump-dev-dependencies,0.57232356,Bump dev dependencies (#172),,0
383,italicize tldr,0.48946863,Improved documentation formatting (props @yous),,0
384,HTTPS link to link/ (#359),1.0,HTTPS link to link/ (#359),,1
385,Merge pull request #199 from jekyll/nil-image-path-fix,0.57297873,Fix for image.path causing an invalid url error #228,,0
386,Add og:image:alt and twitter:image:alt (#438),0.9999999,Add og:image:alt and twitter:image:alt (#438),,1
387,bump and appease Rubocop,0.72889745,Bump RuboCop to v1.18.x (#452),,1
388,Merge pull request #25 from benbalter/site_name,0.46631485,Do not cache the drop payload for SeoTag (#306),,0
389,Add the rest of the JSON tags to pass blogPosting Errors/Warnings,0.53697664,Do not cache the drop payload for SeoTag (#306),,0
390,add tests for twitter.card types (#289),1.0,add tests for twitter.card types (#289),,1
391,make the json minification spec explicit,0.51928884,Remove extra whitespace in JSON-LD block,,0
392,Update Gemfile,0.74569976,Gem version moved to its own file,,1
393,better specs,0.5031012,Minor Enhancements,,0
394,Avoid deprecation warning when building docs (#243),0.9999999,Avoid deprecation warning when building docs (#243),,1
395,add jekyll version to the drop,0.7921155,Changed: Requires Jekyll 3.1.x,,1
396,Merge pull request #273 from j-f1/patch-1,0.5038727,refactor: mutate site payload instead of duplicating it (#419),Fix rubocop multiline hash errors,0
397,Appease rubocop.,0.5621901,Test against latest Rubies (#242),,0
398,Remove hard wrap (#79),0.5316302,Remove Rake dependency (#180),,0
399,remove dynamic logic from Gemfile,0.80423164,Remove dynamic GitHub Pages logic from Gemfile #194,,1
400,Update twitter:image to output full url,0.7097217,Use summary_large_image Twitter card when page.image is explicitly set (props @DirtyF),,1
401,Reduce allocations of instance-agnostic objects (#376),0.9453534,refactor: Reduce allocations of instance-agnostic objects (#376),,1
402,Add Ruby 3.1 to CI matrix (#459),0.7656619,"chore(ci): Add Ruby 2.6, drop Ruby 2.3 (#326)",,1
403,ensure subhashes are hashes,0.7125917,Guard against arrays in subhashes #197,,1
404,Update history to reflect merge of #139 [ci skip],0.505117,refactor: mutate site payload instead of duplicating it (#419),,0
405,Merge pull request #54 from benbalter/bb/title-optional,0.4534192,Remove dynamic GitHub Pages logic from Gemfile #194,,0
406,Use gems config key for Jekyll < 3.5.0 (#255),0.9999999,Use gems config key for Jekyll < 3.5.0 (#255),,1
407,Add default filter,0.7471087,Add default filter to simplify logic (#36),,1
408,document how to use new properties,0.43992054,Improved documentation formatting (props @yous),"Adds documentation on new image behavior, dateModified, and author field.",0
409,Undo change outside the scope of this pull request,0.46151042,refactor: mutate site payload instead of duplicating it (#419),Well.... looks like I added an 'e'. Whoops.,0
410,Update history to reflect merge of #225 [ci skip],0.5030601,refactor: mutate site payload instead of duplicating it (#419),"This adds the rest of the JSON fields to pass all errors and blog postings. Adds page.image.url for the image url. (Will default to image if not present).  Add page.image.height and page.image.width for an image object (Will default back to image url if not present).  Add dateModified (will capture from yaml if present, if not it will use datePublished) (I feel there should be a manual option for this as I sometimes save parts of my blog that shouldn't update the modified field, but still  change the file timestamp). This should create JSON that will pass all warnings/strong recommendations/errors from Google's Structured Data Testing Tool.",0
411,Merge pull request #229 from jekyll/drop-it-like-its-hot,0.49877012,Loosen Jekyll dependency,,0
412,Rename Google webmaster tools to Google Search Console and fix a few small issues (#403),0.9320114,Rename Google webmaster tools to Google Search Console  (#403),,1
413,use example.com for example URL (#351),0.99999994,use example.com for example URL (#351),Fixes missing author and name in blogPosting types with organization.,1
414,Update history to reflect merge of #453 [ci skip],0.54304147,refactor: mutate site payload instead of duplicating it (#419),,0
415,require version,0.5015348,Output the plugin version,Merge pull request 148,0
416,Update for #203,0.54725873,"Style fixes (#170, #157, #149)",,0
417,Merge pull request #203 from jekyll/nil-twitter-delete,0.48341414,Make Twitter Summary Card without having Twitter account (#284),Merge pull request 149,0
418,Merge branch 'master' into use-prev-next-for-pagination,0.40822595,refactor: mutate site payload instead of duplicating it (#419),,0
419,Update history to reflect merge of #427 [ci skip],0.509005,refactor: mutate site payload instead of duplicating it (#419),,0
420,Bump to 1.3.2,0.68623066,Bump RuboCop to v1.18.x (#452),,0
421,Update history to reflect merge of #450 [ci skip],0.5085166,refactor: mutate site payload instead of duplicating it (#419),,0
422,fix #275 (#276),0.5910552,"Style fixes (#170, #157, #149)",,0
423,No need to delete Jekyll's version from Gemfile,0.7580142,gems: is deprecated in current Jekyll version of github-pages #230,,1
424,Merge pull request #60 from boturnbow/master,0.46104854,refactor: mutate site payload instead of duplicating it (#419),Merge pull request 139,0
425,dont double format site title,0.5946857,Prefer site.tagline to site.description for page title (#356),,0
426,Profile plugin using a third-party repo (#414),0.7434913,chore(ci): profile seo-tag plugin on a third-party repository (#414),fix #138,1
427,Merge pull request #166 from aarongustafson/add-locale-support,0.6382376,Add og:locale support #166,,0
428,Merge branch 'master' of link into renshuki-master,0.29872406,refactor: mutate site payload instead of duplicating it (#419),,0
429,Update history to reflect merge of #367 [ci skip],0.5024238,refactor: mutate site payload instead of duplicating it (#419),Merge pull request 133,0
430,Add support for Bing and Yandex webmaster tools. Closes #147,0.9916772,Add support for Bing and Yandex webmaster tools. Closes #147 (#148),,1
431,remove Rake dependency,0.9210782,Remove Rake dependency (#180),Fixes #89,1
432,run rubocop -a,0.6062713,Bump RuboCop to v1.18.x (#452),,0
433,Update history to reflect merge of #296 [ci skip],0.5562453,Update url of schema website (#296),Merge pull request 132,0
434,Fix Google Structured Data Requests,0.52590096,Do not cache the drop payload for SeoTag (#306),,0
435,add failing tests for stripping null values,0.5545518,Strip null values from JSON-LD hash (#249),Don't mangle text with newlines,0
436,Merge pull request #16 from pathawks/gsub,0.5547792,Ability to disable  tag (props @pathawks),Fixes #117,0
437,Test cleanup,0.69459313,Improved automated tests,Simplify minify regex,0
438,chore: remove git.io (#462),0.66659343,Remove dynamic GitHub Pages logic from Gemfile #194,,0
439,Merge branch 'master' into this branch,0.31543517,Set up Continuous Integration via GH Actions (#450),Use new URL filters,0
440,Merge pull request #268 from jekyll/pull/fix-267,0.532388,Fix for uninitiated constant Jekyll::SeoTag::VERSION error,,0
441,convert logic to a drop,0.66740584,Convert template logic to a Liquid Drop (significant performance improvement) (#184),,0
442,use attr_accessor,0.4478628,Ensure a single leading @ for twitter usernames (#367),,0
443,Large image summary Twitter Card support,0.81250334,Use summary_large_image Twitter card when page.image is explicitly set (props @DirtyF),Correct spelling in .travis.yml,1
444,Make  optional,0.39132327,Add default filter to simplify logic (#36),,0
445,Bump to 2.2.2,0.6292574,Bump RuboCop to v1.18.x (#452),Inherit Jekyll's rubocop config for consistency,0
446,initial commit,0.46838123,Initial release,,0
447,Update tests to work with Jekyll 3,0.8820447,Test against latest version of Jekyll (#171),,1
448,Merge pull request #293 from jekyll/release-2.5.0,0.662698,Changed: Requires Jekyll 3.1.x,Fix tiny typo,0
449,expose version in HTML comment,0.49524623,chore(ci): profile seo-tag plugin on a third-party repository (#414),,0
450,Use Jekyll 3.0 for dev,0.8345481,Changed: Requires Jekyll 3.1.x,Fix duplicated escape_once,1
451,Anticitating Rubocop,0.5069419,Test against latest Rubies (#242),,0
452,Fix test - props @Parkr,0.5030663,Test against latest Rubies (#242),,0
453,"Correct template logic, resolve style issues",0.60031444,Template: Remove double new line (#454),Use SmartyPants for titles,0
454,Replace read-only empty hash with private constant (#418),0.9550723,refactor: Replace read-only empty hash with private constant (#418),,1
455,Sort JSON-LD data by key (#458),1.0,Sort JSON-LD data by key (#458),Different philosophy for rel prev/next links based on recommendations from Google,1
456,update test expectations,0.6719154,Improved automated tests,,0
457,Merge pull request #50 from benbalter/expose-version,0.46790957,Relax version constraint on Bundler (#325),,0
458,Fix broken test,0.54443276,Update tests to work with Liquid 3 (#43),,0
459,add travis badge,0.42169407,Add author meta (#103),,0
460,minify json ld and test,0.59905875,Use jsonify to output url in JSON-LD for consistency,,0
461,Use prepend for URLs,0.62001824,Use baseurl to build seo_url (#15),,0
462,Update history to reflect merge of #325 [ci skip],0.4927983,refactor: mutate site payload instead of duplicating it (#419),Details here: link. This replaces the per-page prev/next links with general ones that will be output whenever there is a paginator with a previous or next page to show.,0
463,Merge pull request #180 from jekyll/drop-rake,0.5142282,chore(ci): Jekyll v4.0 (#372),Facebook admins meta tag and Facebook options spec,0
464,Update for #206,0.53711045,Update url of schema website (#296),,0
465,Lint Ruby code with rubocop-jekyll gem (#302),0.9999999,Lint Ruby code with rubocop-jekyll gem (#302),,1
466,Add test for PR #103,0.5557974,Update tests to work with Liquid 3 (#43),,0
467,Minify template just once,0.5975935,Simplify minify regex (#125),This was unintentionally introduced in #76,0
468,memoize fallback_data,0.4113918,Structured Data Testing Tool is deprecated (#409),Add support for page images with absolute URLs,0
469,Merge branch 'master' into pr/global-author,0.46882313,Support for global author data (props @pathawks),,0
470,Merge pull request #237 from jekyll/unified-bass-drop,0.5313657,Fix for uninitiated constant Jekyll::SeoTag::VERSION error,"Ability to support Facebook and Twitter specific images, set image height and width",0
471,Use seo_description instead of page.description,0.7077321,Prefer site.tagline to site.description for page title (#356),,1
472,Bump to 2.1.0,0.68530786,Bump RuboCop to v1.18.x (#452),,0
473,Consolidate JSON-LD blocks,0.8443507,New: Consolidate JSON-LD output into a single block (props @pathawks),,1
474,Merge pull request #133 from daviddarnes/patch-1,0.49944997,Do not cache the drop payload for SeoTag (#306),,0
475,document how to use authors,0.70814127,Allow author data as an object (#26),,1
476,fix indentation,0.47533,"Style fixes (#170, #157, #149)",,0
477,properly namespace the version,0.48436213,Use | for title separator (#162),Large image summary Twitter Card support,0
478,Improve documentation for this enhancement,0.69247705,Improved documentation formatting (props @yous),,0
479,Add workflow to release gem via GH Actions,0.9999999,Add workflow to release gem via GH Actions,Large image summary Twitter Card support,1
480,Update LICENSE.txt,0.40197456,Rectify error in Usage documentation (#328),Update JSON-LD output to current usage for site logo and page image,0
481,Assign seo_ vars site.logo and page.image,0.7180686,"Make page.image url relative to site rather than absolute (#44, props @boturnbow)",,1
482,Update history to reflect merge of #360 [ci skip],0.49041438,refactor: mutate site payload instead of duplicating it (#419),,0
483,Test against Ruby 2.5 (#260),1.0,Test against Ruby 2.5 (#260),A proposal to fix #68,1
484,Update history to reflect merge of #462 [ci skip],0.50149417,refactor: mutate site payload instead of duplicating it (#419),,0
485,Update history to reflect merge of #292 [ci skip],0.49053663,Update url of schema website (#296),Use current version in minify test,0
486,Merge pull request #112 from SuriyaaKudoIsc/patch-1,0.48072913,Do not cache the drop payload for SeoTag (#306),,0
487,Update history to reflect merge of #280 [ci skip],0.5134888,Update url of schema website (#296),,0
488,Be more explicity with title assignments,0.6142573,Guard against empty title or description strings #206,jsonify page.url instead of using quotes,0
489,Fix JSON-LD tests,0.69418836,Fix for JSON-LD validation warning for images missing required properties (#183),,0
490,Merge pull request #236 from DirtyF/meta-generator,0.621042,Add meta generator (#236),Fix og:title condition and remove redundant tags,0
491,Merge branch 'master' of github.com:boturnbow/jekyll-seo-tag,0.5322512,New: benbalter/jekyll-seo-tag is now jekyll/jekyll-seo-tag :tada:,,0
492,Prefer site.tagline to site.description for page title (#356),0.99999994,Prefer site.tagline to site.description for page title (#356),,1
493,Merge pull request #162 from jhabdas/moz-separator,0.5084765,refactor: mutate site payload instead of duplicating it (#419),,0
494,"chore(ci): Add Ruby 2.6, drop Ruby 2.3 (#326)",0.9999997,"chore(ci): Add Ruby 2.6, drop Ruby 2.3 (#326)",Be consistent with the quotes in output.,1
495,chore(release): 2.7.0,0.57407606,"chore(ci): Add Ruby 2.6, drop Ruby 2.3 (#326)",,0
496,add tests for drop,0.58446264,Improved automated tests,Remove spaces before :.,0
497,add example usage of social profiles,0.9577625,add example usage of social profiles (#139),,1
498,fix installation numbering,0.47937953,Rectify error in Usage documentation (#328),Update README.md,0
499,Fix locale specs that use the fallback locale (#360),0.922665,test: fix locale specs that use the fallback locale (#360),Fix indentation.,1
500,Travis: Test against Rubies (#242),0.75494164,Test against latest Rubies (#242),,1
501,Merge pull request #43 from pathawks/pr/jekyll3,0.4930832,Changed: Requires Jekyll 3.1.x,Minify json ld and test,0
502,Merge pull request #185 from aav7fl/master,0.475647,refactor: mutate site payload instead of duplicating it (#419),,0
503,Rectify error in Usage documentation (#328),1.0,Rectify error in Usage documentation (#328),,1
504,make rubocop happy,0.5259701,Bump RuboCop to v1.18.x (#452),,0
505,Fix markdown for indents,0.4841149,"Style fixes (#170, #157, #149)",,0
506,Image changes should be removed,0.47939247,Add front matter default example for image (#132),Consolidate and clean up JSON-LD,0
507,Merge branch 'renshuki-master',0.30338508,Use Nokigiri on CI (#181),Update twitter:image to output full url,0
508,Fix travis-ci errors,0.6027071,Rectify error in Usage documentation (#328),,0
509,Merge pull request #6 from benbalter/proper-escapes,0.41645187,Relax version constraint on Bundler (#325),,0
510,fix for calling delete! on NiLClass,0.3978368,remove Google+ from example snippet (#358),,0
511,properly escape smart quotes in title and description,0.9699962,Properly escape smart quotes in titles and descriptions,,1
512,Merge pull request #62 from XhmikosR/patch-2,0.44157213,New: Consolidate JSON-LD output into a single block (props @pathawks),,0
513,remove stray begin block,0.4621548,Remove extra whitespace in JSON-LD block,Require Jekyll ~> 3,0
514,Merge pull request #66 from jekyll/pr/jsonify_url,0.5643244,Prepend site URL to JSON-LD image property (props @boturnbow),,0
515,Separate tests.,0.62008,Improved automated tests,,0
516,Prevent {% seo %} Liquid parsing,0.48457235,Convert template logic to a Liquid Drop (significant performance improvement) (#184),,0
517,"dont use unless and else, per rubocop",0.53782386,Correct RuboCop offenses in spec files (#319),,0
518,Merge branch 'bump-dev-dependencies' of link into bump-dev-dependencies,0.60639244,Bump dev dependencies (#172),"seo_description is used in the meta tags but not in the ld+json If page.description is not set, the the description at ld+json will be null.",0
519,Use baseurl to build seo_url,0.9395726,Use baseurl to build seo_url (#15),There is no reason to test for site variables each time we check JSON-LD. Let's only test what we say we are going to test at each stage.,1
520,Merge branch 'master' into author-by-reference,0.5227671,Add author meta (#103),,0
521,Update Travis badge to use Jekyll namespace,0.72136176,fix: Travis builds for Jekyll 3.x (#415),,1
522,Add pull request documentation,0.5308065,Improve documentation on plugin usage (#399),Support article:publisher without fb:app_id,0
523,Fix typo. Oops.,0.69007826,Fix tiny typo (#106),,0
524,Update history to reflect merge of #409 [ci skip],0.5249469,refactor: mutate site payload instead of duplicating it (#419),,0
525,Reduce verbosity of workflow job names,0.44746596,Properly escape smart quotes in titles and descriptions,,0
526,Template: Remove double new line (#454),1.0000002,Template: Remove double new line (#454),,1
527,Merge pull request #13 from pathawks/prepend,0.556704,Ability to disable  tag (props @pathawks),Make  Optional,0
528,move author logic to its own drop,0.5353954,Allow author data as an object (#26),,0
529,bump dev dependencies,0.9425998,Bump dev dependencies (#172),,1
530,Set the default og:type to 'website' (#391),1.0000002,Set the default og:type to 'website' (#391),,1
531,Updated Readme with instructions of setting customized Canonical URL,0.5537805,Use canonical_url specified in page if present #211,Support for global author data,0
532,document how to disable title tags,0.65636384,Guard against empty title or description strings #206,,0
533,Update history to reflect merge of #316 [ci skip],0.51389325,refactor: mutate site payload instead of duplicating it (#419),,0
534,Merge pull request #148 from jhabdas/bing-yandex-webmaster,0.5841645,Add support for Bing and Yandex webmaster tools. Closes #147 (#148),Fix markdown for code snippets,0
535,Include sameAs links on About page,0.61122584,Add support for page images with absolute URLs (#76),,0
536,Release :gem: v2.8.0,0.5027318,gems: is deprecated in current Jekyll version of github-pages #230,,0
537,Merge pull request #157 from renshuki/fix-rubocop-multiline-hash-errors,0.4805255,refactor: Mutate hash literals instead of duplicating them (#417),,0
538,Update history to reflect merge of #133 [ci skip],0.5319967,refactor: mutate site payload instead of duplicating it (#419),,0
539,Merge pull request #346 from jekyll/pull/release-2.6.1,0.5779397,Changed: Requires Jekyll 3.1.x,,0
540,Update logo field information,0.5145638,Update url of schema website (#296),,0
541,Merge pull request #184 from jekyll/drop,0.5281566,Fix for uninitiated constant Jekyll::SeoTag::VERSION error,,0
542,Merge pull request #22 from pathawks/liquid-once,0.49718976,New: Consolidate JSON-LD output into a single block (props @pathawks),DRY up the specs a bit,0
543,Style: Rubocop auto-correct,0.5936445,style: align with latest jekyll-rubocop (#382),,0
544,Update tests to work with Liquid 3,0.95033425,Update tests to work with Liquid 3 (#43),,1
545,Merge pull request #90 from jekyll/pr/smartify,0.5314543,Changed: Requires Jekyll 3.1.x,,0
546,remove unused date method,0.54808426,refactor: simplify conditional in SeoTag::Drop#date_modified (#343),,0
547,undo unnecessary change,0.6145985,Breaking changes,Expose version in HTML comment,0
548,Remove Author tag. I guess it really isn't used anymore.,0.57703733,refactor: Memoize #author_hash in SeoTag::AuthorDrop (#342),,0
549,Update history to reflect merge of #306 [ci skip],0.51202124,refactor: mutate site payload instead of duplicating it (#419),,0
550,fix gemspec,0.5436152,Development fixes,,0
551,Simplify minify regex,0.95167625,Simplify minify regex (#125),Add Rubocop,1
552,Update history to reflect merge of #414 [ci skip],0.5379205,refactor: mutate site payload instead of duplicating it (#419),,0
553,Update history to reflect merge of #466 [ci skip],0.49663892,refactor: mutate site payload instead of duplicating it (#419),Use Jekyll 3.0 for dev,0
554,Update history to reflect merge of #418 [ci skip],0.5246905,refactor: mutate site payload instead of duplicating it (#419),,0
555,Update history to reflect merge of #334 [ci skip],0.5277957,refactor: mutate site payload instead of duplicating it (#419),,0
556,Disable Style/IndentHeredoc on specs,0.55475193,"Style fixes (#170, #157, #149)",,0
557,fix missing endif from merge,0.370031,Rectify error in Usage documentation (#328),,0
558,Fix #187,0.6628486,"Style fixes (#170, #157, #149)",,0
559,Update history to reflect merge of #132 [ci skip],0.52764237,refactor: mutate site payload instead of duplicating it (#419),,0
560,Propose new image handling method.,0.5792408,Add front matter default example for image (#132),Add google site verification meta tag,0
561,use site_description as page_description fallback,0.62051344,Prefer site.tagline to site.description for page title (#356),,0
562,[style] Add empty line after guard clause,0.5259463,Don't mangle text with newlines #126,,0
563,require jekyll ~> 3,0.9613,New: Require Jekyll ~> 3,Facebook meta,1
564,Merge branch 'master' into static-gemfile,0.4214262,Set up Continuous Integration via GH Actions (#450),,0
