Index,Release Note
24,"0.4.1 (July 1, 2021)
FEATURES:

config: Add module variable [link]

IMPROVEMENTS:

cli: Fix incorrect description for module command [link]
core: Correct parsing of boolean environment variables [link]
plugin/aws-alb: Update ALB Releaser to use new SDK Resource Manager [link]
ui: Add reporting on status of a release [link]

BUG FIXES:

builtin/k8s: Fix module configurability [link]
cli: Fix issue parsing string slice inputs [link]
cli: Ignore error on Unimplemented for health checks [link]
cli: Fix crash that could occur when running commands outside the context of a project with an hcl config file. [link]
cli: Prevent use of operation flags on module command [link]
cli: Set runner poll interval default for runner defined in waypoint.hcl [link]
cli: List deployments shows status for each deployment [link]
core: Fix crash that could occur when using module with certain HCL files [link]
plugin/aws-alb: Fix issue destroying when Target Group still in use [link]
plugin/docker: Fix issue falling back to module for builds when docker daemon not present [link]
plugin/nomad: Fix case where Nomad error would be ignored during a status check [link]
server/client: Configure keepalive properties to RPC connections to persist connections even after inactivity [link]
server/runner: Correctly exit liveness listener when connection is closed [link]
serverinstall/k8s: Accept k8s-namespace when uninstalling server [link]
"
25,"0.4.0 (June 03, 2021)
FEATURES:

Mutable Deployments: Waypoint now supports the concept of ""mutable"" deployments
where a deployment updates an existing resource rather than creating something
new. New plugins in this release include deploying from a Nomad job file,
Kubernetes apply from a directory or file, and more. [link]
Status Reports: Waypoint now supports a new feature for reporting
on the health of deployments or releases. Waypoint surfaces a deployment
and or releases status by relying on an existing platform for health checks.
A status is responsible for reporting the health of a deployed service by
representing its states as Ready, Alive, Partial, Down, or Unknown.
Platform health reporting lets teams take action quickly depending on the health
of their applications. Currently, the Kubernetes, Nomad, AWS ALB, and Docker built-in
plugins support the new Status reporting, with more support on the way! [link]
config: Add ability to define internal variables and compose variables together via templating [link]
config: Add ability to write configuration values as files rather than environment variables. [link]
config: module and module functions for processing Jsonnet files
and converting them to JSON. [link]
plugin/aws-alb: Report on status of releases [link]
plugin/docker: Add reporting on status of a deployment [link]
plugin/k8s: A new plugin ""kubernetes-apply"" that is able to deploy any typical
directory of YAML or JSON files to Kubernetes [link]
plugin/k8s: Add reporting on status of a deployment and release [link]
plugin/nomad: A new plugin ""nomad-jobspec"" for deploying a Nomad job specification directly. [link]
plugin/nomad: Add reporting on status of a deployment [link]
server/ecs: Use module to install waypoint server to
AWS ECS using Fargate [link]
ui: Add reporting on status of a deployment [link]
ui: Mutable deployments support on web dashboard. [link]

IMPROVEMENTS:

internal/config: add module variable [link]
plugin/pack: Support for non-default process types [link]
plugins/docker: Add support build context [link]

BUG FIXES:

plugin/k8s: destroy deployment on error [link]
plugin/pack: Upgrade pack package to fix downloading remote buildpacks [link]
server: Fix a bug that sometimes sends duplicate cancellation messages [link]
server: fix order of log lines when showing logs from multiple instances [link]
ui/checkbox-inputs-safari: Custom Inputs in the browser Ui now render properly on all supported browsers [link]
ui: unread log count resets after scrolling [link]

BREAKING CHANGES:

plugin/netlify: Removed the netlify plugin [link]
"
26,"0.3.2 (May 13, 2021)
BREAKING CHANGES:

plugin/k8s: module now uses an array of strings instead of a string, allowing you to specify multiple directories to be mounted as link [link]

FEATURES:

platform/aws: Set the AWS log level along with the waypoint log level [link]
plugin/aws/ecs: Add ability to request an internal ALB for ECS [link]
plugin/docker: Add support for exposing additional ports [link]
plugin/docker: Add support for build args for both docker and img builders [link]
plugin/ecs: Allow memory_reservation to be set on primary container [link]

IMPROVEMENTS:

cli: Add module command to aid in user enjoyment of waypoint contexts. [link]
cli: Default the platform for module to the platform in the context [link]
cli: Print warning and help docs if required flags for upgrade are not included [link]
plugin/google/cloudrun: Add VPC and Cloud SQL config options [link]
plugin/k8s: Added Service annotations option to K8S release [link]
plugin/k8s: Add configuration options for pods and its security contexts [link]
plugin/pack: Add ability to specify a list of file patterns to include files. [link]
plugin/vault: Use Service Account Credentials API for GCP SignJWT endpoint [link]

BUG FIXES:

cli: runner will not crash if liveness check has error [link]
plugins: Fix detecting an older version of the plugin SDK in use [link]
plugin/aws/ec2: Check Auto Scaling activites for failures or cancellations [link]
plugin/aws/ecs: Fix bug where certificate and other fields had to be set to empty string to use listener. [link]
plugin/aws/ecs: Retry actions that cross AWS service boundaries to fix eventual consistency issues. [link]
plugin/pack: Honor DOCKER_HOST properly [link]
"
27,"0.3.1 (April 20, 2021)
IMPROVEMENTS:

cli: Make module default and remove flag for Nomad uninstall [link]
cli: Show usage example on module command [link]
cli: version command now shoes the server version [link]
entrypoint: can change log level using the module env var, which can also be set with module [link]
entrypoint: default log level changed to DEBUG [link]
plugin/nomad: Add CPU and Memory resource options for server and runner installs, and app deploys [link]
plugin/nomad: Allow for auth soft fail on serverinstall for server image [link]
ui: Improve the design of the Project Settings forms [link]

BUG FIXES:

cli: connections with TLS without insecure flag properly connect [link]
cli: server bootstrap will not give auth token errors [link]
plugin/aws/ecs: Route 53 ""A"" Type record properly created when not found for domain name [link]
plugin/nomad: use namespace config option for deploy [link]
"
28,"0.3.0 (April 08, 2021)
BREAKING CHANGES:

ui: dropped support for Internet Explorer [GH-1075]

FEATURES:

GitOps: Poll for changes and automatically run module. Waypoint
  can now trigger a full build, deploy, release cycle on changes detected in Git. [GH-1109]
Runners: Run Waypoint operations remotely. Runners are standalone processes that
  run operations such as builds, deploys, etc. remotely. [GH-1167] [GH-1171]
AWS Lambda: Add support for building and deploying AWS Lambda workloads [GH-1097]
Dockerless image builds: Waypoint can now build, tag, pull, and push
  Docker images in unprivileged environments without a Docker daemon. [GH-970]
cli: New module command will autoformat your module files [GH-1037]
config: module function allows you to avail the current date and time in your Waypoint configuration. [link]
ui: Add ability to create a project from the browser UI [link]
ui: Add ability to configure a project's git settings from the browser UI [link]
ui: Add ability to input a waypoint.hcl configuration from the browser UI [link]

IMPROVEMENTS:

cli: Require confirmation before destroying all resources [link]
cli: Can specify the number of deployments to prune for module and module. [link]
cli: Support and render new documentation subfields [link]
plugin/docker-pull: doesn't require Docker if no registry is configured and entrypoint injection is disabled [link]
plugin/k8s: Add new probe configuration options [link]
plugin/k8s: plugin will attempt in-cluster auth first if no kubeconfig file is specified [GH-1052] [GH-1103]
server: Prune old deployments and jobs from server memory. This limits the number
of deployments and jobs to 10,000. The data for the old entries is still stored on disk
but it is not indexed in memory, to allow data recovery should it be needed. [link]

BUG FIXES:

core: default releasers initialize properly when they use HCL variables [link]
cli: require at least one argument [GH-1188]
plugin/aws/alb: clamp alb name per aws limits [link]
ui: output failed build errors in logs [link]
"
29,"0.2.4 (March 18, 2021)
FEATURES:
IMPROVEMENTS:

builtin/k8s: Include user defined labels on deploy pod [GH-1146]
core: Update module in module to handle local projects [GH-722]
entrypoint: dump a memory profile to module on module [GH-1194]

BUG FIXES:

entrypoint: fix URL service memory leak [GH-1200]
builtin/k8s/release: Allow target_port to be int or string [GH-1154]
builtin/k8s/release: Include name field for service port release [GH-1184]
builtin/docker: Revert #918, ensure HostPort is randomly assigned between container deploys [GH-1189]
"
30,"0.2.3 (February 23, 2021)
FEATURES:
IMPROVEMENTS:

builtin/docker: Introduce resources map for configuring cpu, memory on deploy [GH-1116]
internal/server: More descriptive error for unknown application deploys [GH-973]
serverinstall/k8s: Include option to define storageClassName on install [GH-1126]

BUG FIXES:

builtin/docker: Fix host port mapping defined by service_port [GH-918]
builtin/k8s: Surface pod failures on deploy [GH-1110]
serverinstall/nomad: Set platform as nomad at end of Install [GH-1129]
builtin/aws-ecs: Fix nil check on optional logging block [GH-1120]
"
31,"0.2.2 (February 17, 2021)
FEATURES:
IMPROVEMENTS:

builtin/aws/ecs: Add config option for disabling the load balancer [GH-1082]
builtin/aws/ecs: Add awslog driver configuration [GH-1089]
builtin/docker: Add Binds, Labels and Networks config options for deploy [GH-1065]
builtin/k8s: Support multi-port application configs for deploy and release [GH-1092]
cli/main: Add -version flag for CLI version [GH-1049]

BUG FIXES:

bulitin/aws/ecs: Determine load balancer and target group for pre-existing listeners [GH-1085]
builtin/aws/ecs: fix listener deletion on deployment deletion [GH-1087]
builtin/k8s: Handle application config sync with K8s and Secrets [GH-1073]
cli/hostname: fix panic with no hostname arg specified [GH-1044]
core: Fix empty gitreftag response in config [GH-1047]
"
32,"0.2.1 (February 02, 2021)
FEATURES:

Uninstall command for all server platforms:
Use module to remove the Waypoint server and artifacts from the
specified module for the active server installation. [GH-972]
Upgrade command for all server platforms:
Use module to upgrade the Waypoint server for the
specified module for the active server installation. [GH-976]

IMPROVEMENTS:

builtin/k8s: Allow for defined resource limits for pods [GH-1041]
cli: module supports specifying a custom TLS certificate [GH-951]
cli: more informative error messages on module [GH-1004]
server: store platform where server is installed to in server config [GH-1000]
serverinstall/docker: Start waypoint server container if stopped on install [GH-1009]
serverinstall/k8s: Allow using k8s context [GH-1028]

BUG FIXES:

builtin/aws/ami: require []string for aws-ami filters to avoid panic [GH-1010]
cli: ctrl-c now interrupts server connection attempts [GH-989]
entrypoint: log disconnect messages will now only be emitted at the ERROR level if reconnection fails [GH-930]
server: don't block startup on URL service being unavailable [GH-950]
server: module will not delete all application metadata [GH-1027]
server: increase timeout for hostname registration [GH-1040]
plugin/google-cloud-run: fix error on deploys about missing type [GH-955]
"
33,"0.2.0 (December 10, 2020)
FEATURES:

Application config syncing with Kubernetes (ConfigMaps), Vault, Consul, and AWS SSM;
Automatically sync environment variable values with remote sources and restart your
application when those values change. [GH-810]
Access to Artifact, Deploy Metadata: module and module configuration can use 
module variable syntax to access metadata from the results of those stages. 
The module configuration can use module and module to access metadata.
For example: module for Docker-based builds. [GH-757]
module Functions: module, module, and module functions
allow you to template files, directories, and strings with the variables and functions
available to your Waypoint configuration. 
module Variables: you can now use module, module, and module as
variables in your Waypoint file to specify paths as relative to the project (waypoint.hcl
file), app, or pwd of the CLI invocation.
Server snapshot/restore: you can now use the CLI or API to take and restore online
snapshots. Restoring snapshot data requires a server restart but the restore operation 
can be staged online. [GH-870]

IMPROVEMENTS:

cli/logs: entrypoint logs can now be seen alongside app logs and are colored differently [GH-855]
contrib/serverinstall: Automate setup of kind+k8s with metallb [GH-845]
core: application config changes (i.e. module) will now restart running applications [GH-791]
core: add more descriptive text to include app name in module [GH-807]
core: add better error messaging when prefix is missing from the module flag in module [GH-815]
core: align -raw flag to behave like -json flag with waypoint config set [GH-828]
core: module can be named module and use JSON syntax [GH-867]
install: Update flags used on server install per-platform [GH-882]
install/k8s: support for OpenShift [GH-715]
internal/server: Block on instance deployment becoming available [GH-881]
plugin/aws-ecr: environment variables to be used instead of 'region' property for aws-ecr registry [GH-841]
plugin/google-cloud-run: allow images from Google Artifact Registry [GH-804]
plugin/google-cloud-run: added service account name field [GH-850]
server: APIs for Waypoint database snapshot/restore [GH-723]
website: many minor improvements were made in our plugin documentation section for this release

BUG FIXES:

core: force killed module sessions won't leave the remote process running [GH-827]
core: waypoint exec with no TTY won't hang open until a ctrl-c [GH-830]
cli: server config-set doesn't require a Waypoint configuration file. [GH-819]
cli/token: fix issue where tokens could be cut off on narrow terminals [GH-885]
plugin/aws-ecs: task_role_name is optional [GH-824]
"
34,"0.1.5 (November 09, 2020)
FEATURES:
IMPROVEMENTS:

plugin/google-cloud-run: set a default releaser so you don't need a module block [GH-756]

BUG FIXES:

plugin/ecs: do not assign public IP on EC2 cluster [GH-758]
plugin/google-cloud-run: less strict image validation to allow projects with slashes [GH-760]
plugin/k8s: default releaser should create service with correct namespace [GH-759]
entrypoint: be careful to not spawn multiple url agents [GH-752]
cli: return error for ErrSentinel types to signal exit codes [GH-768]
"
35,"0.1.4 (October 26, 2020)
FEATURES:
IMPROVEMENTS:

cli/config: you can pipe in a KEY=VALUE line-delimited file via stdin to module [GH-674]
install/docker: pull server image if it doesn't exist in local Docker daemon [GH-700]
install/nomad: added module flag to allow sentinel policy override on Nomad enterprise [GH-671]
plugin/ecs: ability to specify module rather than port 3000 [GH-661]
plugin/k8s: support for manually specifying the namespace to use [GH-648]
plugins/nomad: support for setting docker auth credentials [GH-646]

BUG FIXES:

cli: module shows an error if a server is running in-memory [GH-651]
cli: server connection flags take precedence over context data [GH-703]
cli: plugins loaded in pwd work properly and don't give module errors [GH-699]
cli: support plugins in module even if XDG path doesn't match [GH-707]
plugin/docker: remove intermediate containers on build [GH-667]
plugin/docker, plugin/pack: support ssh accessible docker hosts [GH-664]
"
36,"0.1.3 (October 19, 2020)
FEATURES:
IMPROVEMENTS:

install/k8s: improve stability of install process by verifying stateful set, waiting for service endpoints, etc. [GH-435]
install/k8s: detect Kind and warn about additional requirements [GH-615]
plugin/aws-ecs: support for static environment variables [GH-583]
plugin/aws-ecs: support for ECS secrets [GH-583]
plugin/aws-ecs: support for configuring sidecar containers [GH-583]
plugin/pack: can set environment variables [GH-581]
plugin/docker: ability to target remote docker engine for deploys, automatically pull images [GH-631]
ui: onboarding flow after redeeming an invite token is enabled and uses public release URLs [GH-635]

BUG FIXES:

entrypoint: ensure binary is statically linked on all systems [GH-586]
plugin/nomad: destroy works [GH-571]
plugin/aws: load module if available and use that for auth [GH-621]
plugin/aws-ecs: Allow module parameter for to be optional for EC2 clusters [GH-576]
plugin/aws-ecs: don't detect inactive cluster as existing [GH-605]
plugin/aws-ecs: fix crash if subnets are specified [GH-636]
plugin/aws-ecs: delete ECS ALB listener on destroy [GH-607]
plugin/google-cloud-run: Don't crash if capacity or autoscaling settings are nil [GH-620]
install/nomad: if module flag is set, module won't be set [GH-603]
cli: contexts will fall back to not using symlinks if symlinks aren't available [GH-633]
"
37,
38,
39,
