Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
226,fix: warnings for type (#1330),0.5507535,Provide more helpful error and success messages (0fe3551),,0
227,Fix: Added padding to bottom of source tree (#247),1.0,Fix: Added padding to bottom of source tree (#247),Bumps appium-support from 2.38.1 to 2.44.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,1
228,Update CONTRIBUTING.md (#165),0.52181774,Update Electron to version 3.0.3 (link) (#661),Bumps cross-env from 7.0.0 to 7.0.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
229,add package-lock for npm 5+,0.4569986,Feature: add logging to autoUpdater (#74),,0
230,Fix component error handler,0.57003,"Fix defect that made ""object"" args not work for capabilities (ef2ff5d)",Bumps electron-log from 4.0.4 to 4.1.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
231,fix badges [ci skip],0.5212921,Feature: Add relaxed security flag (#607),Bumps electron-devtools-installer from 2.2.4 to 3.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
232,reset fg color for logs,0.45691797,Fix: Limit number of rendered logs to 1000 (#263),Bumps eslint-config-appium from 4.3.0 to 4.5.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
233,chore(deps-dev): bump eslint-plugin-react-native from 3.10.0 to 3.11.0,0.5488398,Bump embedded Appium version to 1.20.0-beta.0 diff,Bumps electron-updater from 4.2.0 to 4.3.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
234,nicer UX around saving preset,0.4271196,feat: Make sure to save server type change even without setting change #973,,0
235,feat: add ability to decrease and increase font size of console (#2094),0.5199866,Fix: Resize inspector if it was previously too small (#225),replace string to const replace strings to const rename file name,0
236,Bump min antd to 3.18.1 (#985),0.62808836,Bump Appium version to 1.21.0,fix warnings for type define const,0
237,Shows screenshot of app in inspector,0.7166518,Has an inspector window that allows the user to look at a screenshot and source of a running session,Bumps sinon from 9.0.1 to 9.0.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,1
238,add apache2 license,0.462764,fix:  apply session.server.${providername}.host/port/path/ssl  #983,,0
239,actually pay attention to port/address changes,0.5302496,Fix: Default custom server port to 4723 which is the value in placeholder (#670) ,fix: scroll y in source fix container max height,0
240,chore: bump appium to 1.18.0 (#1479),0.89668465,feat: Bump Appium version to 1.18.3,Bumps eslint-plugin-import from 2.20.0 to 2.20.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,1
241,Upgrade to Appium 1.10 (#753),0.9727534,Feature: Upgrade Appium to 1.10 (#753),Bumps sinon from 9.0.0 to 9.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,1
242,Add GH_TOKEN to appVeyor.yml,0.44722837,Feature: Make ANDROID_HOME and JAVA_HOME settable from the UI,Bumps uuid from 7.0.0 to 7.0.3. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
243,PR fixes,0.40477186,Pcloudy (#830) (de0a295),,0
244,add server path option to custom remote server,0.6156776,Feature: Add Headspin cloud to list of remote server types,,0
245,fix highlighter rects when screenshot image is not always at leftmost position in its container,0.5433095,Fix: Add buttons that scroll source left and right so that XML is not clipped (#183),,0
246,Update appium-fake-driver to the latest version 🚀 (#1190),0.7242509,Update Appium to version 1.13.0 #964,Bumps mocha from 7.0.1 to 7.1.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,1
247,Can 'sendKeys' to element,0.82567036,Can call tap and sendKeys on elements,,1
248,Session failure was sending wrong message,0.6907656,Fix: stale session ids being displayed in the attach to session dropdown #1727,,0
249,fix: get rid of js alert on quit,0.5845939,Fix: Remove element not found notification (#350),,0
250,chore(deps): bump ansi-to-html from 0.6.13 to 0.6.14 (#1281),0.46383697,Get Timings button in element section to confirm their performance #1448,Bumps ansi-to-html from 0.6.13 to 0.6.14. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com,0
251,chore: Greenkeeper/monorepo.react 20190809090221 (#1084),0.5457697,Pcloudy (#830) (de0a295),,0
252,Do not quit attached session when closing the inspector (#134),0.96518314,Fix: Do not quit attached session when closing the inspector (#134),remove LegacyIcon fix design in Actions Replace legacy icon to antd v4 icons,1
253,Merge pull request #78 from appium/dpgraham-updater-component-height-fix,0.5395977,Fix: Upgraded to Appium 1.7.1 (previously was 1.7.0),Add record for Web and Context in Ruby add Python add Java add rubotframework add wd add webdriverio,0
254,chore: remove unused merge file,0.38977703,Moved the inspector feature (New session windows section) to link,fix(package): update antd to version 4.0.0 chore(package): update lockfile package-lock.json update react change mode update icons fix StartButton fix icon remove unused import fix icons fix layout update uuid Co-authored-by: greenkeeper[bot] 23040076+greenkeeper[bot]@users.noreply.github.com,0
255,Update i18next to the latest version 🚀 (#1000),0.5893198,feat: Update to Appium 1.18.2,,0
256,"When clearing recording, restart element cache on main thread",0.47920722,Fix: Do not quit attached session when closing the inspector (#134),fix(package): update uuid to version 7.0.0 chore(package): update lockfile package-lock.json Co-authored-by: greenkeeper[bot] 23040076+greenkeeper[bot]@users.noreply.github.com,0
257,Fix: .env properly loads based on target (#562),0.49085546,Fix: Optimize xpath on selected element (#179),fix(package): update xmldom to version 0.3.0 chore(package): update lockfile package-lock.json Co-authored-by: greenkeeper[bot] 23040076+greenkeeper[bot]@users.noreply.github.com,0
258,simplify actions and add start-server tab,0.53483975,"feat: Make configurable ""Get Running Sessions"" #979",fix: can scroll in caps add const file fix css syntax rename const name fix missing rename,0
259,Update translations (#963),0.8849342,Update translations,chore(package): update sinon to version 9.0.0 chore(package): update lockfile package-lock.json,1
260,Wrap WrongFolder in Suspense,0.41025448,Pcloudy (#830) (de0a295),fix(package): update fix-path to version 3.0.0 chore(package): update lockfile package-lock.json,0
261,chore(deps): bump i18next from 20.6.1 to 21.9.0 (#2088),0.6225499,Bump Appium version to 1.21.0,,0
262,feat: Update Appium to 1.12.0 (#881),0.9536505,feat: Update to Appium 1.18.2,,1
263,refactor: move crowdin sync to gui-common,0.39852268,Feature: Updater dialog shows Linux users a link to releases page because Linux doesn't support autoupdates,,0
264,Merge pull request #101 from appium/dpgraham-saved-sessions,0.5466975,Creates new Appium sessions with user-provided desiredCapabilities,Run translation sync fix languages tweak languages more,0
265,Localize the rest of the application resources (#827),0.6819886,feat: Localize Appium Desktop with some German translation (#827),chore(package): update mocha to version 7.0.1 chore(package): update lockfile package-lock.json,0
266,Use Appium 1.8,0.81567436,Appium 1.20.2 base,chore(package): update cross-env to version 7.0.0 chore(package): update lockfile package-lock.json,1
267,Updated codeFor_findAndAssign so that it has an isArray parameter,0.524,Fix: Debounce calls to selectElement (#325),Co-authored-by: thejuskrishnahs 60194629+thejuskrishnahs@users.noreply.github.com,0
268,Use absolute coordinates for 'swipe',0.79189956,Fix: Use relative coordinates for interactive swiping feature,chore(package): update jsdom to version 16.0.1 chore(package): update lockfile package-lock.json,1
269,Stop making package-lock.json file,0.4103516,Fix: Do not quit attached session when closing the inspector (#134),,0
270,fix up css for scrolling content inside tabs/cards,0.6957183,Fix: Make selected element card scrollable (#236),,0
271,refactor: pull in gui-libs as submodule instead of NPM package,0.4738759,Fix: Add linux category (#364),,0
272,fix: set Perfecto default port when undefined (#1303),0.62030184,Fix: Default custom server port to 4723 which is the value in placeholder (#670) ,chore(package): update dir-compare to version 2.0.0 chore(package): update lockfile package-lock.json,0
273,Prepare for v1.2.3; Update appium to v1.7.1,0.8597753,Feature: Update Appium to 1.7.2,chore(package): update husky to version 4.0.2 chore(package): update lockfile package-lock.json,1
274,chore(package): update antd to version 3.16.1 (#921),0.62701154,Fix: Pegged ANTD version to prevent errors (#198) ,chore(package): update sinon to version 8.0.0 chore(package): update lockfile package-lock.json,0
275,Fix,0.52689743,Fix: Add linux category (#364),chore(package): update xmldom to version 0.2.0 chore(package): update lockfile package-lock.json,0
276,Added back button to inspector,0.5667516,Moved the inspector feature (New session windows section) to link,fix(package): update electron-log to version 4.0.0 chore(package): update lockfile package-lock.json,0
277,Cleanup of events,0.37399238,Revert Sentry changes that were causing desired capabilities to not be saved (#904) (8e9adb6),,0
278,Use multiple selector strategies if first one doesn't work (#330),0.9694277,Fix: Use multiple selector strategies if first one doesn't work (#330),chore(package): update appium-fake-driver to version 0.9.0 chore(package): update lockfile package-lock.json,1
279,fix: Stop ignoring result for element location/size (#922),0.56361526,Fix: Resize inspector if it was previously too small (#225),update electron 7 update antd to prevent errors for newer react versions update spectron for electron 7,0
280,Can request main process to download,0.47222555,Fix: request to remote server not sent in case of fresh installation link,update electron app version fix warning for componentWillMount change to getSnapshotBeforeUpdate to trigger the event when something happens fix warning for getSnapshotBeforeUpdate,0
281,chore(deps): bump xpath from 0.0.27 to 0.0.32 (#1595),0.564023,feat: Bump Appium version to 1.18.3,"add running env of nodejs, electron define i18n move i18n into return since to make it work correctly tweak extract click action to show app info apply review",0
282,chore: Update translations (#2149),0.81061053,Update translations,fix(package): update i18next to version 19.0.1 chore(package): update lockfile package-lock.json,1
283,chore: Update translations (#1946),0.71375847,Update translations,,1
284,Bump up minimum babel monorepo (#882),0.53940564,TestingBot (#862) (88d8f0f),,0
285,feat: Add Perfecto as cloud provider (#792),1.0000001,feat: Add Perfecto as cloud provider (#792),,1
286,fix: Make sure xml parsing does not corrupt Unicode characters (#1348),0.73772466,Fix: Strip out Emoji characters and replace them with the unicode values to prevent XML parsing error (#691),,1
287,Inspector can get source from app,0.615595,Can select elements in the source and inspect their attributes,fix break word in selected element follow all instead of word define as css remove an extra line extract selected-element-table-cells add missing semicron,0
288,Completed auto-updater lifecycle,0.63391054,Feature: add logging to autoUpdater (#74),add scroll convert to upper case,0
289,"fix advanced tab form item spacing, and add ios/android-specific options",0.5164626,Fix: Add buttons that scroll source left and right so that XML is not clipped (#183),chore(package): update electron-builder to version 22.1.0 chore(package): update electron-updater to version 4.2.0 chore(package): update lockfile package-lock.json,0
290,Made 'set_hovered_path' to 'select_hovered_element',0.58907783,Fix: Optimize xpath on selected element (#179),fix(package): update react-i18next to version 11.0.0 chore(package): update lockfile package-lock.json,0
291,Revised terminology to be clearer,0.4795309,This is a minor release with small number of changes. The biggest change being that we've added German localization.,fix(package): update i18next to version 18.0.0 chore(package): update lockfile package-lock.json,0
292,fix: send wrong session id (#1602),0.76597905,Fix: stale session ids being displayed in the attach to session dropdown #1727,chore(package): update appium-fake-driver to version 0.8.0 chore(package): update lockfile package-lock.json,1
293,hook up save preset button with empty actions,0.55010194,Feature: Add interactive swipe and tap (#260),,0
294,only resize inspector if it was previously too small (#226),0.9537029,Fix: Resize inspector if it was previously too small (#225),,1
295,Update concurrently to the latest version 🚀 (#727),0.6000484,Feature: Update Appium to 1.7.2,ignore autoupload if local is greater than github move the comparison add a comment about the response,0
296,"When submit new session, go to inspector page",0.6877119,Fix: Do not quit attached session when closing the inspector (#134),chore(package): update concurrently to version 5.0.0 chore(package): update lockfile package-lock.json,0
297,chore(deps): bump moment from 2.25.3 to 2.28.0 (#1563),0.5649009,feat: Bump Appium version to 1.18.3,,0
298,Update known-issues (#484),0.5672799,this is a patch release for link. This does not include Appium 1.22.0 stuff.,This reverts commit cadf4403a43e35b28e619121997304eae66688bd.,0
299,fix warnings in actions (#1337),0.6525561,updateSettings action call was not being properly parsed #911,"Revert electron-builder revcert electron-updater, too",0
300,chore: add helpers for spreading i18n info to both apps,0.5243616,Add actions that can be executed from Appium Desktop (7245fb6),,0
301,Add AppVeyor badge [ci skip],0.5210855,Add new locators for iOS: #1452 ,,0
302,Update react-redux to the latest version 🚀 (#687),0.5444776,Feature: Upgrade React to v16.x and ANTD to v3.x to get benefits of performance improvements and ,,0
303,Link to desired capabilities documentation (#188),0.9681612,Feature: Link to desired capabilities documentation (#188),Fix swipe command by adding a 500ms wait between press and moveTo,1
304,add windows icon,0.56023514,Fix: Draggable app area and window controls issues in Windows and Linux (#229),This reverts commit b11fcf719fe87360573a94f3aa3137a984a6f5a1.,0
305,Don't give elements variable names until a method is called on it,0.48127887,Fix: Debounce calls to selectElement (#325),chore(package): update cross-env to version 6.0.0 chore(package): update lockfile package-lock.json,0
306,Add sauce datacenters (#966),0.891809,Add SauceLabs data centers option #966,add viewtag strategy for search locator handle recording put unsupported on js-wdio,1
307,Adapt CSS to work with ANTD v3 (#772),0.5893643,Fix: improved markup and CSS in update window (#74),,0
308,Merge pull request #39 from jlipps/master,0.46416184,fix: get filePaths #1521,chore(package): update rimraf to version 3.0.0 chore(package): update lockfile package-lock.json,0
309,Merge pull request #24 from appium/dan-three-panel-layout,0.50427026,Bundles Appium v1.15.1,chore(package): update appium-fake-driver to version 0.7.0 chore(package): update lockfile package-lock.json,0
310,Parse source as JSON in redux,0.52871394,Feature: Can edit raw desired capabilities JSON string (#267),chore(package): update react to version 16.9.0 chore(package): update react-dom to version 16.9.0 chore(package): update lockfile package-lock.json,0
311,"fix: ""pool"" syntax (#1225)",0.5216005,Fix: Resolve python recorder errors (#323),add how to connect to local appium server add cloud providers png,0
312,feat: bump appium to 1.170 (#1284),0.8409184,feat: Bump Appium version to 1.18.3,,1
313,Stubbed in locator testing modal,0.55459875,TestingBot (#862) (88d8f0f),,0
314,update appium to 1.6.5 (#208),0.9454378,Update Appium to version 1.13.0 #964,,1
315,chore: change build parameters,0.45673645,Fix: Debounce calls to selectElement (#325),fix(package): update appium to version 1.14.1 chore(package): update lockfile package-lock.json,0
316,Catch source/screenshot exceptions and report error to UI (#223),0.5167359,Provide more helpful error and success messages (0fe3551),,0
317,Refactor auto-updater to be a singleton,0.62313235,Fix: Replace electron-builder autoupdater with Zeit Hazel server plus native updater (#435),,0
318,Update to apple timeserver,0.64773524,"Fix: With logTimestamps set to true, server console timestamps would all update anytime a new one came in",,0
319,Minor refactoring,0.56915295,This is a minor release with small number of changes. The biggest change being that we've added German localization.,,0
320,fix: change stop-server icon (#2106),0.51258314,"Fix: Don't refresh page when element not found, send notification instead",,0
321,Bump up no new command limit to 24 hours (#902),0.99661,Bump up no new command limit to 24 hours #902,,1
322,ci: try to build with node 16,0.4135574,Please use link to avoid codesign problem.,,0
323,Merge pull request #44 from dpgraham/master,0.4272598,fix: getCurrentSessions for cloud providers using Basic Auth link,,0
324,Moved functions from inspector to shared (#178),0.52364004,Moved the inspector feature (New session windows section) to link,,0
325,feat: bump appium to 1.18.3 (#1586),0.9329611,feat: Bump Appium version to 1.18.3,,1
326,add mocha as a devDep: fix #18,0.45828748,Fix: Add linux category (#364),fix(package): update appium to version 1.14.0 chore(package): update lockfile package-lock.json,0
327,chore: Update translations (#1572),0.81776726,Update translations,chore(package): update husky to version 3.0.0 chore(package): update lockfile package-lock.json,1
328,Update electron version,0.8346193,Update Electron to version 3.0.3 (link) (#661),,1
329,Fix potential bug of setting selectedElementID on wrong element,0.6142018,Fix: Debounce calls to selectElement (#325),chore(package): update spectron to version 7.0.0 chore(package): update lockfile package-lock.json,0
330,Add cloud provider visibility menu (#581),0.6540293,Feature: Add Bitbar to cloud providers (#603),,0
331,v1.14.0,0.61084044,Please consider using 1.17.1-1 since this version has an issue in HTTPS communication,Fix indentation in snapcraft.yaml,0
332,Merge pull request #409 from jlipps/custom-server,0.4901273,fix:  apply session.server.${providername}.host/port/path/ssl  #983,,0
333,Use azure pipelines to build MacOSX assets (#632),0.37002674,Fix: Build problem from v1.3.0 broke Apple XCUI tests,chore(package): update spectron to version 6.0.0 chore(package): update lockfile package-lock.json,0
334,"migrate to template strings for boilerplate, and add real java boilerplate",0.47538647,Feature: Make ANDROID_HOME and JAVA_HOME settable from the UI,,0
335,Merge pull request #1015 from cjwatson/patch-1,0.47727716,fix: get filePaths #1521,,0
336,chore: apply ce896f4ab328c2a1d25266ddd13d70ba1da7e5f7 to split app repo on behalf of @kazucocoa,0.4429751,feat: Update to Appium 1.18.2,chore(package): update eslint-plugin-shopify to version 29.0.0 chore(package): update lockfile package-lock.json,0
337,ci: update nodejs versions,0.5225659,feat: Update to Appium 1.18.2,Add languages to interface Translation,0
338,chore(deps-dev): bump eslint-config-appium from 4.3.0 to 4.5.0 (#1295),0.7202749,Bump embedded Appium version to 1.20.0-beta.0 diff,,1
339,address review comments,0.42944652,[note],,0
340,docs: update readme with security warning,0.5121803,"Fix: when an update is found, pulls release notes from GitHub API and displays them in the update window textarea ",fix(package): update i18next to version 17.0.0 chore(package): update lockfile package-lock.json,0
341,Migrate from Webpack 1 to Parcel (#752),0.54412365,feat: replace internal Appium client from wd to web2driver,fix(package): update i18next to version 16.0.0 chore(package): update lockfile package-lock.json,0
342,1.0.1-0,0.520787,No changes except for the above since AD 1.19.1,,0
343,Don't run E2E tests on Mac (for now) (#803),0.49033618,TestingBot (#862) (88d8f0f),chore(package): update antd to version 3.18.1 chore(package): update lockfile package-lock.json,0
344,track session id so we can show a link to cloud provider test page,0.5617191,fix: getCurrentSessions for cloud providers using Basic Auth link,,0
345,Added and binded a quitSession action,0.54380846,Fix: Do not quit attached session when closing the inspector (#134),,0
346,fix: get css working for inspector with postcss-modules,0.5028759,Fix: improved markup and CSS in update window (#74),apply session.server.vendors data add testingbot in avoidServerTypes,0
347,Update appium to the latest version 🚀 (#1031),0.8887657,Update Appium to version 1.13.0 #964,,1
348,"factor out logic from inspector into RecordedActions, and add code clipboard copy feature",0.57125527,Can copy located element to clipboard (1724bc1),fix(package): update electron-debug to version 3.0.0 chore(package): update lockfile package-lock.json,0
349,chore: Update translations (#1957),0.71254134,Update translations,be able to configure get running sessions rename const define appiumPath instead of path to avoid overriding,1
350,Lock electron-rebuild to v1.4.x,0.6550503,Revert Electron back to 1.7.11,tweak headspin panel clarify the local description more,0
351,Merge pull request #975 from jlipps/layout,0.48286027,fix: get filePaths #1521,intelligently resize screenshot and source tree widths,0
352,Update electron to the latest version 🚀 (#661),0.8869847,Update Electron to version 3.0.3 (link) (#661),,1
353,Switched webdriverio with wd,0.7184164,feat: replace internal Appium client from wd to web2driver,make sure formatted caps stays visible in saved caps area,1
354,Implemented downloading portion of update flow,0.57406116,"Fix: when an update is found, pulls release notes from GitHub API and displays them in the update window textarea ",,0
355,feat: add sessionName in the attach to session dropdown (#1744),0.921734,(Browserstack) Feat: add sessionName in the attach to session dropdown #1694,make sure to save server type change even without setting change,1
356,Update jsdom to the latest version 🚀 (#719),0.4975712,Fix: improved markup and CSS in update window (#74),,0
357,add docs paragraph about feature requests,0.51779395,Feature: Link to desired capabilities documentation (#188),"also, fix minor bug where user could have cloud provider saved as server type, but then it is removed from the visible providers list. default to remote in that case.",0
358,Stubbed in session component,0.7286739,Fix: stale session ids being displayed in the attach to session dropdown #1727,,1
359,docs: update readme to use appium and the inspector for appium 2,0.7359836,Update Appium to 1.12.1,,1
360,add testobject server type and api key handling,0.5210949,feat: Make sure to save server type change even without setting change #973,,0
361,chore(deps-dev): bump @babel/core from 7.15.0 to 7.17.2 (#1975),0.5643506,feat: Bump Appium version to 1.18.3,,0
362,show some test metadata too,0.53841203,TestingBot (#862) (88d8f0f),,0
363,Add remaining app + activity interactions,0.61857516,Add actions that can be executed from Appium Desktop (7245fb6),,0
364,chore: Use husky to do pre-commit and pre-push hooks (#893),0.42783484,"feat: Make configurable ""Get Running Sessions"" #979",,0
365,Make lookahead for . lazy (#694),0.4702744,Pcloudy (#830) (de0a295),"Support ""Copy Attributes to clipboard"" Convert datasource to String Add the text into translation.json",0
366,fix: add 'scroll' in saved capability sets (#1171),0.5849872,Revert Sentry changes that were causing desired capabilities to not be saved (#904) (8e9adb6),chore(package): update eslint-plugin-shopify to version 28.0.0 chore(package): update lockfile package-lock.json,0
367,docs: update docs based on the new appium inspector situation,0.6477694,feat: Update to Appium 1.18.2,"Update translation.json Update translation.json Fix translate according to review and others fixes Fix translate according to review and others fixes Update translation.json Smallest fixes for letters ""Р"" and ""ё"" in ""Режим полёта"". No changes in meaning. For visual comfort only",0
368,Prevent wd from injecting default desired capabilities (#1036),0.5910184,Fix: Use forked version of WD to resolve W3C attach problem (see here),"simplify headspin wda allow localhost check host/path after parsing them add comments for port, tweak regex update i18n key tweak translation resource update EN wording",0
369,"allow inspecting of session window even in prod, and fix session window path in prod",0.70648533,Has an inspector window that allows the user to look at a screenshot and source of a running session,chore(package): update asar to version 2.0.0 chore(package): update lockfile package-lock.json,1
370,Coerce dcaps to correct types,0.42966902,Fix: Debounce calls to selectElement (#325),,0
371,ci: update create-pull-request (#1861),0.505538,updateSettings action call was not being properly parsed #911,,0
372,"add ability to launch a playback window, and hook it up to server monitor. empty window for now",0.603166,Has an inspector window that allows the user to look at a screenshot and source of a running session,"Fix for raw (without localization) ""Learn more"" into the main menu",0
373,"if we couldn't find an element during playback, that's an error",0.41000548,fix: Fixed regression that was causing file selector in capabilities to not work (#831),,0
374,Added class that manages driver session,0.5831528,"Feature: add ""Attach to Session"" tab on New Session window that allows attaching to an already-running session",,0
375,chore(deps-dev): bump dir-compare from 2.4.0 to 3.3.0,0.5616315,Bump embedded Appium version to 1.20.0-beta.0 diff,,0
376,apply session.server.${providername}.host/port/path/ssl (#983),0.9570602,fix:  apply session.server.${providername}.host/port/path/ssl  #983,Fix wrong folder rendering error,1
377,chore(deps-dev): bump sinon from 9.2.4 to 11.1.1,0.58140755,Bump Appium version to 1.21.0,,0
378,Make it restart after saving ENV changes,0.4277668,Revert Sentry changes that were causing desired capabilities to not be saved (#904) (8e9adb6),,0
379,Preparing for v1.2.0,0.55097544,Feature: Upgrade React to v16.x and ANTD to v3.x to get benefits of performance improvements and ,fix(package): update react-redux to version 7.0.0 chore(package): update lockfile package-lock.json,0
380,Update linting packages,0.542313,this is a patch release for link. This does not include Appium 1.22.0 stuff.,,0
381,Run quit and install when user clicks btn,0.40124983,"feat: Make configurable ""Get Running Sessions"" #979",,0
382,"fix: make element interaction UI better, and remove ugly timings buttons",0.61054724,Get Timings button in element section to confirm their performance #1448,,0
383,Fix typo for touch action,0.57841,Feature: Add interactive swipe and tap (#260),,0
384,Merge pull request #22 from appium/dan-npm-fix,0.50232625,feat: Update bundled version of Appium to 1.14.0 ,,0
385,chore: Update translations (#1633),0.7732084,Update translations,"The 'ignoreResult' flag was causing the result to not be sent back to the renderer process. This was done because there's some cases where we don't want the result to be displayed using ""notification"" but this is a problem for highlighting an element because it wasn't getting the result. This changes it so that 'ignoreResult' still sends the result back to the renderer but skips the notification if it's 'ignoreResult=true'.",1
386,docs: address codesign --deep --sign - Appium\ Server\ GUI.app,0.54305726,Runs an  Appium Server with user-specified settings,,0
387,Add raw config form,0.514604,Feature: Write raw logs to file that can be opened by user (#263),,0
388,Don't show quit error if quit initiated by user (#527),0.5262276,Fix: stale session ids being displayed in the attach to session dropdown #1727,,0
389,Update dir-compare to the latest version 🚀 (#1216),0.59587264,Update Electron to version 3.0.3 (link) (#661),This reverts commit d929c8eb0b84ee810c32ff31e9aaf962aae8ad3e.,0
390,Typo fix,0.49538893,Fix: issue where typing into a desired capability box was prevented if the app had not been used before. (#57),,0
391,Update react-router to the latest version 🚀 (#873),0.5297198,Feature: Upgrade React to v16.x and ANTD to v3.x to get benefits of performance improvements and ,,0
392,"rewrite server start and monitor components with antd, remove react-photonkit library",0.49059445,Fix: Replace electron-builder autoupdater with Zeit Hazel server plus native updater (#435),,0
393,feat: bump appium (#1593),0.8371904,feat: Bump Appium version to 1.18.3,,1
394,bump changelog/package for beta2,0.6499934,feat: bump appium version to 1.19.0 beta,,0
395,chore: remove sessions count from locale files (#2155),0.5534051,Feature: Show a list of currently running sessions when attaching sessions (#196),,0
396,fix: Update spelling of suppressed (#1062),0.50858974,Update translations,,0
397,Add tabs to interface,0.6199204,"Feature: add ""Attach to Session"" tab on New Session window that allows attaching to an already-running session",,0
398,Windows fixes (#453),0.5781644,Fix: Draggable app area and window controls issues in Windows and Linux (#229),,0
399,Fix broken integration test,0.57644176,Fix: Build problem from v1.3.0 broke Apple XCUI tests,,0
400,chore(package): update i18next to the latest version 🚀 (#864),0.5660251,feat: Update to Appium 1.18.2,,0
401,chore: Update rimraf to the latest version 🚀 (#1070),0.4888403,feat: Update to Appium 1.18.2,,0
402,ci: introduce GitHub Actions for weekly translation job (#1490),0.5223483,Update translations,,0
403,Update eslint-plugin-shopify to the latest version 🚀 (#1008),0.55593926,Feature: Upgrade Appium to 1.10 (#753),,0
404,version and changelog for 1.0.0-beta.3,0.5551788,"Fix: when an update is found, pulls release notes from GitHub API and displays them in the update window textarea ",,0
405,Set GH_TOKEN and CSC_KEY_PASSWORD,0.4600329,Can call tap and sendKeys on elements,,0
406,fix: menu items for non-mac (#1138),0.5158287,"Note: On Windows environment, it might get a warning as link . Then, please uninstall the old one and re-install the new one.  If you got a JS error on macOS 12.3, please try link out, especially the codesign.",,0
407,If element not found instruct user to refresh page,0.8525859,"Fix: Don't refresh page when element not found, send notification instead",chore(package): update @babel/core to version 7.4.0 chore(package): update @babel/plugin-transform-runtime to version 7.4.0 chore(package): update @babel/polyfill to version 7.4.0 chore(package): update @babel/register to version 7.4.0 chore(package): update lockfile package-lock.json Fix ES6 export,1
408,make sure formatted caps stays visible in saved caps area,0.93044704,feat: Make sure formatted caps stays visible in saved caps area #973,,1
409,even moar styling,0.32542068,feat: Make sure formatted caps stays visible in saved caps area #973,,0
410,chore(deps): [security] bump elliptic from 6.5.2 to 6.5.3 (#1500),0.49302766,feat: Bump Appium version to 1.18.3,,0
411,"feat: add running env of nodejs, electron (#1182)",0.44396883,"Appium GUI application written in Electron, React and Redux",chore(package): update dependencies chore(package): update lockfile package-lock.json,0
412,Proper JSON formatting for dcaps,0.41545576,Feature: Can edit raw desired capabilities JSON string (#267),,0
413,also show info for sendkeys,0.6463964,Can call tap and sendKeys on elements,,0
414,add electron-builder to avoid no build command error (#1079),0.53717756,Fix: Replace electron-builder autoupdater with Zeit Hazel server plus native updater (#435),fix(package): update i18next to version 15.0.7 chore(package): update lockfile package-lock.json,0
415,enable attaching to existing session (fix #64),0.8696583,Fix to attaching to an existing session link,,1
416,fix: no xmldom module error in release build (#1236),0.6107944,This build is no longer available due to a major bug,,0
417,Fix error reporting for source error,0.538789,Fix: Resolve python recorder errors (#323),,0
418,redesign inspector to have a toolbar at top for better readability,0.6785024,Inspector for Web(view) improvements: ,chore(package): update jsdom to version 14.0.0 chore(package): update lockfile package-lock.json,0
