Index,Message,Description
223,chore(deps-dev): [security] bump jquery from 3.4.1 to 3.5.0 (#1366),Bumps jquery from 3.4.1 to 3.5.0. This update includes security fixes. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
224,chore: update bot cycle weekly (#1372),
225,chore(deps): bump source-map-support from 0.5.16 to 0.5.19 (#1357),Bumps source-map-support from 0.5.16 to 0.5.19. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
226,feat: Support driver.isKeyboardShown (#1359),
227,chore(deps): bump appium-support from 2.38.1 to 2.44.0 (#1356),Bumps appium-support from 2.38.1 to 2.44.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
228,chore(deps-dev): bump cross-env from 7.0.0 to 7.0.2 (#1353),Bumps cross-env from 7.0.0 to 7.0.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
229,fix: Make sure xml parsing does not corrupt Unicode characters (#1348),
230,chore(deps): bump electron-log from 4.0.4 to 4.1.1 (#1325),Bumps electron-log from 4.0.4 to 4.1.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
231,chore(deps-dev): bump electron-devtools-installer from 2.2.4 to 3.0.0 (#1324),Bumps electron-devtools-installer from 2.2.4 to 3.0.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
232,chore(deps-dev): bump eslint-config-appium from 4.3.0 to 4.5.0 (#1295),Bumps eslint-config-appium from 4.3.0 to 4.5.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
233,chore(deps): bump electron-updater from 4.2.0 to 4.3.0 (#1314),Bumps electron-updater from 4.2.0 to 4.3.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
234,fix warnings in actions (#1337),
235,chore: Replace strings with const for antd elements (#1336),  replace string to const   replace strings to const   rename file name 
236,fix: warnings for type (#1330),  fix warnings for type   define const 
237,chore(deps-dev): bump sinon from 9.0.1 to 9.0.2 (#1329),Bumps sinon from 9.0.1 to 9.0.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
238,chore: remove greenkeeper-lockfile (#1326),
239,fix: inspector container style (#1327),  fix: scroll y in source   fix container max height 
240,chore(deps-dev): bump eslint-plugin-import from 2.20.0 to 2.20.2 (#1308),Bumps eslint-plugin-import from 2.20.0 to 2.20.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
241,chore(deps-dev): bump sinon from 9.0.0 to 9.0.1 (#1288),Bumps sinon from 9.0.0 to 9.0.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
242,chore(deps): bump uuid from 7.0.0 to 7.0.3 (#1313),Bumps uuid from 7.0.0 to 7.0.3. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
243,fix: 'Saved Session' table is not clickable (#1321),
244,fix: Use treeData prop for Tree component instead of deprecated children prop (#1302),
245,fix: set Perfecto default port when undefined (#1303),
246,chore(deps-dev): bump mocha from 7.0.1 to 7.1.1 (#1293),Bumps mocha from 7.0.1 to 7.1.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
247,feat: Add Experitest as cloud provider (#1286),
248,chore: move from greenkeeper to dependabot (#1283),
249,feat: bump appium to 1.170 (#1284),
250,chore(deps): bump ansi-to-html from 0.6.13 to 0.6.14 (#1281),Bumps ansi-to-html from 0.6.13 to 0.6.14. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com Co-authored-by: dependabot-preview[bot] 27856297+dependabot-preview[bot]@users.noreply.github.com
251,fix: use onClick for antdv4 (#1269),
252,feat: Update to antd v4 - 2 (#1267),  remove LegacyIcon   fix design in Actions   Replace legacy icon to antd v4 icons 
253,feat: Add record for Web/Context commands (#1263),  Add record for Web and Context in Ruby   add Python   add Java   add rubotframework   add wd   add webdriverio 
254,feat: Update to antd v4 (#1259),  fix(package): update antd to version 4.0.0   chore(package): update lockfile package-lock.json   update react   change mode   update icons   fix StartButton   fix icon   remove unused import   fix icons   fix layout   update uuid   Co-authored-by: greenkeeper[bot] 23040076+greenkeeper[bot]@users.noreply.github.com
255,fix: click does not work on saved session item in saved capabilities tab (#1262),
256,Update uuid to the latest version 🚀 (#1252),  fix(package): update uuid to version 7.0.0   chore(package): update lockfile package-lock.json   Co-authored-by: greenkeeper[bot] 23040076+greenkeeper[bot]@users.noreply.github.com
257,Update xmldom to the latest version 🚀 (#1257),  fix(package): update xmldom to version 0.3.0   chore(package): update lockfile package-lock.json   Co-authored-by: greenkeeper[bot] 23040076+greenkeeper[bot]@users.noreply.github.com
258,fix: can scroll in FormattedCaps and NewSessionForm (#1255),  fix: can scroll in caps   add const file   fix css syntax   rename const name   fix missing rename 
259,Update sinon to the latest version 🚀 (#1247),  chore(package): update sinon to version 9.0.0   chore(package): update lockfile package-lock.json 
260,Update fix-path to the latest version 🚀 (#1244),  fix(package): update fix-path to version 3.0.0   chore(package): update lockfile package-lock.json 
261,fix: Got back wd to 1.11.2 to fix https error (#1237),
262,feat: Add context and some web commands (#1231),
263,fix: no xmldom module error in release build (#1236),
264,chore: update translation files (#1235),  Run translation sync   fix languages   tweak languages more 
265,Update mocha to the latest version 🚀 (#1230),  chore(package): update mocha to version 7.0.1   chore(package): update lockfile package-lock.json 
266,Update cross-env to the latest version 🚀 (#1229),  chore(package): update cross-env to version 7.0.0   chore(package): update lockfile package-lock.json 
267,The corresponding auto generate code for Ruby in Appium is move_to and not moveTo (#1227),Co-authored-by: thejuskrishnahs 60194629+thejuskrishnahs@users.noreply.github.com
268,Update jsdom to the latest version 🚀 (#1223),  chore(package): update jsdom to version 16.0.1   chore(package): update lockfile package-lock.json 
269,"fix: ""pool"" syntax (#1225)",
270,feat: add  for improved error condition UX (#1222),
271,fix(shared): escape double quotes within a double quoted template query (#1221),
272,Update dir-compare to the latest version 🚀 (#1216),  chore(package): update dir-compare to version 2.0.0   chore(package): update lockfile package-lock.json 
273,Update husky to the latest version 🚀 (#1214),  chore(package): update husky to version 4.0.2   chore(package): update lockfile package-lock.json 
274,Update sinon to the latest version 🚀 (#1206),  chore(package): update sinon to version 8.0.0   chore(package): update lockfile package-lock.json 
275,Update xmldom to the latest version 🚀 (#1204),  chore(package): update xmldom to version 0.2.0   chore(package): update lockfile package-lock.json 
276,Update electron-log to the latest version 🚀 (#1197),  fix(package): update electron-log to version 4.0.0   chore(package): update lockfile package-lock.json 
277,docs: fix a broken link in readme (#1193),
278,Update appium-fake-driver to the latest version 🚀 (#1190),  chore(package): update appium-fake-driver to version 0.9.0   chore(package): update lockfile package-lock.json 
279,feat: Update to electron 7 (#1189),  update electron 7   update antd to prevent errors for newer react versions   update spectron for electron 7 
280,feat: update electron version to v6 (#1188),  update electron app version   fix warning for componentWillMount   change to getSnapshotBeforeUpdate to trigger the event when something happens   fix warning for getSnapshotBeforeUpdate 
281,"feat: add running env of nodejs, electron (#1182)","  add running env of nodejs, electron   define i18n   move i18n into return since to make it work correctly   tweak   extract click action to show app info   apply review "
282,Update i18next to the latest version 🚀 (#1185),  fix(package): update i18next to version 19.0.1   chore(package): update lockfile package-lock.json 
283,chore: Add a link to the useful translation features (#1183),
284,"Revert ""Get source, screenshot and windowSize concurrently"" (#1178)",
285,feat: Add OxygenHQ framework support in Inspector Recorder. (#1083),
286,fix: lint script name in contributing readme (#1176),
287,fix: break word in selected element (#1170),  fix break word in selected element   follow all instead of word   define as css   remove an extra line   extract selected-element-table-cells   add missing semicron 
288,fix: add 'scroll' in saved capability sets (#1171),  add scroll   convert to upper case 
289,Update electron-builder to the latest version 🚀 (#1161),  chore(package): update electron-builder to version 22.1.0   chore(package): update electron-updater to version 4.2.0   chore(package): update lockfile package-lock.json 
290,Update react-i18next to the latest version 🚀 (#1152),  fix(package): update react-i18next to version 11.0.0   chore(package): update lockfile package-lock.json 
291,Update i18next to the latest version 🚀 (#1151),  fix(package): update i18next to version 18.0.0   chore(package): update lockfile package-lock.json 
292,Update appium-fake-driver to the latest version 🚀 (#1144),  chore(package): update appium-fake-driver to version 0.8.0   chore(package): update lockfile package-lock.json 
293,fix: update safer-eval (#1143),
294,fix: menu items for non-mac (#1138),
295,fix: shows newer version available dialog only when the local version is lower than it (#1137),  ignore autoupload if local is greater than github   move the comparison   add a comment about the response 
296,chore: Update concurrently to the latest version 🚀 (#1117),  chore(package): update concurrently to version 5.0.0   chore(package): update lockfile package-lock.json 
297,fix: typo in the error log (#1112),
298,"Revert ""fix: Revert electron-builder in order to complete publishing package tasks (#1102)"" (#1106)",This reverts commit cadf4403a43e35b28e619121997304eae66688bd.
299,fix: Revert electron-builder in order to complete publishing package tasks (#1102),"  Revert electron-builder   revcert electron-updater, too "
300,Update electron-builder,
301,v1.15.0,
302,Appium 1.15.0,
303,fix: Swipe by Coordinates using delay (#4268) (#1090),Fix swipe command by adding a 500ms wait between press and moveTo
304,"Revert ""Save capabilities when click outside component (#1039)""",This reverts commit b11fcf719fe87360573a94f3aa3137a984a6f5a1.
305,chore: Update cross-env to the latest version 🚀 (#1092),  chore(package): update cross-env to version 6.0.0   chore(package): update lockfile package-lock.json 
306,feat: add viewtag as search locator strategy (#1087),  add viewtag strategy for search locator   handle recording   put unsupported on js-wdio 
307,Update dependencies,
308,chore: Update rimraf to the latest version 🚀 (#1070),  chore(package): update rimraf to version 3.0.0   chore(package): update lockfile package-lock.json 
309,chore: Update appium-fake-driver to the latest version 🚀 (#1076),  chore(package): update appium-fake-driver to version 0.7.0   chore(package): update lockfile package-lock.json 
310,chore: Greenkeeper/monorepo.react 20190809090221 (#1084),  chore(package): update react to version 16.9.0   chore(package): update react-dom to version 16.9.0   chore(package): update lockfile package-lock.json 
311,docs: add how to connect to local appium server section (#1081),  add how to connect to local appium server   add cloud providers png 
312,add electron-builder to avoid no build command error (#1079),
313,feat: remove testingbot from avoidServerTypes in getRunningSessions (#1072),
314,v1.14.1,
315,Update appium to the latest version 🚀 (#1064),  fix(package): update appium to version 1.14.1   chore(package): update lockfile package-lock.json 
316,Update eslint-plugin-shopify to the latest version 🚀 (#1055),
317,fix: Update spelling of suppressed (#1062),
318,docs: add pt-bz translation (#1056),
319,chore: Update electron-builder to the latest version 🚀 (#1047),
320,chore(package): update eslint-plugin-mocha to version 6.0.0 (#1045),
321,feat: Upgrade Electron to 5 (#883),
322,Save capabilities when click outside component (#1039),
323,Prevent wd from injecting default desired capabilities (#1036),
324,v1.14.0,
325,Prepare for 1.14.0,
326,Update appium to the latest version 🚀 (#1031),  fix(package): update appium to version 1.14.0   chore(package): update lockfile package-lock.json 
327,Update husky to the latest version 🚀 (#1026),  chore(package): update husky to version 3.0.0   chore(package): update lockfile package-lock.json 
328,Push Crowdin changes directly to master (#1014),
329,Update spectron to the latest version 🚀 (#1019),  chore(package): update spectron to version 7.0.0   chore(package): update lockfile package-lock.json 
330,Update eslint to the latest version 🚀 (#1017),
331,Merge pull request #1015 from cjwatson/patch-1,Fix indentation in snapcraft.yaml
332,Fix indentation in snapcraft.yaml,
333,Update spectron to the latest version 🚀 (#1013),  chore(package): update spectron to version 6.0.0   chore(package): update lockfile package-lock.json 
334,Update translations (#1011),
335,Update translations (#1007),
336,Update eslint-plugin-shopify to the latest version 🚀 (#1008),  chore(package): update eslint-plugin-shopify to version 29.0.0   chore(package): update lockfile package-lock.json 
337,Add languages to interface (#1005),  Add languages to interface   Translation 
338,fix build by updating i18next to 17.0.3 (#1006),
339,Update translations (#999),
340,Update i18next to the latest version 🚀 (#1002),  fix(package): update i18next to version 17.0.0   chore(package): update lockfile package-lock.json 
341,Update i18next to the latest version 🚀 (#1000),  fix(package): update i18next to version 16.0.0   chore(package): update lockfile package-lock.json 
342,1.14 beta init,
343,Bump min antd to 3.18.1 (#985),  chore(package): update antd to version 3.18.1   chore(package): update lockfile package-lock.json 
344,Update translations (#996),
345,Update translations (#989),
346,apply session.server.${providername}.host/port/path/ssl (#983),  apply session.server.vendors data   add testingbot in avoidServerTypes 
347,Update translations and package-lock (#981),
348,Update electron-debug to the latest version 🚀 (#980),  fix(package): update electron-debug to version 3.0.0   chore(package): update lockfile package-lock.json 
349,make configurable get running sessions path (#979),  be able to configure get running sessions   rename const   define appiumPath instead of path to avoid overriding 
350,tweak headspin panel (#977),  tweak headspin panel   clarify the local description more 
351,Merge pull request #975 from jlipps/layout,intelligently resize screenshot and source tree widths
352,address review comments,
353,Merge pull request #974 from jlipps/caps-scroll,make sure formatted caps stays visible in saved caps area
354,intelligently resize screenshot and source tree widths,
355,Merge pull request #973 from jlipps/master,make sure to save server type change even without setting change
356,make sure formatted caps stays visible in saved caps area,
357,make sure to save server type change even without setting change,"also, fix minor bug where user could have cloud provider saved as server type, but then it is removed from the visible providers list. default to remote in that case."
358,Update translations (#967),
359,1.13.0,
360,Add sauce datacenters (#966),
361,Update translations (#965),
362,Update appium to the 1.13.0 🚀 (#964),
363,Update translations (#963),
364,Update translations (#962),
365,"Support ""Copy Attributes to clipboard"" (#952)","  Support ""Copy Attributes to clipboard""   Convert datasource to String   Add the text into translation.json "
366,Update eslint-plugin-shopify to the latest version 🚀 (#960),  chore(package): update eslint-plugin-shopify to version 28.0.0   chore(package): update lockfile package-lock.json 
367,Russian translations (#946),"  Update translation.json   Update translation.json   Fix translate according to review and others fixes   Fix translate according to review and others fixes  Update translation.json  Smallest fixes for letters ""Р"" and ""ё"" in ""Режим полёта"". No changes in meaning. For visual comfort only"
368,Update HeadSpin Panel (#956),"  simplify headspin wda   allow localhost   check host/path after parsing them   add comments for port, tweak regex   update i18n key   tweak translation resource   update EN wording "
369,Update asar to the latest version 🚀 (#955),  chore(package): update asar to version 2.0.0   chore(package): update lockfile package-lock.json 
370,Snap package support (#948),
371,Update husky to the latest version 🚀 (#951),
372,"Fix ""Learn More"" (#947)","Fix for raw (without localization) ""Learn more"" into the main menu"
373,Update translations (#941),
374,Update jsdom to the latest version 🚀 (#942),
375,Adding Korean translation (#938),
376,Merge pull request #937 from appium/dpgraham-fix-wrong-folder,Fix wrong folder rendering error
377,Ignore junit-test-results.xml,
378,Wrap WrongFolder in Suspense,
379,Update react-redux to the latest version 🚀 (#933),  fix(package): update react-redux to version 7.0.0   chore(package): update lockfile package-lock.json 
380,Update eslint-plugin-shopify to the latest version 🚀 (#932),
381,Update shell-env to the latest version 🚀 (#930),
382,Update translations (#929),
383,1.12.1 (#926),
384,Pin Appium so it's auto-updated by Greenkeeper,
385,fix: Stop ignoring result for element location/size (#922),"The 'ignoreResult' flag was causing the result to not be sent back to the renderer process. This was done because there's some cases where we don't want the result to be displayed using ""notification"" but this is a problem for highlighting an element because it wasn't getting the result. This changes it so that 'ignoreResult' still sends the result back to the renderer but skips the notification if it's 'ignoreResult=true'."
386,"Get source, screenshot and windowSize concurrently (#916)",
387,Chinese Crowdin translations (#923),
388,chore(package): update antd to version 3.16.1 (#921),
389,"Revert ""Add way to select overlapped behind views of Screenshot component (#813)"" (#917)",This reverts commit d929c8eb0b84ee810c32ff31e9aaf962aae8ad3e.
390,Cleanup package json (#912),
391,fix: Parse JSON for updateSettings (#911),
392,Add way to select overlapped behind views of Screenshot component (#813),
393,feat: Add DataMatcher search strategy (#895),
394,Bump up no new command limit to 24 hours (#902),
395,fix: visibleProviders undefined exception (#909),
396,chore: change build parameters,
397,1.12.0,
398,fix: Revert sentry changes (#904),
399,typo fix [ci skip],
400,docs: no need to instruct users to do crowdin sync (#896),
401,docs: Update translations (#894),
402,style: inspector CSS fixes (#874),
403,chore: Use husky to do pre-commit and pre-push hooks (#893),
404,Use triager bot to automate Crowdin sync (#890),
405,feat: Make cloud providers individually selectable (#876),
406,feat: Update Appium to 1.12.0 (#881),
407,Bump up minimum babel monorepo (#882),  chore(package): update @babel/core to version 7.4.0   chore(package): update @babel/plugin-transform-runtime to version 7.4.0   chore(package): update @babel/polyfill to version 7.4.0   chore(package): update @babel/register to version 7.4.0   chore(package): update lockfile package-lock.json   Fix ES6 export 
408,feat: Add TestingBot as Cloud Provider (#862),
409,Update react-router to the latest version 🚀 (#873),
410,Clean up CI (#870),
411,Update dependencies to enable Greenkeeper 🌴 (#869),  chore(package): update dependencies   chore(package): update lockfile package-lock.json 
412,add basic CI build (#867),
413,fix badges [ci skip],
414,chore(package): update i18next to the latest version 🚀 (#864),  fix(package): update i18next to version 15.0.7   chore(package): update lockfile package-lock.json 
415,chore: Fix ENV secret problem in crowdin (#863),
416,feat: Add a separate menu item for translations stuff (#860),
417,feat: add Japanese translations (#857),
418,chore(package): Update jsdom to the latest version 🚀 (#856),  chore(package): update jsdom to version 14.0.0   chore(package): update lockfile package-lock.json 
419,chore: Move all CI to Azure Pipelines (#855),It's easier to just have one CI for all of the CI builds for Appium Desktop. Opted for Azure Pipelines because it supports all 3 platforms. Have one build that runs the packager on all 3 platforms and one build that does the crowdin sync. Took out Greenkeeper lockfile stuff because that's not needed anymore. Greenkeeper does it for you now. Removed references to AppVeyor and Travis.
420,Update dependencies to enable Greenkeeper 🌴 (#816),
421,Merge pull request #844 from appium/dpgraham-actions-interface,feat: Run commands from Appium Desktop GUI
422,fix: PR fixes,
423,feat: Add Russian translations (#843),
424,Translations for notifications,
425,Add translations for action definitions,
426,Add internationalization rules,
427,Eslint no-hardcoded JSX rule,
428,Change tabs,
429,record session interactions,
430,feat: Add rest of device interactions,
431,"fix: parse ""mobile: ..."" JSON",
432,fix: Do not show result for 'getLocation' and 'getSize',
433,feat: can copy located element to clipboard,
434,feat: Show elementId in attributes,
435,fix: methodName message,
436,Ditch BOOLEAN type. Let users input string.,
437,fix: Make success message more helpful,
438,Add 'execute mobile' methods,
439,fix: defect that made obj args not work,
440,fix: make error messaging more helpful,
441,Record device interactions,
442,Add interaction commands,
443,record network commands,
444,Add 'network' endpoints,
445,Add file methods,
446,Add recorders for key events,
447,Add Android keys events,
448,recorder: clipboard,
449,Fix,
450,Add remaining app + activity interactions,
451,Add spacing between commands,
452,Make it so we can skip source + screenshot for some actions,
453,Fix results formatting,
454,Notify results of actions,
455,Can execute actions,
456,Can set args,
457,Show the action args,
458,Stub in action executor modal,
459,"Make tab interactions ""managed"" via Redux",
460,Add action + subaction selectors,
461,Define Actions in an object,
462,Add Actions with 'background app',
463,Rename CSS so not specific to source-tree,
464,Add 't' to stub,
465,Add space in recording,
466,Add tabs to interface,
467,Updated translation tables,
468,feat: Pcloudy appiumdesktop (#830),
469,fix: typo in Sentry prompt [ci skip] (#845),
470,chore: Building with platform in output package filenames (#836),
471,feat: update Appium server to 1.11.1 (#829),
472,Fix typo in the source string,
473,fix: move getLocalFilePath declaration to CapabilityControl.js (#831),
474,add missing then,
475,Localize the rest of the application resources (#827),
476,chore: Upgrade to mocha 6 (#826),
477,feat: Initialize internationalization with German translations (#819),
478,refactor: Do not hardcode screenshotInteractionMode (#822),
479,Merge pull request #817 from mykola-mokhnach/nsis,Get rid of the obsolete squirrel stuff
480,Get rid of the obsolete squirrel stuff,
481,Fix broken link [ci skip] (#814),Clicking style guide link leads to 404
482,Update @sentry/electron to the latest version 🚀 (#809),
483,chore: Update eslint config + eslint fixes (#808),
484,Don't run E2E tests on Mac (for now) (#803),
485,chore: Lint fix [ci skip],
486,feat: Add Perfecto as cloud provider (#792),
487,Update eslint-config-appium to the latest version 🚀 (#800),
488,Sentry notification [ci skip] (#793),
489,Add Sentry logging (#795),
490,Update release to the latest version 🚀 (#788),  chore(package): update release to version 5.0.0   chore(package): update lockfile package-lock.json 
491,Release 1.10.0,
492,Fix badge alignment [ci skip],
493,Add AppVeyor badge [ci skip],
494,Update package-lock,
495,Babel and react performance fixes (#780),
496,Add pre-commit (#778),
497,CSS fix,
498,Adapt CSS to work with ANTD v3 (#772),
499,"Upgrade React to 16, plus upgrade related components (#769)",
500,Remove webpack loaders [ci skip] (#768),
501,"Build ""main.js"" to ""dist"" instead of the root.  (#757)",
502,Use 3rd party React prop types (#755),
503,Fix linting errors,
504,Update linting packages,
505,Merge pull request #756 from appium/dpgraham-dependency-updates, Update Xpath Update sinon Update shell-env Update cross-env Delete package.js and remove unused 'del' dependency Update FBJS scripts Uninstall minimist Update electron-debug Update electron-log Update package-lock deps Update redux-logger
506,Update Azure badge [ci skip],
507,Update redux-logger,
508,Update package-lock deps,
509,Release 1.9.0,
510,Update electron-log,
511,Update electron-debug,
512,Uninstall minimist,
513,Update FBJS scripts,
514,Delete package.js and remove unused dependency,
515,Update cross-env,
516,Update shell-env,
517,Update sinon,
518,Update Xpath,
519,Update Mocha and Chai to latest versions (#754),  chore: update mocha and chai   xvfb   Add reporters   Close server when done   End E2E tests 
520,Upgrade to Appium 1.10 (#753),
521,Migrate from Webpack 1 to Parcel (#752),
522,Add Kobiton into Appium Desktop (#747),
523,Update package lock,
524,Update package lock,
525,Update package-lock,
526,Adding tasks to Publish test results to AzurePipelines (#733),  Adding tasks to Publish To AzurePipelines   Adding reporter to test-e2e 
527,Update electron-updater to the latest version 🚀 (#723),  fix(package): update electron-updater to version 4.0.1   chore(package): update lockfile package-lock.json 
528,Update concurrently to the latest version 🚀 (#727),  chore(package): update concurrently to version 4.1.0   chore(package): update lockfile package-lock.json 
529,Update package-lock (#720),
530,Update jsdom to the latest version 🚀 (#719),  chore(package): update jsdom to version 13.0.0   chore(package): update lockfile package-lock.json 
531,Update package-lock (#709),
532,Release 1.8.2,
533,Make lookahead for . lazy (#694),
534,1.8.1,
535,Fix rendering of Emoji characters (#691),
536,Update css-loader to the latest version 🚀 (#690),  chore(package): update css-loader to version 1.0.1   chore(package): update lockfile package-lock.json 
537,Change npm install to npm ci (#688),  Change npm install to npm ci   Bump node version 
538,Update react-redux to the latest version 🚀 (#687),  fix(package): update react-redux to version 5.1.0   chore(package): update lockfile package-lock.json 
539,Fix flaky test (#679),  Bump up retry interval   Test fix 
540,1.8.0,
541,Update electron to the latest version 🚀 (#661),
542,Update spectron to the latest version 🚀 (#677),  chore(package): update spectron to version 5.0.0   chore(package): update lockfile package-lock.json 
543,Update ansi-to-html to the latest version 🚀 (#674),  fix(package): update ansi-to-html to version 0.6.7   chore(package): update lockfile package-lock.json 
544,Update image-webpack-loader to the latest version 🚀 (#671),  chore(package): update image-webpack-loader to version 4.4.0   chore(package): update lockfile package-lock.json 
545,default custom server port to 4723 which is the value in placeholder (#670),  default custom server port to 4723 which is the value in placeholder   default hostname 
546,Update style-loader to the latest version 🚀 (#662),  chore(package): update style-loader to version 0.23.1   chore(package): update lockfile package-lock.json 
547,remove unused file-loader dependency 🚀 (#659),
548,Linting fixes (#658),  Fixes   Add package lock   Add linting task and fix lint errors   Package lock update 
549,Update eslint-plugin-jsx-a11y to the latest version 🚀 (#656),  chore(package): update eslint-plugin-jsx-a11y to version 6.1.2   chore(package): update lockfile package-lock.json 
550,Fix missing module webpack problem (#657),  chore(package): update appium-support to version 2.22.0   chore(package): update lockfile package-lock.json   Fix broken appium-support and missing modules   Missing file: @skip-ci 
551,Greenkeeper/appium fake driver 0.6.2 (#652), chore(package): update appium-fake-driver to version 0.6.2  Closes #649  chore(package): update lockfile package-lock.json
552,Update jsdom to the latest version 🚀 (#645),  chore(package): update jsdom to version 12.1.0   chore(package): update lockfile package-lock.json 
553,Update babel-eslint to the latest version 🚀 (#642),  chore(package): update babel-eslint to version 10.0.1   Resolve conflict 
554,Update eslint-plugin-babel to the latest version 🚀 (#641),  chore(package): update eslint-plugin-babel to version 5.2.1   chore(package): update lockfile package-lock.json 
555,Update postcss to the latest version 🚀 (#639),  fix(package): update postcss to version 7.0.4   chore(package): update lockfile package-lock.json 
556,Update electron version,
557,Update dependencies to enable Greenkeeper 🌴 (#551),  chore(package): update dependencies   docs(readme): add Greenkeeper badge   Greenkeeper fixes 
558,Make killSession synchronous (#636), Move method handlers into appium-method-handler as static methods Make it killSession synchronous because there was a race condition where sessions were being killed as new one was being created and caused a crash This method can be synchronous because we don't use the result and it's fine to 'fire-and-forget'. There's nothing that needs to be waited for
559,Use azure pipelines to build MacOSX assets (#632),
560,Azure badge (#633),
561,Set up CI with Azure Pipelines,
562,Merge pull request #618 from bitbar/2018-09-readme-update-providers,Update readme with cloud provider information
563,Update readme with cloud provider information,
564,Remove getParser code (#616),
565,Prepare for 1.7.0,
566,Appium 1.9.0,
567,Unbind ipc renderer listeners (#612), Some listeners are being bound multiple times which is causing the same function to be called multiple times Unbind all listeners when we're done with them
568,Add 'relaxed security' flag to UI (#607),
569,Added React Native testID to Strategy Mappings (#614),
570,Skip integration tests if no GITHUB_TOKEN (#606),
571,Fix: Call fix-path after settting UI saved env variables (#604),
572,Replace Bitbar company logo with the testing cloud specific one (#603),
573,Fix two typos in Browserstack tab; fixes env var usage (#602),
574,Add Bitbar to cloud providers (#594),
575,Prepare for 1.6.3,
576,Merge pull request #588 from appium/dpgraham-android-home-variable,ANDROID_HOME set from in UI
577,PR fixes,
578,Merge pull request #591 from NeoMorfeo/master,Fix error on variable generation and params
579,Fix error on variable generation and params,
580,Config button,
581,Open config from menu,
582,Make browser window opener a helper method,
583,Confirm before restart,
584,Make it restart after saving ENV changes,
585,Gets process.env from main thread and sets as defaults,
586,Set environment variables in Redux,
587,Add raw config form,
588,Add config pages,
589,Add stubs to actions/ and components/,
590,Add cloud provider visibility menu (#581),
591,Add support for copying source XML to clipboard (#586),
592,Missing closing bracket in touchAction (#583),
593,Fix: Show scroll buttons on expanded paths change (#580),
594,Don't set 'interactions not available' until we've tried all strategies (#577),
595,Add RobotFramework export option on the recorder (#574)," Add RobotFramework export option on the recorder Add the RobotFramework option to allow exporting the recorded session to a runnable RobotFramework syntax, using the variables and capabilities needed and obtained from caps"
596,Fix: Close sessionWin when mainWin closed (#572),
597,Fix env issues in dev," resolve.alias doesn't work on webpack-dev-server Solution is to use DefinePlugin to define the env and if env is undefined, export .env-dev.js"
598,Use absolute coordinates for 'swipe',
599,Don't show alerts when e2e test,
600,CI fixes,
601,Prepare for 1.6.2,
602,Bump Appium to 1.8.1,
603,Fix: .env properly loads based on target (#562), Used the ENVIRONMENT_PLUGIN Export environment config based on plugin. Right now .nsis is the only alternative Also silenced webpack so we don't see the long package installation messages Also changed npm install to npm ci for Travis so that it gets the packages defined in package-lock.json
604,Greenkeeper locks (#561),
605,Add VSCode debugging to dev (#540),
606,Fix small typo in README.md (#548),Remove errant [ character from README.md
607,Build updates (#531),  Prepare for v1.6.1   Add NSIS and NSIS-Web builds no-updates   Consolidate nsis builds 
