Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Fix new message icon alignment (#1145),0.5799408,Update to the new Messenger icon (2020),,0
Fix focus when closing app on macos (#1141),0.97118235,Fix focus when closing app on macOS (#1141)  ed75400,,1
Make the Touch Bar respect private mode (#1138),0.97528815,Make the Touch Bar respect private mode (#1138)  ea8015e,,1
Fix Always on Top after tray toggling on KDE Plasma (#1150),0.9903177,Fix Always on Top after tray toggling on KDE Plasma (#1150)  2b2be20,,1
Display newest conversation at launch (#1135),0.97273743,Display newest conversation at launch (#1135)  89911d5,,1
Fix group notification icons in dark mode (#1147),0.6868874,Fix dark mode icons by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1942,,0
"Fix ""say hi with a wave"" in dark mode (#1146)",0.5797369,Fix dark mode (#1742)  25aee78,,0
Fix disabled contact name in dark mode (#1144),0.63833237,Fix dark mode style for nickname dialog placeholder (#863)  91b6181,,0
UI tweaks (#1142),0.8671246,UI tweaks  8a558e6,,1
Fix Facebook Marketplace item in dark mode (#1149),0.6127243,Fix dark mode (#1742)  25aee78,,0
"Fix ""Attach Files"" keyboard shortcut (#1139)",0.9691199,"Fix ""Attach Files"" keyboard shortcut (#1139)  10a406e",,1
Fix display of right sidebar icons in dark mode (#1137),0.698255,Fix dark mode icons by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1942,,0
Remove mention of old removed feature,0.4969697,Hide all non-working features,Messenger.com no longer directly sends pasted attachments.,0
2.40.0,0.6063023,Reverted v2.35. It unfortunately had some crashes...,,0
Work around bug where the screen is black when closing window in full screen on macOS,0.931167,Work around bug where the screen is black when closing window in full screen on macOS  d27f5af,Closes #1101 Co-authored-by: Sindre Sorhus sindresorhus@gmail.com,1
Add Attach files menu item and keyboard shortcut (#1014),0.9468765,Add Attach files menu item and keyboard shortcut (#1014)  984a298,,1
Show tip after enabling Auto Hide Menu Bar (#1125),0.93785155,Show tip after enabling Auto Hide Menu Bar (#1125)  76ac982,Co-authored-by: Sindre Sorhus sindresorhus@gmail.com,1
Fix privacy & support menu in dark mode (#1113),0.7824764,- Fix dark mode UI issues (#958)  e1b3ecb,,1
Fix some dark mode styles (#1126),0.75430983,Fix dark mode (#1742)  25aee78,,1
"Fix ""Insert Text"" keyboard shortcut (#1118)",0.9616919,"Fix ""Insert Text"" keyboard shortcut (#1118)  343705e",,1
Fix dots color in dark mode (#1105),0.6157855,Fix dark mode (#1742)  25aee78,,0
"Fix ""require admin approval"" dark mode (#1114)",0.66585636,- Fix dark mode UI issues (#958)  e1b3ecb,,0
Fix group avatar being squished (#1119),0.9857518,Fix group avatar being squished (#1119)  1bda478,,1
2.39.0,0.60496104,Reverted v2.35. It unfortunately had some crashes...,,0
"Respect ""Do Not Disturb"" on macOS (#760)",0.97497374,"Respect ""Do Not Disturb"" on macOS (#760)  88efe46",,1
Fix styling for removed message in dark mode (#1096),0.99368787,Fix styling for removed message in dark mode (#1096)  07c39ac,,1
Fix the GIF search field background (#1100),0.94791293,Fix the GIF search field background (#1100)  27150a9,,1
Check the vibrancy config is existing (#1094),0.7724162,Fix some vibrancy setting error (#1094)  06304a3,,1
Fix react icon in dark mode (#1084),0.989506,Fix react icon in dark mode (#1084)  4b95f16,,1
2.38.0,0.5383451,Reverted v2.35. It unfortunately had some crashes...,,0
Prevent auto-publish of Snap,0.49541077,Fix camera access in Snap builds (#813)  d13c792,,0
Update electron-store and make the config strongly-typed,0.536687,Updated Electron to 1.7.9.,,0
Fix building Caprine on Travis,0.6320628,Fix ci build step by @dusansimic in https://github.com/sindresorhus/caprine/pull/1872,,0
Add insert sticker shortcut (#1015),0.95363,Add insert sticker shortcut (#1015)  29577c6,,1
"Fix keyboard shortcut for ""Insert GIF"" (#1013)",0.9429406,"Fix keyboard shortcut for ""Insert GIF"" (#1013)  dc11fab",,1
Improve cropping for system emoji on some Linux systems (#1000),0.9908304,Improve cropping for system emoji on some Linux systems (#1000)  b44a3fb,,1
Work around the vibrancy issue (#1070),0.749476,Work around vibrancy issue on macOS (#715)  ba09d90,,1
Document that Linux supports Alt to toggle menu bar (#1063),0.4536304,Add menu bar mode for macOS (#804)  4f1c4df,,0
Update Electron to version 6.0.6,0.74603367,Update to Electron 7 (#1157)  833c42b,,1
2.37.0,0.6184918,Reverted v2.35. It unfortunately had some crashes...,,0
Improve the dark mode in the login flow (#1049),0.9736028,Improve the dark mode in the login flow (#1049)  5c26e5c,,1
Update Electron to version 6.0.3,0.74593115,Update to Electron 7 (#1157)  833c42b,,1
Upgrade Electron to version 6.0.2,0.7128782,Bump Electron to latest release,,1
Fix schema validation crash (#1037),0.9728123,Fix schema validation crash (#1037)  0937650, Fix dialogs crash Add proper config defaults,1
Save window bounds after window resize (#1038),0.9859321,Save window bounds after window resize (#1038)  ccf0ab2,,1
2.35.0,0.60784185,Reverted v2.35. It unfortunately had some crashes...,,0
Upgrade to Electron 6,0.8602805,Upgrade to Electron 6  a7cc69e,,1
Use JSON schema for the config (#998),0.27919078,Re-organize the Preferences menu  8ef4f30,,0
Fix the emoji picker (#1023),0.9789928,Fix the emoji picker (#1023)  9fd2d67,,1
Fix conversation display on small window sizes (#1025),0.9683527,Fix conversation display on small window sizes (#1025)  6331a2e,,1
Fix draggable region (#1024),0.97043866,Fix draggable region (#1024)  9a692db,,1
Upgrade element-ready package (#923),0.49222016,Upgrade dependencies in the hope to fix auto-updating.,,0
Add option to hide names and avatars (#787),0.801296,"Add option to hide names and avatars in the UI (You can find it in the ""View"" menu) (#787)  44e9c10",Co-authored-by: Jarek Radosz jradosz@gmail.com Co-authored-by: Sindre Sorhus sindresorhus@gmail.com,1
Fix plus icon in dark mode (#1004),0.92096055,Fix plus icon in dark mode (#1004)  db36bed,,1
Set placeholder text to the correct color on macOS when in dark… (#1012),0.8207931,Fix placeholder text in dark mode (#1012)  308b1b1,,1
2.34.0,0.6149672,Reverted v2.35. It unfortunately had some crashes...,,0
Fix hiding own profile picture in sidebar (#995),0.5023802,Fix hidden 360 photos (#1199)  de06ad3,,0
Fix missing tray context menu on Linux (#986),0.98654807,Fix missing tray context menu on Linux (#986)  f0bd1a8,,1
Make the message blurb in contact list more readable in dark mode (#985),0.599403,Fix styling for removed message in dark mode (#1096)  07c39ac,,0
Add FAQ section to the readme,0.2537204,Add maintainers in about dialog by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1874,,0
Fix new conversation icon on narrow window size (#975),0.7910651,Fix conversation display on small window sizes (#1025)  6331a2e,,1
Hide settings icon (#979),0.6511385,- Add setting to hide the tray icon (#946)  61228fa,,0
Add “removable-media” snap plug (#978),0.9827497,Add “removable-media” Snap plug (#978)  648c812,Fixes #973,1
Remove the white background from the thumbs-up icon (#976),0.59696484,"- Fix white plus bar, removed report bug icon (#959)  570c490",,0
Fix Facebook logo placement (#974),0.52345145,Remove top Facebook cookie banner  eb331df,,0
2.33.1,0.6367061,Reverted v2.35. It unfortunately had some crashes...,,0
Disable auto updater on Linux,0.9054756,Disable auto updater on Linux as it doesn't currently work  f0eba4a,It causes too many problems. Fixes #966,1
Dark mode tweak (#971),0.9440375,Dark mode tweak (#971)  8800b60,,1
Fix the preferences window and other overlays (#970),0.97618425,Fix the preferences window and other overlays (#970)  ec3e687,,1
Add @types/facebook-locales (#968),0.5560583,Caprine now uses the user's system locale instead of the often incorrect locale Facebook sets. https://github.com/sindresorhus/caprine/commit/b4e4ce36804c52b1793043b42b4c53b704b63da4,,0
2.33.0,0.6003516,Reverted v2.35. It unfortunately had some crashes...,,0
Add setting to hide the tray icon (#946),0.9188043,- Add setting to hide the tray icon (#946)  61228fa,,1
"Add ""Show Message Preview in Notifications"" setting (#947)",0.9473368,"- Add ""Show Message Preview in Notifications"" setting (#947)  7d7bc91",,1
Fix dragging scrollbar when app is zoomed (#962),0.97371995,- Fix dragging scrollbar when app is zoomed (#962)  ed5772b,,1
"Fix ""Show Message Buttons"" for new Messenger UI (#956)",0.9737104,"- Fix ""Show Message Buttons"" for new Messenger UI (#956)  83e3adf",,1
Fix preference toggle when sidebar is hidden (#957),0.9689788,- Fix preference toggle when sidebar is hidden (#957)  2e4ad98,,1
Fix dark mode UI issues (#958),0.96908295,- Fix dark mode UI issues (#958)  e1b3ecb,,1
"Fix white plus bar, removed report bug icon (#959)",0.97638875,"- Fix white plus bar, removed report bug icon (#959)  570c490",,1
2.32.1,0.62810457,Reverted v2.35. It unfortunately had some crashes...,,0
Fix white message bar (#949),0.9607185,Fix white message bar (#949)  a6ba976, Fix white message bar,1
Readme fix,0.54320025,Bugfixes,,0
2.32.0,0.6011219,Reverted v2.35. It unfortunately had some crashes...,,0
Minor tweaks,0.7588691,Various tweaks (#1267)  4493b08,,1
Minor notification tweaks (#945),0.7317412,Fix notifications (#717)  f0ea2be,,1
Allow disabling video autoplay (#738),0.9599293,Allow disabling video autoplay (#738)  a252ca9,,1
Fix emoji picker (#941),0.98228735,Fix emoji picker (#941)  f7f08f3,,1
Fix Increase Text Size shortcut (#944),0.9410219,Fix Increase Text Size shortcut (#944)  ed720bd,,1
Readme improvements,0.53999424,User-interface improvements (#757)  93d0a1b,,0
Add menu bar mode for macOS (#804),0.9735743,Add menu bar mode for macOS (#804)  4f1c4df,Co-authored-by: Sindre Sorhus sindresorhus@gmail.com,1
Update donate link,0.3404605,"Update Electron to 20 by @1nikolas, @nehalvpatel and @lefterisgar",,0
Brighten Workplace login in dark mode (#940),0.90243137,Improve Workplace login view in dark mode (#940)  f33d1a8,,1
2.31.3,0.5815427,Reverted v2.35. It unfortunately had some crashes...,,0
Fix settings menu (#916),0.95053613,Fix settings menu (#916)  9aa0ca7,"Fixes #911 -issue with settings menu / cmd + , not working due to invalid selector. Backwards support for settings selector for users without the new rollout.",1
Remove moot Electron workaround,0.50258976,Updated Electron to 1.7.9.,,0
Fix duplicated unread notification (#919),0.9829916,Fix duplicated unread notification (#919)  fe67d8c,,1
Fix too strong chat title bar bottom border (#921),0.9887072,Fix too strong chat title bar bottom border (#921)  04115c7,,1
Remove unnecessary lines between items on the conversation list (#920),0.639238,Fix too narrow conversation header (#910)  f8cb7bb,,0
Fix selected conversation background (#918),0.9707838,Fix selected conversation background (#918)  eaf9226,,1
2.31.2,0.5889805,Reverted v2.35. It unfortunately had some crashes...,,0
Fix missing unread badge (#908),0.9710672,Fix missing unread badge (#908)  16d9e3b,,1
Update main screenshot,0.43303585,Update Electron  19e0423 8ccc556,,0
Tweaks for Mac App Store,0.5023738,UI tweaks  8a558e6,,0
Fix too narrow conversation header (#910),0.98309016,Fix too narrow conversation header (#910)  f8cb7bb,,1
2.31.1,0.61071044,Reverted v2.35. It unfortunately had some crashes...,,0
Fix some broken things after the Messenger update,0.89718336,Fix some broken things after the latest Messenger update  ecc923f,,1
UI tweaks,0.854498,UI tweaks  8a558e6,,1
Enable the repo sponsor button,0.37835902,Add maintainers in about dialog by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1874,,0
Update screenshots,0.44692636,The Linux AppImage binary now auto-updates.,,0
Add a couple of articles about Caprine to the readme,0.73323643,"Various improvements to readme by @Danik1601, @dusansimic and @lefterisgar in https://github.com/sindresorhus/caprine/pull/1885",,1
Cleanup #865,0.4310101,Fix archive conversation issues (#732)  af367be,,0
Add contact list styling for inactive window (#865),0.932384,Fix contact list styling for inactive window (#865)  ffed2d9,,1
Add tip about custom keyboard shortcuts on macOS,0.4992529,Add some missing keyboard shortcuts on Linux and Windows. c8eed066f9bde6be2fe976e7a85700abb3279417,,0
2.31.0,0.61132395,Reverted v2.35. It unfortunately had some crashes...,,0
Electron 5-related updates (#872),0.8458251,Update to Electron 7 (#1157)  833c42b,,1
Upgrade to Electron 5,0.8164487,Upgrade to Electron 4  2744a35,,1
Support the workplace.com domain (#860),0.93852323,Support the workplace.com domain (#860)  0975301,,1
Fix dark mode style for nickname dialog placeholder (#863),0.96830034,Fix dark mode style for nickname dialog placeholder (#863)  91b6181,Fixes #857,1
Fix error on quit caused by Electron race issue (#811),0.6538359,Updated Electron to 1.7.9.,Fixes #809 Co-authored-by: Sindre Sorhus sindresorhus@gmail.com,0
Revert compact mode message icons changes done in #521 (#844),0.5475647,Fix styling for removed message in dark mode (#1096)  07c39ac,,0
Make setting dialog usable with small window sizes (#843),0.8900411,Make preferences dialog usable with small window sizes (#843)  a7853f6,,1
Fix preferences not opening when window width < 700px (#841),0.9788513,Fix preferences not opening when window width < 700px (#841)  ec44260,Messenger sets display:none on the settings container through a media query. We're overwriting this using visibility:hidden instead so we can open the menu.,1
2.30.2,0.55414754,Reverted v2.35. It unfortunately had some crashes...,,0
CSS tweaks (#837),0.6547925,Various styling fixes  32b6bce 406ab6e,  Improve the “Missed call” dialog in the dark mode   Improve the music widget title color in dark mode   Fix the stylelint invocation   Fix stylelint issues   Tweak the “new Messenger version” banner in dark mode (fixes #835)   Tweak the inline replies in dark mode   Only modify the text brightness of non-own messages (matches the light mode behavior).   Tweak quoted text in the composer in dark mode   Tweak reply tags   Fix disappearing forward icon on shared links in dark mode   Fix a flash after closing settings   Also fixes unintentional background color brightness reduction on vibrant views.   Fix the white background under the typing indicator (fixes #669)   Tweak the link preview in the message composer in full vibrancy mode (fixes #670)   Fix Messenger’s squished typing indicator bug ,0
Allow navigation to alternate messenger domains (#816),0.9782221,Allow navigation to alternate messenger domains (#816)  1ee6b4c,,1
"Improve dark mode for ""Quoted text in inline replies""",0.9712042,"Improve dark mode for ""Quoted text in inline replies""  06d78ab",,1
2.30.1,0.58667135,Reverted v2.35. It unfortunately had some crashes...,,0
Upgrade dependencies and fix types,0.7862193,Update dependencies,,1
Fix playing videos from shared photos (#802),0.94161,Fix playing videos from shared photos (#802)  d99d592,Fixes #707,1
Fix Show Message Buttons feature when switching conversations (#803),0.97575545,Fix Show Message Buttons feature when switching conversations (#803)  766bd9f,Fixes #580,1
Remove shared video bars (#808),0.9674295,Remove shared video bars (#808)  3bb743d,Shared videos had bars on left and rights side. Removing this old fix stops that behavior.,1
Add camera plug to Snap build config (#813),0.75226265,Fix camera access in Snap builds (#813)  d13c792,,1
Fix poll title color in dark mode (#798),0.9883494,Fix poll title color in dark mode (#798)  7ef2a2f,,1
2.30.0,0.62055594,Reverted v2.35. It unfortunately had some crashes...,,0
Add Launch at Login setting for macOS and Windows (#774),0.96419203,Add Launch at Login setting for macOS and Windows (#774)  a43e6b5,Co-authored-by: Sindre Sorhus sindresorhus@gmail.com,1
Fix description bot card color in dark mode (#796),0.9829175,Fix description bot card color in dark mode (#796)  c88fee2,,1
Access textcontent after null check (#795),0.2470518,Fix placeholder text in dark mode (#1012)  308b1b1,,0
Fix menu item label typo,0.48680335,Fix new design user menu by @dusansimic in https://github.com/sindresorhus/caprine/pull/1910,,0
Various minor tweaks,0.7857788,Various tweaks (#1267)  4493b08,,1
Add option to use native emoji (#731),0.94369787,Add option to use native emoji (#731)  2717359,Fixes #672 Co-authored-by: Jarek Radosz jradosz@gmail.com,1
Add option to block delivery receipts (#793),0.9668819,Add option to block delivery receipts (#793)  6ad22f4,Fixes #699,1
2.29.0,0.6050962,Reverted v2.35. It unfortunately had some crashes...,,0
Add support for replying via notifications on macOS (#726),0.96896183,Add support for replying via notifications on macOS (#726)  ed804ae,Co-authored-by: Jarek Radosz jradosz@gmail.com,1
Handle initial network connectivity (#775),0.52984416,Better handling of no internet connection when Caprine starts (#775)  cda87df,Co-authored-by: Jarek Radosz jradosz@gmail.com,0
"Fix ""missed call"" styling in dark mode (#790)",0.7002712,Fix styling for removed message in dark mode (#1096)  07c39ac,Fixes #789,1
Fix comment typo (#791),0.4827431,Fix spell check languages (#1728)  734ba9b,,0
Make sure the vibrancy is enabled only on macOS (#788),0.97827935,Make sure the vibrancy is enabled only on macOS (#788)  4466a02,Caprine on non-macOS platforms could have had their vibrancy config value set incorrectly to full or sidebar.,1
Add a fallback for missing uiContextualLayerPositioner (#781),0.30730072,- Fix dark mode UI issues (#958)  e1b3ecb,,0
Fix small graphical glitch on message header (#770),0.63222873,Fix too narrow conversation header (#910)  f8cb7bb,,0
2.28.0,0.61703587,Reverted v2.35. It unfortunately had some crashes...,,0
DIsable update signature checking on Windows,0.59329593,Add option to disable automatic updates,We don't (correctly) sign the Windows binaries anyway.,0
Update Electron,0.85756606,Update Electron  19e0423 8ccc556,,1
Style improvements (#757),0.6407622,Various styling fixes  32b6bce 406ab6e,"  Replace colors with existing CSS variables   Extract code-blocks CSS to a separate file   Fix the “forward message” icon in dark mode   Fix message composer icons in light full-vibrancy   Revert ""Fix #173 (#174)""   This reverts commit 67f2353133c48779ca7d608269e96a5c7a0ceb41. This CSS rule is no longer needed.   Remove unused CSS rules   Improve contrast on contact name links   Revert “Vertically align “conversation info” buttons.”   Messenger fixed this on their side. Our fix has now the opposite effect.   Remove an overreaching CSS rule   Fix “search in conversation” in dark mode   Improve the text color in “Delete message” popup   Improve “Message Reactions” popup in dark mode   Improve code blocks   Tweak deleted messages   Tweak link previews   Tweak attached files   Tweak chat bot menu   Fix variation in brightness of message composer icons ",0
Fix emoji URL (add wildcard) (#756),0.8790636,Fix emoji URL (#756)  50590a7,,1
Fix static images paths (#755),0.4033885,Fix hidden 360 photos (#1199)  de06ad3,Fixes #754,0
Update eslint-config-xo-typescript,0.49783638,Rewrite the app in TypeScript (#745)  3ec8c6b,,0
Move to TypeScript (#745),0.6936973,Rewrite the app in TypeScript (#745)  3ec8c6b,Fixes #740,0
New app icon 💄✨,0.9013754,New app icon 💄✨  709ea23,Fixes #751,1
Support persisting keepMeSignedIn toggled with keyboard (#747),0.9863572,Support persisting keepMeSignedIn toggled with keyboard (#747)  64778d4,,1
Run tests on push instead of commit (#746),0.23424818,For testing only,,0
Add git pre-commit script (#741),0.25242126,"Fix keyboard shortcut for ""Insert GIF"" (#1013)  dc11fab",,0
Don't run --fix automatically as it won't catch issues on CI,0.4491043,Fix ci build step by @dusansimic in https://github.com/sindresorhus/caprine/pull/1872,,0
2.27.1,0.60897815,Reverted v2.35. It unfortunately had some crashes...,,0
"Remove moot text from ""Hardware Acceleration"" settings label",0.5236697,Add setting to disable hardware acceleration.  c8391d2,,0
"Update the menu when setting ""Follow System Appearance""",0.5947559,Follow the system appearance by default on macOS (Only applies to new users)  9b1d1d8,,0
Fix archive conversation issues (#732),0.9801043,Fix archive conversation issues (#732)  af367be,Co-authored-by: Jarek Radosz jradosz@gmail.com,1
Fix dark mode being disabled on non-macOS systems (#735),0.98268545,Fix dark mode being disabled on non-macOS systems (#735)  21a6bb1,,1
Use Prettier,0.35917,Dark mode tweaks.,Fixes #736,0
2.27.0,0.61440027,Reverted v2.35. It unfortunately had some crashes...,,0
Add Debug menu for development,0.36397296,Add menu item to relaunch Caprine (#1410)  a312084,,0
Add emoji style setting (#720),0.9654287,Add emoji style setting (#720)  b69f044,Co-authored-by: Jarek Radosz jradosz@gmail.com Co-authored-by: Sindre Sorhus sindresorhus@gmail.com,1
Fix window resizing/moving issues and add ability to disable vibrancy (#727),0.98927987,Fix window resizing/moving issues and add ability to disable vibrancy (#727)  ff456ff,Fixes #721  Fixes #724  Fixes #725,1
Follow the system appearance by default on macOS,0.8743421,Follow the system appearance by default on macOS (Only applies to new users)  9b1d1d8,This only applies to new users. This is done to be as native as possible.,1
Welcome @CvX as a maintainer 🎉,0.76832795,Welcome @veniversum as a maintainer 🎉,,1
2.26.0,0.5706325,Reverted v2.35. It unfortunately had some crashes...,,0
Work around vibrancy issue on macOS (#715),0.98412836,Work around vibrancy issue on macOS (#715)  ba09d90,,1
Login screen styling improvements (#714),0.6373122,Improve the dark mode in the login flow (#1049)  5c26e5c,,0
Crop label on Touch Bar button (#706),0.9724572,Crop label on Touch Bar button (#706)  153557b,Fixes #705,1
Various styling fixes (#719),0.8749992,Various styling fixes  32b6bce 406ab6e,  Fix “Chat bot conversation start” element styling.   Fix “typical response type” styling in dark mode.   Vertically align “conversation info” buttons.   Prevent content shift on hover in “new conversation list” in dark mode.   Improve text contrast on message popovers.   Improve sticker search input styling in dark mode.   Fix button styling throughout the app. ,1
Hide the preferences dialog during the automated action (#716),0.7515986,Hide the preferences dialog during startup (#716)  cd6f7e1,Gets rid of the preferences dialog flash on startup and when changing the “Mute Notifications” setting.,1
"Fix Touch Bar when on the ""New Message"" view (#718)",0.97058725,"Fix Touch Bar when on the ""New Message"" view (#718)  53a64c4",,1
Fix notifications (#717),0.9578532,Fix notifications (#717)  f0ea2be,"Electron’s context isolation is preventing any window.Notification modification done by the preload script (browser.js). This change works around that limitation by first injecting custom window.Notification in the main process using webContents.executeJavaScript and then by passing messages between browser context (Messenger code) and the Isolated Context (Caprine’s browser.js) via window.postMessage/window.addEventListener('message', …). As a bonus, this PR adds support for onclick and onclose Notification events used by Messenger. That allows us to remove selectConversationByImg, since Messenger selects the conversation in the onclick callback! 😃  Fixes #700",1
Use full flags for electron-builder,0.50504816,"    The vibrancy mode, unfortunately, had to be disabled for now as it is too buggy with Electron v2.",,0
2.25.1,0.56248844,Reverted v2.35. It unfortunately had some crashes...,,0
Match dark mode color with iMessage's colors (#709),0.9815066,Match dark mode color with iMessage's colors (#709)  5631e2e,,1
Guard macOS-only APIs,0.28969795,macOS: Drop support for macOS 10.9  23f69a5,Fixes #704 Closes #708,0
2.25.0,0.55830383,Reverted v2.35. It unfortunately had some crashes...,,0
"Persist the ""Keep me signed in"" choice (#698)",0.9858538,"Persist the ""Keep me signed in"" choice (#698)  1a5234b",,1
Add setting to follow system dark mode on macOS (#697),0.9866446,Add setting to follow system dark mode on macOS (#697)  d81ebdd,Fixes #694 Fixes #510,1
2.24.0,0.5742963,Reverted v2.35. It unfortunately had some crashes...,,0
Upgrade to Electron 4.0.1,0.82389593,Upgrade to Electron 4  2744a35,,1
Disable broken color space correction in Chromium,0.9513438,Disable broken color space correction in Chromium  f5203b3,,1
Make sidebar vibrancy the default and add opt-in full-window vibrancy (#667),0.9061638,macOS: Make sidebar vibrancy the default and add opt-in full-window vibrancy (#667)  edc2c5d,Fixes #656,1
Fix window flash on Linux (#693),0.93335426,Linux: Fix window flash (#693)  4d9203c,,1
Drop support for macOS 10.9,0.9072828,macOS: Drop support for macOS 10.9  23f69a5,As Electron 4 dropped support for it.,1
Upgrade to Electron 4 and other dependencies,0.7869464,Upgrade to Electron 4  2744a35,,1
2.23.0,0.56334996,Reverted v2.35. It unfortunately had some crashes...,,0
Add ability to customize the user interface colors and styles (#651),0.96452886,Add ability to customize the user interface colors and styles (#651)  200bf1c,Co-authored-by: Sindre Sorhus sindresorhus@gmail.com,1
Remove top Facebook cookie banner,0.9548782,Remove top Facebook cookie banner  eb331df,Fixes #641,1
Fix unread count for muted chats (#664),0.98330176,Fix unread count for muted chats (#664)  5529432,,1
Fix 'Find Conversations' not working (#663),0.9815984,Fix 'Find Conversations' not working (#663)  5f9cd1e,,1
Add package lockfile,0.38301173,Add option to disable automatic updates,,0
2.22.1,0.5763754,Reverted v2.35. It unfortunately had some crashes...,,0
2.22.0,0.572909,Reverted v2.35. It unfortunately had some crashes...,,0
Improve the conversation list selected and unread style,0.9755126,Improve the conversation list selected and unread style.  9312ed4,Fixes #654,1
Make the dark mode color less blue and darker (#634),0.9096403,Make the dark mode color less blue and darker.  d67c9fa,,1
2.21.1,0.5683639,Reverted v2.35. It unfortunately had some crashes...,,0
Use electron-util to simplify some code,0.5165541,Bump Electron to 0.37.2.,,0
Fix notification title for group chats (#637),0.9726364,Fix notification title for group chats.  5361289,Fixes #626,1
Document setting to close the app when the window is closed (#639),0.67413354,Add Quit on Window Close setting.  61e176a,,0
Remove outdated code comment,0.43514454,Remove code related to old design by @lefterisgar in https://github.com/sindresorhus/caprine/pull/1879,,0
Fix dark mode + vibrancy not rendering properly on restart (#635),0.90891135,Fix dark mode and vibrancy not rendering properly on restart.  ec5d74d,,1
Fix minor typos in the readme (#638),0.5194618,Bugfixes,,0
Support dark mode for native widgets on macOS,0.640554,Add setting to follow system dark mode on macOS (#697)  d81ebdd,Like the native Open panel.,0
Fix release script,0.38210654,Bugfixes,,0
2.21.0,0.58388853,Reverted v2.35. It unfortunately had some crashes...,,0
Add Snap publishing to the release script,0.4684975,Fix camera access in Snap builds (#813)  d13c792,,0
"Fix text color on the ""Active Contacts"" view in dark mode",0.6113251,Match dark mode color with iMessage's colors (#709)  5631e2e,,0
Add Quit on Window Close setting (#630),0.9398108,Add Quit on Window Close setting.  61e176a,,1
Fix decline button in dark mode (#629),0.6403351,- Fix dark mode UI issues (#958)  e1b3ecb,Fixes #619,0
Change default notification style to banner (#631),0.9000257,Change default notification style on macOS to banner.  a8f3708,,1
Refactor and simplify the menu implementation,0.8954436,Simplify the menu implementation.  5a1cb31,,1
Change close window behaviour on macOS to the default behaviour instead of hide (#623),0.9450842,Change close window behaviour on macOS to the default behaviour instead of hide.  3233498,,1
Add an option to disable hardware acceleration (#620),0.7843306,Add setting to disable hardware acceleration.  c8391d2,,1
Re-enable vibrancy support for macOS users (#618),0.94101703,Re-enable vibrancy support for macOS users. ✨  8269ea8,,1
2.20.0,0.5968189,Reverted v2.35. It unfortunately had some crashes...,,0
Fix dark mode for the Please Verify view (#614),0.8154023,Fix dark mode (#1742)  25aee78,Closes #613,1
Add installation instructions for Arch Linux to the readme (#612),0.38941878,Install,,0
Fix border on links in light and dark mode (#608),0.5454178,"Dark mode fixes (top gap, icons, radio buttons' accent color)",,0
Make notifications stay in the Notification Center on macOS (#504),0.57036626,Fix notifications (#717)  f0ea2be,,0
Fix dark mode typing indicator on macOS Mojave (#606),0.6687993,- Fix dark mode UI issues (#958)  e1b3ecb,Closes #604,0
Run the update check immediately at startup too,0.54799217,Upgrade dependencies in the hope to fix auto-updating.,,0
2.19.0,0.602149,Reverted v2.35. It unfortunately had some crashes...,,0
Fix tray icon (#587),0.8417232,Fix a bug that prevents the tray icon from showing (#1217)  602c8d1,,1
Allow alert-style notifications on macOS,0.67808485,Add support for replying via notifications on macOS (#726)  ed804ae,Fixes #593 Related to #504,0
Fix Sticker and Gaming buttons in dark mode (#600),0.6930222,- Fix dark mode UI issues (#958)  e1b3ecb,,0
Fix AltGr issue on Windows (#598),0.3979751,"Fix ""Insert Text"" keyboard shortcut (#1118)  343705e",Fixes #539,0
"Fix group chat ""more people read"" indicator in dark mode (#595)",0.57063425,Fix styling for removed message in dark mode (#1096)  07c39ac,,0
Update to Electron 3,0.83141047,Update to Electron 7 (#1157)  833c42b,,1
Improve Snap publish run script,0.420129,Fix camera access in Snap builds (#813)  d13c792,,0
2.18.0,0.6125277,Reverted v2.35. It unfortunately had some crashes...,,0
Add keyboard shortcut for switching between Messenger and Workchat (#561),0.54752374,Fix conversation switching keyboard shortcuts.,,0
"Make the login ""Keep me signed in"" checkbox checked by default (#564)",0.7848755,"Persist the ""Keep me signed in"" choice (#698)  1a5234b",,1
Whitelist login.microsoftonline.com for Workchat,0.5043539,Allow navigation to alternate messenger domains (#816)  1ee6b4c,Fixes #574,0
Add npm run script for publishing Snap,0.44342482,Fix camera access in Snap builds (#813)  d13c792,,0
2.17.0,0.6112793,Reverted v2.35. It unfortunately had some crashes...,,0
Upgrade Electron,0.81859475,Upgrade to Electron 4  2744a35,,1
Fix selected tab color in emoji picker (#546),0.6680844,Fix the emoji picker (#1023)  9fd2d67,,0
Remove disabled paste confirmation prompt code,0.47556603,"Fix ""Insert Text"" keyboard shortcut (#1118)  343705e",It's not needed anymore as Messenger doesn't send pasted images right away.,0
Link to the snap package,0.5752032,Hopefully fix the Ubuntu Snap version of Caprine  7965b36,,0
Update badge on conversations change (#531),0.5596466,Fix unread badge not always updating (#1360)  ac22f08,,0
Hide mute notifications option from messenger.com preferences (#537),0.58054763,Hide new Messenger app banner by @1nikolas in https://github.com/lefterisgar/caprine/pull/2,,0
