Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
235,Release 3.4.0 (#1343),0.5513427,This release includes several bug fixes,Currently translated at 97.6% (253 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
236,Get app name from CMake variable and keep AppCenter in translation catalog (#511),0.54728454,Ellipsize long app names in App Info views,Currently translated at 100.0% (44 of 44 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
237,Homepage redesign and new app banner implementation. (#133),0.6293961,- Navigate banners on the home page with multitouch gestures,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
238,Escape key now clears search entry,0.5395253,Pressing down in the search field moves the keyboard focus to the search results list,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
239,Delete CODE_OF_CONDUCT.md,0.3940274,* Add conditional compilation for disabling dynamic remote homepage content,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
240,README.md: List libhandy dependency as libhandy-1-dev (#1441),0.39685118,Metainfo Improvements by @danirabbit in link,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
241,Translated using Weblate (Burmese),0.5934669,- Updated translations,Currently translated at 96.5% (250 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
242,AppInfoView: parse_description reduce try/catch scope (#1269),0.48340374,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 96.5% (250 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
243,Fix crash with appstream entries that have no package,0.6765367,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
244,Translated using Weblate (Portuguese),0.6083142,- Updated translations,Currently translated at 95.3% (247 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
245,"Instead of apt, support appstream",0.59257257,No longer prompt for approval to update non-curated apps,Currently translated at 96.9% (251 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
246,Release 3.2.3 (#1243),0.5767237,This release includes several bug fixes,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
247,Translated using Weblate (Čeština),0.62066793,- Updated translations,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
248,Merge trunk to r283,0.35469595,Fix crashes,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
249,Sort search view using search term (#1301),0.6292511,Improve search performance,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
250,StripeDialog: Add translator comment (#2009),0.8800495,StripeDialog: Add translator comment by @davidmhewitt in link,Currently translated at 100.0% (259 of 259 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
251,center appinfo header like body (#119),0.5123507,Fix long origin comboboxes breaking the header layout,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
252,Fix open button appearing on app that cannot be launched,0.75366604,Show an error dialog when opening an app fails,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",1
253,Release 0.1.4,0.6060245,This release includes several bug fixes,Currently translated at 100.0% (44 of 44 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
254,Homepage placeholder (#2030),0.52788126,Ensure Home button is usable during search,Currently translated at 100.0% (44 of 44 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
255,Translated using Weblate (Norwegian Bokmål (nb)),0.6006805,- Updated translations,Currently translated at 100.0% (258 of 258 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
256,AppInfoView: Warn about OS runtime mismatch (#1807),0.6098955,Show an error dialog when opening an app fails,Currently translated at 100.0% (258 of 258 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
257,Translated using Weblate (Irish),0.617576,- Updated translations,Currently translated at 100.0% (44 of 44 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
258,Fix using back button to return to category (#1490),0.631294,Prevent back button from disappearing or requiring multiple clicks,Currently translated at 100.0% (44 of 44 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
259,AbstractAppContainer: Add a badge to OS updates (#1147),0.63303053,Add contextual badges to notifications,Currently translated at 100.0% (258 of 258 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
260,AbstractPackageRowGrid: Move grid and info_grid to subclass (#1320),0.5947566,Categories show as a grid instead of a list,Currently translated at 100.0% (258 of 258 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
261,MainWindow: Don't show Open for extension (#1569),0.48542622,Show an error dialog when opening an app fails,,0
262,RDN command on readme (#473),0.36143017,Warn running in Demo Mode by @meisenzahl in link,,0
263,Some optimizations in Client class,0.41857007,Performance improvements,,0
264,"Application: ""successfully"" is redundant (#1457)",0.40673232,Show an error dialog when opening an app fails,Currently translated at 100.0% (44 of 44 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
265,BACKERS.md: pesasa → Petri Salmela,0.36352307,Update POTFILES by @ryonakano in link,Currently translated at 100.0% (258 of 258 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
266,Translated using Weblate (Chinese (Simplified)),0.5739696,- Updated translations,Currently translated at 95.7% (247 of 258 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
267,New Daemon handling cache update.,0.47252238,"To de-clutter the updates view, extensions are now only shown if they require updates",Currently translated at 100.0% (44 of 44 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
268,Double column spacing in Banner (#163),0.47720587,Wrap links at the bottom pages instead of ellipsize,Currently translated at 96.1% (248 of 258 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
269,Shuffle trending and recently updated (#751),0.5794953,Recently updated apps are shown at the top of category views,Currently translated at 100.0% (258 of 258 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
270,Add vala args for unity support (#793),0.41788894,Gresource: add more category icons by @danirabbit in link,,0
271,AppData: add 4.0.0 release notes (#1938),0.616305,App Info Page Improvements:,,0
272,Fixed update.,0.76353735,This release includes several bug fixes.,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",1
273,small diff is best diff,0.41835743,Allow window to shrink to much narrower sizes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
274,Pretty output Flatpak package origins (#1962),0.82199293,Pretty output Flatpak package origins by @meisenzahl in link,,1
275,Startup and loading optimisations (#1262),0.52102923,Reduce slowdowns when opening certain apps,,0
276,Use new orign name from appstream data (#1125),0.5294701,Ellipsize long app names in App Info views,Currently translated at 95.6% (241 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
277,HotFix for AppCenter failing when untrusted packages are present,0.5643136,"Fix warnings for native packages, OS and Runtime updates by @meisenzahl in link",,0
278,Use threads to prevent UI from blocking on Pk operations (#788),0.47452867,Prevent AppCenter from opening on log in,,0
279,Bump curated whitelist from xenial to bionic (#730),0.40980408,* Category graphics revamped,Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
280,Merge remote-tracking branch 'upstream/master',0.43889636,Support system-wide Flatpak remotes,Currently translated at 82.6% (38 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
281,AppInfoView: Make labels selectable (#746),0.5840893,Ellipsize long app names in App Info views,Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
282,Set amount to 0 on HumbleButton for already installed applications (#560),0.57599163,"Show ""Try for Free"" when setting an app's price to 0",Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
283,Translated using Weblate (Chinese (zh)),0.5523572,- Updated translations,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
284,AppInfoView: absorb ReleaseListBox (#1899),0.56357366,AppCenter 3.1.1 is out!,Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
285,Replace network stack child with info bar (#1065),0.4075007,A status overlay bar is now shown when tasks are in progress,Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
286,Don't reveal recently updated category if there's no apps to show (#270),0.70501196,Recently updated apps are shown at the top of category views,Currently translated at 100.0% (46 of 46 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,1
287,Handle Explicit Content (#810),0.55110043, - Show content warnings on app info pages,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
288,De-duplicate packages from multiple sources (#992),0.47856557,"Fully uninstall Flatpaks, including locales","Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
289,Add support for extensions,0.74584377,Extension improvements,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",1
290,Use get_active_window (),0.5215452,Make loading updates async from main AppCenter window by @meisenzahl in link,,0
291,Fix margin property deprecations (#606),0.46892238,Minor fixes,,0
292,Translated using Weblate (Hebrew),0.6148269,- Updated translations,,0
293,Translated using Weblate (Bosnian),0.5652961,- Updated translations,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
294,AppInfoView: Set banner style to the banner instead of on the screen (#206),0.6671593,- Navigate banners on the home page with multitouch gestures,Currently translated at 100.0% (165 of 165 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
295,Fix lint error and delegate warnings (#1124),0.50721437,"Fix warnings for native packages, OS and Runtime updates by @meisenzahl in link",Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
296,AbstractAppContainer: Reduce variable scope (#1592),0.44861388,Ellipsize long app names in App Info views,,0
297,Backers: anon → Grant Ford,0.24960387,@vjr made their first contribution in link,Currently translated at 100.0% (165 of 165 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
298,Translated using Weblate (Korean),0.57998455,- Updated translations,Currently translated at 100.0% (165 of 165 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
299,Ported to AppStream 0.10,0.670109,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (165 of 165 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
300,Use pixbuf instead FileIcon for screenshots.,0.6591002,Animate screenshot background while loading,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
301,Provide default case for switches (#1858),0.3394075,More reliably set the Dock badge number,Currently translated at 100.0% (165 of 165 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
302,capitalize games,0.49716425,Amusements appear in the Games category,Currently translated at 100.0% (165 of 165 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
303,BackendAggregator: Use Gtk.App inhibit (#1409),0.47561985,* Remove reset paid apps gsettings key,Currently translated at 100.0% (165 of 165 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
304,Hide switcher when only 1 item (#226),0.48568904,* Prevent action buttons from jumping around,Currently translated at 95.2% (240 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
305,Send an urgent notification when updates require a system reboot,0.7227584,Fix for notification not appearing when a restart is required,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",1
306,AppInfoView: Distinguish between fantasy violence (#1685),0.3794402,Amusements appear in the Games category,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
307,First draft of the category work,0.45330143,* Add Math to Science category,,0
308,Wait until all tasks are finished to close the app.,0.52161676,Allow browsing and uninstalling apps while offline,,0
309,Better handle Houston errors (#1288),0.4081078,Minor fixes,,0
310,Core: fix appstream deprecations (#1835),0.61856353,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,,0
311,Constructors of abstract classes should not be public,0.34287947,Properly display proprietary licenses,,0
312,update translation templates,0.7642363,Updated translations,,1
313,Gresource: add more category icons (#1948),0.84695923,Gresource: add more category icons by @danirabbit in link,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
314,"Make share popover its own class, add more networks (#346)",0.425695,- Populate banner on home locally instead of relying on an external API,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
315,Clear installed list box on close (#846),0.45041743,The list of issues closed by this release can be found here.,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
316,"Merge changes from part2, resolve conflicts; remove whitespace",0.48184496,Fix long origin comboboxes breaking the header layout,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
317,Homepage: absorb CategoryFlowBox (#1898),0.5689581,CategoryView: Fix crash by @meisenzahl in link,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
318,Translated using Weblate (ak (generated)),0.61537504,- Updated translations,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
319,Release 3.7.0 (#1626),0.5421058,This release includes several bug fixes,,0
320,Lookup extensions in backend instead of constructing new (#1133),0.51837194,Mention Sideload when search returns no results,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
321,Blacklist apps (#409),0.62097275,Warn about non-curated apps,Currently translated at 96.8% (244 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
322,Delete FUNDING.yml,0.49172938,"Fully uninstall Flatpaks, including locales",Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
323,Don't offer to uninstall OS updates,0.53487945,Fix an issue where some apps couldn't be uninstalled from the Applications Menu,Currently translated at 100.0% (252 of 252 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
324,Update all apps in a row and disabling the 'Update All' button. Pending to fix multiple permissions prompt issue,0.6920786,No longer prompt for approval to update non-curated apps,,0
325,Fix build with vala 0.44+ (#976),0.58107954,This release includes several bug fixes,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
326,Merge translations from Weblate,0.6398262,- Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
327,AppInfoView: Don't set h3 (#1312),0.4979773,CategoryView: Fix crash by @meisenzahl in link,Currently translated at 95.6% (239 of 250 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
328,"Banner, AppInfoView: Use a single accent color, auto text color (#1880)",0.66310513,An app's accent color is now shown behind screenshots,,0
329,Translated using Weblate (German),0.6239178,- Updated translations,,0
330,DRY fetching package by ID (#801),0.5001697,PackageKitBackend: resolve addons in appstream pool by @danirabbit in link,Currently translated at 100.0% (250 of 250 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
331,Translated using Weblate (he (generated)),0.5638242,- Updated translations,Currently translated at 100.0% (250 of 250 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
332,Translated using Weblate (Norwegian Nynorsk),0.5962118,- Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
333,UpgradeFailDialog: avoid crash from null GLib.Error (#1877),0.5176245,Prevent potential crashes when updating,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
334,Add initial ctests (#118),0.41939288,Fix long origin comboboxes breaking the header layout,Currently translated at 100.0% (250 of 250 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
335,Remove some non-necessary debug messages,0.49425563,Prevent ghost update notification when there are no updates available,Currently translated at 100.0% (250 of 250 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
336,Use Updates instead of Installed in stack switcher,0.53179556,"To de-clutter the updates view, extensions are now only shown if they require updates",Currently translated at 100.0% (250 of 250 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
337,Backers: anon → Donald Morris,0.29182255,@vjr made their first contribution in link,Currently translated at 100.0% (250 of 250 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
338,Properly clear pending updates if they're done externally (#1276),0.6006454,Manually check for new updates,,0
339,Translated using Weblate (Mongolian),0.61342037,- Updated translations,,0
340,"Fix warnings for native packages, OS and Runtime updates (#1977)",0.8318852,"Fix warnings for native packages, OS and Runtime updates by @meisenzahl in link","Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",1
341,Clear package details and changes when retrieving updates (#235),0.658757,* Present update availability more accurately,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
342,Only show appstream content.,0.49676073,Get brand colors from the AppStream standard so more apps are supported,Currently translated at 100.0% (249 of 249 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
343,redo extra/ po files from template (#231),0.4572435,Fix long origin comboboxes breaking the header layout,,0
344,Backers: Volodimir Biloshicky → Volodymyr Biloshytskyi,0.31917274,@vjr made their first contribution in link,,0
345,Translated using Weblate (Sinhala),0.66101706,- Updated translations,Currently translated at 100.0% (249 of 249 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
346,Add P2P to Internet category (#759),0.4286495,Use configured network proxy settings for apt operations,Currently translated at 100.0% (249 of 249 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
347,Exclude Flatpak runtimes from package pool (#1359),0.6880672,Use system Flatpak runtimes for locally installed apps,Currently translated at 100.0% (249 of 249 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
348,use edit-search symbolic for no apps found view,0.5908451,Fix some apps incorrectly showing as not installed during search,Currently translated at 93.9% (234 of 249 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
349,Translated using Weblate (Bulgarian),0.59881926,- Updated translations,Currently translated at 100.0% (249 of 249 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
350,Release 7.1.0 (#1978),0.53149986,AppCenter 0.2.7 is out!,Currently translated at 100.0% (249 of 249 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
351,Show warnings when an app may not be localized (#1975),0.7416092,Show warnings when an app may not be localized by @danirabbit in link,Currently translated at 100.0% (249 of 249 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
352,AppInfoView: Remove version from header (#1188),0.5352889,AppListUpdateView: Rewrite with ListStore by @danirabbit in link,,0
353,Check if appcontainer is destroyed before updating (#977),0.6063966,Update application details when changes happen outside of AppCenter,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
354,AppInfoView.vala: connect to correct widget for copy link (#353),0.61060876,AppListUpdateView: Rewrite with ListStore by @danirabbit in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
355,Application: Consistent copy with Sideload (#1458),0.55577815,Ensure the OS updates subheading copy is correct after finishing updates,,0
356,Prevents multiple authentication dialogs on resume from suspend by preventing more than one update_cache timeout at a time.,0.5072729,Fix for notification not appearing when a restart is required,,0
357,Always slide left-right.,0.40334404,Wrap links at the bottom pages instead of ellipsize,,0
358,Don't store 0 price paid app (#1705),0.85558724,Don't store $0 app installs as paid,,1
359,Add additional categories to Video (#761),0.5266824,Gresource: add more category icons by @danirabbit in link,Currently translated at 100.0% (164 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
360,make appcenter behave with notifications,0.71998405,Update application details when changes happen outside of AppCenter,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
361,Fix that the open state is always restored on activation (#305),0.59131575,"System components no longer have an ""Open"" button",,0
362,Add support for apt links,0.5557728,Don't show plugins on the homepage,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
363,Use the same icon for everything related to AppCenter,0.6737845,Swap the main and overlay icons for extensions to more clearly associate extensions with their app,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
364,add appcenter file and install it,0.5806452,appcenter 3.2.0 is out! ,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
365,Rethrow GNOME reboot error (#843),0.48027942,Fix for notification not appearing when a restart is required,,0
366,Banner: Strip whitespace from description (#1206),0.53841245,* Category graphics revamped,,0
367,Translated using Weblate (Macedonian),0.5651687,- Updated translations,Currently translated at 99.3% (163 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
368,Improved code style,0.5969559,Improve styling and contrast of buttons,Currently translated at 90.8% (149 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
369,Update translation template (#562),0.74067277,Updated translations,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
370,UpdateHeaderRow: Remove duplicate public method (#1010),0.5355011,AppListUpdateView: Rewrite with ListStore by @danirabbit in link,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
371,Replace IOError with GLib.Error (#676),0.4129781,This release includes several bug fixes,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
372,Refresh Developer CSS (#902),0.48568302,Improve update badge styling and category styling,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
373,Create Backers.md (#211),0.43908602,Pretty output Flatpak package origins by @meisenzahl in link,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
374,Replace Gtk.Grid with Gtk.Box (#1886),0.42491153,* Remove reset paid apps gsettings key,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
375,Translated using Weblate (Swedish),0.6101254,- Updated translations,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
376,AppInfoView: load description async (#1267),0.6504265,Make loading updates async from main AppCenter window by @meisenzahl in link,,0
377,remove cross-reference to MainWindow and use a signal instead (#848),0.45001528,Fix long origin comboboxes breaking the header layout,Co-authored-by: Ryan Kornheisl ryan@skarva.tech,0
378,Fix Gimp cannot install; fix ridicolous sizes when installing an app,0.51286113,Fix an issue where some apps couldn't be uninstalled from the Applications Menu,Currently translated at 29.2% (48 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
379,Avoid multiple circular references (#1778),0.36424538,More concise and consistent language,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
380,Remove banner rotate timeout on window close (#832),0.5187044,"The ""Update All"" header now sticks to the top of the window when scrolling",Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
381,Manage Screenshots in another thread.,0.6537573,Still fetch screenshots from remotes that don't include proper headers,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
382,Update translation template,0.7711803,Updated translations,Currently translated at 95.1% (234 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
383,Update gettext.yml,0.5065956,Gettext: install git by @danirabbit in link,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
384,App Info View:,0.7807103,App Info Page Improvements:,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
385,Prefer stock icons,0.6155863,Better fallback icons for components,Currently translated at 100.0% (246 of 246 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
386,Homepage: Only scroll carousel when banner is visible (#1836),0.61655396,- Navigate banners on the home page with multitouch gestures,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter (Extra) Translate-URL: link/",0
387,Allow the Daemon to help to speedup the start of the user interface by caching the installed packages.,0.59592843,Reduce slowdowns when opening certain apps,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: AppCenter/AppCenter Translate-URL: link/",0
388,Fix freezes while searching apps,0.755944,Fix some apps incorrectly showing as not installed during search,,1
389,AppInfoView: more specific info for oars chat (#1672),0.49479353,App Info Page Improvements:,,0
390,Add release description paragraphs,0.58044124,Release notes are shown in a dialog,Currently translated at 100.0% (245 of 245 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
391,Homepage: Add recently-updated apps to banner (#1645),0.6825069,- Greatly increased number of recently-updated apps shown on home page,Currently translated at 100.0% (245 of 245 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
392,Use Granite rounded card styles (#1435),0.47821367,"Redesigned ""Fun & Games"" category card",Currently translated at 100.0% (164 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
393,AbstractAppList: inline namespace (#1317),0.41904587,AppListUpdateView: Rewrite with ListStore by @danirabbit in link,Currently translated at 100.0% (245 of 245 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
394,"Visual refinements to Update View, App View and Package Row",0.6852817,Updates View Improvements:,Currently translated at 100.0% (164 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
395,Rename PackageKitJob and PackageKitClient (#969),0.55563706,Pretty output Flatpak package origins by @meisenzahl in link,Currently translated at 100.0% (164 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
396,Fix English mispelling in Developer Mode gsettings key,0.4818371,* Remove reset paid apps gsettings key,Currently translated at 100.0% (245 of 245 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
397,Use label for cancel button and add it to the size group,0.54288554,Improve styling and contrast of buttons,Currently translated at 74.3% (122 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
398,Edit package id so that it is indipendent from the Ubuntu version in use.,0.48457822,"Prevent suspending when installing, updating, or removing packages",Currently translated at 100.0% (245 of 245 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
399,CategoryFlowBox: Move sort function inside the widget (#892),0.5762476,Apps in list views now load in the correct order when scrolling,Currently translated at 100.0% (164 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
400,Don't throw cancelled errors to the user (#1274),0.41997972,Warn running in Demo Mode by @meisenzahl in link,Currently translated at 92.6% (152 of 164 strings) Translation: AppCenter/AppCenter (Extra) Translate-URL: link/,0
401,Remove icons that are required by fdo icon spec (#349),0.5550815,Fix missing illicit substances icon,Currently translated at 100.0% (245 of 245 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
402,Travis: downgrade node.js to 10,0.4445001,FlatpakBackend: Improve XML parsing efficiency by @davidmhewitt in link,Currently translated at 100.0% (245 of 245 strings) Translation: AppCenter/AppCenter Translate-URL: link/,0
403,Scroll banner through 5 newest apps (#208),0.77395797,Recently updated apps are shown at the top of category views,Currently translated at 97.5% (239 of 245 strings) Translation: AppCenter/AppCenter Translate-URL: link/,1
