Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
307,Translated using Weblate (Bengali),0.6277889,Translation updates,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
308,dates,0.2759619,Other updates:,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
309,Update appstream to latest spec,0.5675797,Other updates:,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
310,No Tab Problem Solved,0.5406693,Switch tabs with Alt + 1-9,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
311,set default opacity to 95,0.48058057,Use neutral colors for the dark style scheme,Currently translated at 82.3% (42 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
312,merge latest trunk branch,0.35820937,Full Changelog: link,Currently translated at 34.4% (21 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
313,More code cleanup.,0.5303494,* Fix a wrong foreground process response code,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
314,"Added search entry to the GUI, although it is not appearing.",0.49038738, * Fix erratic search text highlightning behavior,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
315,Initial structure for the Toolbar.,0.6128867, * Add accels to tooltips,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
316,Make search actions conditional to workaround emacs ctrl+g (#309),0.46879876,* Prevent search and style buttons from receiving focus,Currently translated at 96.0% (49 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
317,Fix Project Licensing (#90),0.46798804,This release includes several bug fixes,Currently translated at 96.0% (49 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
318,Fix bug #920012 Source code still says 2011,0.6169623,This release includes several bug fixes,Currently translated at 94.1% (48 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
319,Merge remote-tracking branch 'origin/master',0.42686293,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 94.1% (48 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
320,NEW_WINDOW_ROOT constant removed,0.3985524,Full Changelog: link,Currently translated at 94.1% (48 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
321,"Terminal is focused on start, fixing bug #901479.",0.5539979,Terminal 0.5.1 is out!,Currently translated at 90.1% (46 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
322,AppData: Remove .desktop from app ID,0.41186714,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 90.1% (46 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
323,Silences a GDK fatal error when right-clicking in a new window,0.46704692,Fix an issue with keyboard shortcuts not activating the first time they're pressed,Currently translated at 90.1% (46 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
324,"Paste was broken, fixed",0.5401143,This release includes several bug fixes,Currently translated at 90.1% (46 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
325,Translated using Weblate (Vietnamese),0.5793408,Translation updates,Currently translated at 68.6% (35 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
326,Translated using Weblate (Swedish),0.60251063,Translation updates,Currently translated at 68.6% (35 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
327,Application: Properly Unexport the DBus Interface on Exit (#709),0.8828262,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 68.6% (35 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,1
328,Findbar tweaks (#172),0.52610636, * Fix erratic search text highlightning behavior,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
329,Update cmake translation macros,0.71900356,Translation updates,Currently translated at 98.0% (50 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,1
330,Fixed all +x'd files.,0.40310073,Terminal 0.5.1 is out!,Currently translated at 31.1% (19 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
331,Partial fix to bug #1063970.,0.7130327,This release includes several bug fixes,Currently translated at 68.6% (35 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,1
332,Fixes bug #1303527 by updating the Help URL in the About Dialog.,0.56048554,This release includes several bug fixes,MainWindow: Use the XTerm title if defined apply review suggestions use path basename for tabs,0
333,Fixed bug #1047696.,0.7054757,This release includes several bug fixes,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,1
334,Adjust to the granite api subtle change so as there is no api break,0.45607427, * Add accels to tooltips,Currently translated at 18.0% (11 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
335,fix CMakeLists.txt URL and update to ubuntu 14.04,0.5164022,Update Meson Files by @Marukesu in link,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
336,Version bump to 0.2. Approved by David Gomes.,0.5166435,This release contains translations update and a minor API fix.,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
337,Code improvements and added Akshay Shekher (voldyman) to the AUTHORS and the About Dialog Authors.,0.4496187,* Updated translations,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
338,Center search button.,0.6284153,* Prevent search and style buttons from receiving focus,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
339,"Rewrote PantheonTerminalWindow.vala, lots of changes and fixes, mainly in the code.",0.5113106,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
340,-n option to open a new window instead of a new tab (#447),0.73786306,Add commandline option for New Window (-n),Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,1
341,Added the process completion callback for ZSH; it's not hooked into the shell yet,0.428785,* Fix a wrong foreground process response code,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
342,added version number in about dialog,0.4948455, * Update translations,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
343,Retry to terminate the shell process as long as the process is still alive.,0.5012182,Notifications indicate if a process exited with errors or not,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
344,Fixed bug #902201! Now I can focus on other stuff for 0.1 release.,0.78814703,This release includes several bug fixes,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,1
345,PantheonTerminalWindow.vala: make constructor properties public (#185),0.3862709,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,Currently translated at 16.3% (10 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
346,added new improved RegEx,0.3498503,New features:,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
347,Reduce visibility and remove unused code,0.46676314,* Hide the cursor while typing,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
348,Vapi should work fine now,0.33084685,Performance improvements,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
349,Delete empty Widgets directory,0.3517946,Terminal 0.5.1 is out!,Currently translated at 94.1% (48 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
350,Remove Vala header from CSS file (#171),0.38023764,* Prevent search and style buttons from receiving focus,Currently translated at 94.1% (48 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
351,"New ""About Terminal"" translatable string for quicklist",0.48750705,* New translations,Currently translated at 94.1% (48 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
352,Fix bug #1038125,0.6637136,This release includes several bug fixes,Currently translated at 94.1% (48 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
353,Granite.Services.Settings → GLib.Settings (#415),0.47952896,* Store state with GSettings,Currently translated at 68.6% (35 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
354,Move disabled C warning flag to its own definition,0.48382607, * Support -h flag for help,Currently translated at 68.6% (35 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
355,kill bash and foreground process,0.51935977,* Fix a wrong foreground process response code,Currently translated at 66.6% (34 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
356,started the implementation of the toolbar,0.5915576, * Add accels to tooltips,Currently translated at 66.6% (34 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
357,Update translation template,0.77967215,Translation updates,Currently translated at 66.6% (34 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,1
358,Update gettext.yml,0.4861391,Update Meson Files by @Marukesu in link,Currently translated at 54.9% (28 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
359,Update license headers (#184),0.51257735,This release contains translations update and a minor API fix.,Currently translated at 54.9% (28 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
360,Remove static modifier from constants (#163),0.44729406,* Adapt to type change of Gdk.Key constants to fix build with valac 0.42,,0
361,Revert to not kill the shell,0.3095257,"Change preferred shortcut for ""Reload Tab"" to Shift + Control + R",,0
362,Paste is disabled when there is nothing to paste,0.60810494,Also warn about multi-line pastes,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
363,Bump actions/checkout from 1 to 3 (#713),0.44115043,* Fix a wrong foreground process response code,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
364,fixed compilation warnings,0.58802944,This release includes several bug fixes,Currently translated at 96.7% (59 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
365,Update URLs (#84),0.60553324,Fix URL selection,Currently translated at 96.7% (59 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
366,Code style clean up,0.4565593,Validate custom palette,Currently translated at 93.4% (57 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
367,Test using Houston CI (#273),0.31624672,meson: Specify default test setup by @tintou in link,Currently translated at 93.4% (57 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
368,Update window title on switch page (#586),0.57984847,MainWindow: Update context menu on menu key press by @ryonakano in link,Currently translated at 91.8% (56 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
369,Remove update-desktop-database from CMakeLists.txt; Add x-directory/normal back to .desktop file.,0.41611814,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",Currently translated at 91.8% (56 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
370,"Do not set PROMPT_COMMAND for the original ""sh""; in general it can be a symlink to pretty much anywhere, and on Debian and Ubuntu it points to dash which doesn't support PROMPT_COMMAND",0.36817592,Include sudo password prompt when copying last output,Currently translated at 85.2% (52 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
371,Remove redundant code,0.50114655,* Fix a wrong foreground process response code,Currently translated at 73.7% (45 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
372,"Copy .desktop Categories value from gnome-terminal 3.16.2-1ubuntu3, moving the Terminal shortcut in Slingshot from Accessories category to System Tools category",0.49589086,"Change preferred shortcut for ""Reload Tab"" to Shift + Control + R",Currently translated at 73.7% (45 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
373,Added some debug output.,0.5416344,This release includes several bug fixes,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
374,"Added scrollback lines option to settings, not fully working yet, though.",0.61276627, * Add Alt+↑ action to scroll to last command,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
375,"data: Copy ""Categories"" from gnome-terminal 3.16",0.37126112,Reload tabs in the context menu or with the shortcut Ctrl + Shift + R,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
376,Release 0.3.0,0.59566545,pantheon-terminal 0.4.3 is out!,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
377,"Fixes remember-tabs setting, changes the type of dconf-key to a string-array.",0.5937278,Shift + Control + D to duplicate tabs,Currently translated at 98.3% (60 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
378,Release 5.5.1 (#459),0.5965407,terminal 5.5.1 is out! ,Currently translated at 95.0% (58 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
379,ForegroundProcessDialog: Use add_button instead of deprecated get_action_area (#364),0.51850945,* Fix a wrong foreground process response code,Currently translated at 31.1% (19 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
380,"Added support for ""Duplicate tab"". See bug #1214143",0.6250256,Prevent duplicate tab on startup,Currently translated at 26.2% (16 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
381,Merge in trunk,0.25179535,Rework Application Class by @Marukesu in link,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
382,Fix style issues.,0.5381242,This release includes several bug fixes,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
383,Fixes a follow-last-tab bug introduced by rev 534,0.5069524,* Fix a wrong foreground process response code,Currently translated at 90.1% (46 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
384,Added a setting to enable/disable the terminal's audible bell.,0.41966984,* Pressing the Menu key now opens the context menu,Currently translated at 90.1% (46 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
385,"""Pantheon Terminal"" → ""Terminal""",0.5932325,pantheon-terminal 0.4.2 is out!,Currently translated at 90.1% (46 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
386,Version bump to 0.2,0.51752615,Other updates:,Currently translated at 80.3% (41 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
387,Fix first dummy callback in zsh hook and make it more readable in case it leaks through,0.3652478,* Fix a wrong foreground process response code,Currently translated at 80.3% (41 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
388,"Make the ""Task finished"" notification header translatable.",0.49911273,Translation updates,Currently translated at 72.5% (37 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
389,lower minimum size requested by terminal widgets,0.47603005,Add option to start minimized by @stan-janssen in link,Currently translated at 72.5% (37 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
390,Fix regression when there are no saved tabs caused by r845.,0.46994555,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
391,Add release appdata for recent commit (#451),0.47101635,This release contains translations update and a minor API fix.,Currently translated at 3.2% (2 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
392,-e execute skips active tabs search (#476),0.45951664,Don't remember tabs when History is disabled in System Settings,Currently translated at 14.7% (9 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
393,RDNN the .desktop file (#188),0.31819516,Terminal 0.5.1 is out!,Currently translated at 70.4% (43 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
394,Release 6.0.2 (#659),0.5713315,This release includes several bug fixes,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
395,Move schema to org.pantheon.terminal,0.46932268,pantheon-terminal 0.4.2 is out!,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
396,Fixed code style,0.4869349,Validate custom palette,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
397,set default of follow-last-tab to false 1457722,0.5180989,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
398,fixed bug #922966,0.69011664,This release includes several bug fixes,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
399,Add text to paste in details pane for UnsafePasteDialog. (#563),0.77022606,Show text details in unsafe paste dialogs,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,1
400,Fix zsh process completion notification integration (#305),0.54757404,Notifications indicate if a process exited with errors or not,Currently translated at 86.8% (53 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
401,Changed .desktop name to it's app id,0.3936279,* Fixed mistranslated and broken icon names,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
402,changed the default dimensions to golden ratio (640x400),0.43808728,Properly restore zoom levels for all locales,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
403,Fixed bug #1194854 and small refactor on how Terminal adds tabs.,0.55476207,Add commandline option for New Tab (-t),Currently translated at 95.0% (58 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
404,Only enable restoring in DN if save-exited-tabs is true,0.53964454,Shift + Control + D to duplicate tabs,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
405,Translated using Weblate (Georgian),0.61153865,Translation updates,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
406,Removed unecessary writes to the dconf-db and fixed that the terminal forgets its setting on a shutdown for now.,0.48703218,Terminal 0.5.1 is out!,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
407,Zoom with Ctrl+Equal (#369),0.8256649,Zoom with Ctrl + Scroll,Currently translated at 80.3% (41 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,1
408,"Changed Constant from ""New Root Window"" to ""New Root Tab""",0.5979128,Switch tabs with the shortcuts Ctrl + Tab and Ctrl + Shift + Tab,Currently translated at 80.3% (41 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
409,Catch Uri.unescape_string returning null (#575),0.40521732,Fix URL selection,Currently translated at 80.3% (41 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
410,Translated using Weblate (简体中文(Chinese Simplified)),0.56548667,Translation updates,Currently translated at 81.9% (50 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
411,Update app years,0.5533103,Other updates:,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
412,empty lines removed,0.41156662,Also warn about multi-line pastes,Currently translated at 96.7% (59 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
413,Minor cleanup of PantheonTerminalWindow.vala,0.53555846,Slightly pad text from the edge of the window,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
414,Fetch the main_actions from the parent window,0.4755072,Open Link option when secondary clicking,Currently translated at 32.7% (20 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
415,Remove unused make dist (#174),0.38096553,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 100.0% (61 of 61 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
416,Transparency now works.,0.3840599,Performance improvements,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
417,Droping a file puts it location in the prompt,0.346075,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
418,Added open in files option to context menu (#101),0.6901767,* Pressing the Menu key now opens the context menu,,0
419,Translated using Weblate (Norština (Bokmål)),0.57624614,Translation updates,Release 6.0.0 Update meson.build Update screenshots Co-authored-by: Cassidy James Blaede c@ssidyjam.es,0
420,Release 0.4.0.3,0.64242125,pantheon-terminal 0.4.1 is out!,,0
421,Fixed bug #923915.,0.70199037,This release includes several bug fixes,Co-authored-by: Daniel Foré daniel@elementary.io,1
422,Added a title to the Preferences Dialog.,0.48021403,Add commandline option for New Tab (-t),Co-authored-by: Daniel Foré daniel@elementary.io,0
423,"Fixed list-add, which is bug #807617.",0.62649834,This release includes several bug fixes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
424,Fix closing tabs by shortcut,0.7327087,Switch tabs with the shortcuts Ctrl + Tab and Ctrl + Shift + Tab,Currently translated at 19.6% (10 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,1
425,fixed bug #917819,0.6958231,This release includes several bug fixes,Currently translated at 11.3% (6 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
426,More tabs,0.6282942,Switch tabs with Alt + 1-9,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
427,Tabs saved on exit,0.59696895,Don't remember tabs when History is disabled in System Settings,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
428,vapi fix ?,0.39236736,This release includes several bug fixes,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
429,Restore tab order (#190),0.5787962,Shift + Control + D to duplicate tabs,Currently translated at 96.0% (49 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
430,Revert geometry hints to toplevel window,0.5277256,Slightly pad text from the edge of the window,Currently translated at 100.0% (53 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
431,Fixed bug #1155080 by regrabbing focus after moving a tab.,0.657905,"Change ""Reload Tab"" shortcut to Shift + F5 to avoid clash with some foreground processes ",Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
432,Updates the date to 2015,0.6135029,Other updates:,Currently translated at 88.2% (45 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
433,Update io.elementary.terminal.appdata.xml.in (#705),0.48686013,This release contains translations update and a minor API fix.,Currently translated at 28.3% (15 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
434,"Fixed typo in Accelerators, causing Shift+A to be interpreted as Select All, Also fixed Missing Bracket on Paste. (#257)",0.44663152, * Fix erratic search text highlightning behavior,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
435,Change name value in Open Terminal Here desktop file to Terminal,0.50290656,Add commandline option for New Window (-n),Currently translated at 98.0% (50 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
436,Release 0.4.0.1,0.6329178,pantheon-terminal 0.4.1 is out!,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
437,Fixed About Box.,0.4930212,This release includes several bug fixes,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
438,Fixed exec_name,0.333342,* Fixed mistranslated and broken icon names,,0
439,Removed whitespaces,0.44268727,Slightly pad text from the edge of the window,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
440,Reverted a few commits.,0.3524593,* Updated translations,Currently translated at 98.0% (50 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
441,Let the new terminal grab the focus after the old one is closed,0.53532326,* Return focus after popover menu closes,Change locale code mo to ro_MD (Closes: elementary/terminal#598) Updates LINGUAS file,0
442,Settings now applied on the fly.,0.43014586,Turn Natural Copy/Paste on or off in the Settings menu,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
443,Add compile condition to workaround Ubuntu 18.04 patched vte 2.91 API situation,0.5430146,This release contains translations update and a minor API fix.,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
444,Shell handling cleanup:,0.331438,Performance improvements,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
445,droping file on the terminal produces correct path,0.44782776,Terminal 0.5.1 is out!,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
446,Release 0.2.1. Approved by David Gomes.,0.48024252,This release contains translations update and a minor API fix.,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
447,Split the TerminalWithNotification object from the main file,0.41961092,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal (Extra) Translate-URL: link/",0
448,"Apply geometry hints to tabs, not toplevel window (lp:1583565)",0.59006286,Slightly pad text from the edge of the window,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Terminal/Terminal Translate-URL: link/",0
449,Copy last output action (#262),0.76981175, * Add Alt+c action to copy last output,,1
450,Moved keyboard event handling from SearchToolbar to PantheonTerminalWindow due some errors.,0.63768244,MainWindow: Update context menu on menu key press by @ryonakano in link,"Adds setting block-multiline-paste-alert (default: true) which opens a dialog if the user attempts to paste multiline content into the terminal, since newline characters could lead to an unintentionally command execution and harm the system. Fixed typo. Update src/Dialogs/BlockMultilinePasteDialog.vala Co-authored-by: Cassidy James Blaede cassidy@elementary.io Lint: Fix whitespace Combine multiline pastes with unsafe pastes Refactor to DRY; improve copy MainWindow: blank line after if clause MainWindow: More descriptive variable names UnsafePasteDialog: combine secondary_text strings Co-authored-by: Daniel Foré daniel@elementary.io Co-authored-by: etkaar etkaar@akayo.eu Co-authored-by: Edgar 40885610+etkaar@users.noreply.github.com Co-authored-by: Jeremy Wootten jeremy@elementaryos.org Co-authored-by: Daniel Foré daniel@elementary.io",0
451,"Open new tabs when idle, spawn shell when idle; avoids garbled startup text (lp:1432481)",0.7042083,Prevent duplicate tab on startup,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,1
452,"Ellipsing (sort of) tab label, not working as it should yet.",0.572369,Slightly pad text from the edge of the window,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
453,Change Open in Files to Show in File Browser (#110),0.4665826,Open Link option when secondary clicking,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
454,Minor fixes to the INSTALL file,0.5703812,This release includes several bug fixes,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
455,Fixed 0 tabs bug.,0.6089532,Switch tabs with Alt + 1-9,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
456,Remove present () calls from new windows (#286),0.45805988,Add commandline option for New Window (-n),Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
457,Add search next and previous to actions (#255),0.59153765, * Add Alt+↑ action to scroll to last command,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
458,Fix default foreground color (#472),0.674683,Use neutral colors for the dark style scheme,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
459,Rewrite ForegroundProcessDialog (#135),0.5836376,* Fix a wrong foreground process response code,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
460,RDNN dbus names (#138),0.31569806,Application: Properly Unexport the DBus Interface on Exit by @Marukesu in link,Currently translated at 79.2% (42 of 53 strings) Translation: Terminal/Terminal (Extra) Translate-URL: link/,0
461,Save and restore last tab closed (#604),0.6493578,Don't remember tabs when History is disabled in System Settings,Currently translated at 100.0% (51 of 51 strings) Translation: Terminal/Terminal Translate-URL: link/,0
