Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
chore(package): update @types/bunyan-format to version 0.2.2,0.7566161,update bunyan-format and remove earlier type assertion patch (61c05ea),,1
fix: assert stream type,0.8725449,assert stream type (d35e3b7),,1
chore(package): update @types/bunyan-format to version 0.2.1,0.7571425,update bunyan-format and remove earlier type assertion patch (61c05ea),,1
docs: proper nock setup (#1067),0.42079353,"  nock(""link"")","Nock should be setup properly so that net connect ONLY gets disabled before each test and then gets enabled and reset again AFTER each test. This is recommended by them here: link I bring this up because this really bit me as I used this example in the Probot docs for my Probot tests and when I was testing my express code in a complete separate test, when running npm test it would fail. But running the test by itself wouldn't. This was because nock.disableNetConnect() was bleeding onto other tests because it wasn't encapsulated properly.",0
Fix: bump cache-manager version to allow Probot compilation by @zeit/ncc,0.58258486,"remove update-notifier (#1706) (05297fb), closes /github.com/probot/probot/issues/1102#issuecomment-570598406",,0
fix: adapt for @octokit/plugin-enterprise-compatibility@^1.2.1,0.8572325,adapt for @octokit/plugin-enterprise-compatibility@^1.2.1 (af2be40),,1
build(package): downgrade semantic-relaese to stable version,0.5991578,package: attempt to fix version replacements using semantic-release-plugin-update-version-in-files (7f90d96),,0
build(package): @octokit/plugin-enterprise-compatibility@^1.2.1,0.7792072,adapt for @octokit/plugin-enterprise-compatibility@^1.2.1 (af2be40),,1
chore(package): update tslint-config-standard to version 9.0.0,0.5115458,update ts-jest to version 23.1.4 (#662) @bkeepers,,0
fix: Use return value of this instead of a class (#1060),0.9000846,Use return value of this instead of a class (#1060) (9cf0f98),Updates return type for changes made in @types/express-serve-static-core by link,1
fix(package): update commander to version 4.0.0,0.9168305,package: update commander to version 4.0.0 (15e28d5),,1
:art: Refactor GitHub test,0.47338587,Bring testing docs in line with probot/template (#627) @wilhelmklopp,,0
fix: Correctly retry requests after hitting rate or abuse limits,0.93775886,Correctly retry requests after hitting rate or abuse limits (b9bb412),,1
Add tests for default retry and throttle options,0.47561112,new throttling & automated retries (6f06f82),,0
fix(typescript): add done callback to Paginate interface,0.97009385,typescript: add done callback to Paginate interface (3053278),,1
chore(package): update @types/dotenv to version 8.2.0,0.79122406,package: update dotenv to version 8.0.0 (c335748),,1
feat: throw errors during startup if NODE_ENV is production and the application is not in a usable state (#1046),0.92940736,throw errors during startup if NODE_ENV is production and the application is not in a usable state (#1046) (ca3d2f8),,1
chore(package): Update dotenv to the latest version 🚀 (#1040),0.8287463,package: update dotenv to version 8.0.0 (c335748),fix(package): update dotenv to version 8.2.0 chore(package): update lockfile package-lock.json,1
docs: remove GitHub Actions deployment documentation (#1038),0.49795038,Support GitHub Enterprise Server in GitHub App Manifest flow implementation (#902) (66a3b14),,0
fix: update insecure dependencies,0.7442936,update insecure dependencies (ed1cdf7),,1
fix: read environment variables before initiating logging (#1036),0.8495568,read environment variables before initiating logging (#1036) (c5f7a32),,1
fix(package): update deepmerge to version 4.1.0,0.95469105,package: update deepmerge to version 4.1.0 (422f7da),,1
refactor: use Typescripts ReturnType<> instead of mocking all required properties,0.6615913,"Rewriting some tests in TypeScript (#614, #625, #629, #656, #660) @kentaro-m, @yawningphantom, @karol-majewski",ping @JasonEtco - like that better?,0
build: lock file,0.36329183,Build System,,0
feat: @octokit/rest v16.29.0. Besides new methods also plenty of new Typescript definitions,0.9664029,@octokit/rest v16.29.0. Besides new methods also plenty of new Typescript definitions (61be0fd),,1
"fix(config): handle cases when .github/.yml is not a file, but a directory, symlink or submodule",0.9669852,"config: handle cases when .github/.yml is not a file, but a directory, symlink or submodule (31c3602)",,1
test: upcoming @octokit/rest version has plenty of new Typescript definitions,0.8031982,@octokit/rest v16.29.0. Besides new methods also plenty of new Typescript definitions (61be0fd),This change will make it happy.,1
style(docs): standard,0.39137715,"A lot of documentation improvements, including docs on Environment Configuration",,0
feat: add LOG_LEVEL_IN_STRING to set bunyan-format levelInString option (#1015),0.9743291,add LOG_LEVEL_IN_STRING to set bunyan-format levelInString option (#1015) (bf354ff),,1
chore(package): update @types/nock to version 11.1.0,0.44478494,package: update @octokit/webhooks to version 6.0.0 (172a0b3),,0
chore(package): update @types/cache-manager to version 2.10.0,0.6150341,package: update cache-manager to version 3.0.0 (fbf6031),,0
build(deps): bump lodash from 4.17.11 to 4.17.15,0.46769255,update hbs dependency to ^4.0.4 (#973) (de79aab),Bumps lodash from 4.17.11 to 4.17.15. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
build(deps): bump handlebars from 4.0.13 to 4.0.14,0.51112604,update hbs dependency to ^4.0.4 (#973) (de79aab),Bumps handlebars from 4.0.13 to 4.0.14. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
fix: update @octokit/graphql to v4 (#1006),0.9171432,update @octokit/graphql to v4 (#1006) (27cecb0),,1
chore(package): update nock to version 11.3.2,0.46254233,package: update @octokit/webhooks to version 6.0.0 (172a0b3),Closes #1004,0
fix(package): update is-base64 to version 1.0.0,0.9550316,package: update is-base64 to version 1.1.0 (#1148) (787932b),,1
build(deps): bump mixin-deep from 1.3.1 to 1.3.2,0.48058945,deps: bump eventsource from 1.1.0 to 2.0.2 (7fd06d6),Bumps mixin-deep from 1.3.1 to 1.3.2. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
build(deps): bump eslint-utils from 1.3.1 to 1.4.2,0.47448227,deps: bump eventsource from 1.1.0 to 2.0.2 (7fd06d6),Bumps eslint-utils from 1.3.1 to 1.4.2. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
chore(package): update standard to version 14.0.2,0.5139246,update hbs dependency to ^4.0.4 (#973) (de79aab),Closes #990,0
fix(package): update dotenv to version 8.1.0,0.9387635,package: update dotenv to version 8.0.0 (c335748),,1
fix(package): update commander to version 3.0.0,0.9151026,package: update commander to version 3.0.0 (1867b39),,1
feat: Implement probot-config on context.config (#619),0.9490639,Implement probot-config on context.config (#619) (3f0491f),"Implements the functionality of link in context.config. This adds the ability to have config fallback to a .github project in the target repository's organization, or for repository configs to specify a particular repository to merge config from.",1
fix: update hbs dependency to ^4.0.4 (#973),0.8697876,update hbs dependency to ^4.0.4 (#973) (de79aab),,1
docs(development): improve wording (#968),0.53279907,"A lot of documentation improvements, including docs on Environment Configuration",,0
fix(package): update @octokit/app to version 4.0.0,0.9377902,package: update @octokit/app to version 4.0.0 (e59aba5),,1
fix(package): update @octokit/graphql to version 3.0.1,0.96705604,package: update @octokit/graphql to version 3.0.0 (9d1878d),,1
fix(package): update @octokit/graphql to version 3.0.0,0.968186,package: update @octokit/graphql to version 3.0.0 (9d1878d),,1
chore(package): update standard to version 13.0.1,0.51172,package: update pkg-conf to version 3.0.0 (faefc44),,0
fix(package): update @octokit/graphql to version 2.1.3,0.9649912,package: update @octokit/graphql to version 2.0.2 (e584124),,1
docs(testing): update for Probot 9.x (#952),0.7748616,"For a smooth upgrade, make sure to update to the latest Probot v10 version first, run your tests, and address all deprecation messages. Nearly all removed APIs have previously been deprecated.",The previous testing example does not compile with Probot 9.x.,1
chore(package): update eslint to version 6.0.0,0.5070566,package: update @octokit/webhooks to version 6.0.0 (172a0b3),,0
fix(package): bump @octokit/app dependency (#944),0.96340936,package: bump @octokit/app dependency (#944) (05af801),,1
fix(package): update supports-color to version 7.0.0,0.8959253,package: update supports-color to version 7.0.0 (fc282f3),,1
fix(typescript): use typescript @deprecated tag for context.github.query (#938),0.957557,typescript: use typescript @deprecated tag for context.github.query (#938) (ade14ae),This improves the discovery of the deprecated method as IDEs and linters will mark the method as deprecated if you use the correct tag.,1
refactor: adapt for @octokit/app v3,0.72065055,update to @octokit/rest to v17,,1
fix(package): update @octokit/app to version 3.0.0,0.9497069,package: update @octokit/app to version 3.0.0 (232ce07),,1
fix(package): update @octokit/graphql to version 2.1.2,0.96847665,package: update @octokit/graphql to version 2.0.2 (e584124),,1
chore(package): update @types/node to version 12.0.0,0.5413728,require Node 10.21+,,0
fix(package): update dotenv to version 8.0.0,0.946831,package: update dotenv to version 8.0.0 (c335748),,1
fix(typescript): log.child options (#924),0.949889,typescript: log.child options (#924) (6f75599),,1
chore(package): update @types/nock to version 10.0.0,0.45903718,package: update @octokit/webhooks to version 6.0.0 (172a0b3),,0
fix: remove deprecation message on /probot/stats endpoint,0.9475614,remove deprecation message on /probot/stats endpoint (93d6899),,1
build(package): bump @octokit/rest minimal version number,0.7012756,package: bump @octokit/app dependency (#944) (05af801),,1
test: make describe() function sync,0.4534964,Tests updates,,0
fix: Support GitHub Enterprise Server in GitHub App Manifest flow implementation (#902),0.9276496,Support GitHub Enterprise Server in GitHub App Manifest flow implementation (#902) (66a3b14),,1
fix: update js-yaml (#916),0.805616,update js-yaml (#916) (e831d3e),See npmjs.com/advisories/813,1
fix: check if err.message exists (#914),0.9003984,check if err.message exists (#914) (9cc6131),In errMessage the err.message may be undefined. We need to do a null check here.,1
chore: Create issue_label_bot.yaml (#913),0.49564123,"octokit.issues.addLabels sends labels parameter with ""labels"" namespace instead of sending the array in the request body root. This is not supported by GitHub Enterprise 2.15 or older. You have several options.",,0
link to list in @octokit/webhooks.js,0.591985,update to @octokit/webhooks v7 (#1276) (79ade73),,0
fix(package): bump @octokit/app (#910),0.927531,package: bump @octokit/app dependency (#944) (05af801),,1
fix: propagate errors to @octokit/webhooks (#907),0.9011599,propagate errors to @octokit/webhooks (#907) (de871e1),"Probot ""eats"" errors from application code. These are logged, but not propagated to @octokit/webhooks and not reported to Github. @octokit/webhooks responds with 200 OK instead. With this change the error is propagated to @octokit/webhooks and it correctly respond with error code 500.",1
docs(development): quotes (#908),0.5867023,quotation marks in setup description (#1175) (2fdb253),"use single quotes as double-quite causes error during ""npm install""",0
fix(package): update @octokit/graphql to version 2.1.1,0.9680737,package: update @octokit/graphql to version 2.0.2 (e584124),Closes #903,1
fix(package): update @octokit/webhooks to version 6.0.0,0.97566473,package: update @octokit/webhooks to version 6.0.0 (172a0b3),,1
feat: Update @octokit/rest to 16.22.0 (#901),0.9258908,Update @octokit/rest to 16.23.2 (#901) (23e8eab),,1
chore(package): update @types/semver to version 6.0.0,0.6671491,"package: update semver to version 6.0.0 (fd63724), closes #897",,0
chore(package): update @types/dotenv to version 6.1.1,0.72083783,package: update dotenv to version 7.0.0 (28ead7e),,1
fix(package): update semver to version 6.0.0,0.88906693,"package: update semver to version 6.0.0 (fd63724), closes #897",Closes #897,1
feat(typescript): export type OnCallback (#896),0.9577314,typescript: export type OnCallback (#896) (036ee3b),,1
fix(package): update @octokit/graphql to version 2.0.2,0.97094333,package: update @octokit/graphql to version 2.0.2 (e584124),,1
chore(package): update supertest to version 4.0.2,0.50299233,Tests updates,Closes #887,0
fix(package): update dotenv to version 7.0.0,0.93973017,package: update dotenv to version 7.0.0 (28ead7e),,1
test: Convert manifest creation test to TS (#884),0.5468025,chore(tests): convert serializers test to TypeScript (#695) @macklinu,,0
build(package): update typescript to 2.9 (#886),0.7162794,"typescript: TypeScript issues TS2305,TS2707,TS7006 (41ee70c), closes #1387",,1
docs(README): remove npm @next badge,0.44309384,package: npm audit (e2a87f8),,0
test: Use the default Jest preset,0.5768112,update ts-jest to version 23.1.4 (#662) @bkeepers,"With this setting, ts-jest will take care of .ts and .tsx files only, leaving JavaScript files as-is. This means we don't have to tell ts-jest to skipBabel anymore. See link",0
test: Remove redundant settings,0.40793592,"Rewriting some tests: #676 @gupsho, #664 @AditShah",These are redundant anyway. See link,0
chore(dependencies): Update vulnerable packages,0.68631697,Update versions for a few dependencies:,,0
fix: error.code => error.status (#871),0.85082805,error.code => error.status (#871) (596a42d),,1
fix: make smee-client requirement optional again (#868),0.9427439,make smee-client requirement optional again (#868) (99784f3),,1
docs(README): npm beta badge -> next badge,0.5037156,Add pull reminders badge to README (#814) @abinoda,,0
fix(package): update pkg-conf to version 3.0.0,0.8710449,package: update pkg-conf to version 3.0.0 (b77e06c),,1
test: convert webhook proxy test to TS (#851),0.5510079,Update simulating-webhooks.md (#796) @mayank23 ,,0
test: convert final test to TypeScript (#850),0.8143581,"Rewriting some tests in TypeScript (#614, #625, #629, #656, #660) @kentaro-m, @yawningphantom, @karol-majewski",,1
build(package): Update Jest to v24 (#863),0.78891885,update ts-jest to version 23.1.4 (#662) @bkeepers,,1
feat: Add overloads for all Webhook events (#858),0.9228005,Add overloads for all Webhook events (#858) (19fb9d2),,1
fix: remove unnecessary escaping in private key error message  (#862),0.9573906,remove unnecessary escaping in private key error message  (#862) (9dd9a15),,1
feat: standalone run command (#751),0.82267237,standalone run command (#751) (067966f),,1
chore(package): update ts-jest to version 24.0.0,0.81725544,update ts-jest to version 23.1.4 (#662) @bkeepers,,1
feat: options.Octokit to pass custom Octokit version (#840),0.940222,options.Octokit to pass custom Octokit version (#840) (bae8285),,1
chore(tests): Convert setup script to TS (#849),0.58331335,chore(tests): convert serializers test to TypeScript (#695) @macklinu,,0
chore(package): update @types/node to version 11.9.0,0.55009604,require Node 10.21+,,0
fix(typescript): @octokit/webhooks import (#854),0.9464315,typescript: @octokit/webhooks import (#854) (8f949e2),"The import of Webhooks from the @octokit/webhooks was incorrect, it is not a named export (see link) but rather a default export",1
test: Convert fixtures to TS (#848),0.5506903,chore(tests): convert serializers test to TypeScript (#695) @macklinu,,0
feat: add constructor option for redis config (#846),0.89802456,"add constructor option for redis config (#846) (1c71952), closes #845",add constructor option for redis config close #845,1
fix: pass baseUrl option to @octokit/app (#839),0.89375645,pass baseUrl option to @octokit/app (#839) (eab6851),,1
test: remove deprecations,0.5989695,remove redundant string in deprecation warning (#1336) (e0760b0),,0
fix: remove handling deprecated .event property,0.9342066,remove handling deprecated .event property (1f76ec6),BREAKING CHANGE: Deprecated event.event property is no longer handled. Use event.name instead,1
fix: remove deprecated catchErrors constructor option,0.94386315,remove deprecated catchErrors constructor option (4a740ce),BREAKING CHANGE: Deprecated new Probot({catchErrors}) has been removed,1
"fix: remove deprecated ""simulate"" command",0.92879564,"remove deprecated ""simulate"" command (57587b8)","BREAKING CHANGE: probot simulate hase been removed, use probot receive instead",1
fix: create only a single redis connection when REDIS_URL is set,0.94141984,create only a single redis connection when REDIS_URL is set (6638331),,1
test: create single redis connection in probot constructor,0.7653266,REDIS_URL is ignored when using Probot constructor. Use new Probot({ redisConfig: redis://... }) instead,,1
style: standard,0.2948389,👌 Add a favicon to the link default page. It's the little things. (#483),,0
refactor: use webhooks type definitions from @octokit/webhooks,0.7377993,update to @octokit/webhooks v7 (#1276) (79ade73),,1
build(package): update @octokit/webhooks and @octokit/rest,0.7688165,update to @octokit/webhooks to v7,,1
feat: Cluster support for request throttling,0.8895672,Cluster support for request throttling (37938d2),,1
test: throttle using Redis-backed Bottleneck for cluster support,0.6828124,Cluster support for request throttling (37938d2),,0
test: request error logs,0.59462684,"server: log error requests as [METHOD] /[PATH] [STATUS] - [NUM]ms, e.g POST / 500 - 123ms (a055ee8)",,0
docs(configuration): REDIS_URL,0.71011555,create only a single redis connection when REDIS_URL is set (6638331),,1
"build(package): bottleneck, ioredis",0.44293842,update ioredis to non-vulnerable version (#1589) (f02c549),,0
docs(testing): typo in code example (#834),0.47250423,"Tests/Typescript improvements: #696 @macklinu, #704 @macklinu, #718 @TimonVS, #710 @bobvanderlinden",,0
"refactor: use ""auth"" constructor option instead of octokit.authenticate()",0.7179363,Use octokit.request() directly:,,1
build(package): @octokit/rest v16.13.0,0.80580795,Updated @octokit/rest to version 15.2.0,,1
refactor: remove obsolete debug option for Octokit,0.6512736,options.Octokit to pass custom Octokit version (#840) (bae8285),This has been removed in v13: link,0
"test: adapt tests for @octokit/app. We no longer need to test caching of installation tokens, this is implemented within `@octokit/app",0.7033099,Update octokit/rest and tests to use /app/installations (#681) @hiimbex,,1
refactor: replace github-app.ts with @github/app,0.56416976,"Fix link to ""Create the GitHub App"" (#786) @chadfawcett",,0
build(package): @octokit/app,0.7746485,package: update @octokit/app to version 3.0.0 (232ce07),,1
docs(CONTRIBUTING): 🏗 Probot v8 beta,0.7274432,Make probot receive support complex Probot apps (#1714) (eff5553),,1
docs(README): npm beta badge,0.4885783,trigger release to publish latest version to npm (c5c8158),,0
build(packag): lock file,0.3426802,package: debugging version replacements as part of automated release process ... so sorry for the noise UGH (7753758),,0
refactor: cache entire Octokit instances instead of just the auth token,0.72809976,use a single Octokit instance with JWT auth,,1
"build(package): @octokit/plugin-retry@^2.11, @octokit/plugin-throttling@^2.21",0.7833676,package: update @octokit/plugin-throttling to version 3.0.0 (de0aa01),,1
test: disable throttling for github tests,0.62082785,"Probot no longer accepts options.throttlingOptions. In order to disable throttling for testing, set options.Octokit to ProbotOctokitCore. ProbotOctokitCore is the Octokit Constructor used internally by Probot, minus the retry & throttling plugins.",,0
build(package): lock-file,0.39344752,package: debugging version replacements as part of automated release process ... so sorry for the noise UGH (7753758),,0
build(package): update versions for octokit throttle/retry plugins,0.7404624,package: update @octokit/plugin-throttling to version 3.0.0 (de0aa01),,1
build: lock file -> https URLs,0.36877626,"config: handle cases when .github/.yml is not a file, but a directory, symlink or submodule (31c3602)",,0
fix: make .issues.addLabels() compatible with current GHE versions,0.9122038,make .issues.addLabels() compatible with current GHE versions (d41c422),,1
feat: new throttling & automated retries,0.83925945,new throttling & automated retries (6f06f82),,1
docs(pagination): lookie lookie async iterators 👀,0.7218913,.paginate.iterator(options) allows for async iteration.,,1
docs(github-api): github.graphql is the new github.query and then some,0.8114514,context.github.query() is now context.github.graphql(),,1
"feat: new github.paginate API, github.paginate.iterator()",0.9746293,"new github.paginate API, github.paginate.iterator() (e0868f1)",,1
feat: moar Typescript foo,0.8630084,moar Typescript foo (fa9a228),,1
refactor: use @octokit/graphql,0.77740973,update @octokit/graphql to v4 (#1006) (27cecb0),,1
refactor: use the new github.paginate syntax,0.81378955,"new github.paginate API, github.paginate.iterator() (e0868f1)",,1
"refactor: github.request(route, options) is so pretty",0.54754496,"context.github.query(query, variables, headers) is now context.github.graphql(query, options). options.headers is passed as headers. Other options are passed as variables, with the exception of method, baseUrl, url, headers, request, and query.",,0
fix(logging): error.status is the new error.code. The old error.status is no more,0.92367077,logging: error.status is the new error.code. The old error.status is no more (2918249),,1
refactor: Typescript does not like .bind() too much,0.5748315,typescript: export type OnCallback (#896) (036ee3b),,0
test(pagination): test deprecations,0.5144261,"new github.paginate API, github.paginate.iterator() (e0868f1)",,0
test: fix mocked responses for pagination requests,0.4934583,"If you mocked http requests for configuration files, you will have to adapt them. Instead of returning a JSON response with a { content } object, where content is a base64 encoded version of your raw configuration, you can now return the content without encoding directly. Example","Responses are always arrays, never single objects",0
"test(graphql): add tests for deprecations, refactor for new .graphql implementation (no breaking changes)",0.5355582,update @octokit/graphql to v4 (#1006) (27cecb0),,0
refactor: spy on github.repos.getContents function without removing function properties,0.46184593,    context.github.issues.getAll(context.repo()),,0
"test: suppress logs from console.warn, use spy to make sure it was called",0.47728372,"deprecate probot.log(), app.log(), and context.log() in favor of .log.info() (#1303) (3f2d5fd)",,0
build(package): lock file update,0.39591837,trigger release to publish latest version to npm (c5c8158),,0
"build(package): @octokit/rest v16, @octokit/graphql, octokit-pagination-methods",0.9477933,"package: @octokit/rest v16, @octokit/graphql, octokit-pagination-methods (a8f39d0)",BREAKING CHANGE: fill in from link,1
docs(README): fixes wording (#880),0.5830293,"Some docs updates #669 @bkeepers, #671 @augustogoulart ",,0
build(package): update semantic-release,0.6486039,package: attempt to fix version replacements using semantic-release-plugin-update-version-in-files (7f90d96),,0
fix: Update dependencies (#870),0.8174789,Update dependencies (#870) (a135244),,1
update spelling,0.47709793,Spelling (#800) @jsoref,Updating this change from #852 in the master branch so we can publish to the site.,0
docs(CONTRIBUTING): Merging the Pull Request & releasing a new version,0.45382798,    context.github.issues.getAll.endpoint.merge(context.repo()),,0
ci(travis): semantic-release setup,0.5961348,Add publish-docs stage to Travis build (#1100) (f90057e),,0
build(package): semantic-release setup,0.48829508,trigger release to publish latest version to npm (c5c8158),,0
doc: update GitHub actions workflow reference (#823),0.5174307,Support GitHub Enterprise Server in GitHub App Manifest flow implementation (#902) (66a3b14),,0
docs(README): fix link to travis,0.5961171,Add publish-docs stage to Travis build (#1100) (f90057e),,0
7.5.0,0.80183566,7.5.3 (2019-04-12),,1
fix: pass utf8 as 2nd argument when reading private key from file using fs.readFileSync,0.53503907,remove unnecessary escaping in private key error message  (#862) (9dd9a15),,0
test: pass utf8 as 2nd argument when reading private key from file using fs.readFileSync,0.41955566,remove unnecessary escaping in private key error message  (#862) (9dd9a15),,0
fix: GitHubAPI.paginate callback signature in stats,0.7373718,Typescript: Fixed GitHubAPI.paginate callback signature (#775) @Eddman,follow up for link,1
fix(typescript): Webhooks class constructor definition (#798),0.9792988,Typescript: Fix Webhooks class constructor (#798) @wolfy1339 ,,1
fix(typescript): webhook callback definitions (#793),0.8651005,Typescript: Fix Webhooks class constructor (#798) @wolfy1339 ,,1
Add pull reminders badge to README (#814),0.97173166,Add pull reminders badge to README (#814) @abinoda,docs: add pull reminders badge fix img alt attributre,1
fix(typescript): GitHubAPI.paginate callback signature (#775),0.97809976,Typescript: Fixed GitHubAPI.paginate callback signature (#775) @Eddman,,1
build(npmrc): bye bye bey,0.41996393,require Node 10.21+,,0
Update year to 2019 (#812),0.7221277,fix: Update year to 2019 (#812) @MarvinJWendt,,1
docs: Fix URL for Serverless GCF repository (#805),0.9371542,Fix URL for Serverless GCF repository (#805) @pgoodjohn,,1
docs: Fix sample code for serverless deployment (#807),0.9368054,Fix sample code for serverless deployment (#807) @kentaro-m,,1
tests: Removed allowed failure configuration for node 10 (#802),0.86530113,Removed allowed failure configuration for node 10 (#802) @brwne,,1
fix: Spelling (#800),0.6682063,Spelling (#800) @jsoref,,0
fix: path.resolve instead of path.join to resolve payload paths. (#785),0.94031346,Use path.resolve instead of path.join to resolve payload paths. (#785) @krtx ,,1
docs(simulating-webhooks.md): typo and pull_request.labeled keyword highlight (#796),0.65203124,Update simulating-webhooks.md (#796) @mayank23 ,,0
fix(package): update supports-color to version 6.0.0,0.81519717,package: update supports-color to version 7.0.0 (fc282f3),,1
build: package lock file (#791),0.50883764,package: update is-base64 to version 1.1.0 (#1148) (787932b),,0
"Fix link to ""probot-metadata"" extension (#787)",0.9751698,"Fix link to ""probot-metadata"" extension (#787) @chadfawcett",Fix broken link,1
"Fix link to ""Create the GitHub App"" (#786)",0.9641869,"Fix link to ""Create the GitHub App"" (#786) @chadfawcett",,1
docs: fix misspellings of receive (#783),0.8335472,Fix misspellings of receive (#783) @FalconWiz,,1
Invalid PRIVATE_KEY_PATH error handling (#782),0.9211055,PRIVATE_KEY_PATH error handling (#778) (#782) @NikhilM98,,1
chore(package): update @types/jsonwebtoken to version 8.3.0 (#757),0.79932755,Update @types/jsonwebtoken to the latest version 🚀 (#757) @greenkeeper[bot],,1
fix(package): update dotenv to version 6.2.0 (#781),0.8417819,package: update dotenv to version 7.0.0 (28ead7e),,1
Prefill Glitch app name as GitHub app name for app manifests (#742),0.9808721,Prefill Glitch app name as GitHub app name for app manifests (#742) @yeskunall,Use Glitch app name as GitHub app name for app manifests,1
Fix typings for stats app (#728),0.93928003,Fix typings for stats app (#728) @wolfy1339,"Fix typings for stats app Fix problems with callback functions that should be async According to the Octokit types, the paginate() function's callback has an argument of type Promise, but it was being used as if it wasn't in a Promise update octokit methods",1
7.4.0,0.81294394,9.7.0 (2019-12-19),,1
refactor: rename deprecated methods,0.6786592,all previously deprecated methods have been removed,,0
fix(package): @octokit/rest@^15.18.0,0.855413,Updated @octokit/rest to version 15.2.0,,1
"docs: links in ""Serverless Deployment"" (#773)",0.5971042,Fix sample code for serverless deployment (#807) @kentaro-m,,0
Include version in manifest (#763),0.9283843,Include version in manifest (#763) @wilhelmklopp ,,1
Fix for probot receive to allow app auth instead in addition to token auth (#754),0.78283215,Do not require token on probot-receive (#754) @gimenete,,1
Add documentation about template flag (#752),0.42689458,"A lot of documentation improvements, including docs on Environment Configuration",Add documentation about template flag Update docs/development.md Co-Authored-By: TimonVS timonvanspronsen@outlook.com Update docs/development.md Co-Authored-By: TimonVS timonvanspronsen@outlook.com Improve template argument documentation update template step,0
Follow GitHub Casing Standards (#756),0.46672767,GitHub Enterprise Support (#331). See the docs on using GitHub Enterprise docs to get started.,casing is lyfe #gIThUB Update docs/configuration.md Co-Authored-By: hiimbex bexmwarner@gmail.com Update docs/configuration.md Co-Authored-By: hiimbex bexmwarner@gmail.com,0
fix(package): update is-base64 to version 0.1.0 (#750),0.9415108,package: update is-base64 to version 1.1.0 (#1148) (787932b),,1
Improve documentation on testing Probot apps with nock (#734),0.6562749,Bring testing docs in line with probot/template (#627) @wilhelmklopp,,0
Improve GraphQL query for TypeScript (#710),0.8484021,Fix GraphQL in TypeScript (#667) @tcbyrd,,1
Create serverless-deployment.md (#698),0.7450563,Fix sample code for serverless deployment (#807) @kentaro-m,"Create serverless-deployment.md I have worked alongside @tcbyrd and @JasonEtco testing out their Serverless plugins in preparation for a Serverless conference I am attending this week. Having a Serverless section would be nice to share while at the conference, but not required. This PR adds a new Serverless section to the docs (open to suggestions on placement), @hiimbex mentioned creating a new section to assist not over-crowding the (already existing) deployment.md. After this week, I plan to begin working with another provider (Azure). Update deployment.md Bdougie pr serverless fixes (#2) adds link to serverless docs link to deployments section for repeated content Bdougie pr serverless fixes (#3) adds link to serverless docs link to deployments section for repeated content Update serverless-deployment.md adds serverless blurb Update deployment.md Update serverless-deployment.md Update deployment.md Update serverless-deployment.md a few grammar and word changes",1
chore(test): convert apps/stats test to TypeScript (#704),0.69312227,chore(tests): convert serializers test to TypeScript (#695) @macklinu,,0
chore(tests): convert logging test to TypeScript (#696),0.7414886,chore(tests): convert serializers test to TypeScript (#695) @macklinu,,1
Add done parameter to paginate callback in GitHubAPI interface (#718),0.6917772,"new github.paginate API, github.paginate.iterator() (e0868f1)",,0
docs: Fix typo (#741),0.48591292,fix: Update year to 2019 (#812) @MarvinJWendt,,0
docs: Pretty readme (#740),0.59512514,"Some docs updates #669 @bkeepers, #671 @augustogoulart ",,0
robot => app,0.6882138,Rename robot to app (#542),,0
Document deployment to GitHub Actions (#739),0.5448294,Support GitHub Enterprise Server in GitHub App Manifest flow implementation (#902) (66a3b14),,0
Fix: Allow starting probot without token or id/cert (#738),0.9167143,Allow starting probot without token or id/cert (#738) @bkeepers,,1
7.3.0,0.8249843,7.5.3 (2019-04-12),,1
Update docs for manually receiving events (#730),0.5613572,deps: bump eventsource from 1.1.0 to 2.0.2 (7fd06d6),,0
Deprecate probot simulate in favor of probot receive (#726),0.9411875,"Deprecate probot simulate in favor of probot receive (#726, #730) @gimenete, @hiimbex",,1
Wrap pem in quotes to make Glitch happy (#737),0.9332075,Wrap pem in quotes to make Glitch happy (#737) @wilhelmklopp,Wrap pem in quotes to make Glitch happy,1
Update development.md (#735),0.5250542,package: debugging version replacements as part of automated release process ... so sorry for the noise UGH (7753758),,0
chore(package): update @octokit/rest to version 15.13.1 (#732),0.82944095,Updated @octokit/rest to version 15.2.0,,1
Update standard-markdown to the latest version 🚀and lint docs,0.46055532,package: update dotenv to version 8.0.0 (c335748),chore(package): update standard-markdown to version 5.0.0 chore(package): update standard-markdown to version 5.0.1 Closes #689 fix linting,0
chore(package): update typedoc to version 0.13.0 (#731),0.44352472,package: update pkg-conf to version 3.0.0 (faefc44),,0
chore(package): update commander to version 2.19.0 (#729),0.7763197,package: update commander to version 3.0.0 (1867b39),,1
Create README.pt-br.md (#711),0.47365528,Include version in manifest (#763) @wilhelmklopp ,,0
fix(package): update dotenv to version 6.1.0 (#724),0.84391814,package: update dotenv to version 7.0.0 (28ead7e),,1
Update octokit rest (#721),0.8869312,Updates @octokit/rest,chore(package): update @octokit/rest to version 15.13.0 use the number id not string,1
