Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Bump ini from 1.3.5 to 1.3.7,0.323888,PHP 7.2 support (3c3883d),Bumps ini from 1.3.5 to 1.3.7. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #993 from laravel/revert-991-clear-db,0.56469953,Laravel 9 Support (#1170),"Revert ""[4.x] Updated db command for clearing tables""",0
"Revert ""Updated db command for clearing tables (#991)""",0.9431578,"Revert ""[4.x] Updated db command for clearing tables"" (#993)﻿",This reverts commit 5c0d36a2bd75cd5337be5c2716964ebb307e4b37.,1
Updated db command for clearing tables (#991),1.0000004,Updated db command for clearing tables (#991),,1
Merge pull request #990 from laravel/dependabot/npm_and_yarn/highlight.js-10.4.1,0.54373413,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump highlight.js from 10.1.2 to 10.4.1,0
Bump highlight.js from 10.1.2 to 10.4.1,0.48177046,Fix syntax highlighting (#1142)﻿,Bumps highlight.js from 10.1.2 to 10.4.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #987 from laravel/dependabot/npm_and_yarn/highlight.js-10.1.2,0.55421746,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump highlight.js from 9.16.2 to 10.1.2,0
Bump highlight.js from 9.16.2 to 10.1.2,0.4884358,Fix syntax highlighting (#1142)﻿,Bumps highlight.js from 9.16.2 to 10.1.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #979 from haakco/4.x,0.37293372,Cache key compatibility update (#583),[4.x] Fix for Can't locate path: <.../vendor/laravel/telescope/src/Storage/migrations>,0
Fix Can't locate path: <.../vendor/laravel/telescope/src/Storage/migrations>,0.6998839,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,,0
Merge pull request #977 from mmachatschek/support_php8,0.5908667,PHP 8 Support (#977),[4.x] Support php8,0
Explicitly install required php modules,0.39453256,PHP 8 Support (#977),,0
Support PHP 8,0.8962159,PHP 8 Support (#977),,1
[4.x] Consolidate database directory (#975),0.9237596,Consolidate database directory (#975)﻿,  Consolidate database directory   Apply fixes from StyleCI (#974) ,1
Remove whitelist,0.3237033,"Add a new ""Clear Entries"" button (#1091)",,0
Update README.md,0.428316,Show warning when manifest is outdated (#729),,0
"[4.x] Determine if the incoming entry is a request, added isRequest() filter (#966)",0.5343182,Add http client request watcher (#1073)﻿," [4.x] Determine if the incoming entry is a request, added isRequest() filter  This will allow us to filter the entries of type 'request' in the register method in TelescopeServiceProvider  Update IncomingEntry.php  Co-authored-by: Taylor Otwell taylor@laravel.com",0
[4.x] Added isGate() filter (#967),0.34847754,Slow query filter method added (#1146)﻿,  [4.x] Added isGate() filter   Update IncomingEntry.php   Co-authored-by: Taylor Otwell taylor@laravel.com,0
remove section,0.34071147,Removed,,0
Add only_allow_paths check and config,0.666242,"Be able to specify only allowed paths (#963, (18c475f))",,0
Apply fixes from StyleCI (#961),0.5467651,Fix syntax highlighting (#1142)﻿,,0
Merge pull request #959 from jasonvarga/dump-js,0.32536215,"Dump visibility toggling, search, etc (#959)﻿","[4.x] Dump visibility toggling, search, etc.",0
Support VarDumper JS,0.21447465,Add http client request watcher (#1073)﻿,,0
[4.x] Make event watcher compatible with Laravel 8 subscriber syntax (#953),0.6503164,Fix MailWatcher tags by @Rezrazi in https://github.com/laravel/telescope/pull/1340,  Make event watcher compatible with Laravel 8 subscriber syntax   fix styleci ,0
 support new listeners syntax,0.88342,Support new listeners syntax (a69fc6f),,1
Merge pull request #945 from paras-malhotra/batch_watcher_test,0.38554943,Handle when $batch is null (#1013)﻿,[4.x] Add Batch Watcher Test,0
fix style ci errors,0.39775655,Fix typed properties issues (#879),,0
Add Batch Watcher Test,0.48400652,Handle when $batch is null (#1013)﻿,,0
Merge pull request #940 from laravel/dependabot/npm_and_yarn/elliptic-6.5.3,0.552951,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump elliptic from 6.5.2 to 6.5.3,0
Bump elliptic from 6.5.2 to 6.5.3,0.37362903,Cache key compatibility update (#583),Bumps elliptic from 6.5.2 to 6.5.3. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #939 from laravel/upgrade-guide,0.6096089,Laravel 9 Support (#1170),[4.x] Add UPGRADE.md,0
Add UPGRADE.md,0.32360145,Show warning when manifest is outdated (#729),,0
Bump PHP,0.48929405,PHP 8 Support (#977),,0
Merge branch '3.x' into master,0.26785588,Consolidate database directory (#975)﻿,Conflicts: CHANGELOG.md public/app-dark.css public/app.css public/app.js public/mix-manifest.json,0
Merge pull request #938 from laravel/dependabot/npm_and_yarn/http-proxy-1.18.1,0.49586192,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump http-proxy from 1.18.0 to 1.18.1,0
Bump http-proxy from 1.18.0 to 1.18.1,0.35854,Replace Http/Uri with HTTP/URI  (#1141),Bumps http-proxy from 1.18.0 to 1.18.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #937 from open-source-contributions/assertion_enhancement,0.4009786,Testing fixes (#866),Improve assertions,0
Improve assertions,0.3699671,Testing fixes (#866),,0
Merge pull request #931 from andresayej/3.x,0.36304635,Cache key compatibility update (#583),[3.x] Fix non-active cloudinary links,0
Fix non-active cloudinary links,0.3794404,Http Client Link State (#1078),,0
Merge pull request #930 from ctfang/3.x,0.36764064,Cache key compatibility update (#583),fix:May be written to an empty log,0
fix:styleci,0.51341474,Fix syntax highlighting (#1142)﻿,,0
fix:May be written to an empty log,0.7992229,May be written to an empty log (#930),,1
Merge pull request #926 from laravel/dependabot/npm_and_yarn/elliptic-6.5.3,0.55490184,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump elliptic from 6.5.2 to 6.5.3,0
Compile,0.5909865,Compile assets (762e4ed),,0
Merge pull request #924 from derekmd/fix-queries-dump-with-mysql-variable,0.49319044,Fix query preview (#1044)﻿,[3.x] Remove problematic unused code when formatting SQL,0
Remove unused code when formatting SQL,0.8931649,Remove problematic unused code when formatting SQL (#924),"Telescope's QueryWatcher always stores an empty array for query parameter bindings. This causes issues in NPM package ""sql-formatter"" when the query has MySQL session variables referenced with an '@' character. sql-formatter's generic SQL syntax handling will treat the '@' character the same as a '?' placeholder. 'SELECT @foo := id ...' without bindings will cause @foo to be replaced with JavaScript 'undefined' rather than being left as-is.  stop passing the bindings empty array    to the .format() method since the    argument is never used. instead of referencing the generic    'sqlFormatter.format()' public API,    pull in the exact implementation of    StandardSqlFormatter. Three other    SQL dialect implementations were being    unnecessarily bundled into Telescope's    app.js distribution. This will shrink    app.js' file size. remove unused  Vue    component props 'entry' and 'batch'    since query data is being injected    through the the slot scope.",1
Merge pull request #920 from user501254/patch-1,0.39398688,Cache key compatibility update (#583),[3.x] Add explicit base font family fallback,0
Add explicit base font family fallback,0.8531818,Add explicit base font family fallback (#920),,1
formatting and compiling,0.392819,Remove problematic unused code when formatting SQL (#924),,0
Merge pull request #916 from macleash90/3.x,0.3762976,Cache key compatibility update (#583),[3.x] Change text for Marking Exceptions as Resolved,0
"Following up on pull request #710. I think although exceptions are marked as resolved the message isn't clear to the user. For once I thought Laravel Telescope would itself automagically resolve the exception for me since that's what the message suggested (Resolve now). This change is to indicate to users that exceptions aren't resolved by Laravel Telescope but marked as resolved, so they have to go resolve the exception themselves and mark as resolved on Laravel Telescope which is the intention of pull request #710",0.72718346,Use Throwable instead of Exception by @adriaanzon in https://github.com/laravel/telescope/pull/1201,,1
Merge pull request #913 from laravel/dependabot/npm_and_yarn/lodash-4.17.19,0.5170697,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump lodash from 4.17.15 to 4.17.19,0
Bump lodash from 4.17.15 to 4.17.19,0.34119087,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bumps lodash from 4.17.15 to 4.17.19. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #909 from laravel/driesvints-patch-1,0.60226464,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Update tests.yml,0
Merge pull request #903 from laravel/batches,0.713669,Laravel 8 support & Batches support (#903),Batches,1
revert,0.51164246,Changed,,0
order alpha,0.37311795,Preserving the alphabetical order of providers (#841),,0
Merge branch 'batches' of https://github.com/laravel/telescope into batches,0.5827613,A fresh coat of paint by @jessarcher in https://github.com/laravel/telescope/pull/1295,,0
fix tests,0.7395606,Testing fixes (#866),,1
Apply fixes from StyleCI (#904),0.52222073,Fix syntax highlighting (#1142)﻿,,0
fix dependencies,0.3122605,Fix PHP 8.1 issues (#1156)﻿,,0
Apply fixes from StyleCI (#902),0.52517474,Fix syntax highlighting (#1142)﻿,,0
support batches,0.52850485,Laravel 8 support & Batches support (#903),,0
update compsoer.json,0.3068881,Fix JSON indenting (#1049),,0
Merge branch '3.x' of https://github.com/laravel/telescope,0.7166984,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,,1
Merge pull request #900 from laravel/dependabot/npm_and_yarn/websocket-extensions-0.1.4,0.5250375,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump websocket-extensions from 0.1.3 to 0.1.4,0
Bump websocket-extensions from 0.1.3 to 0.1.4,0.3894296,Add http client request watcher (#1073)﻿,Bumps websocket-extensions from 0.1.3 to 0.1.4. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
Merge branch '3.x',0.3048712,Consolidate database directory (#975)﻿,Conflicts: CHANGELOG.md,0
Merge pull request #895 from chasenyc/feature/3.x/request-ip-address,0.48764914,Add request IP address to RequestWatcher (#895),[3.x] Add request IP address to RequestWatcher,0
Update RequestWatcher.php,0.6345663,Add http client request watcher (#1073)﻿,,0
Add IP Address to,0.5469223,Add request IP address to RequestWatcher (#895),,0
CS,0.24851975,Changed,,0
"Tweak afterRecord method, exclude entries",0.541729,Add entry to afterRecording hook (#893),,0
Merge remote-tracking branch 'upstream/3.x' into patch-5,0.28948218,Cache key compatibility update (#583),,0
Merge pull request #893 from barryvdh/patch-4,0.41219124,Cache key compatibility update (#583),[3.x] Add entry to afterRecording hook,0
Add afterStore hooks,0.87940145,"Add afterStore hooks (#894, (600e462))",,1
Add entry to afterRecording hook,0.95782554,Add entry to afterRecording hook (#893),,1
Apply fixes from StyleCI (#892),0.5444252,Fix syntax highlighting (#1142)﻿,,0
npm remove md5,0.33750817,"Revert ""[4.x] Updated db command for clearing tables"" (#993)﻿",Gravatar md5() calls are now done in PHP rather than within Vue component .,0
Allow avatar path customization,0.9261484,"Allow avatar path customization (#890, 94a3952)",Add config('telescope.avatar_driver') to control where to fetch user avatars shown in the Telescope UI.  'gravatar' looks up the avatar just-in-time    using the email address (current default) 'custom' can use a URL from your local    application. Call IncomingEntry::avatar()    to register a callback that returns a URL    string for logged in $user. '' empty string will disable the avatar and    hide it from the UI. This will prevent calls    from being made to Gravatar servers on each    Telescope request.,1
Merge pull request #885 from keyboardSmasher/keyboardSmasher-patch-1,0.443393,Cache key compatibility update (#583),[3.x] Add index to created_at,0
Merge pull request #887 from lstables/lstables-fix-log-styling,0.3937117,Fix syntax highlighting (#1142)﻿,[3.x] changed truncate from 75 chars to 50,0
changed truncate from 75 chars to 50,0.9616797,Changed truncate from 75 chars to 50 (#887),This should fit better on screen and fix Issue #886 which I reported.,1
Group indices,0.28004295,Add index to created_at (#885),Grouped indices based on @barryvdh feedback,0
Add index to created_at,0.9525608,Add index to created_at (#885),"When the telescope_entries table gets large, telescope:prune will fail miserably, actually bringing an AWS db instance to its knees. This is because telescope:prune is using created_at in a where clause when there's no index on that column.",1
Merge pull request #884 from laravel/dependabot/npm_and_yarn/jquery-3.5.0,0.52295303,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump jquery from 3.4.1 to 3.5.0,0
Bump jquery from 3.4.1 to 3.5.0,0.28520584,"Revert ""[4.x] Move cache read inside handler to avoid early cache call"" (#1030)﻿",Bumps jquery from 3.4.1 to 3.5.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #882 from crynobone/exception-context,0.5122265,Ability to review Exception context data (#882),[3.x] Ability to review Exception context data,0
Update preview.vue,0.38324705,Mails sent through Notifications preview invalid HTML by @guushuizen in https://github.com/laravel/telescope/pull/1188,,0
Update ExceptionWatcher.php,0.5091564,Mark exceptions as resolved (#710),,0
"Only send context if it has value, otherwise set it to null.",0.39862883,Check for null values in query bindings (#727),Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
Ability to review Exception context data,0.88574016,Ability to review Exception context data (#882),,1
Merge pull request #877 from janolivermr/3.x,0.32502294,Cache key compatibility update (#583),[3.x] Remove thousands separator in time records (#876),0
Fix typed properties issues.,0.9400684,Fix typed properties issues (#879),,1
Remove thousands separator in time records (#876),0.9746883,Remove thousands separator in time records (#877),,1
Encode array for logging (#873),1.0000002,Encode array for logging (#873),,1
Apply fixes from StyleCI (#871),0.5376184,Fix syntax highlighting (#1142)﻿,,0
Merge pull request #866 from laravel/testing-fixes,0.5753186,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,[3.x] Testing fixes,0
Apply fixes from StyleCI (#865),0.52198327,Fix syntax highlighting (#1142)﻿,,0
Fix bug with QueryWatcher,0.5506232,Fix query preview (#1044)﻿,,0
Disable Telescope when faking events,0.49946004,Telescope:withoutRecording() should be exception safe (#1092),,0
Merge pull request #863 from laravel/remove-brick-math,0.54689485,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,[4.x] Remove brick math,0
Do not require brick/math,0.17167939,Prep For Octane (#1040)﻿,,0
Merge pull request #860 from laravel/drop-laravel-6,0.6100867,Laravel 6 & 7 support (#860),[4.x] Drop Laravel 6 support and replace moontoast/math,0
Apply fixes from StyleCI (#861),0.53124344,Fix syntax highlighting (#1142)﻿,,0
Do not test on Laravel 6,0.6102571,Laravel 6 & 7 support (#860),,0
Replace moontoast/math,0.27517644,Changed,,0
Drop Laravel 6 support,0.7526784,Laravel 6 & 7 support (#860),,1
Update config.yml,0.40823644,Removed redundant default value from config file by @siarheipashkevich in https://github.com/laravel/telescope/pull/1323,,0
Merge pull request #847 from laravel/dependabot/npm_and_yarn/acorn-6.4.1,0.5312353,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump acorn from 6.3.0 to 6.4.1,0
Bump acorn from 6.3.0 to 6.4.1,0.30096918,Testing fixes (#866),Bumps acorn from 6.3.0 to 6.4.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Apply fixes from StyleCI (#843),0.53012395,Fix syntax highlighting (#1142)﻿,,0
Merge pull request #842 from mattyh88/filter-isQuery,0.4751934,Slow query filter method added (#1146)﻿,improvement - Added isQuery() in IncomingEntry,0
Update IncomingEntry.php,0.34295672,Add request IP address to RequestWatcher (#895),,0
improvement - Added isQuery() in IncomingEntry,0.4584786,Check for null values in query bindings (#727),,0
Merge pull request #841 from finagin/patch-1,0.4103761,Testing fixes (#866),Preserving the alphabetical order of providers,0
Preserving the alphabetical order of providers,0.9447452,Preserving the alphabetical order of providers (#841),,1
838 Array to string conversion (#839),0.91678196,Fix array to string conversion (#839),,1
Merge pull request #832 from laravel/github-actions,0.49525046,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,[3.x] Switch to Github Actions,0
Laravel 7 support,0.89822656,Laravel 7 support (a26891d),,1
Remove trait,0.3278224,Remove asset manifest check and warning (#1063),,0
Switch to Github Actions,0.21555834,Fix for database migrations publishing path (#979)﻿,,0
Update branch alias,0.24526075,Show warning when manifest is outdated (#729),,0
Bump symfony dependency,0.401205,Dropped support for Laravel 5.8,,0
Merge branch '2.0',0.29870644,Consolidate database directory (#975)﻿,Conflicts: CHANGELOG.md,0
Merge pull request #829 from derekmd/handle-eval-syntax-errors,0.41313654,Fix syntax highlighting (#1142)﻿,[2.x] Handle all eval() failures from Laravel Tinker,0
Handle eval() failing in Laravel Tinker,0.9480908,Handle all eval() failures from Laravel Tinker (#829),"With Laravel Telescope enabled, it's possible for some Laravel Tinker expressions to fail and output a Telescope stacktrace instead of the original PHP throwable Error.",1
Merge pull request #825 from willvincent/2.0,0.30510965,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,fix: ReflectionException when used with debugbar.,0
fix: ReflectionException when used with debugbar.,0.9589243,ReflectionException when used with debugbar (#825),,1
Merge pull request #822 from stancl/patch-4,0.39140916,Cache key compatibility update (#583),[2.x] Use environment() instead of isLocal(),0
[2.x] Use environment() instead of isLocal(),0.2799803,Use getConnection method in Migrations (#736),,0
Merge pull request #817 from barryvdh/patch-4,0.41036177,Cache key compatibility update (#583),[2.x] Only log file/line for exception trace,0
Only log file/lin for exception trace,0.7982461,Only log file/line for exception trace (#817),Additional values are not used but can become very large (object arguments etc),1
Merge pull request #810 from dkulyk/patch-1,0.42213443,Cache key compatibility update (#583),[2.x] Avoiding to create guard,0
Avoiding to create guard,0.915469,Avoiding to create guard (#810),,1
Merge pull request #806 from iamgergo/2.0,0.33741057,Cache key compatibility update (#583),[2.0] Fix imports,0
Fix imports,0.34827662,Fix typed properties issues (#879),,0
Merge pull request #803 from GrahamCampbell/patch-1,0.42132905,Cache key compatibility update (#583),[2.0] Manual code style fixes,0
Manual code style fixes,0.4710592,Testing fixes (#866),,0
Apply fixes from StyleCI (#802),0.5109528,Fix syntax highlighting (#1142)﻿,,0
Merge pull request #799 from 60days/master,0.26756552,Cache key compatibility update (#583),Make ignoring Laravel Nova paths configurable so Nova apps are debuggable,0
nan,0.9999999,nan,Make ignoring Laravel Nova paths configurable,1
Merge pull request #797 from barryvdh/patch-3,0.41163135,Cache key compatibility update (#583),[2.x] Check if composers key exists,0
Update resources/js/screens/views/index.vue,0.32540601,Make ignoring Laravel Nova paths configurable (#799),Co-Authored-By: Dries Vints dries.vints@gmail.com,0
Check if composers key exists,0.9455918,Check if composers key exists (#797),,1
Update changelog,0.36837232,May be written to an empty log (#930),,0
Merge pull request #794 from arjanwestdorp/filter-view-composers,0.49118483,Add information about view composers (#766),[2.x] Fix ignore generic listeners as view composer,0
Fix style issue,0.42443746,Fix syntax highlighting (#1142)﻿,,0
Filter out listeners that are no view composers,0.6378486,Fix ignore generic listeners as view composer (#794),,0
[2.x] Fix Round queries duration to 2 decimal places (#791),0.96704376,Fix Round queries duration to 2 decimal places (#791),  round to 2 decimal places   remove space for consistency ,1
Merge pull request #789 from laravel/redisEvents,0.53223956,Laravel 6 & 7 support (#860),Enable redis events by default if the watcher is enabled,0
       enable redis events by default if the watcher is enabled,0.97730494,Enable redis events by default if the watcher is enabled (#789),,1
 fix date time display,0.48858812,Remove thousands separator in time records (#877),,0
    wrap a card div around mail previews,0.37019613,Mails sent through Notifications preview invalid HTML by @guushuizen in https://github.com/laravel/telescope/pull/1188,,0
Merge pull request #785 from laravel/php74,0.62672985,Laravel 6 & 7 support (#860),[2.x] Test on PHP 7.4,0
Allow Symfony 5,0.40640107,Laravel 7 support (a26891d),,0
Test on PHP 7.4,0.5328989,PHP 7.2 support (3c3883d),,0
Merge pull request #784 from iamgergo/2.0,0.3556037,Cache key compatibility update (#583),[2.x] order docblock,0
order docblock,0.4135269,Preserving the alphabetical order of providers (#841),,0
Merge pull request #778 from srinathreddydudi/nested-notification-routes,0.58788633,Properly Implode Nested(Array) Notification Routes To Fix Array To String Conversion Exception (#778),Properly Implode Nested(Array) Notification Routes To Fix Array To String Conversion Exception,0
Merge pull request #779 from stancl/patch-2,0.39716235,Cache key compatibility update (#583),Fix typo,0
Fix typo,0.41139728,Fix typo in memory calculation (#997)﻿,,0
fixing styleci tests,0.5208677,Testing fixes (#866),,0
adding tests for array routes in notification watcher test,0.6232442,Properly Implode Nested(Array) Notification Routes To Fix Array To String Conversion Exception (#778),,0
properly implode nested notification routes,0.78212017,Properly Implode Nested(Array) Notification Routes To Fix Array To String Conversion Exception (#778),,1
recompile,0.41227823,Compile assets (762e4ed),,0
Merge pull request #773 from barryvdh/fix-query-hash,0.5401666,Don't use familyHash for queries (#773),[2.x] Don't use familyHash for queries,0
Don't use familyHash for queries,0.9481706,Don't use familyHash for queries (#773),,1
formatting and fixing conflicts,0.44414318,Remove problematic unused code when formatting SQL (#924),,0
compile for prod,0.59893304,Compile assets (762e4ed),,0
Update templates,0.22279684,Fix syntax highlighting (#1142)﻿,,0
Fix style issues,0.4485831,Fix syntax highlighting (#1142)﻿,,0
Add view composers to telescope,0.5360363,Add information about view composers (#766),,0
Merge pull request #765 from laravel/dependabot/npm_and_yarn/jquery-3.4.1,0.526564,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump jquery from 3.4.0 to 3.4.1,0
Bump jquery from 3.4.0 to 3.4.1,0.3139609,"Revert ""[4.x] Move cache read inside handler to avoid early cache call"" (#1030)﻿",Bumps jquery from 3.4.0 to 3.4.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Merge pull request #756 from laravel/dependabot/npm_and_yarn/jquery-3.4.0,0.5300893,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump jquery from 3.3.1 to 3.4.0,0
Merge pull request #757 from laravel/dependabot/npm_and_yarn/bootstrap-4.3.1,0.5409507,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump bootstrap from 4.2.1 to 4.3.1,0
Merge pull request #758 from laravel/dependabot/npm_and_yarn/lodash-4.17.13,0.5051334,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump lodash from 4.17.11 to 4.17.13,0
Merge pull request #759 from laravel/dependabot/npm_and_yarn/axios-0.18.1,0.5221487,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump axios from 0.18.0 to 0.18.1,0
Merge pull request #761 from laravel/dependabot/npm_and_yarn/mixin-deep-1.3.2,0.5180899,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump mixin-deep from 1.3.1 to 1.3.2,0
Merge pull request #760 from laravel/dependabot/npm_and_yarn/js-yaml-3.13.1,0.5579851,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bump js-yaml from 3.12.1 to 3.13.1,0
Merge pull request #762 from GrahamCampbell/patch-1,0.43195808,Cache key compatibility update (#583),[2.0] Update .styleci.yml,0
Update .styleci.yml,0.4097402,Add explicit base font family fallback (#920),,0
Bump mixin-deep from 1.3.1 to 1.3.2,0.28414994,Move booting of commands (#1034),Bumps mixin-deep from 1.3.1 to 1.3.2. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump js-yaml from 3.12.1 to 3.13.1,0.33000606,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bumps js-yaml from 3.12.1 to 3.13.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump axios from 0.18.0 to 0.18.1,0.33155465,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bumps axios from 0.18.0 to 0.18.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump lodash from 4.17.11 to 4.17.13,0.34010342,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Bumps lodash from 4.17.11 to 4.17.13. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump bootstrap from 4.2.1 to 4.3.1,0.30882072,Move booting of commands (#1034),Bumps bootstrap from 4.2.1 to 4.3.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Bump jquery from 3.3.1 to 3.4.0,0.30345714,"Revert ""[4.x] Move cache read inside handler to avoid early cache call"" (#1030)﻿",Bumps jquery from 3.3.1 to 3.4.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
Remove yarn.lock,0.33600843,Prevent resuming recording when processing sync job (#720),,0
Merge pull request #752 from WyattCast44/2.0,0.3485388,Cache key compatibility update (#583),Add the Nova API to ignore paths array,0
Merge pull request #750 from ankurk91/patch/mix,0.3934127,Cache key compatibility update (#583),Update webpack config to use terser,0
Update webpack config to use terser,0.35108837,Removed redundant default value from config file by @siarheipashkevich in https://github.com/laravel/telescope/pull/1323,,0
Merge pull request #749 from BernhardtD/feature/add_plain_text_response_output,0.660413,Add formatted output support for plain text responses (#749),Add formatted output support for plain text responses,0
Fix format,0.51318645,Remove problematic unused code when formatting SQL (#924),,0
Add formatted output support for plain text responses,0.94594586,Add formatted output support for plain text responses (#749),,1
Merge pull request #740 from vedmant/2.0,0.3274157,Cache key compatibility update (#583),Hide php-auth-pw server variable by default,0
Hide php-auth-pw server variable by default,0.9639329,Hide php-auth-pw server variable by default (#740),,1
Merge pull request #738 from dkulyk/added_ignored_events,0.3744557,Cache key compatibility update (#583),Added support for event ignoring.,0
Fixed description.,0.38746697,Changed,,0
StyleCI,0.2306546,Unified asset publishing (#1105),,0
Added support for event ignoring.,0.47828043,Fix events with ShouldBroadcastNow (#623),,0
Merge pull request #736 from cybercog/fix/use-get-connection-in-migrations,0.6898643,Use getConnection method in Migrations (#736),Use getConnection method in Migrations,0
Merge pull request #737 from cmizzi/patch-1,0.45182467,Cache key compatibility update (#583),Use time instead of duplicated to show global queries duration,0
fix(related-entries:query): use time instead of duplicated to show global queries duration,0.82417774,Use time instead of duplicated to show global queries duration (#737),,1
Fix variable type in DocBlock,0.38938078,Fix typed properties issues (#879),,0
Merge pull request #729 from barryvdh/feat-update-warning,0.4502654,Show warning when manifest is outdated (#729),Show warning when manifest is outdated,0
Use getConnection method in Migrations,0.9642317,Use getConnection method in Migrations (#736),,1
Merge branch '2.0' into feat-update-warning,0.38317958,Show warning when manifest is outdated (#729),,0
Apply fixes from StyleCI (#731),0.5296837,Fix syntax highlighting (#1142)﻿,,0
Order imports alphabetically,0.4830167,Preserving the alphabetical order of providers (#841),,0
Merge pull request #727 from barryvdh/fix-query-nulls,0.5082545,Check for null values in query bindings (#727),Check for null values in query bindings,0
Rename method,0.31803244,Change text for Marking Exceptions as Resolved (#916),,0
Merge pull request #728 from barryvdh/fix-uuid-string,0.44526297,Cache key compatibility update (#583),Make sure UUID is string,0
Update layout.blade.php,0.43194282,Laravel 9 Support (#1170),,0
Update phpdocs,0.4752632,Fix PHP 8.1 issues (#1156)﻿,,0
Show warning when manifest is outdated,0.96228313,Show warning when manifest is outdated (#729),,1
Make sure UUID is string,0.2939579,Replace Http/Uri with HTTP/URI  (#1141),,0
Update tests for named parameters/integers,0.44154054,Testing fixes (#866),,0
CS fix,0.45080656,Testing fixes (#866),,0
Check for null values in query bindings,0.97023976,Check for null values in query bindings (#727),,1
Merge pull request #720 from erikgaal/patch-dont-resume-recording-with-sync-jobs,0.65797657,Prevent resuming recording when processing sync job (#720),Prevent resuming recording when processing sync job,0
Merge pull request #721 from Dannybevers/update-vue-json-pretty,0.38484585,Fix deprecations by @driesvints in https://github.com/laravel/telescope/pull/1284,Update vue-json-pretty,0
Update vue-json-pretty,0.39361757,Fix JSON indenting (#1049),Updating vue-json-pretty for telescope to ^1.6.2,0
Only start recording when job connection is not sync,0.7524029,Prevent resuming recording when processing sync job (#720),,1
Add regression test for resuming recording with sync jobs,0.70080984,Prevent resuming recording when processing sync job (#720),,1
Merge pull request #717 from barryvdh/feat-rebuild-2.0,0.32204607,Cache key compatibility update (#583),[2.0] Rebuild for production,0
Rebuild for production,0.2773856,Compile assets (762e4ed),,0
Merge pull request #710 from barryvdh/feat-resolve-exceptions,0.62416834,Mark exceptions as resolved (#710),Mark exceptions as resolved,0
Merge branch 'feat-format-queries' of https://github.com/barryvdh/telescope into barryvdh-feat-format-queries,0.4780292,Fix telescope.domain usage (#1124)﻿,,0
