Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
292,Add noop erase cmd test; simplify assert,0.43586516,Reduce warnings from tests (#337),build(deps): bump actions/setup-dotnet from 3.0.2 to 3.0.3,0
293,docs: migrate install/resource README sections to new files (#937),0.5700543,Fix computation of installation path on Linux/single-file publish (#310),Bumps actions/setup-dotnet from 3.0.2 to 3.0.3. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-dotnet   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
294,Only erase credentials that match user/pass when present,0.607896,Remove username/password authentication for GitHub.com (#171),This adds support for another popular OSS project (KDE) to Git Credential Manager.,0
295,app: show exception stack trace if tracing enabled,0.57438284,"Add TRACE2 support(#1131, #1151, #1156, #1162)",Accidentally left off the [DllImport] attribute when adding this extern.. now it'll actually point to the correct function in the DLL.,0
296,Merge pull request #612 from mjcheetham/wsl-localhost,0.53749365,Fix WSL configuration instructions (#479),"When building the entire solution, we need to ensure the various ""Installer."" and ""Packaging."" projects are not built at the same time as other projects, especially on Windows, where we may hit file locking problems. The installer projects call a build script internally that calls a dotnet publish on various projects. By making the installer projects reference (but not consume) the dependent projects we ensure MSBuild won't build them until the end, and prevent file access errors. At the same time, we can probably remove the ""-m:1"" flags that tell MSBuild to only build one project at a time.",0
297,Merge pull request #101 from mjcheetham/github-oauth-ui,0.45058197,Add preliminary support for OAuth with GitHub AE (requires server support/changes) (#343),,0
298,Fix typos in documentation,0.46969792,Check for broken links in documentation (#700),"This required fixing some newly found lint issues. Additionally some issues are in files (workflow templates) that are structured in such a way that do not easily allow correction, so I have adjusted the linter configuration to ignore these files for now. They could instead be corrected in a later commit.",0
299,Move IHttpClientFactory toICommandContext`,0.458874,Ensure we init IEnvironment before SessionManager (#1167),"Rename the main entry executable from git-credential-manager-core(.exe) to simply git-credential-manager(.exe), now that the older GCM4W has been removed from the Git for Windows project as an option (and the GCMC project has been renamed). We do not rename the Debian package ID, nor the Homebrew Cask name yet as this will require more thought forr migration. To help with migration somewhat, create symlinks and shim/copy-executables for the original executable name ""git-credential-manager-core(.exe)"" for consumers who have not updated to the new version. We detect if the consumer is launching us via the ""-core"" symlink or executable shim by consulting the platform-native APIs to get the original ""argv[0]"". All of the .NET APIs sadly don't give us the real ""argv[0]"", so we need to use native APIs... If we detect use of the old name, print a warning that the user should update their configuration, and a help link for more information.",0
300,hostprovider: update host prvdr base to use service name,0.6468164,Fix a bug with host provider disposal (#272),"Add documentation with information about the GCM.exe rename, and how to fix-up any configuration after the change. The aka.ms/gcm/rename shortlink points to this document.",0
301,oauth: extract Helper and TTY prompt methods,0.4780643,Generic OAuth support via config 🎉 #1062,"Create symlinks and shim/copy-executables for the original exec ""git-credential-manager-core(.exe)"" name for consumers who have not updated to the new name. We detect if the consumer is launching us via the ""-core"" symlink or executable shim by consulting the platform-native APIs to get the original ""argv[0]"". All of the .NET APIs sadly don't give us the real ""argv[0]"", so we need to use native APIs... If we detect use of the old name, print a warning that the user should update their configuration, and a help link for more information.",0
302,bitbucket: merge .UI.Avn and .UI in to Atlassian.Bitbucket,0.4805394,"Enables support for multiple users for GitHub, Bitbucket, and Azure Repos (when using the *.visualstudio.com URLs) (#160)",,0
303,Add explanatory comment.,0.3528868,@4brunu,"This required fixing some newly found lint issues. Additionally some issues are in files (workflow templates) that are structured in such a way that do not easily allow correction, so I have adjusted the linter configuration to ignore these files for now. They could instead be corrected in a later commit.",0
304,refresh token,0.6514472,Handle expired OAuth refresh token for generic auth (#1196),Add icon to dotnet tool NuGet package,0
305,generic: update generic provider to support all protocols,0.9298905,Updated generic provider to support all protocols (#712),We missed the core UI helper from the dotnet tool package - include it!,1
306,gitconfig: ensure config filter is passed down,0.5987828,Ensure git-credential-manager-core command is available after Debian package install (https://github.com/GitCredentialManager/git-credential-manager/pull/650),Fix a bug that was introduced in an earlier PR to build the Core UI helper (WPF) for Windows. We don't need to specify the TFM or RID for these projects.,0
307,Updates for testing,0.669777,Various documentation updates:,Add the GCM icon to the NuGet package used for the dotnet tool. The image is copied to the root of the package under a new images directory (/images). The tool payload continues to be copied under the required /tool/net6.0/any directory. Modify the pack-tool.sh script to keep all build output under the /out directory of the repository (which is in .gitignore). Output from running pack-tool.sh now looks like this: . └── out     └── shared         └── DotnetTool             └── nupkg                 └── Debug                     ├── git-credential-manager.$VERSION.nupkg                     ├── images       # icon                     ├── payload      # dotnet publish output                     └── payload.sym  # pdbs The contents of the NuGet package looks like this: . ├── [Content_Types].xml ├── _rels ├── git-credential-manager.nuspec ├── images │   └── icon.png          # copied from the output images/ dir ├── package │   └── services │       └── metadata/... └── tools     └── net6.0         └── any/...       # copied from the output payload/ dir,0
308,Merge pull request #343 from mjcheetham/ghae,0.45875704,GHES OAuth support (#354),"Explicitly pass the version and build configuration to the dotnet tool packaging script. Also revert to a default Debug config for local builds; this is consistent with all other artifacts in the build for dev (macOS pkg, Windows installers, deb, etc)",0
309,git: better gitcfg error and trace messages,0.6670682,Fix bug in Git config matching due due case sensitivity (#234),build(deps): bump actions/setup-dotnet from 3.0.1 to 3.0.2,0
310,Add support for using the current Windows user for WAM on DevBox (#1197),1.0000001,Add support for using the current Windows user for WAM on DevBox (#1197),Include git-credential-manager-ui.exe in installer,1
311,registry: make GetProvider method async,0.41769925,Fix a bug to prevent setting credential.provider when it wasn't needed (Only set credential.provider for dynamic matches #535),"Rename the main entry executable from git-credential-manager-core(.exe) to simply git-credential-manager(.exe), now that the older GCM4W has been removed from the Git for Windows project as an option (and the GCMC project has been renamed). We do not rename the Debian package ID, nor the Homebrew Cask name yet as this will require more thought for migration.",0
312,build(deps): bump lycheeverse/lychee-action from 1.7.0 to 1.8.0 (#1260),0.5237472,Speed up build graph (#924),We forget to include the core UI helper (WPF) in the Windows installer manifest.. add it!,0
313,Merge pull request #584 from hickford/omnisharp-fix,0.546543,"Fix bug with enumerating Azure Repos bindings outside of a repository (#416, #417)",Bumps actions/setup-dotnet from 3.0.1 to 3.0.2. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-dotnet   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
314,Merge pull request #764 from timsu92/patch-1,0.45469356,"Add TRACE2 support(#1131, #1151, #1156, #1162)",dotnet tool: rename package,0
315,github: use OAuth2/web flow for GitHub,0.67705977,Add preliminary support for OAuth with GitHub AE (requires server support/changes) (#343),"Change the name and author of the dotnet tool package from GitCredentialManager.Cli to git-credential-manager. The reason for this change is that we were able to transfer ownership of this package (which was previously owned by JetBrains) to the git-credential-manager organization on NuGet.org.  There should not be any customer impact related to this change, as the GitCredentialManager.Cli package had yet to be published.",0
316,Add Debug.Assert messages; rename helper methods,0.5459088,Add new diagnose command to help debug problems in the wild (#463),release: package gcm as dotnet tool,0
317,docs: separate install information from README,0.5106256,docs: call out different GCM install paths in WSL docs (#1168),"Add a new DotnetTool project containing the needed files to publish GCM as a cross-platform dotnet tool. Additionally, update GCM to use helper dlls if exes are not found in the Application directory. At present, dlls are only used in the dotnet tool scenario to minimize the package size and to make it cross-platform compatible.",0
318,workflows: target *-latest runner images,0.8988587,Target *-latest runner images in CI workflow (#1178),build(deps): bump actions/checkout from 3 to 3.1.0,1
319,docs: Update README docs links,0.6001171,Update documentation to use reference-style links (#680),Issue/573 OAuth2 support for Bitbucket DC,0
320,azrepos: add a binding manager to store org-user maps,0.53084636,"Fix bug with enumerating Azure Repos bindings outside of a repository (#416, #417)",Document how to lint documentation,0
321,Merge pull request #173 from microsoft/master,0.5070754,Add workaround for Windows Broker (WAM) running as admin (#344),Replace githubusercontent images,0
322,Cache environment variables dictionary,0.48976445,"Improve proxy environment variable handling (#497, #501, #503)",Updates RFC links to authoritative URL,0
323,trace2: remove ToLower() from message file names,0.5726581,trace2: guard against null pipe client in dispose (#1135),docs: use short link for Linux install src,0
324,git: consistently read from stdout before exit wait (#1136),1.0,git: consistently read from stdout before exit wait (#1136),build(deps): bump actions/setup-dotnet from 3.0.0 to 3.0.1,1
325,fixup! fixup! Add install from source instructions,0.56639296,.net tool: clarify install instructions (#1126),Adds a brief section to the docs/document.md on how linting of documents is done.,0
326,ui: add Avalonia-based UI for generic cred prompt,0.67902,Add native basic credential UI prompts for Windows (#92),Fixes #863,0
327,Refactor to allow HostProviders to override store and erase,0.5013605,"Allow hostname-specific proxy override to use no proxy (#442, #449)","The current URLs use an outdated source. The rfc-editor.org site is stated to be the authoritative source, see aaragraph 3 on https://www.ietf.org/standards/rfcs/. The redirection used at the existing URL cause the later versions of the link checker to fail for the instances in the documentation. However, instances in the source code comments have also been updated.",0
328,Add basic .pkg installer script,0.4926159,Include UI helpers in Debian package for Linux release; move GCM symlink to /usr/local/bin (#405),Use a short link for the Linux install from source script. Signed-off-by: Matthew John Cheetham mjcheetham@outlook.com,0
329,azrepos: add non-PAT based auth method to AzRepos,0.46153426,Experimental support for not using PATs for Azure Repos - default disabled (#294) (read more here),Bumps actions/checkout from 3 to 3.1.0. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: actions/checkout   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
330,inputargs: update remote URI generation to support ports,0.6683465,Support ports in URL-scoped config (#825),Update docs/environment.md and docs/configuration.md to document the new configuration options for managing Bitbucket DC OAuth2 Client ID and Client Secrets Update docs//bitbucket-development.md to document how to create a test Bitbucket DC environment and OAuth2 setup,0
331,http: allow NO_PROXY split with space,0.43525672,"Support for the NO_PROXY option to bypass the proxy for certain addresses (#299, #297)",New implementations of the interface IBitbucketRestApi and abstract class BitbucketOAuth2Client provide client code for interacting with the Bitbucket DC REST API and OAuth2 implementation. Extending the BitbucketRestApiRegistry and OAuth2ClientRegistry to provide these Bitbucket DC implementations when a DC host is detected means BitbucketAuthentication and BitbucketHostProvider remain agnostic about which form of Bitbcuket host they are interacting with Prior to this feature users were limited to using Basic Auth or HTTP Access Tokens to interact securely with a Bitbucket DC instance. OAuth2 provides a better solution for SSO environments,0
332,ISSUE 329 address PR comments by simplifying the use of ThrowIfUserInteractionDisabled(),0.52167904,Add option to prevent interactivity (#91),The BitbucketAuthentication and BitbucketHostProvider remain the single points of entry to processing authentication for all Bitbucket hosts. Bitbucket DC and Bitbucket Cloud do not share common REST APIs or common OAuth2 implementations. The interface IBitbucketRestApi and abstract class BitbucketOAuth2Client effectively hide the differences in implementation from BitbucketAuthentication and BitbucketHostProvider The interface IBitbucketRestApi and abstract class BitbucketOAuth2Client provide clear extension points to implement OAuth2 support for Bitbucket DC,0
333,docs: add bitbucket app password requirements (#1213),0.99999994,docs: add bitbucket app password requirements (#1213),"Use the WriteDictionarySecrets() method to safely log the dictionary of data that will be written back to the calling Git process When it is necessary to follow the processing in GCM during a call from Git the GCM_TRACE environment variable can be used to print trace information to standard error, however the ultimate output of GET commands would not be included in this trace information This lack of visibility is especially problematic during multi-stage authentication such as OAuth, adding safe logging of the final output makes it possible to follow the GCM process in realtime from inputs to outputs during Git GET requests",1
334,trace2: write normal format events in snake case,0.56740856,"Add TRACE2 support(#1131, #1151, #1156, #1162)",Bumps actions/setup-dotnet from 3.0.0 to 3.0.1. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-dotnet   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
335,Add install from source option to build.sh,0.48572987,Add support for using WSL Git configuration (#461),build(deps): bump actions/setup-dotnet from 2 to 3.0.0,0
336,Merge pull request #479 from nimatt/patch-1,0.4587109,Fix WSL configuration instructions (#479),release: fix Windows archives,0
337,settings: add path expansion to settings,0.45783842,docs: add trace2 to config/env documentation (#1230),"When we transitioned our release workflow to GitHub actions, we started using Powershell's Compress-Archive cmdlet to zip our Windows binaries. However, this unfortunately does not play nicely with unzip in WSL. Since we're publishing the archives from an Ubuntu machine, switch to creating the archives with the zip command in the default bash shell to correct the issue.",0
338,msauth: use new Windows broker based on MSALRuntime,0.7122147,Add workaround for Windows Broker (WAM) running as admin (#344),Bumps actions/setup-dotnet from 2 to 3.0.0. - Release notes - Commits  updated-dependencies: - dependency-name: actions/setup-dotnet   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com,1
339,Merge pull request #198 from mjcheetham/osx-installv2,0.47303283,Mac installer will now unlink the Java GCM via Homebrew if installed (#45),Add generic username/password UI to all platforms,0
340,Support AAD in MSA,0.6099889,- Support AAD users as guest users in MSA-based Azure DevOps organizations (#32),,0
341,Merge pull request #72 from mjcheetham/multivar-git,0.4448801,Add support for using WSL Git configuration (#461),Replace calls to the native system UI prompts with shelling out to the generic helper UI.,0
342,Merge pull request #513 from microsoft/docs-g4w,0.54374075,docs: call out different GCM install paths in WSL docs (#1168),Add a WPF/Windows UI prompt for the generic/basic username and password prompt.,0
343,Merge pull request #2 from mjcheetham/secure-storage,0.4214276,Secret Service sec_free: Assertion cell->requested > 0 failed. error fix #996,Add an Avalonia-based UI prompt for the generic/basic credential prompt.,0
344,Merge pull request #533 from microsoft/release-fix,0.54313517,"Fix bug with enumerating Azure Repos bindings outside of a repository (#416, #417)",Add a generic credentials prompt view model and command for collecting username/passwords.,0
345,msauth: drop deprecated TokenCache storage props ctor,0.581959,Share the MSAL token cache with Microsoft developer tools on macOS as we already do on Windows (#275),Add config for several popular GitLab instances to docs,0
346,workflows: update checkout actions,0.42591876,Various documentation updates:,,0
347,Merge pull request #494 from mjcheetham/no-auto-noise,0.57365406,"Remove noisy messages during auto-detection (#492, #494)",Include the images resource across all the Avalonia UI applications.,0
348,Merge pull request #233 from mjcheetham/credsuppress,0.40882352,@mminns,"For some reason on macOS windows that are activated are not appearing on top, and get lost behind other application windows. The platform implementation on macOS is seemingly correctly calling the makeKeyAndOrderFront native windowing API, but it's not being made ""key and front"". Setting the ""topmost"" flag true (and then false again) brings our windows to the front, which is what we want.",0
349,config: fix reading of empty string Git config values,0.7880361,Fix reading empty Git configuration entry values (#215),,1
350,note that dialogs can change,0.41242662,Add option to prevent interactivity (#91),Unify line length across docs,0
351,winui: extract shared WPF UI into project,0.6254468,WPF-based GitHub auth UI (#40),Co-authored-by: Lessley Dennington ldennington@github.com,0
352,trace2: remove order from json properties,0.41749048,trace2: guard against null pipe client in dispose (#1135),,0
353,Merge pull request #621 from mjcheetham/gitlab-ui,0.48507386,Add support for using WSL Git configuration (#461),,0
354,Merge pull request #547 from GitCredentialManager/vtbassmatt-fixes,0.53817225,Fix bug in Git config matching due due case sensitivity (#234),,0
355,Merge pull request #361 from microsoft/main,0.5138984,"Fix a bug with using Microsoft Accounts with Azure Repos (#143, #148)",Switch to reference style links,0
356,Fix multiple top-level headings,0.4753146,issue templates: remove core suffix (#1180),,0
357,Fix several UI bugs in 2.1 pre-release (#1238),0.9028748,"Fix several UI bugs (#1238, #1241)",,1
358,build(deps): bump DavidAnson/markdownlint-cli2-action,0.5097671,Codebase and build improvements (#49),,0
359,Revert back to new HttpClient instance per request,0.45730573,Auto-detect on-premises/self-hosted providers via HTTP headers (#262),,0
360,Lazily initalise the HttpClient for the Bitbucket OAuth2ClientRegistry (#1239),0.66874635,Improved Bitbucket OAuth performance through verification of access token validity (#518),,0
361,Merge pull request #532 from ldennington/add-linux-packages-note-to-readme,0.47168386,Fix computation of installation path on Linux/single-file publish (#310),,0
362,Merge pull request #71 from mjcheetham/environ,0.41260055,@mminns,release: access Azure Storage Account with login credentials,0
363,bitbucket: update UI helpers for new OAuth option,0.73756695,Updated Bitbucket UI to separate OAuth and username/password options (#754),Use --auth-mode login command to access ESRP Azure Storage Account instead of AZURE_STORAGE_KEY. This allows us to reuse the git-fundamentals-esrp service principal login credentials we're already using for other resources and is a more secure mode of access than using the storage key.,1
364,settings: match curl lowercase proxy envar behaviour,0.6293735,"Improve proxy environment variable handling (#497, #501, #503)",install from source: use native feeds for Ubuntu 22.04,0
365,gcm: rename entry executable to drop -core suffix,0.671063,Drop -core suffix from entry executable #551 ,workflows: auto-generate maintainer away issue,0
366,Merge pull request #115 from mjcheetham/extract-winui,0.3757596,"Add TRACE2 support(#1131, #1151, #1156, #1162)",Add a new workflow to create issues that will notify GCM users and contributors of when maintainers are away and the repo is not being actively monitored. This workflow is controlled by a workflow_dispatch trigger that requires both a start date and end date for maintainer absence before running.,0
367,Update architecture.md,0.5552243,Various documentation updates:,Update comments in the install from source script so that:  Sentences begin with capital letters. Sentences end with punctuation. Comments are within 80 characters per line.,0
368,version: replace nerdbank with version file,0.8143358,Transition from Nerdbank.GitVersioning to a version file (#1231),"The dotnet team recently added support for installing natively from Jammy feeds on Ubuntu 22.04: https://github.com/dotnet/core/issues/7699 This unfortunately created problems with our current install from source script, as it caused conflicts with the packages.microsoft.com feed we use for Debian/Ubuntu. This change modifies the Debian/Ubuntu dotnet install process to install from Jammy feeds for users on Ubuntu 22.04 and greater while continuing to use the packages.microsoft.com feed for Debian and older Ubuntu versions.",1
369,Merge pull request #731 from ldennington/ignore-homebrew-git,0.6197344,Discontinued incorrect use of Homebrew Git shim (#731),release: add installer validation,0
370,Merge branch 'release' into release-prep,0.47494495,Migrated release process from Azure DevOps to GitHub actions (#707),"Add basic installer validation to release pipeline for Windows, macOS (x64 only), and Linux (Debian package only). Validation runs the installers/any necessary setup and checks that the installed version matches the expected version.",0
371,Adapted test expectation to changed behaviour.,0.44942576,Reduce warnings from tests (#337),macos arm64: Homebrew updates,0
372,Update GitHub auth change document PAT link,0.6433617,Improved usability for GitHub auth (#587),"Update release asset regex to specify runtime and version groups so that update-homebrew task can correctly detect version. Additionally, remove alwaysUsePullRequest parameter so that Homebrew releases become automatic.",0
373,azrepos: use organizations authority for MSA accounts,0.46684417,- Support AAD users as guest users in MSA-based Azure DevOps organizations (#32),build(deps): bump mjcheetham/update-homebrew from 1.1 to 1.2,0
374,wsl: add ability to run CMD/PowerShell scripts from WSL,0.6418953,docs: call out different GCM install paths in WSL docs (#1168),Bumps mjcheetham/update-homebrew from 1.1 to 1.2. - Release notes - Commits  updated-dependencies: - dependency-name: mjcheetham/update-homebrew   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com,0
375,windows: simplify Inno setup defn and reduce payload size,0.5124277,Make Avalonia UI the default Windows and move to in-process (#1207),release: update Azure storage resource names,0
376,git: use IEnvironment::CreateProcess,0.61438006,- GitHub,"The previous Azure resource architecture separated GCM and Microsoft Git resources into different Resource Groups. This led to redundancy - we were storing all our secrets, certificates, etc. in two places. These updates reflect the consolidation of these resources into the new esrp Resource Group.",0
377,Better browser/interactive session detection inside of WSL (#1148),0.85720664,Better browser detection inside of WSL (#1148),build(deps): bump lycheeverse/lychee-action from 1.5.0 to 1.5.1,1
378,Merge pull request #103 from mjcheetham/gh-oauthenv,0.46763998,GHES OAuth support (#354),Bumps lycheeverse/lychee-action from 1.5.0 to 1.5.1. - Release notes - Commits  updated-dependencies: - dependency-name: lycheeverse/lychee-action   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com,0
379,Use OAuth tokens on DevBox by default for Azure Repos (#1245),0.8696161,Enable Azure Repos OAuth-mode by default on DevBox (#1245),build(deps): bump DavidAnson/markdownlint-cli2-action from 5.1.0 to 6,1
380,Remove overzealous ThrowIfTerminalPromptsDisabled check,0.52986586,Reduce warnings from tests (#337),build(deps): bump Newtonsoft.Json from 12.0.3 to 13.0.1 in /src/shared/Core,0
381,Merge pull request #227 from AlexanderLanin/master,0.42427135,@AlexanderLanin,Bumps DavidAnson/markdownlint-cli2-action from 5.1.0 to 6. - Release notes - Commits  updated-dependencies: - dependency-name: DavidAnson/markdownlint-cli2-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com,0
382,Merge branch 'master' into release,0.37342715,@mastercoms,Reorder Git config list process exit wait in diagnose command,0
383,config: match Git config mixed-sensitively,0.7471775,Fix bug in Git config matching due due case sensitivity (#234),"Do not wait for the Git process to exit until we start reading from the stdout stream, to prevent a deadlock. This is what we do in the product code too.",1
384,Update FAQ with some SSH questions,0.5066629,"- Microsoft authentication is performed in-process on Windows, with support for GUI-less environments (such as SSH) via device code flow (#75)",,0
385,release: update Azure storage resource names,0.6450434,- Azure Repos,"The macos-10.15 image for CI builds is deprecated on GitHub Actions. We should update this to a supported image. Given we are actually running our release builds on macos-latest, we should probably be running CI on the same image too!",0
386,github: use correct window title for device code,0.5122493,"Add GitHub OAuth support and refreshed Windows UI (#101, #103)",Add broken link checking Action,0
387,Update markdownlint-cli2-action to 7.0.0 (#910),0.5524935,Update System.CommandLine and fix some bugs (#531),,0
388,wpfui: add a WPF-based UI for generic cred prompt,0.62789804,WPF-based GitHub auth UI (#40),Also adjusts the entire workflow to only run if a PR or push contains changes to a markdown file,0
389,bitbucket: add stub WPF-based UI helper for Bitbucket,0.6510861,Introduce the Bitbucket host provider with Windows GUI (#37),Bumps Newtonsoft.Json from 12.0.3 to 13.0.1. - Release notes - Commits  updated-dependencies: - dependency-name: Newtonsoft.Json   dependency-type: direct:production ... Signed-off-by: dependabot[bot] support@github.com,0
390,Don't access managed objects in finalizer,0.41841948,Pass parent window handle information to MSAL (#306),release: consume auto-rotated SSL certificate,0
391,Always run in 32-bit on Windows,0.7286056,- Windows support (64-bit only) (#46),"Update release workflows to consume new autorotated SSL certificate. There are two main parts:   Add the ""SendX5c"" : ""true"" key value pair to the contents of our ESRP Auth Json file. This allows us to use the new auto-rotating certificate without having to upload/manage it from our App Registration.i   Remove the AZURE_AAD_ID_SSL secret/environment variable. The new certificate was generated with our main AZURE_AAD_ID app registration, so this extra ID is no longer needed. ",1
392,ui: set default GUI window title,0.61857283,Make Avalonia UI the default Windows and move to in-process (#1207),Delete outdated instruction for GitLab Support,0
393,PosixTerminal: split macOS and Linux impl and fix,0.5784336,- macOS,Deleted instruction concerning 'Expire access tokens' option when setting up OAuth app.,0
394,osx: include new Avalonia helpers on macOS,0.71957177,Notarize the macOS installer and binaries to permit running on macOS Catalina 10.15 (#84),macos build: use runtime instead of osx-x64,1
395,azrepos: only enumerate local bindings inside repo,0.6085517,"Fix bug with enumerating Azure Repos bindings outside of a repository (#416, #417)",Update DISTOUT variable in build.sh to use RUNTIME variable instead of hard-coding osx-x64.,0
396,FAQ: typo fix,0.51996434,Various bug fixes:,Release to fix macOS x64 installer,0
397,move InvokeAsync to the new HelperProcess,0.467857,Make Avalonia UI the default Windows and move to in-process (#1207),Fix Mac x64 pkg,0
398,Merge pull request #478 from mjcheetham/gh-device-ui,0.47895944,Fix WSL configuration instructions (#479),,0
399,Add clarifying comments to new MS auth impl,0.5522227,"Update MSAL; set MS auth embedded window title (#239, #512)",docs(WSL): Correct the path to the executable,0
400,credstore: change contruction of existing credstores,0.4050146,issue templates: remove core suffix (#1180),,0
401,msauth: always set the parent window for MSAL,0.72571707,Pass parent window handle information to MSAL (#306),docs: update readme to show osx-arm64 support,1
402,Add fetch-depth: 0 so that Github actions clones with full history so the versioning task works,0.611694,Improved usability for GitHub auth (#587),,0
403,Ensure we start child processes created with ProcessManager (#1177),1.0,Ensure we start child processes created with ProcessManager (#1177),Release,1
404,Pass through $PATH to find dotnet,0.6820757,Improved detection of dotnet on Linux (#685),New Bitbucket UI with separate OAuth and User/Pass options,0
405,docs: fix debian uninstall instructions (#975),0.7007575,"Fix missing dependencies in Debian package (#506, #514, #528)",Generate Windows application manifests for all executable projects,1
406,azrepos: add cmd to clear the authority cache,0.43397355,"Persist auto-detected provider setting (#507, #517)",Update the WPF-based Bitbucket authentication prompt in a similar fashion to the Avalonia ones.,0
407,trace2: add exceptions,0.719568,"Add TRACE2 support(#1131, #1151, #1156, #1162)","Update the Avalonia-based UI for Bitbucket authentication to use a tabbed interface, showing each authentication mode in a separate tab. The new ""credentials"" prompt can offer and serve all authentication modes in a simpler way that pushes users who can to authenticate using a more secure method (where we don't capture the user/pass).",1
408,Add steps to create .deb package distro,0.57000124,Include UI helpers in Debian package for Linux release; move GCM symlink to /usr/local/bin (#405),"Update shared UI helper code for Bitbucket to remove the separate OAuth prompt/command, and allow basic authentication (username/password) options to be hidden based on a command-line option.",0
409,Merge pull request #472 from mjcheetham/combined-ui,0.42047054,Fix WSL configuration instructions (#479),"Automatically generate the correct application manifest for Windows executable projects that we produce. The manifests are required on Windows systems newer than Windows 8 to correctly access versioning APIs that will otherwise always report ""Windows 8"", even on later versions. The manifest we generate states we are compatible with all versions of Windows from 7 to 11 (inclusive).",0
410,wpf: add .Windows to WPF project namespaces,0.5801927,Ensure we create a WindowsProcessManager on Windows (#1146),"Remove the separate ""OAuth Required"" UI prompt in favour of just always showing the ""Credentials"" prompt, where users can select the OAuth auth mode directly anyway.",0
411,Add and update documentation files,0.7705636,Various documentation updates:,Rename some of the test/mock helper methods to be a little easier to grok/be shorter.,1
412,Merged PR 585167: [Security] Enumerate the PATH environment variable to locate programs on Windows,0.57487404,Fix app path name of Windows dropping file extension (#1181),,0
413,Test task version correction,0.60520434,Reduce warnings from tests (#337),Inline some 2FA mock setup helper methods that differ only by a single boolean argument.,0
414,docs: address architecture doc feedback,0.4666445,docs: call out different GCM install paths in WSL docs (#1168),,0
415,Ensure all app resources are disposed on exit,0.3909282,Ensure we init IEnvironment before SessionManager (#1167),bitbucket: remove 2FA test,0
416,devbox: enable msauth default account and broker in devbox,0.5372826,Enable Azure Repos OAuth-mode by default on DevBox (#1245),Fix bug in Windows credential manager credential matching on port numbers,0
417,build: explicitly pass version and conf args to pack-tool.sh,0.44403523,Add Git configuration options for trace & debug (#1228),"Fix a bug whereby we would not correctly match existing credentials when port numbers were used in the search. Additionally, actually now store the non-default port number in the target URI if there is one given. We also now always trim any trailing '/' from the end of the path of a service/target URI. Previously we erronously only trimmed the '/' from a 'pathless' URI, i.e.: https://example.com/      => https://example.com   https://example.com/path/ => https://example.com/path/ This is a safe change since the Enumerate method that is used by both Get and Remove already matches both trailing and non-trailing slashes by virtue of creating and comparing components of a System.Uri which does normalisation of the path. Both Get and Remove would act (eventually) to remove any bad credentials stored with a trailing slash, even if new credentials are only written out without the slash.",0
418,Add extra parens for readability,0.40465212,readme: add link to project roadmap (#1204),,0
419,Update Homebrew install instructions,0.58039355,Discontinued incorrect use of Homebrew Git shim (#731),Fix the Ubuntu uninstall command which used the wrong package name.,0
420,"trace2: add default thread name value of ""main""",0.5320423,"Add TRACE2 support(#1131, #1151, #1156, #1162)","BitbucketHostProvider: fix runtime exceptions  when authentication requests for Bitbucket DC would incorrectly call a Bitbucket Cloud REST API A bug was introduced in commit: 5a2cfd7. Prior to this only authentication requests for Bitbucket Cloud would try and automatically determine if 2FA was required by the current user by calling a Bitbucket Cloud REST API using user provided Basic Auth credentials Commit: 5a2cfd7 removed checking of the current host was Bitbucket Cloud vs DC. This meant the check would be run for Bitbucket Cloud and DC regardless. It would fail for Bitbucket DC The fix is more radical than simply re-instating the check on the type of Bitbucket host. From 1st March 2022 support for using a Bitbucket Cloud user's account password to access REST or Git HTTPS operations has been removed, https://atlassian.community/t5/x/x/ba-p/1948231. As such this automatic test to see if 2FA is required no longer works. Therefore the check against the Bitbucket Cloud REST API has been removed in its entirety",0
421,Clarify workflow_dispatch input description,0.4304672,Ensure we init IEnvironment before SessionManager (#1167),Avoid writing credentials when account & password have not changed,0
422,trace2: add child start and exit events (#1131),0.69423133,Initial TRACE2 tracing events #1045,Avoid writing out credentials that are the same as an already existing cred.,0
423,Merge pull request #614 from mjcheetham/gitlab-fixes,0.51689506,"Fix bug with enumerating Azure Repos bindings outside of a repository (#416, #417)",Only update keychain entries when the password/secret is different to what is already stored.,0
