Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
fix(create-turbo): prompt fix (#4586),0.9456154,fix(create-turbo): prompt fix by @tknickman in link,,1
remove panic since this might happen due to eventual consistency (#4583),0.4626673,feat: Avoid panic from lockfile issues by @chris-olszewski in link,Description remove panic since this might happen due to eventual consistency,0
fixup bind v6 PR: add missing listen call (#4585),0.4423294,feat(next/dev): allow to retry bind by @kwonoj in link,Description need to call listen() on the socket,0
release(turborepo): 1.9.2-canary.0 (#4576),0.8301415,release(turborepo): 1.7.1-canary.8 (#3553) by @github-actions[bot],Co-authored-by: Turbobot turbobot@vercel.com,1
Print Run URL if there is one (#4562),0.75922686,Print Run URL if there is one by @mehulkar in link,,1
fix(create-turbo): correct package manager selection (#4574),0.94042325,fix(create-turbo): correct package manager selection by @tknickman in link,,1
Bind to IPv6 and IPv4 (#4565),0.28123778,[example/kitchensink] allow accessing vite on any ip/hostname  by @zsoldosp in link,Description The std api doesn't allow to control the IPV6_ONLY flag for sockets and it defaults to true. But we want to bind to both IPv6 and IPv4.,0
Delete a test fixture we don't need (#4558),0.8062926,Delete a test fixture we don't need by @mehulkar in link,,1
review follow ups (#4570),0.4958107,Review fixes for Next routing (#3501) by @jridgewell,Description follow up from link,0
refactoring for standalone turbopack cli and benchmarking in turbo (#4553),0.64663213,Document global turbo package inference behavior (#3535) by @gsoltis,Description enable bench CI again add @vercel/turbopack-node alias to avoid duplicate IPC logic add turbopack-bench to share benchmarking logic add next.js --turbo to benchmark add turbopack-cli as standalone dev server move shared dev runtime code to turbopack-dev move .env loading to turbopack-env fixes WEB-473 fixes WEB-429 fixes WEB-893 next.js: link,0
docs: add missing comma in turbo.json (#4557),0.9218371,docs: add missing comma in turbo.json by @BRKalow in link,,1
Include TimeSaved metric in Run Summaries (#4539),0.8462576,Include TimeSaved metric in Run Summaries by @mehulkar in link,,1
test(turborepo): Vercel API Mock Crate (#4533),0.595622,Fix deprecated turbo.json in E2E tests (#3430) by @mehulkar,Description Consolidates the ad-hoc Vercel API mocks that we have in a single crate that spins up a test server. Users are responsible for finding their own open port. Testing Instructions Existing link and login tests should cover this,0
chore: Fix spelling (#4552),0.8088479,chore: Fix spelling by @NicholasLYang in link,"Description ✍️ Write a short summary of your work.   If necessary, include relevant screenshots. Testing Instructions Give a quick description of steps to test your changes.",1
feat(turbopack): initial mdxRs next.config.js support (#4442),0.70388085,fix(create-turbo): bump next.js version (#3228) by @tknickman in link,"Description Related with WEB-488. This PR enables mdxRs configuration option from next.config.js's experimental. When it is enabled, it allows to transform .md and .mdx with mdx compiler with inheriting any existing jsx transform options to align with other jsx components transform options. Currently while there are mdx / mdxRs config, both shares same transform (mdxrs). It may need to be either 1. consolidate options in next.config.js or 2. support js-based mdx correctly in turbopack, but something to consider later. Lastly, with Runtime::Classic unlike existing test cases in next.js this transform will fail with React is not defined runtime error. Manually adding import to react works, however it's unclear if turbopack supposed to auto-inject those importsource or not. For now, make minimal piece working first.",1
Update turbo-1-9-0.mdx (#4554),0.9296972,Update turbo-1-5-0.mdx by @cedric25 in link,,1
chore(turbo): consistent internal package names (#4550),0.6714139,Document global turbo package inference behavior (#3535) by @gsoltis,,0
release(turborepo): 1.9.1 (#4551),0.7953416,Turborepo 1.8,Co-authored-by: Turbobot turbobot@vercel.com,1
feat(ecmascript): support configurable styled component options (#4535),0.47031713,feat(eslint-plugin): add new configuration style by @iduuck in link,"Description WEB-670. This PR expands config options for the styled components transform. However this is not a full fix yet, there are some additional failures in the test case need further investigations. ✍️ Write a short summary of your work.   If necessary, include relevant screenshots. Testing Instructions Give a quick description of steps to test your changes.",0
feat(ecmascript): support configurable emotion options (#4482),0.3856208,Rewrote option syntax to be more flexible (thanks Cobra) by @mattpocock in link,Reverts vercel/turbo#4481,0
Save task duration correctly (#4540),0.7828185,Save task duration correctly by @mehulkar in link,"The bug is the tracer() updates duration every time you call it, and we hadn't called it after task execution. I'm adding a new state to get this timestamp. We cannot use TargetBuilt because we don't want to capture that state until after cache is saved, and, conversely, we don't want to include the time to save the cache in the task duration.",1
Use both key and version when sorting lockfile entries (#4541),0.90602493,Use both key and version when sorting lockfile entries by @mehulkar in link,Co-authored-by: Chris Olszewski chris.olszewski@vercel.com,1
Update old testbed make target to fixture- for new fixtures layout (#4538),0.9566406,Update old testbed make target to fixture- for new fixtures layout by @gsoltis in link,Description make fixture- will populate the testbed directory with an initialized copy of the fixture. This is useful for pairing with the testbed task in launch.json to debug a particular integration test. Testing Instructions Verified manually,1
Gather Run Summary even when tasks fail (#4524),0.85227346,Gather Run Summary even when tasks fail by @mehulkar in link,,1
Update data sent to vercel for runs (#4495),0.8142735,Update data sent to vercel for runs by @mehulkar in link,Add context and command when starting a Run Update data sent for Tasks Fix PATCH endpoint to mark Run as done Improve error propagation,1
fix(turborepo): SCM tests and renaming (#4462),0.91827804,fix(turborepo): SCM tests and renaming by @NicholasLYang in link,"Description Added more testing to SCM and renamed variables to be more understandable (repo_root -> git_root, monorepo_root -> turbo_root) Testing Instructions Added tests on Rust side for deleting files and adding file to index.",1
chore(turborepo): Make rustls the default feature for turborepo-lib (#4537),0.98510337,chore(turborepo): Make rustls the default feature for turborepo-lib by @NicholasLYang in link,"Description I got sick of getting the same ""no TLS feature"" error message, so decided to switch on rustls by default. Will need @vercel/web-tooling approval that we can do this Testing Instructions Give a quick description of steps to test your changes.",1
feat(docs): 1.9.0 blog post (#4532),0.85421276,feat(docs): 1.7 blog post (#3264) by @tknickman,,1
Documentation for Strict Environments (#4490),0.55845994,Strict Environment Handling by @nathanhammond in link,,0
feat(examples): update READMEs for create-turbo (#4451),0.9337375,feat(examples): update READMEs for create-turbo by @tknickman in link,,1
Document --summarize flag and include in Troubleshooting doc (#4467),0.89681727,Document --summarize flag and include in Troubleshooting doc by @mehulkar in link,,1
fix(docs): context menu wide screen (#4531),0.48415267,fix(docs): fix showcase layout shift by @tknickman in link,,0
release(turborepo): 1.9.0 (#4534),0.8023658,Turborepo 1.8,Co-authored-by: Turbobot turbobot@vercel.com,1
feat(summary): add taskId to single package task (#4530),0.91789883,feat(summary): add taskId to single package task by @tknickman in link,,1
oldGlobalHash can be named (#4528),0.91066253,oldGlobalHash can be named by @nathanhammond in link,"We currently use an anonymous struct for the oldGlobalHash but that is unnecessary. The issue was that &foo{} and foo{} produce &-prefixed and non-&-prefixed outputs. No behavior change, existing tests confirm no regression.",1
Chunking Refactor pt. 2 (#4450),0.5979533,improve chunk optimization by @sokra in link,"Description Next.js side: link Previous episode: link In this episode, we: Get rid of ChunkGroupVc. ChunkGroupVc previously took care of:   a. optimizing chunks; b. adding additional chunks, such as the ""evaluate"" chunk, which evaluates runtime entries. Both of these use cases are a concern of the chunking context (i.e. it would differ between dev and build), hence they're now handled by the chunking context. Move the chunk list registration logic into a different chunk. The chunk list was previously a bit leaky as it required the Next.js code to instantiate it manually. There were also a bunch of other instantiations in the code which differed ever so slightly. The chunk list registration code is now part of a separate chunk, which is only added by the dev chunking context. Testing Instructions Snapshots + Next dev tests + Manual tests fix WEB-822",0
Deprecate THASH. (#4526),0.7517328,Deprecate THASH. by @nathanhammond in link,"This PR deprecates the use of THASH for cache partitioning. The search string is .THASH. and can match things like GITHASH. Inferring env var inclusion based upon arbitrary substring inclusion regardless of position is too broad. (Should have been ^THASH_.+.) Squatting on an env var string not scoped to ^TURBO_.+ is (at least) not polite to the rest of the ecosystem. Using this feature makes it more-difficult to share caches across machines and create reproducible builds. Residual THASH variables from earlier arbitrary configuration can unnecessarily partition the cache. The interaction between this feature and ""strict"" environment variable mode introduces complexity where a user can't easily reason about the behavior. Should the THASH variable be included into the global hash if unspecified? Should the THASH variable pushed into the execution environment? The original goal of this feature is to be able to quickly and dynamically change the hash key for a run. I find that the implicit nature is anathema to our goals. Previous use cases and recommendations: - Compare cache artifacts across multiple runs: use run summary or --cache-dir. - Make sure everything runs: use --force. - SOMETHING_THASH=foo turbo run build is just a hardcoded env var. Add it to turbo.json under globalEnv instead. Co-authored-by: Mehul Kar mehul.kar@vercel.com",1
Fix type in tests readme,0.5481417,fix: update verbosity integration tests by @chris-olszewski in link,,0
Add more readme for integration tests (#4515),0.85998964,Add more readme for integration tests by @mehulkar in link,,1
feat(docs): platform context menu (#4500),0.43424475,feat(codemod): support workspace configs by @tknickman in link,Co-authored-by: John Pham johnphammail@gmail.com,0
release(turborepo): 1.9.0-canary.3 (#4523),0.83196324,release(turborepo): 1.7.1-canary.8 (#3553) by @github-actions[bot],Co-authored-by: Turbobot turbobot@vercel.com,1
fix: use ordered data structure for npm lockfile (#4516),0.9798974,fix: use ordered data structure for npm lockfile by @chris-olszewski in link,Description Fixes #4510 by using BTreeMap instead of a HashMap so we have stable ordering of the package entries. Testing Instructions Setup a monorepo using NPM as a package manager. Run turbo prune --scope=web --out-dir=a && turbo prune --scope=web --out-dir=b && diff a/package-lock.json b/package-lock.json and expect a zero exit code.,1
chore: add turborepo-lockfiles to turborepo code owners (#4519),0.6895771,Update open instances of incorrect references to Turborepo. by @nathanhammond in link,Description As noted in #4516 this crate needs to get tagged as being owned by @vercel/turbo-oss,0
Fix nissing packages key when there are no changes in a monorepo (#4518),0.90467393,Fix Missing packages key when there are no changes in a monorepo by @mehulkar in link,,1
fix(examples): with-rollup (#4514),0.8135352,fix(examples): with-rollup by @tknickman in link,,1
Improve integration test setup (#4512),0.8058698,Improve integration test setup by @mehulkar in link,This reduces some of the duplication in our integration tests that we're getting by copy-pasting. pulls out all the sample repos into a _fixtures directory merges most of the setup.sh scripts into _helpers directory (barring a couple exceptions) Moved some .t files around Added a README with how to use these tests,1
Remove unused constant (#4502),0.6816703,Remove unused constant by @mehulkar in link,,0
ci: Stop building Go code twice (#4501),0.9095702,ci: Stop building Go code twice by @NicholasLYang in link,"Description When we use the makefile, we build the Go code, then build the Rust code, but the Rust code in turn builds the Go code again. This PR stops that by removing go-turbo as a dependency of turbo in the Makefile. Instead we rely on the build.rs script to kick off compilation of the Go code. Testing Instructions Existing CI should test it. And hopefully be faster.",1
Fix plex.tv showcase url (#4427),0.45668775,Add vimeo to showcase by @jaredpalmer in link,,0
release(turborepo): 1.9.0-canary.2 (#4496),0.84015733,release(turborepo): 1.7.1-canary.8 (#3553) by @github-actions[bot],Co-authored-by: Turbobot turbobot@vercel.com,1
chore: Add profiles to cargo using aliases (#4479),0.54770494,add cargo-sweep action (#3265) by @ForsakenHarmony,Description Some of the cargo commands in test.yml were getting unwieldy. Plus it's useful to have a simple command to run for testing turborepo code versus turbopack code. Testing Instructions Existing test.yml code should verify that it works.,0
chore: update with-tailwind example (#4379),0.9460758,chore: update with-tailwind example by @Chia1104 in link,Co-authored-by: Mehul Kar mehul.kar@vercel.com Co-authored-by: Thomas Knickman tom.knickman@vercel.com Co-authored-by: Alexander Lyon arlyon@me.com,1
Experimental Feature: Strict Environments (#4449),0.52121234,Strict Environment Handling by @nathanhammond in link,"To provide a way to reduce information leakage into the task execution environment, add a strict mode for environment variable handling. This mode prevents passing non-enumerated variables to the subprocess of the task being executed. Co-authored-by: Mehul Kar mehul.kar@vercel.com",0
chore: Remove release flag from turborepo-ffi build (#4478),0.9524447,chore: Remove release flag from turborepo-ffi build by @NicholasLYang in link,"Description We build turborepo-ffi on release mode currently for our development. This slows down compilation speeds, so I switched us to dev mode. Testing Instructions Existing tests and CI should work.",1
port(turborepo): New Turbopath (#4439),0.7977619,port(turborepo): Config by @NicholasLYang in link,"Description This is meant as a very very simple port of turbopath to Rust. It's basically the Go code but the Rust version. The goal here is to make something that works, and that we can extend with a little ChatGPT and copilot help. Testing Instructions There are doc tests on relevant functions and some regular tests too.",1
chore: pipe through root package json to lockfile parsing (#4437),0.9167457,chore: pipe through root package json to lockfile parsing by @chris-olszewski in link,"Description In order to properly support prune support for the yarn resolutions field, we need to have access to the resolutions field when we construct the lockfile object. This PR simply adds the root package json as an argument to all lockfile parsing methods. Testing Instructions Existing unit and integration tests pass.",1
chore(deps): update dependency csstype to v3.1.2 (#4484),0.91285145,chore(deps): update dependency csstype to v3.1.1 by @renovate in link,"This PR contains the following updates: | Package | Change | Age | Adoption | Passing | Confidence | |---|---|---|---|---|---| | csstype | 3.1.1 -> 3.1.2 | | | | | ⚠ Dependency Lookup Warnings ⚠ Warnings were logged while processing this repo. Please check the Dependency Dashboard for more information. Release Notes frenic/csstype  module Compare Source Configuration 📅 Schedule: Branch creation - ""after 10pm every weekday,before 5am every weekday,every weekend"" (UTC), Automerge - At any time (no schedule defined). 🚦 Automerge: Disabled by config. Please merge this manually once you are satisfied. ♻ Rebasing: Whenever PR becomes conflicted, or you tick the rebase/retry checkbox. 🔕 Ignore: Close this PR and you won't be reminded about this update again. [ ]  rebase-check If you want to rebase/retry this PR, check this box This PR has been generated by Mend Renovate. View repository job log here. renovate-debug:eyJjcmVhdGVkSW5WZXIiOiIzNS4zMi4yIiwidXBkYXRlZEluVmVyIjoiMzUuMzIuMiJ9 Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com",1
add ServerDirective transform which reports unsupported (#4477),0.48714748,Correct all domain and repository references. by @nathanhammond in link,"Description ""use server"" isn't supported yet, but we want to have an error message",0
Better dotenv error messages (#4464),0.6780963,Include the argument separator for dotenv. by @nathanhammond in link,"The issue message emitted by TryDotenvProcessEnv was pretty bad: Execution of TryDotenvProcessEnv::read_all failed. This error message comes from #3550, which attaches the calling function as the context for every failed turbo function. This PR accomplishes 2 main things: 1. Expose an explicit method determining whether a the DotenvEnvProcess's prior or current env failed 2. Detects a current env failure and uses the error's root cause for the issue message. Fixes WEB-851 Tests: link",0
Add ServerAddr::hostname method (#4485),0.39686763,[example/kitchensink] allow accessing vite on any ip/hostname  by @zsoldosp in link,We need to surround IPv6 addresses with square brackets in order to construct a URL.,0
fix: typos (#4472),0.81665957,fix(turborepo): typos (#3285) by @paleite,,1
Fix typos in example tsconfig' readme (#4486),0.95724463,Fix typos in example tsconfig' readme by @FranciscoMoretti in link,,1
"Revert ""feat(ecmascript): support configurable emotion options"" (#4481)",0.50352174,"Revert ""Revert ""Support comments in tsconfig.json"""" by @jridgewell in link",Reverts vercel/turbo#4458,0
fix CSS HMR for pages (#4480),0.52030295,Update css order to fix docs hero by @tknickman in link,Description link preload tags are also used and shouldn't be updated. Only select stylesheet link tags,0
refactor(turborepo): Factored out API Client crate (#4388),0.7637883,refactor(turborepo): API Client Cleanup by @NicholasLYang in link,"Description Factored out the API client into a separate crate so that we can use the API client without importing all of turborepo-lib. Also makes turborepo-lib less monolithic. ✍️ Write a short summary of your work.   If necessary, include relevant screenshots. Testing Instructions Co-authored-by: Mehul Kar mehul.kar@vercel.com",1
use error pretty printer for code gen errors (#4473),0.54216015,Cleaner error messages,Description consistent formatting for this error message,0
handle module evaluation errors in the runtime correctly (#4476),0.5154684,Improved error handling and error messages,"Description Caches the module evaluation error try {   // when throwing on the first try   require(""module"") } catch {   // it should throw on the second try too   require(""module"") }",0
feat(ecmascript): support configurable emotion options (#4458),0.38458687,Rewrote option syntax to be more flexible (thanks Cobra) by @mattpocock in link,"Description Related with WEB-669. PR implements initial path to configuring emotion transforms. It doesn't fully implement all of the options values though -auto-label have different values between next.config.js to the swc's actual transform options, as well as importMap. These will be gradually follow up since it is not an immediate blocker for the feature itself.",0
Add ServerAddr ip/port methods (#4471),0.4544456,port(turborepo): Config by @NicholasLYang in link,"Description Two small methods that expose the ip/port of our ServerAddr. This is necessary for initializing the Next.js router, so that requests appear to be coming from the same correct for middleware requests. Testing Instructions",0
release(turborepo): 1.9.0-canary.1 (#4463),0.8371304,release(turborepo): 1.7.1-canary.8 (#3553) by @github-actions[bot],Co-authored-by: Turbobot turbobot@vercel.com,1
fix(deps): update dependency got to v11 [security] (#4457),0.83704317,fix(deps): update dependency got to v11 [security] by @renovate in link,"This PR contains the following updates: | Package | Change | Age | Adoption | Passing | Confidence | |---|---|---|---|---|---| | got | ^10.7.0 -> ^11.8.5 | | | | | ⚠ Dependency Lookup Warnings ⚠ Warnings were logged while processing this repo. Please check the Dependency Dashboard for more information. GitHub Vulnerability Alerts CVE-2022-33987 The got package before 11.8.5 and 12.1.0 for Node.js allows a redirect to a UNIX socket. Release Notes sindresorhus/got  module Compare Source  Backport security fix link CVE-2022-33987   module Compare Source  Bump cacheable-request dependency (#​1921) module Fix module missing module property (#​1739) module   module Compare Source  Make the module option lazy (#​1529) module This slightly improves Got startup performance and fixes an issue with Jest.   module Compare Source  Do not throw on custom stack traces (#​1491) module   module Compare Source  Fix for sending files with size module on module (#​1488) module module allows stream body if different from original (#​1501) module Set default value for an options object (#​1495) module   module Compare Source Improvements  Add module HTTPS option (#​1364) module Update module after module (#​1453) module Don't allocate buffer twice (#​1403) module  Fixes  Fix a regression where body was sent after redirect module Fix destructure error on module module Do not ignore userinfo on a redirect to the same origin module   module Compare Source Bug fixes  Inherit the module option from parent if it's module (#​1448) module Prepare a fix for hanging promise on Node.js 14.10.x module Prepare for Node.js 15.0.0 module  Docs  Point travis-ci.org badge to travis-ci.com (#​1442) module Clarify the retry mechanism module Fix module links module  Tests  Downgrade Travis CI Node.js version to 14.9.0 (#​1454) module   module Compare Source Fixes  Fix module on redirect (#​1439) module  Meta  Welcome @​Giotino as a maintainer 🎉 module Showcase companies using Got (#​1432) module   module Compare Source Improvements  Add module stream event (#​1384) module Add types for module options module Make module inherit module module Add module to module module Add documentation comments to exported TypeScript types (#​1278) module Move cache options into a module property module  Bug fixes  Got promise shouldn't retry when the body is a stream module  Docs  Add an example of nock integration with retrying module Fix module docs module Fix retry delay function in the module (#​1425) module   module Compare Source Docs  Add hpagent to proxy section (#​1363) module Mention header lowercasing inmodule migration guide (#​1387) module Fixed deprecationWarning on https options (#​1391) module  Bug fixes  Fix duplicated hooks when paginating module Fix module having no effect module   module Compare Source Enhancements  Upgrade module to module module Compatibility fix to ignore incorrect Node.js 12 typings module module  Bug fixes  Prevent uncaught errors on HTTP errors module module  Docs  Mention HTTP/2 proxying in module module Update the comparison table module module Document the hierarchy of error classes (#​1359) module Fix example code for HTTPS proxy (#​1360) module   module Compare Source Improvements  Add module option to pagination (#​1182) module Upgrade dependencies (#​1345) module module module Upgrade to TypeScript 3.9 (#​1267) module  Fixes  Fix TypeScript types for Promise API (#​1344) module Fix cache not working with HTTP2 module Fix module event not being emitted on cache verify request (#​1305) module Work around a bug in Node.js <=12.18.2 module Remove request error handler after response is downloaded module Revert ""Remove request error handler after response is downloaded"" module  Docs  Mention advanced usage of a module hook module Mention to end the stream if there's no body module   module Compare Source  Fix hanging promise on timeout on HTTP error module Use async iterators to get response body (#​1256) module Fix promise not returning Buffer on compressed response module Clarify options.encoding docs module Fix unhandled module rejection module Add missing module code to an abort error module Fix module not working when the module argument is empty module Improve the module option module Fix non-enumerable options [such as body] not being used module   module Compare Source  Deep merge module options (#​1304) module Add options to customize parsing/stringifying JSON (#​1298) module Add module option (#​1264) module   module Compare Source  Provide an overload for unknown module (#​1276) module Fix overriding some options in a module hook (#​1293) module Fix hanging promise on aborted requests on Node v14.3.0 (#​1296) module Do not wait for module event if the file descriptor is already opened (#​1289) module General improvements to HTTPS API (#​1255) module   module Compare Source  Clarify docs for got.HTTPError (#​1244) module Upgrade module to 5.0.3 module Add a Runkit example (#​1253) module Mention module in the documentation module Test module set to module module Slightly improve RunKit example module Make module an alias for module module Don't force query string normalization (#​1246) module Upgrade module to module module Migrate from module to module (#​1270) module Make module promisable (#​1266) module   module Compare Source  Do not use deprecated module (#​1242) module Remove the module header on redirect (#​1241) module Prevent URL pollution (#​1243) module Fix duplicated searchParams for pagination API (#​1229) module Add a test for stringified module in merge (#​1208) module Fix reusing options when paginating module Fix an invalid pagination test module module   module Compare Source Bug fixes  Disable module by default module   This should stay disabled when making requests to internal hostnames such as localhost, database.local etc. CacheableLookup uses dns.resolver4(..) and dns.resolver6(...) under the hood and fall backs to dns.lookup(...) when the first two fail, which may lead to additional delay.  Enhancements  Add test cases for issues #​1221 and #​1223 (#​1231) module Update dependencies module   module Compare Source  Improve Node.js 14 compatibility module Fix module regression module Fix hanging promise when using cache module Make module optional when using a template module   module Compare Source  Add module option (#​1214) module Allow response body to be typed for pagination API (#​1212) module Fix some options not working with the pagination API module   module Compare Source Fixes  Limit number of requests in pagination to prevent accidental overflows (#​1181) module Fix promise rejecting before retry module Fix module duplicates module Prevent calling module on a destroyed request module  Docs  Fix incorrect usage in the readme examples (#​1203) module Note that module and module can be module module   module Compare Source  Fix module being null module Update the module dependency to module module Use module as it's stricter than the intersection operator module Prevent silent rejections in rare cases module Do not alter module module   module Compare Source Fixed two regressions:  modules have unspecified response body (#​1162) Options are duplicated while merging (#​1163)  Improved TypeScript types for errors inherited from module  module Compare Source Introducing Got 11! :tada: The last major version was in December last year. :snowflake: Since then, a huge amount of bugs has been fixed. There are also many new features, for example, HTTP2 support is finally live! :globe_with_meridians: If you find Got useful, you might want to sponsor the Got maintainers.  Breaking changes Removed support for module Due to the inconsistencies between the Electron's module module and the Node.js module module, we have decided to officially drop support for it. Therefore, the module option has been removed. You'll still be able to use Got in the Electron main process and in the renderer process through the module module or if you use Node.js shims. The Pagination API is now stable We haven't seen any bugs yet, so please give it a try! If you want to leave some feedback, you can do it here. Any suggestion is greatly appreciated! module API  The module behavior has been reverted back to the Got 9 behavior.     In other words, the options is only meant for the Got promise API. To set the encoding for streams, simply call module.  ```diff -got.stream('link', {encoding: 'base64'}); +got.stream('link'); // Promises stay untouched await got('link', {encoding: 'base64'}); ```  The error name module has been renamed to module for better readability and to comply with the documentation.  module  The module option now accepts only an object with module, module and module properties. While the module and module properties accept native module instances, the module property must be an instance of module or be undefined.  ```diff { -    agent: new https.Agent({keepAlive: true}) } { +    agent: { +        http: new http.Agent({keepAlive: true}), +        https: new https.Agent({keepAlive: true}), +        http2: new http2wrapper.Agent() +    } } ```  The module option is now set to a default instance of module. It cannot be a module-like instance anymore. The underlying module package has received many improvements, for example, it has received module file support! Additionally, the module option has been renamed to module. Note that it's no longer passed to Keyv, so you need to pass a Keyv instance it if you want to save the data for later.  ```diff { -    dnsCache: new CacheableLookup({ -        cacheAdapter: new Map() -    }) } { +    dnsCache: new CacheableLookup({ +        cache: new Keyv({ +            cacheAdapter: new Map() +        }) +    }) } // Default: {     dnsCache: new CacheableLookup() } ```  Errors thrown in module hooks will be converted to instances of module. modules provide much more useful information, for example, you can access the Got options (through module), which is very useful when debugging.  ```js const got = require('got'); (async () => {     try {         await got('link', {             hooks: {                 init: [                     options => {                         if (!options.context) {                             throw new Error('You need to pass a module option');                         }                     }                 ]             }         });     } catch (error) {         console.log(module);         console.log('Here are the options:', error.options);     } })(); ```  The options passed in an module hook may not have a module property. To modify the request URL you should use a module hook instead.  module Note that this example shows a simple use case. In more complicated algorithms, you need to split the module hook into another module hook and a module hook.  The module property is no longer a module instance. Instead, it gives a Got stream, which provides a set of useful properties.  ```js const got = require('got'); (async () => {     try {         await got('link');     } catch (error) {         console.log(module);         console.log('Download progress:', error.request.downloadProgress);     } })(); ``` Renamed TypeScript types Some of the TypeScript types have been renamed to improve the readability: Old type New type ResponseObject Response Defaults InstanceDefaults DefaultOptions Defaults DefaultRetryOptions RequiredRetryOptions GotOptions Options GotRequestMethod GotRequestFunction Other  Now requires Node.js 10.19 or later.  Enhancements HTTP2 support is here! Excited? Yay! Unfortunately, it's off by default to make the migration smoother. Many Got users have set up their own Agents and we didn't want to break them. But fear no more, it will come enabled by default in Got 12. ```js const got = require('got'); (async () => {     const response = await got('link', {http2: true});     console.log(response.socket.alpnProtocol);     //=> 'h2' })(); ```  The module function is slow (#​1016) Use module instead of module to compare errors (#​981) Pass error thrown in the module hook to module hook (#​929) Errors have undefined body when using streams (#​1138) Spaces should be normalized as module in query strings (#​1113) Modify response headers while using module (#​1129) Make module a Got stream (module).  Known bugs  When some errors occur, the module may indicate that the request was successful although it failed. When some errors occur, the module object may show incorrect data.  Bug fixes  Requests to UNIX sockets are missing query strings (#​1036) module hooks aren't called on redirects (#​994) Errors are swallowed when using module (#​1026) Cannot use the module along with the module option (#​1021) Got doesn't throw on leading slashes (#​1057) Got throws when passing already frozen options (#​1050) Cannot type Got options properly due to missing types (#​954) module doesn't merge module instances (#​1011) The module header is leaking (#​1090) Pagination should ignore the module option (#​1140) Cannot reuse user-provided options (#​1118) Broken with Node.js ≥ 13.10.0 (#​1107) Cache is not decompressed (#​1158) module hooks are missing module (#​1141) module doesn't throw module (#​1069) Not compatible with module (#​1131) Shortcuts give body from the failed request on token renewal (#​1120) No effect when replacing the module option in a Got instance (#​1098) Memory leak when using module (#​1128) Got doesn't throw on aborted requests by the server (#​1096)  All changes Configuration 📅 Schedule: Branch creation - """" (UTC), Automerge - At any time (no schedule defined). 🚦 Automerge: Disabled by config. Please merge this manually once you are satisfied. ♻ Rebasing: Whenever PR becomes conflicted, or you tick the rebase/retry checkbox. 🔕 Ignore: Close this PR and you won't be reminded about this update again. [ ]  rebase-check If you want to rebase/retry this PR, check this box This PR has been generated by Mend Renovate. View repository job log here. renovate-debug:eyJjcmVhdGVkSW5WZXIiOiIzNS4zMi4xIiwidXBkYXRlZEluVmVyIjoiMzUuMzIuMiJ9 Co-authored-by: renovate[bot] 29139614+renovate[bot]@users.noreply.github.com",1
ignore external chunks (#4475),0.5439059,optimize chunks to be a smaller by @sokra in link,Description these chunks need to be captured by e. g. with-client-chunks for include them into the HTML. They can't be handled in dynamic import. fixes WEB-858,0
avoid panic in EsmModuleItem (#4474),0.42758852,feat: Avoid panic from lockfile issues by @chris-olszewski in link,Description due to eventual consistency these errors might occur temporarily This change improve how they are handled and avoids panics here,0
Use pnpm in prepare script (#4466),0.60466003,Drop -- in pnpm invocation for pnpm 7+ by @gsoltis in link,"Corepack throws an error when running pnpm install from the root of the monorepo, because the prepare script is run when you run install. Corepack does not allow using npm, because the root of the monorepo has configured the packageManager to be pnpm.",0
test(turbopack): add one more test for flaky subsets (#4443),0.5901809,turbo run test ,"Description This test is a tiny test suite recently fixed by WEB-667, we can include it in subset tests to verify flakyness. ✍️ Write a short summary of your work.   If necessary, include relevant screenshots. Testing Instructions Give a quick description of steps to test your changes.",0
Redirect all test output to /dev/null (#4460),0.50401413,Fix test asserting verbose log output (#3520) by @mehulkar,,0
fix(lockfile): correct lockfile version (#4461),0.9088359,fix(lockfile): correct lockfile version by @tknickman in link,,1
ci(workflow): apply latest turbopack when build next-swc (#4424),0.63870925,Build turbo once to build JS packages before publishing by @mehulkar in link,"Description closes WEB-763. This PR expands current daily integration setup to apply local patch to the turbopack when build next-swc. This'll allow to run integartion against latest TOT where possible. Since we expect there are breaking changes makes incompatible build with next-* codes in next.js to the turbopack, workflow falls back to building normal next-swc with latest published turbopack if build fails for any reason. We do not have fine grained way to determine if build fails due to incompatiblity or other reason - simply falls back as soon as build fails. Co-authored-by: Tobias Koppers tobias.koppers@googlemail.com",0
fix(docs): correct peer dependency (#4455),0.7008783,fix: no longer include peer dependencies in transitive closures by @chris-olszewski in link,,1
chore(version): bump canary version (#4453),0.8847517,chore(version): bump canary version by @tknickman in link,,1
Add a debugging section in our docs (#4423),0.8886082,Add a debugging section in our docs by @mehulkar in link,Co-authored-by: Alexander Lyon arlyon@me.com,1
